epoch,train_mse,validation_rmse,penalty_scale,external_support
1,0.04551689783732096,0.3153900541083513,0.0033333333333333335,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
5,0.0704893544514974,0.35391982029377406,0.016666666666666666,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
10,0.06597273763020833,0.34930320042919466,0.03333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
15,0.05716321309407552,0.3209371766977437,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
20,0.05212636947631836,0.32998156409351354,0.06666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
25,0.049307828267415366,0.31503568416895994,0.08333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
30,0.04771591567993164,0.3210754300202607,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
35,0.04686236317952474,0.312653160709063,0.11666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
40,0.04638404210408529,0.31528633303991754,0.13333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
45,0.046189679463704426,0.3116142966050063,0.15,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
50,0.046217631022135414,0.3114751872900364,0.16666666666666666,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
55,0.046499880472819013,0.3110986646554283,0.18333333333333332,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
60,0.046996283213297525,0.30924170502845544,0.2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
65,0.04762648646036784,0.3096728561434328,0.21666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
70,0.04832277425130208,0.30792804234147614,0.23333333333333334,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
75,0.0490771001180013,0.3075184613400331,0.25,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
80,0.04994186782836914,0.30694984657593216,0.26666666666666666,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
85,0.05092121887207031,0.3060011868921337,0.2833333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
90,0.05198981221516927,0.30562453568312126,0.3,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
95,0.05314791870117187,0.30504658827875425,0.31666666666666665,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
100,0.05440203348795573,0.3044857855925785,0.3333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
105,0.05574677022298177,0.3041542308477364,0.35,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
