direction,partition,information_set,rows,support_hash,rmse_delta,mae_delta,r2_delta,r2_level_reconstructed,persistence_skill,persistence_skill_mse,persistence_skill_rmse
Rod_1_to_Rod_2,formal_target_rod,input_only,20109,3346f1725c03d77960584f06c53f28e02ac67042fd1f7e11b19360f6472fe5a3,0.01601184374463932,0.012335861526282903,-0.0008615165781571399,0.9981159497080161,0.00020263493399441668,0.00020263493399441668,0.00010132260013195893
Rod_1_to_Rod_2,formal_target_rod,dynamic,20109,3346f1725c03d77960584f06c53f28e02ac67042fd1f7e11b19360f6472fe5a3,0.015128300580706161,0.012061402979999886,0.10654724182217956,0.9983181390211966,0.10749719252754941,0.10749719252754941,0.05527633274462174
Rod_2_to_Rod_1,formal_target_rod,input_only,19280,fcdc8fb92405ce04ad43918e9797ef262dcadd43819fa1f5429de661aac21e7b,0.017299457513831593,0.013495201779248569,-0.0007379513571352803,0.9990890856419954,-0.0007287683985084392,-0.0007287683985084392,-0.00036431783551171826
Rod_2_to_Rod_1,formal_target_rod,dynamic,19280,fcdc8fb92405ce04ad43918e9797ef262dcadd43819fa1f5429de661aac21e7b,0.01612984685703561,0.012893223838366687,0.1300067378854627,0.9992080950335173,0.1300147211063657,0.1300147211063657,0.06726998606583146

