epoch,train_mse,validation_rmse,penalty_scale,external_support
1,0.04426579920450846,0.31165062793391185,0.0033333333333333335,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
5,0.06775736745198568,0.3882357399133853,0.016666666666666666,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
10,0.06387922541300456,0.31191187332904274,0.03333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
15,0.05559740702311198,0.3380563177557985,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
20,0.05083627955118815,0.3053371854425282,0.06666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
25,0.048130343119303386,0.32479412894368803,0.08333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
30,0.04657682291666667,0.3054051294441865,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
35,0.04566191482543945,0.31731837086170744,0.11666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
40,0.04505872344970703,0.30745722527456587,0.13333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
45,0.04464579264322917,0.3124849483679861,0.15,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
50,0.04438417689005534,0.310459500286848,0.16666666666666666,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
55,0.0442935536702474,0.30980904389116504,0.18333333333333332,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
60,0.04434490076700846,0.3125143795519781,0.2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
65,0.044450833638509116,0.3095224356708149,0.21666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
70,0.04453229904174805,0.3117965471136462,0.23333333333333334,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
75,0.044590258280436196,0.31096037967408446,0.25,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
80,0.04467613728841146,0.31053277287163067,0.26666666666666666,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
85,0.04479187774658203,0.3115612364411439,0.2833333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
90,0.044910079956054685,0.31091161265509054,0.3,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
