scenario,seed,variable,domain,lag_basis_type,lag_basis_count,amplitude_basis_count,epsilon_lag,epsilon_amplitude,epsilon_amplitude_given_lag,epsilon_lag_given_amplitude,epsilon_joint,operator_error,sigma1_truth,sigma2_truth,sigma3_truth,truth_tail_energy,truth_sigma2_sigma1,operator_error_over_sigma2,operator_error_over_gap,truth_rank_class
AR-S2,3,2,core,cubic_bspline,48,32,0.0015119474805475107,3.147101018015454e-05,3.14709742090001e-05,0.0015119474797987756,0.0015122749770301908,3.406699797631912e-05,0.02253186596400499,6.108050979763351e-18,8.63918484674363e-19,2.7799644383721925e-16,2.7108500421230355e-16,153424119391.78223,153424119391.78223,rank1
AR-S2,3,2,core,discrete_identity,64,32,0.0,3.147101018015454e-05,3.147101018015454e-05,0.0,3.147101018016195e-05,7.091005831312455e-07,0.02253186596400499,6.108050979763351e-18,8.63918484674363e-19,2.7799644383721925e-16,2.7108500421230355e-16,3193505121.958079,3193505121.958079,rank1
AR-S2,3,2,fit,cubic_bspline,32,24,0.017100328031283866,0.00012181978245381473,0.00012180196980689672,0.017100327904398922,0.017100761810438785,0.0004059641382994647,0.02374013747318931,5.672736888248031e-18,8.96801512270806e-19,2.4782766718134196e-16,2.3895130744944e-16,1828299941971.2537,1828299941971.2537,rank1
AR-S2,3,2,fit,cubic_bspline,40,24,0.0036792162792708767,0.00012181978245381473,0.0001218189579362241,0.0036792162519709813,0.0036812324414745154,8.734510026419774e-05,0.02374013747318931,5.672736888248031e-18,8.96801512270806e-19,2.4782766718134196e-16,2.3895130744944e-16,393367361002.47955,393367361002.47955,rank1
AR-S2,3,2,fit,cubic_bspline,48,24,0.0015119474805475113,0.00012181978245381473,0.0001218196432146325,0.0015119474693288154,0.0015168471278961882,3.589384104218047e-05,0.02374013747318931,5.672736888248031e-18,8.96801512270806e-19,2.4782766718134196e-16,2.3895130744944e-16,161651489142.45978,161651489142.45978,rank1
AR-S2,3,2,fit,discrete_identity,64,24,0.0,0.00012181978245381473,0.00012181978245381473,0.0,0.00012181978245379865,2.892018382407195e-06,0.02374013747318931,5.672736888248031e-18,8.96801512270806e-19,2.4782766718134196e-16,2.3895130744944e-16,13024492909.357668,13024492909.357668,rank1
AR-S2,3,2,fit,cubic_bspline,32,28,0.017100328031283866,5.836735141329708e-05,5.8358816863305234e-05,0.01710032800215561,0.01710042761246099,0.0004059641382993196,0.02374013747318931,5.672736888248031e-18,8.96801512270806e-19,2.4782766718134196e-16,2.3895130744944e-16,1828299941970.6003,1828299941970.6003,rank1
AR-S2,3,2,fit,cubic_bspline,40,28,0.0036792162792708767,5.836735141329708e-05,5.8366956363266e-05,0.0036792162730037953,0.003679679215807668,8.734510026352417e-05,0.02374013747318931,5.672736888248031e-18,8.96801512270806e-19,2.4782766718134196e-16,2.3895130744944e-16,393367360999.44604,393367360999.44604,rank1
AR-S2,3,2,fit,cubic_bspline,48,28,0.0015119474805475113,5.836735141329708e-05,5.836728469981518e-05,0.001511947477972099,0.0015130736676901137,3.589384104053154e-05,0.02374013747318931,5.672736888248031e-18,8.96801512270806e-19,2.4782766718134196e-16,2.3895130744944e-16,161651489135.03366,161651489135.03366,rank1
AR-S2,3,2,fit,discrete_identity,64,28,0.0,5.836735141329708e-05,5.836735141329708e-05,0.0,5.836735141329392e-05,1.3856489464975484e-06,0.02374013747318931,5.672736888248031e-18,8.96801512270806e-19,2.4782766718134196e-16,2.3895130744944e-16,6240408079.1126795,6240408079.1126795,rank1
AR-S2,3,2,fit,cubic_bspline,32,32,0.017100328031283866,3.14567306956486e-05,3.145213105159386e-05,0.017100328022823255,0.0171003569557498,0.00040596413829931246,0.02374013747318931,5.672736888248031e-18,8.96801512270806e-19,2.4782766718134196e-16,2.3895130744944e-16,1828299941970.568,1828299941970.568,rank1
AR-S2,3,2,fit,cubic_bspline,40,32,0.0036792162792708767,3.14567306956486e-05,3.145651778581639e-05,0.0036792162774505364,0.003679350750086609,8.73451002634894e-05,0.02374013747318931,5.672736888248031e-18,8.96801512270806e-19,2.4782766718134196e-16,2.3895130744944e-16,393367360999.2895,393367360999.2895,rank1
AR-S2,3,2,fit,cubic_bspline,48,32,0.0015119474805475113,3.14567306956486e-05,3.1456694740810825e-05,0.001511947479799455,0.0015122746799368081,3.5893841040447786e-05,0.02374013747318931,5.672736888248031e-18,8.96801512270806e-19,2.4782766718134196e-16,2.3895130744944e-16,161651489134.65646,161651489134.65646,rank1
AR-S2,3,2,fit,discrete_identity,64,32,0.0,3.14567306956486e-05,3.14567306956486e-05,0.0,3.145673069565191e-05,7.467871111718705e-07,0.02374013747318931,5.672736888248031e-18,8.96801512270806e-19,2.4782766718134196e-16,2.3895130744944e-16,3363230155.5987253,3363230155.5987253,rank1
AR-S2,4,0,core,cubic_bspline,32,24,0.012317454882003013,0.00010757070429410371,0.00010756254368734539,0.01231745481073758,0.012317924519617118,0.0003103454077801356,0.025195579017987156,7.306718391205634e-18,9.677325854280129e-19,2.9803894365273335e-16,2.900000188917809e-16,1397671462834.7634,1397671462834.7634,rank1
AR-S2,4,0,core,cubic_bspline,40,24,0.003843590026735209,0.00010757070429410371,0.00010756990971024634,0.0038435900044972446,0.003845095002609632,9.684147623179391e-05,0.025195579017987156,7.306718391205634e-18,9.677325854280129e-19,2.9803894365273335e-16,2.900000188917809e-16,436135236271.5158,436135236271.5158,rank1
AR-S2,4,0,core,cubic_bspline,48,24,0.0010825305161768879,0.00010757070429410371,0.00010757064126451443,0.0010825305099136616,0.0010878620139136452,2.727498316129086e-05,0.025195579017987156,7.306718391205634e-18,9.677325854280129e-19,2.9803894365273335e-16,2.900000188917809e-16,122835604001.72607,122835604001.72607,rank1
AR-S2,4,0,core,discrete_identity,64,24,0.0,0.00010757070429410371,0.00010757070429410371,0.0,0.00010757070429411028,2.710306180062785e-06,0.025195579017987156,7.306718391205634e-18,9.677325854280129e-19,2.9803894365273335e-16,2.900000188917809e-16,12206133902.590712,12206133902.590712,rank1
AR-S2,4,0,core,cubic_bspline,32,28,0.012317454882003013,4.494969445648166e-05,4.494628445017829e-05,0.012317454869559444,0.012317536886028243,0.0003103454077800033,0.025195579017987156,7.306718391205634e-18,9.677325854280129e-19,2.9803894365273335e-16,2.900000188917809e-16,1397671462834.1675,1397671462834.1675,rank1
AR-S2,4,0,core,cubic_bspline,40,28,0.003843590026735209,4.494969445648166e-05,4.494936243019425e-05,0.003843590022852266,0.0038438528508257784,9.684147623136839e-05,0.025195579017987156,7.306718391205634e-18,9.677325854280129e-19,2.9803894365273335e-16,2.900000188917809e-16,436135236269.5994,436135236269.5994,rank1
AR-S2,4,0,core,cubic_bspline,48,28,0.0010825305161768879,4.494969445648166e-05,4.4949668118822e-05,0.0010825305150832735,0.0010834633316906446,2.7274983159764792e-05,0.025195579017987156,7.306718391205634e-18,9.677325854280129e-19,2.9803894365273335e-16,2.900000188917809e-16,122835603994.85327,122835603994.85327,rank1
AR-S2,4,0,core,discrete_identity,64,28,0.0,4.494969445648166e-05,4.494969445648166e-05,0.0,4.494969445648564e-05,1.132533578512763e-06,0.025195579017987156,7.306718391205634e-18,9.677325854280129e-19,2.9803894365273335e-16,2.900000188917809e-16,5100477802.174654,5100477802.174654,rank1
AR-S2,4,0,core,cubic_bspline,32,32,0.012317454882003013,2.230469551526917e-05,2.2303003420287545e-05,0.012317454878939376,0.01231747507381857,0.00031034540777999907,0.025195579017987156,7.306718391205634e-18,9.677325854280129e-19,2.9803894365273335e-16,2.900000188917809e-16,1397671462834.1484,1397671462834.1484,rank1
AR-S2,4,0,core,cubic_bspline,40,32,0.003843590026735209,2.230469551526917e-05,2.2304530758972277e-05,0.0038435900257792195,0.0038436547433023808,9.684147623135562e-05,0.025195579017987156,7.306718391205634e-18,9.677325854280129e-19,2.9803894365273335e-16,2.900000188917809e-16,436135236269.54193,436135236269.54193,rank1
AR-S2,4,0,core,cubic_bspline,48,32,0.0010825305161768879,2.230469551526917e-05,2.230468244613556e-05,0.0010825305159076375,0.0010827602769372328,2.7274983159719733e-05,0.025195579017987156,7.306718391205634e-18,9.677325854280129e-19,2.9803894365273335e-16,2.900000188917809e-16,122835603994.65034,122835603994.65034,rank1
AR-S2,4,0,core,discrete_identity,64,32,0.0,2.230469551526917e-05,2.230469551526917e-05,0.0,2.230469551526546e-05,5.619797183270145e-07,0.025195579017987156,7.306718391205634e-18,9.677325854280129e-19,2.9803894365273335e-16,2.900000188917809e-16,2530931650.047319,2530931650.047319,rank1
AR-S2,4,0,fit,cubic_bspline,32,24,0.012317454882003013,6.866247989030722e-05,6.865727096746998e-05,0.012317454852967464,0.012317646227710768,0.00035883088225888317,0.02913190149234015,4.261452078411212e-18,1.3052697414823037e-18,1.636779141119933e-16,1.4628128821359995e-16,1616030627630.1326,1616030627630.1326,rank1
AR-S2,4,0,fit,cubic_bspline,40,24,0.00384359002673521,6.866247989030722e-05,6.866197270669333e-05,0.0038435900176748356,0.0038442032672732843,0.00011197108603587636,0.02913190149234015,4.261452078411212e-18,1.3052697414823037e-18,1.636779141119933e-16,1.4628128821359995e-16,504272941347.4425,504272941347.4425,rank1
AR-S2,4,0,fit,cubic_bspline,48,24,0.0010825305161768883,6.866247989030722e-05,6.866243965846641e-05,0.001082530513625073,0.0010847058813678822,3.153617236001783e-05,0.02913190149234015,4.261452078411212e-18,1.3052697414823037e-18,1.636779141119933e-16,1.4628128821359995e-16,142026294089.26804,142026294089.26804,rank1
AR-S2,4,0,fit,discrete_identity,64,24,0.0,6.866247989030722e-05,6.866247989030722e-05,0.0,6.866247989030616e-05,2.000268600384186e-06,0.02913190149234015,4.261452078411212e-18,1.3052697414823037e-18,1.636779141119933e-16,1.4628128821359995e-16,9008408923.331123,9008408923.331123,rank1
AR-S2,4,0,fit,cubic_bspline,32,28,0.012317454882003013,2.86951077237206e-05,2.8692930834660388e-05,0.012317454876931852,0.012317488301372992,0.0003588308822588578,0.02913190149234015,4.261452078411212e-18,1.3052697414823037e-18,1.636779141119933e-16,1.4628128821359995e-16,1616030627630.0183,1616030627630.0183,rank1
AR-S2,4,0,fit,cubic_bspline,40,28,0.00384359002673521,2.86951077237206e-05,2.8694895763872105e-05,0.0038435900251527827,0.0038436971382591425,0.00011197108603579473,0.02913190149234015,4.261452078411212e-18,1.3052697414823037e-18,1.636779141119933e-16,1.4628128821359995e-16,504272941347.0749,504272941347.0749,rank1
AR-S2,4,0,fit,cubic_bspline,48,28,0.0010825305161768883,2.86951077237206e-05,2.8695090910216196e-05,0.0010825305157312047,0.0010829107658050761,3.153617235972627e-05,0.02913190149234015,4.261452078411212e-18,1.3052697414823037e-18,1.636779141119933e-16,1.4628128821359995e-16,142026294087.95496,142026294087.95496,rank1
AR-S2,4,0,fit,discrete_identity,64,28,0.0,2.86951077237206e-05,2.86951077237206e-05,0.0,2.8695107723715143e-05,8.359430515193586e-07,0.02913190149234015,4.261452078411212e-18,1.3052697414823037e-18,1.636779141119933e-16,1.4628128821359995e-16,3764752815.3255386,3764752815.3255386,rank1
AR-S2,4,0,fit,cubic_bspline,32,32,0.012317454882003013,1.4241964639755078e-05,1.4240884205512948e-05,0.012317454880753817,0.012317463114333375,0.0003588308822588566,0.02913190149234015,4.261452078411212e-18,1.3052697414823037e-18,1.636779141119933e-16,1.4628128821359995e-16,1616030627630.013,1616030627630.013,rank1
AR-S2,4,0,fit,cubic_bspline,40,32,0.00384359002673521,1.4241964639755078e-05,1.424185943977763e-05,0.003843590026345406,0.003843616412205955,0.00011197108603579249,0.02913190149234015,4.261452078411212e-18,1.3052697414823037e-18,1.636779141119933e-16,1.4628128821359995e-16,504272941347.0648,504272941347.0648,rank1
AR-S2,4,0,fit,cubic_bspline,48,32,0.0010825305161768883,1.4241964639755078e-05,1.4241956294874488e-05,0.0010825305160671015,0.0010826241969276854,3.1536172359717926e-05,0.02913190149234015,4.261452078411212e-18,1.3052697414823037e-18,1.636779141119933e-16,1.4628128821359995e-16,142026294087.9174,142026294087.9174,rank1
AR-S2,4,0,fit,discrete_identity,64,32,0.0,1.4241964639755078e-05,1.4241964639755078e-05,0.0,1.4241964639752523e-05,4.1489551094266223e-07,0.02913190149234015,4.261452078411212e-18,1.3052697414823037e-18,1.636779141119933e-16,1.4628128821359995e-16,1868523268.4790652,1868523268.4790652,rank1
AR-S2,4,1,core,cubic_bspline,32,24,0.014346672953089536,4.927985874105684e-13,4.92743212396207e-13,0.014346672953089452,0.01434667295308956,0.0004117751867865474,0.02870178947641457,3.4208883298478487e-18,1.049250536570452e-18,1.3561608440693382e-16,1.191872838680993e-16,1854470577772.3113,1854470577772.3113,rank1
AR-S2,4,1,core,cubic_bspline,40,24,0.003847864695759591,4.927985874105684e-13,4.92793598632341e-13,0.0038478646957595688,0.0038478646957596048,0.00011044060243142014,0.02870178947641457,3.4208883298478487e-18,1.049250536570452e-18,1.3561608440693382e-16,1.191872838680993e-16,497380255956.71686,497380255956.71686,rank1
AR-S2,4,1,core,cubic_bspline,48,24,0.0012551015671771945,4.927985874105684e-13,4.927991409719945e-13,0.0012551015671771876,0.0012551015671772021,3.602366095263805e-05,0.02870178947641457,3.4208883298478487e-18,1.049250536570452e-18,1.3561608440693382e-16,1.191872838680993e-16,162236146042.8218,162236146042.8218,rank1
AR-S2,4,1,core,discrete_identity,64,24,0.0,4.927985874105684e-13,4.927985874105684e-13,0.0,4.927975018581457e-13,1.4144164000448499e-14,0.02870178947641457,3.4208883298478487e-18,1.049250536570452e-18,1.3561608440693382e-16,1.191872838680993e-16,63.699651721887044,63.699651721887044,rank1
AR-S2,4,1,core,cubic_bspline,32,28,0.014346672953089536,3.074630155903653e-10,3.074313722973483e-10,0.014346672953060037,0.014346672953089544,0.0004117751867865467,0.02870178947641457,3.4208883298478487e-18,1.049250536570452e-18,1.3561608440693382e-16,1.191872838680993e-16,1854470577772.308,1854470577772.308,rank1
AR-S2,4,1,core,cubic_bspline,40,28,0.003847864695759591,3.074630155903653e-10,3.0746074247349045e-10,0.0038478646957516792,0.003847864695759598,0.0001104406024314196,0.02870178947641457,3.4208883298478487e-18,1.049250536570452e-18,1.3561608440693382e-16,1.191872838680993e-16,497380255956.7144,497380255956.7144,rank1
AR-S2,4,1,core,cubic_bspline,48,28,0.0012551015671771945,3.074630155903653e-10,3.074627755796527e-10,0.0012551015671746141,0.0012551015671772307,3.6023660952637785e-05,0.02870178947641457,3.4208883298478487e-18,1.049250536570452e-18,1.3561608440693382e-16,1.191872838680993e-16,162236146042.82062,162236146042.82062,rank1
AR-S2,4,1,core,discrete_identity,64,28,0.0,3.074630155903653e-10,3.074630155903653e-10,0.0,3.074630186525827e-10,8.82473883314008e-12,0.02870178947641457,3.4208883298478487e-18,1.049250536570452e-18,1.3561608440693382e-16,1.191872838680993e-16,39743.09052057161,39743.09052057161,rank1
AR-S2,4,1,core,cubic_bspline,32,32,0.014346672953089536,3.3483128262869317e-10,3.3479681906683576e-10,0.014346672953061235,0.01434667295308955,0.0004117751867865472,0.02870178947641457,3.4208883298478487e-18,1.049250536570452e-18,1.3561608440693382e-16,1.191872838680993e-16,1854470577772.3103,1854470577772.3103,rank1
AR-S2,4,1,core,cubic_bspline,40,32,0.003847864695759591,3.3483128262869317e-10,3.348288007830503e-10,0.0038478646957520015,0.0038478646957596143,0.00011044060243141998,0.02870178947641457,3.4208883298478487e-18,1.049250536570452e-18,1.3561608440693382e-16,1.191872838680993e-16,497380255956.7161,497380255956.7161,rank1
AR-S2,4,1,core,cubic_bspline,48,32,0.0012551015671771945,3.3483128262869317e-10,3.34831018784557e-10,0.0012551015671747189,0.0012551015671772327,3.602366095263764e-05,0.02870178947641457,3.4208883298478487e-18,1.049250536570452e-18,1.3561608440693382e-16,1.191872838680993e-16,162236146042.81998,162236146042.81998,rank1
AR-S2,4,1,core,discrete_identity,64,32,0.0,3.3483128262869317e-10,3.3483128262869317e-10,0.0,3.348312654349059e-10,9.61025649062577e-12,0.02870178947641457,3.4208883298478487e-18,1.049250536570452e-18,1.3561608440693382e-16,1.191872838680993e-16,43280.74755011711,43280.74755011711,rank1
AR-S2,4,1,fit,cubic_bspline,32,24,0.014346672953089546,9.406188666398158e-15,9.406001558717924e-15,0.014346672953089556,0.014346672953089558,0.001987181951393101,0.13851169242449077,1.8861628350608142e-17,5.392099112901499e-18,1.5215934634693945e-16,1.3617354622167006e-16,8949471895811.346,8949471895811.346,rank1
AR-S2,4,1,fit,cubic_bspline,40,24,0.0038478646957596056,9.406188666398158e-15,9.407141963413712e-15,0.0038478646957596087,0.0038478646957596156,0.0005329742512301126,0.13851169242449077,1.8861628350608142e-17,5.392099112901499e-18,1.5215934634693945e-16,1.3617354622167006e-16,2400302639238.0044,2400302639238.0044,rank1
AR-S2,4,1,fit,cubic_bspline,48,24,0.001255101567177167,9.406188666398158e-15,9.406428117503028e-15,0.0012551015671771674,0.001255101567177173,0.00017384624223434095,0.13851169242449077,1.8861628350608142e-17,5.392099112901499e-18,1.5215934634693945e-16,1.3617354622167006e-16,782933871746.3389,782933871746.3389,rank1
AR-S2,4,1,fit,discrete_identity,64,24,0.0,9.406188666398158e-15,9.406188666398158e-15,0.0,9.413252785684078e-15,1.30273494657746e-15,0.13851169242449077,1.8861628350608142e-17,5.392099112901499e-18,1.5215934634693945e-16,1.3617354622167006e-16,5.866996619968772,5.866996619968772,rank1
AR-S2,4,1,fit,cubic_bspline,32,28,0.014346672953089546,4.540270060512993e-15,4.545471544802773e-15,0.01434667295308955,0.014346672953089553,0.0019871819513931003,0.13851169242449077,1.8861628350608142e-17,5.392099112901499e-18,1.5215934634693945e-16,1.3617354622167006e-16,8949471895811.342,8949471895811.342,rank1
AR-S2,4,1,fit,cubic_bspline,40,28,0.0038478646957596056,4.540270060512993e-15,4.5448866613522884e-15,0.003847864695759607,0.003847864695759603,0.000532974251230111,0.13851169242449077,1.8861628350608142e-17,5.392099112901499e-18,1.5215934634693945e-16,1.3617354622167006e-16,2400302639237.997,2400302639237.997,rank1
AR-S2,4,1,fit,cubic_bspline,48,28,0.001255101567177167,4.540270060512993e-15,4.545231790375711e-15,0.001255101567177167,0.0012551015671771726,0.0001738462422343409,0.13851169242449077,1.8861628350608142e-17,5.392099112901499e-18,1.5215934634693945e-16,1.3617354622167006e-16,782933871746.3386,782933871746.3386,rank1
AR-S2,4,1,fit,discrete_identity,64,28,0.0,4.540270060512993e-15,4.540270060512993e-15,0.0,4.550737516103298e-15,6.281260520165106e-16,0.13851169242449077,1.8861628350608142e-17,5.392099112901499e-18,1.5215934634693945e-16,1.3617354622167006e-16,2.828828253803258,2.828828253803258,rank1
AR-S2,4,1,fit,cubic_bspline,32,32,0.014346672953089546,8.534190161915297e-15,8.53566433252047e-15,0.014346672953089558,0.014346672953089556,0.0019871819513931008,0.13851169242449077,1.8861628350608142e-17,5.392099112901499e-18,1.5215934634693945e-16,1.3617354622167006e-16,8949471895811.344,8949471895811.344,rank1
AR-S2,4,1,fit,cubic_bspline,40,32,0.0038478646957596056,8.534190161915297e-15,8.536544931929399e-15,0.0038478646957596104,0.0038478646957596026,0.0005329742512301108,0.13851169242449077,1.8861628350608142e-17,5.392099112901499e-18,1.5215934634693945e-16,1.3617354622167006e-16,2400302639237.996,2400302639237.996,rank1
AR-S2,4,1,fit,cubic_bspline,48,32,0.001255101567177167,8.534190161915297e-15,8.537286687065477e-15,0.0012551015671771679,0.0012551015671771783,0.00017384624223434165,0.13851169242449077,1.8861628350608142e-17,5.392099112901499e-18,1.5215934634693945e-16,1.3617354622167006e-16,782933871746.342,782933871746.342,rank1
AR-S2,4,1,fit,discrete_identity,64,32,0.0,8.534190161915297e-15,8.534190161915297e-15,0.0,8.540201725199167e-15,1.181525819277293e-15,0.13851169242449077,1.8861628350608142e-17,5.392099112901499e-18,1.5215934634693945e-16,1.3617354622167006e-16,5.321119239425837,5.321119239425837,rank1
AR-S2,4,2,core,cubic_bspline,32,24,0.01710032803128387,0.00015649612944079508,0.00015647324637335725,0.017100327821881485,0.017101043905397798,0.00038284012900536256,0.022387882168376578,1.0151493770070262e-17,7.069514192441907e-19,4.5740157181901465e-16,4.534369840667417e-16,1724158662331.0234,1724158662331.0234,rank1
AR-S2,4,2,core,cubic_bspline,40,24,0.0036792162792708754,0.00015649612944079508,0.00015649507022192402,0.0036792162342169647,0.0036825430257711117,8.236986053411706e-05,0.022387882168376578,1.0151493770070262e-17,7.069514192441907e-19,4.5740157181901465e-16,4.534369840667417e-16,370960873208.00934,370960873208.00934,rank1
AR-S2,4,2,core,cubic_bspline,48,24,0.0015119474805475126,0.00015649612944079508,0.00015649595056678266,0.0015119474620329315,0.0015200250545559309,3.384930204376032e-05,0.022387882168376578,1.0151493770070262e-17,7.069514192441907e-19,4.5740157181901465e-16,4.534369840667417e-16,152443704071.03033,152443704071.03033,rank1
AR-S2,4,2,core,discrete_identity,64,24,0.0,0.00015649612944079508,0.00015649612944079508,0.0,0.0001564961294408041,3.5036169057277313e-06,0.022387882168376578,1.0151493770070262e-17,7.069514192441907e-19,4.5740157181901465e-16,4.534369840667417e-16,15778887791.084381,15778887791.084381,rank1
AR-S2,4,2,core,cubic_bspline,32,28,0.01710032803128387,7.479064677926863e-05,7.477971079368975e-05,0.01710032798345732,0.017100491536288048,0.00038284012900499057,0.022387882168376578,1.0151493770070262e-17,7.069514192441907e-19,4.5740157181901465e-16,4.534369840667417e-16,1724158662329.3481,1724158662329.3481,rank1
AR-S2,4,2,core,cubic_bspline,40,28,0.0036792162792708754,7.479064677926863e-05,7.479014057081227e-05,0.003679216268980768,0.0036799763579102524,8.23698605323844e-05,0.022387882168376578,1.0151493770070262e-17,7.069514192441907e-19,4.5740157181901465e-16,4.534369840667417e-16,370960873200.2061,370960873200.2061,rank1
AR-S2,4,2,core,cubic_bspline,48,28,0.0015119474805475126,7.479064677926863e-05,7.479056129406257e-05,0.0015119474763188672,0.0015137961593268392,3.384930203950405e-05,0.022387882168376578,1.0151493770070262e-17,7.069514192441907e-19,4.5740157181901465e-16,4.534369840667417e-16,152443704051.86182,152443704051.86182,rank1
AR-S2,4,2,core,discrete_identity,64,28,0.0,7.479064677926863e-05,7.479064677926863e-05,0.0,7.479064677926684e-05,1.6744041873908994e-06,0.022387882168376578,1.0151493770070262e-17,7.069514192441907e-19,4.5740157181901465e-16,4.534369840667417e-16,7540846074.401253,7540846074.401253,rank1
AR-S2,4,2,core,cubic_bspline,32,32,0.01710032803128387,4.026208986160809e-05,4.025620268649397e-05,0.01710032801742375,0.017100375415158787,0.00038284012900497154,0.022387882168376578,1.0151493770070262e-17,7.069514192441907e-19,4.5740157181901465e-16,4.534369840667417e-16,1724158662329.2625,1724158662329.2625,rank1
AR-S2,4,2,core,cubic_bspline,40,32,0.0036792162792708754,4.026208986160809e-05,4.026181735413836e-05,0.0036792162762888055,0.003679436566050331,8.236986053229655e-05,0.022387882168376578,1.0151493770070262e-17,7.069514192441907e-19,4.5740157181901465e-16,4.534369840667417e-16,370960873199.8105,370960873199.8105,rank1
AR-S2,4,2,core,cubic_bspline,48,32,0.0015119474805475126,4.026208986160809e-05,4.026204384230555e-05,0.0015119474793220526,0.0015124834597800934,3.384930203929124e-05,0.022387882168376578,1.0151493770070262e-17,7.069514192441907e-19,4.5740157181901465e-16,4.534369840667417e-16,152443704050.9034,152443704050.9034,rank1
AR-S2,4,2,core,discrete_identity,64,32,0.0,4.026208986160809e-05,4.026208986160809e-05,0.0,4.0262089861615485e-05,9.013829236744367e-07,0.022387882168376578,1.0151493770070262e-17,7.069514192441907e-19,4.5740157181901465e-16,4.534369840667417e-16,4059467799.1783214,4059467799.1783214,rank1
AR-S2,4,2,fit,cubic_bspline,32,24,0.01710032803128387,0.00015699724361592642,0.00015697428727492785,0.017100327820538275,0.01710104849722316,0.00039645667325733703,0.02318415603090392,7.336360348353819e-18,9.588687553848997e-19,3.236351599869619e-16,3.1643853408226845e-16,1785482125950.2896,1785482125950.2896,rank1
AR-S2,4,2,fit,cubic_bspline,40,24,0.0036792162792708763,0.00015699724361592642,0.00015699618100535042,0.0036792162339279668,0.00368256435524242,8.529952429197518e-05,0.02318415603090392,7.336360348353819e-18,9.588687553848997e-19,3.236351599869619e-16,3.1643853408226845e-16,384154905816.22,384154905816.22,rank1
AR-S2,4,2,fit,cubic_bspline,48,24,0.0015119474805475118,0.00015699724361592642,0.0001569970641691416,0.0015119474619141693,0.0015200767290145887,3.505322630425421e-05,0.02318415603090392,7.336360348353819e-18,9.588687553848997e-19,3.236351599869619e-16,3.1643853408226845e-16,157865696921.97293,157865696921.97293,rank1
AR-S2,4,2,fit,discrete_identity,64,24,0.0,0.00015699724361592642,0.00015699724361592642,0.0,0.00015699724361592537,3.6398485924134486e-06,0.02318415603090392,7.336360348353819e-18,9.588687553848997e-19,3.236351599869619e-16,3.1643853408226845e-16,16392420764.478231,16392420764.478231,rank1
AR-S2,4,2,fit,cubic_bspline,32,28,0.01710032803128387,7.48494392774005e-05,7.48384946950987e-05,0.017100327983382093,0.01710049179344854,0.0003964566732569463,0.02318415603090392,7.336360348353819e-18,9.588687553848997e-19,3.236351599869619e-16,3.1643853408226845e-16,1785482125948.5298,1785482125948.5298,rank1
AR-S2,4,2,fit,cubic_bspline,40,28,0.0036792162792708763,7.48494392774005e-05,7.484893267101423e-05,0.0036792162689645845,0.0036799775532431966,8.529952429015658e-05,0.02318415603090392,7.336360348353819e-18,9.588687553848997e-19,3.236351599869619e-16,3.1643853408226845e-16,384154905808.0297,384154905808.0297,rank1
AR-S2,4,2,fit,cubic_bspline,48,28,0.0015119474805475118,7.48494392774005e-05,7.484935372498821e-05,0.001511947476312215,0.0015137990651625563,3.505322629978689e-05,0.02318415603090392,7.336360348353819e-18,9.588687553848997e-19,3.236351599869619e-16,3.1643853408226845e-16,157865696901.8539,157865696901.8539,rank1
AR-S2,4,2,fit,discrete_identity,64,28,0.0,7.48494392774005e-05,7.48494392774005e-05,0.0,7.48494392774034e-05,1.735321079032989e-06,0.02318415603090392,7.336360348353819e-18,9.588687553848997e-19,3.236351599869619e-16,3.1643853408226845e-16,7815191364.901136,7815191364.901136,rank1
AR-S2,4,2,fit,cubic_bspline,32,32,0.01710032803128387,4.021111577319478e-05,4.020523605158263e-05,0.017100328017458817,0.017100375295253583,0.00039645667325692726,0.02318415603090392,7.336360348353819e-18,9.588687553848997e-19,3.236351599869619e-16,3.1643853408226845e-16,1785482125948.444,1785482125948.444,rank1
AR-S2,4,2,fit,cubic_bspline,40,32,0.0036792162792708763,4.021111577319478e-05,4.021084361073281e-05,0.0036792162762963516,0.0036794360086290115,8.529952429006623e-05,0.02318415603090392,7.336360348353819e-18,9.588687553848997e-19,3.236351599869619e-16,3.1643853408226845e-16,384154905807.62286,384154905807.62286,rank1
AR-S2,4,2,fit,cubic_bspline,48,32,0.0015119474805475118,4.021111577319478e-05,4.02110698121638e-05,0.0015119474793251519,0.0015124821037187164,3.505322629956555e-05,0.02318415603090392,7.336360348353819e-18,9.588687553848997e-19,3.236351599869619e-16,3.1643853408226845e-16,157865696900.8571,157865696900.8571,rank1
AR-S2,4,2,fit,discrete_identity,64,32,0.0,4.021111577319478e-05,4.021111577319478e-05,0.0,4.02111157732014e-05,9.322607822626428e-07,0.02318415603090392,7.336360348353819e-18,9.588687553848997e-19,3.236351599869619e-16,3.1643853408226845e-16,4198529311.610165,4198529311.610165,rank1
AR-S3,0,0,core,cubic_bspline,32,24,0.008149302499045606,0.00011134382898313123,0.00011134157987300395,0.008149302468316357,0.008150063077569361,0.00020838106679991214,0.025572831551863448,0.0008838393399799277,5.169697364660186e-18,0.03454102976836085,0.03456165337762622,0.23576803766694132,0.2357680376669427,weak_rank2
