task,horizon,fold,X_contribution_variance,AR_contribution_variance,X_AR_covariance,X_contribution_norm,AR_contribution_norm,prediction_variance_identity_error,delta_X_given_AR_coarse
short,1,1,0.035771861764355775,0.11858025025045969,-0.03717156637526455,11.520639590931593,20.5343912832474,0.0,-1626.222630941885
short,1,2,0.001927550419903744,0.06658531411521297,0.004708937423034539,1.8406095326389091,13.74072991305435,1.3877787807814457e-17,-42.12391676105797
medium,15,1,0.7281965770494813,0.019178481132442752,0.10049402268116514,63.3148269668264,8.589942052589146,1.1102230246251565e-16,-998.2219260086731
medium,15,2,0.14142188438428832,0.019288210315693628,0.0011793808704492579,40.59811012329809,7.310830153713757,8.326672684688674e-17,-627.2417205184511
long,60,1,1.0706253635908527,0.07430413177702698,0.2642392424333523,106.75900663639888,15.63694391739799,2.220446049250313e-16,-949.7143834833496
long,60,2,0.617726029467191,0.0419163391487164,-0.06778631184795247,64.19466989178599,11.51301227297635,0.0,-530.5049083436377
