timestamp,gpu,utilization_gpu_percent,memory_used_mib,memory_total_mib,temperature_c,power_w
1784977179.8233252,0,0,61,32607,34,13.55
1784977180.9102697,0,0,61,32607,34,14.77
1784977182.0088375,0,1,1059,32607,35,22.57
1784977183.3820133,0,2,1836,32607,36,70.02
1784977184.5196033,0,2,63,32607,36,72.18
1784977185.579191,0,1,2057,32607,37,77.47
1784977187.0990417,0,2,1608,32607,37,72.74
1784977188.1627815,0,0,142,32607,36,67.21
1784977189.2693183,0,2,2057,32607,37,67.01
1784977190.5982533,0,0,135,32607,37,68.33
1784977191.711958,0,1,1614,32607,37,67.33
1784977192.7917655,0,1,141,32607,37,71.09
1784977193.879675,0,0,171,32607,37,66.08
1784977195.1774707,0,1,1177,32607,37,65.72
1784977196.356051,0,0,153,32607,37,68.39
1784977197.4368935,0,1,1060,32607,37,69.22
1784977198.4963472,0,1,3054,32607,37,70.00
1784977199.5929105,0,1,561,32607,37,65.82
