timestamp,gpu,utilization_gpu_percent,memory_used_mib,memory_total_mib,temperature_c,power_w
1784982710.975327,0,0,61,32607,34,11.90
1784982712.0643904,0,0,61,32607,34,13.18
1784982713.1261463,0,0,61,32607,34,13.24
1784982714.2204177,0,9,6188,32607,35,45.22
1784982715.2826416,0,17,7690,32607,37,88.60
1784982716.3871565,0,62,9508,32607,41,171.04
1784982717.4488022,0,58,9508,32607,41,193.24
1784982718.5543902,0,59,9508,32607,41,193.58
1784982719.6586113,0,61,9508,32607,42,193.57
1784982720.7145057,0,59,9508,32607,42,193.50
1784982721.8181055,0,58,9508,32607,42,194.75
1784982722.9223757,0,59,9508,32607,43,195.59
1784982724.027168,0,59,9508,32607,43,195.43
1784982725.1503384,0,58,9508,32607,43,195.23
1784982726.2546806,0,60,9508,32607,44,197.54
1784982727.3628461,0,60,9508,32607,43,195.20
1784982728.4720523,0,59,9508,32607,44,196.15
1784982729.5811021,0,59,9508,32607,44,197.74
1784982730.6621513,0,57,9508,32607,44,196.51
1784982731.7669806,0,62,9508,32607,45,196.57
1784982732.8710237,0,59,9508,32607,45,196.43
1784982733.979126,0,58,9508,32607,45,194.89
1784982735.041664,0,59,9508,32607,45,197.38
1784982736.1475124,0,59,9508,32607,46,196.70
1784982737.2543805,0,58,9508,32607,45,194.86
1784982738.358886,0,59,9508,32607,46,194.88
1784982739.4664187,0,57,9508,32607,46,197.05
1784982740.5237565,0,59,9508,32607,46,195.52
1784982741.63107,0,61,9508,32607,47,197.74
1784982742.7357817,0,59,9508,32607,46,199.61
1784982743.8434474,0,57,9508,32607,47,196.77
1784982744.9545195,0,62,9508,32607,47,198.14
1784982746.0169647,0,60,9508,32607,48,201.69
1784982747.1229506,0,60,9508,32607,47,198.87
1784982748.2272286,0,60,9508,32607,48,202.79
1784982749.3367307,0,58,9508,32607,48,198.90
1784982750.418115,0,60,9508,32607,48,198.95
1784982751.5194001,0,58,9508,32607,48,198.21
1784982752.6280677,0,51,8563,32607,48,189.24
1784982753.7353938,0,52,8563,32607,48,191.58
1784982754.8421857,0,53,8563,32607,48,189.62
1784982755.9179347,0,52,8563,32607,48,191.23
1784982757.0222325,0,52,8563,32607,48,190.15
1784982758.127533,0,48,8563,32607,48,182.37
1784982759.2342396,0,48,7619,32607,48,179.83
1784982760.3379898,0,46,7619,32607,49,179.29
1784982761.443528,0,47,7619,32607,49,179.13
1784982762.5511189,0,37,6674,32607,48,166.30
1784982763.653484,0,36,5730,32607,48,159.05
1784982764.7574124,0,38,5730,32607,48,158.85
1784982765.8163412,0,38,5730,32607,48,158.50
1784982766.9221826,0,38,5730,32607,48,161.66
1784982767.9986515,0,39,5730,32607,48,159.59
1784982769.1022801,0,36,5730,32607,48,160.31
1784982770.2435665,0,39,5730,32607,49,160.42
1784982771.3493137,0,33,4785,32607,48,153.76
1784982772.4078028,0,26,4785,32607,48,144.77
1784982773.468388,0,26,3841,32607,48,137.48
1784982774.5276313,0,20,2896,32607,47,127.75
1784982775.5858057,0,20,2896,32607,48,126.48
1784982776.6888113,0,20,2896,32607,47,126.54
1784982777.7646852,0,20,2896,32607,47,126.18
1784982778.8641262,0,13,2896,32607,47,124.46
1784982779.9218388,0,14,1951,32607,47,115.18
1784982780.9776042,0,13,1951,32607,47,114.63
1784982782.036567,0,14,1951,32607,47,114.30
1784982783.1422064,0,13,1951,32607,47,114.21
1784982784.220399,0,13,1951,32607,47,113.78
1784982785.2762706,0,13,1951,32607,47,114.12
1784982786.3802562,0,14,1951,32607,47,114.40
1784982787.484739,0,14,1951,32607,47,114.66
1784982788.5419514,0,13,1951,32607,47,114.23
1784982789.644313,0,13,1951,32607,47,114.26
1784982790.700733,0,13,1951,32607,47,114.77
1784982791.7566085,0,13,1951,32607,47,114.62
1784982792.8138616,0,13,1951,32607,47,114.40
1784982793.8701344,0,13,1951,32607,47,114.82
1784982794.9257712,0,7,1951,32607,47,106.82
1784982796.0265372,0,7,1007,32607,46,103.84
1784982797.103026,0,7,1007,32607,46,103.11
1784982798.203582,0,7,1007,32607,46,102.91
1784982799.2612119,0,7,1007,32607,46,102.56
1784982800.315935,0,7,1007,32607,46,102.76
1784982801.3734326,0,7,1007,32607,46,102.83
1784982802.4711561,0,6,1007,32607,46,102.49
1784982803.5297594,0,7,1007,32607,46,102.44
1784982804.5850453,0,7,1007,32607,46,102.59
1784982805.6614153,0,7,1007,32607,46,102.61
1784982806.7394907,0,7,1007,32607,46,102.31
1784982807.8096373,0,7,1007,32607,46,102.21
1784982808.865079,0,7,1007,32607,46,102.40
1784982809.9746912,0,7,1007,32607,46,102.76
1784982811.0271583,0,7,1007,32607,46,102.11
1784982812.127021,0,7,1007,32607,46,102.35
1784982813.223707,0,6,1007,32607,46,102.28
1784982814.3288274,0,6,1007,32607,46,102.25
1784982815.384589,0,7,1007,32607,46,104.82
1784982816.4805758,0,7,1007,32607,46,102.25
1784982817.5608523,0,6,1007,32607,46,102.01
1784982818.6359923,0,7,1007,32607,46,102.22
1784982819.7400765,0,6,1007,32607,46,102.43
1784982820.797864,0,7,1007,32607,46,102.18
1784982821.8959408,0,7,1007,32607,46,102.16
1784982822.968339,0,7,1007,32607,46,102.02
1784982824.0719516,0,2,62,32607,45,77.80
