timestamp,gpu,utilization_gpu_percent,memory_used_mib,memory_total_mib,temperature_c,power_w
1784979618.9857962,0,0,61,32607,33,11.73
1784979620.1142313,0,0,61,32607,33,12.91
1784979621.2565384,0,0,125,32607,34,17.42
1784979622.3170435,0,1,6250,32607,35,70.30
1784979623.4225132,0,73,9508,32607,39,134.64
1784979624.533296,0,58,9508,32607,40,196.20
1784979625.6362429,0,60,9508,32607,41,194.50
1784979626.744305,0,60,9508,32607,41,194.24
1784979627.8528578,0,58,9508,32607,41,196.64
1784979628.9569478,0,58,9508,32607,42,196.47
1784979630.018128,0,61,9508,32607,42,197.57
1784979631.1248856,0,59,9508,32607,42,195.30
1784979632.2333512,0,59,9508,32607,43,196.40
1784979633.3410535,0,59,9508,32607,43,195.18
1784979634.4256942,0,57,9508,32607,43,197.40
1784979635.4856486,0,60,9508,32607,43,195.95
1784979636.5936327,0,62,9508,32607,44,197.57
1784979637.7008028,0,60,9508,32607,44,200.59
1784979638.8093421,0,59,9508,32607,44,199.20
1784979639.9169245,0,62,9508,32607,45,202.14
1784979640.978122,0,60,9508,32607,45,202.38
1784979642.0814278,0,61,9508,32607,45,199.00
1784979643.18874,0,59,9508,32607,45,200.68
1784979644.296711,0,60,9508,32607,45,197.89
1784979645.3701813,0,59,9508,32607,45,198.56
1784979646.476346,0,58,9508,32607,46,198.45
1784979647.584081,0,61,9508,32607,46,198.52
1784979648.692334,0,58,9508,32607,46,200.87
1784979649.8010714,0,61,9508,32607,47,202.26
1784979650.9024174,0,65,9508,32607,47,203.95
1784979651.9855278,0,58,9508,32607,47,200.33
1784979653.0922964,0,60,9508,32607,47,198.52
1784979654.2007885,0,61,9508,32607,47,201.82
1784979655.3069146,0,62,9508,32607,47,201.38
1784979656.4164534,0,60,9508,32607,48,201.57
1784979657.5239003,0,59,9508,32607,47,201.32
1784979658.6316025,0,58,9508,32607,48,201.77
1784979659.7402215,0,60,9508,32607,48,202.11
1784979660.8482318,0,60,9508,32607,48,203.52
1784979661.9546514,0,61,9508,32607,48,202.60
1784979663.0198517,0,60,9508,32607,49,203.24
1784979664.1245785,0,58,9508,32607,48,201.76
1784979665.208776,0,61,9508,32607,49,202.51
1784979666.3173466,0,60,9508,32607,49,201.85
1784979667.4250941,0,59,9508,32607,49,203.23
1784979668.5318322,0,60,9508,32607,49,203.94
1784979669.6412587,0,54,9508,32607,49,200.17
1784979670.7236211,0,48,7619,32607,49,182.38
1784979671.8316317,0,47,7619,32607,49,181.46
1784979672.9390852,0,47,7619,32607,49,181.33
1784979674.047031,0,48,7619,32607,49,181.15
1784979675.1229227,0,48,7619,32607,49,181.27
1784979676.1859088,0,44,7619,32607,49,176.95
1784979677.2914011,0,42,6674,32607,49,170.96
1784979678.3989654,0,42,6674,32607,49,170.92
1784979679.4618967,0,43,6674,32607,49,171.54
1784979680.5413454,0,42,6674,32607,49,170.89
1784979681.6428578,0,42,6674,32607,49,171.66
1784979682.7520523,0,43,6674,32607,49,170.58
1784979683.8595397,0,41,6674,32607,49,171.03
1784979684.95562,0,41,6674,32607,50,169.97
1784979686.0182772,0,42,6674,32607,50,170.35
1784979687.1198215,0,37,5730,32607,49,163.12
1784979688.2268462,0,38,5730,32607,49,161.50
1784979689.3398957,0,32,5730,32607,49,154.33
1784979690.3999708,0,31,4785,32607,49,150.44
1784979691.462298,0,27,4785,32607,49,148.84
1784979692.5671008,0,26,3841,32607,49,139.42
1784979693.6731956,0,25,3841,32607,49,138.92
1784979694.7789843,0,26,3841,32607,49,138.82
1784979695.8624725,0,25,3841,32607,49,138.73
1784979696.9603138,0,26,3841,32607,49,138.75
1784979698.0649076,0,27,3841,32607,49,138.81
1784979699.166806,0,25,3841,32607,49,138.71
1784979700.2220783,0,26,3841,32607,49,138.62
1784979701.3271985,0,25,3841,32607,49,138.75
1784979702.4295137,0,25,3841,32607,49,138.84
1784979703.5095136,0,20,3841,32607,49,133.98
1784979704.6106167,0,20,2896,32607,49,128.19
1784979705.6883972,0,20,2896,32607,49,127.67
1784979706.7475805,0,13,1951,32607,48,116.82
1784979707.8520246,0,13,1951,32607,48,116.44
1784979708.9112132,0,7,1007,32607,48,105.25
1784979709.9931636,0,6,1007,32607,47,104.04
1784979711.0715418,0,7,1007,32607,47,104.47
1784979712.1719384,0,7,1007,32607,47,104.29
1784979713.2530315,0,6,1007,32607,47,103.62
1784979714.3118868,0,7,1007,32607,47,103.43
1784979715.392007,0,7,1007,32607,47,103.59
1784979716.4430637,0,6,1007,32607,47,103.48
1784979717.5043132,0,7,1007,32607,47,103.90
1784979718.5632966,0,7,1007,32607,47,103.60
1784979719.6710658,0,7,1007,32607,47,104.08
1784979720.7775552,0,7,1007,32607,47,103.90
1784979721.8573627,0,7,1007,32607,47,103.92
1784979722.919347,0,7,1007,32607,47,103.18
1784979723.978182,0,7,1007,32607,47,103.63
1784979725.0747788,0,7,1007,32607,47,103.64
1784979726.1802633,0,6,1007,32607,47,103.55
1784979727.2597635,0,7,1007,32607,47,103.47
1784979728.365597,0,7,1007,32607,47,103.76
1784979729.470641,0,6,1007,32607,47,103.33
1784979730.5274267,0,7,1007,32607,47,103.79
1784979731.6090763,0,7,1007,32607,47,103.53
1784979732.7115223,0,0,1007,32607,46,91.07
