direction,rank1_energy_ratio,singular_values,spectral_gap,rank1_RMSE,general_linear_RMSE,rank1_vs_linear_relative_MSE_gap,channel_coordinates,time_shape_abs_correlation,channel_sign_agreement,structure_status
sheet1_to_sheet2,0.8275288917584288,"[2.0971094956592706, 0.7671394803165082, 0.5171917450962671, 0.24617132840717026]",2.7336743179923944,11.914187238246338,14.855853310122123,0.3568183623595329,"[-0.07533138370971759, 0.7619375397725867, -0.6306762804644276, -0.12658513883245448]",0.7164848437590874,0.0,NLINEAR_PREDICTIVE_ONLY
sheet2_to_sheet1,0.9130031161585737,"[1.7672812862612073, 0.4179826040391669, 0.31164147821229354, 0.16055184090451882]",4.228121623204215,3.7389422485735744,14.875244293127038,0.936821501438703,"[0.03772449068396175, -0.019452725425850803, 0.9977439914260188, 0.05201328531652451]",0.7164848437590874,0.0,NLINEAR_PREDICTIVE_ONLY
