direction,channel,linear_energy,nonlinear_energy,nonlinear_fraction,constant_constraint_residual,linear_constraint_residual,reconstruction_error
sheet1_to_sheet2,joint_lift,0.2093732403486775,1.4140148214080888,0.8710269926944627,1.776465376831329e-12,9.093836794704657e-13,1.1523084246214895e-11
sheet1_to_sheet2,heater_power,2.757000414746038,0.7307636806432392,0.20952210661532053,1.776465376831329e-12,9.093836794704657e-13,1.1523084246214895e-11
sheet1_to_sheet2,crystal_rotation,2.082967034607753,3.028175455900099,0.5924654735264901,1.776465376831329e-12,9.093836794704657e-13,1.1523084246214895e-11
sheet1_to_sheet2,crucible_rotation,0.2651181534675707,5.705702728510693,0.9555977044516982,1.776465376831329e-12,9.093836794704657e-13,1.1523084246214895e-11
sheet2_to_sheet1,joint_lift,0.072013310102067,1.4611422118535564,0.9530293508578894,1.24073604001547e-12,7.021522252514956e-12,2.0169773835317525e-11
sheet2_to_sheet1,heater_power,0.13999406153985813,2.2501822915442236,0.9414294006552187,1.24073604001547e-12,7.021522252514956e-12,2.0169773835317525e-11
sheet2_to_sheet1,crystal_rotation,3.1093363850918663,1.337241721868989,0.30073501234030187,1.24073604001547e-12,7.021522252514956e-12,2.0169773835317525e-11
sheet2_to_sheet1,crucible_rotation,0.09954614987481086,1.750343661655458,0.9461880652272666,1.24073604001547e-12,7.021522252514956e-12,2.0169773835317525e-11
