model,sheet1_to_sheet2_MSE,sheet1_to_sheet2_RMSE,sheet1_to_sheet2_MAE,sheet1_to_sheet2_R2,sheet1_to_sheet2_rows,sheet2_to_sheet1_MSE,sheet2_to_sheet1_RMSE,sheet2_to_sheet1_MAE,sheet2_to_sheet1_R2,sheet2_to_sheet1_rows,pooled_MSE,pooled_RMSE,pooled_MAE,pooled_R2,pooled_rows
Temporal Autoencoder,0.04900446837063762,0.22136952900215878,0.17829729547550954,0.5020714201753723,3233,0.23018170342733663,0.479772553849568,0.36611771271535215,0.46682762492340646,3130,0.13812669777932346,0.3716540027758661,0.2706873482746149,0.4751630747922101,6363
Joint-K+AR,0.055244801951347386,0.23504212803526814,0.1912669440186072,0.4386641322118825,3233,0.1943107888616701,0.44080697460642576,0.3712719842765196,0.5499158132128091,3130,0.12365224168564098,0.35164220691725984,0.27981256338168525,0.5301613419802109,6363
FULL-UOI-PSAR,856.1468017773831,29.259986359829067,18.036188251311884,-8698.205915390336,3233,60562.689512212826,246.0948790857153,127.98930979573602,-140281.0142846244,3130,30226.17331186113,173.85676090351254,72.12282512606394,-114848.71491275057,6363
