timestamp,gpu,utilization_gpu_percent,memory_used_mib,memory_total_mib,temperature_c,power_w
1784974883.9087014,0,0,62,32607,53,75.54
1784974884.9590151,0,0,62,32607,52,67.19
1784974886.0714252,0,0,131,32607,52,60.95
1784974887.135305,0,0,4985,32607,52,79.39
1784974888.2359872,0,66,7619,32607,56,125.78
1784974889.3449655,0,58,7619,32607,56,203.20
1784974890.4037127,0,57,7619,32607,56,199.07
1784974891.5093453,0,56,7619,32607,57,196.29
1784974892.6051145,0,56,7619,32607,57,198.01
1784974893.7061849,0,53,7619,32607,57,194.84
1784974894.7989604,0,55,7619,32607,57,195.53
1784974895.861521,0,56,7619,32607,57,195.26
1784974896.9609869,0,59,7619,32607,57,198.04
1784974898.039271,0,56,7619,32607,57,200.86
1784974899.130063,0,56,7619,32607,57,197.33
1784974900.224443,0,62,7619,32607,57,202.02
1784974901.3312967,0,56,7619,32607,57,195.53
1784974902.4275348,0,59,7619,32607,57,195.82
1784974903.5238078,0,56,7619,32607,57,199.50
1784974904.6197214,0,56,7619,32607,57,191.72
1784974905.6958325,0,58,7619,32607,57,196.21
1784974906.7996883,0,51,7619,32607,57,191.66
1784974907.9004867,0,51,7619,32607,57,182.03
1784974909.008739,0,55,7619,32607,57,189.45
1784974910.109197,0,51,7619,32607,56,184.51
1784974911.1915855,0,55,7619,32607,57,176.49
1784974912.2673047,0,53,7619,32607,56,176.84
1784974913.3632205,0,52,7619,32607,56,172.91
1784974914.4732683,0,51,7619,32607,56,171.64
1784974915.5548785,0,51,7619,32607,56,171.72
1784974916.6514082,0,53,7619,32607,56,171.94
1784974917.7591424,0,53,7619,32607,56,176.74
1784974918.826691,0,52,7619,32607,56,175.94
1784974919.9380407,0,50,7619,32607,56,169.92
1784974921.0104313,0,51,7619,32607,56,168.91
1784974922.1114645,0,50,7619,32607,56,169.19
1784974923.1874266,0,55,7619,32607,56,177.36
1784974924.2930574,0,50,7619,32607,56,173.36
1784974925.350083,0,51,7619,32607,56,170.62
1784974926.448445,0,50,7619,32607,56,169.43
1784974927.5414608,0,50,7619,32607,56,169.42
1784974928.6437438,0,49,7619,32607,56,172.74
1784974929.7446973,0,50,7619,32607,56,168.76
1784974930.8025622,0,53,7619,32607,56,169.95
1784974931.903715,0,50,7619,32607,56,170.40
1784974933.0079265,0,51,7619,32607,56,168.72
1784974934.1130955,0,52,7619,32607,56,171.46
1784974935.2040906,0,51,7619,32607,56,169.43
1784974936.2992516,0,51,7619,32607,56,168.83
1784974937.407258,0,50,7619,32607,56,170.19
1784974938.5153244,0,50,7619,32607,56,168.82
1784974939.617796,0,50,7619,32607,56,169.27
1784974940.6703823,0,50,7619,32607,56,168.63
1784974941.748453,0,50,7619,32607,56,169.37
1784974942.8289776,0,51,7619,32607,56,173.24
1784974943.9245565,0,52,7619,32607,56,170.98
1784974945.0284364,0,51,7619,32607,56,169.92
1784974946.086773,0,50,7619,32607,56,169.09
1784974947.1885183,0,50,7619,32607,56,168.42
1784974948.2800179,0,50,7619,32607,56,169.19
1784974949.3839164,0,50,7619,32607,56,169.59
1784974950.4606068,0,50,7619,32607,55,168.88
1784974951.5700717,0,50,7619,32607,56,168.05
1784974952.6674516,0,50,7619,32607,56,168.52
1784974953.7757838,0,49,7619,32607,55,168.96
1784974954.8825972,0,50,7619,32607,56,169.15
1784974955.9802926,0,50,7619,32607,55,168.60
1784974957.0844452,0,50,7619,32607,56,169.31
1784974958.166146,0,50,7619,32607,55,168.82
1784974959.2402244,0,51,7619,32607,55,168.89
1784974960.298281,0,49,7619,32607,56,168.25
1784974961.4003823,0,49,7619,32607,55,168.47
1784974962.5041425,0,49,7619,32607,56,168.05
1784974963.6086032,0,48,7619,32607,55,168.71
1784974964.7034643,0,50,7619,32607,55,168.12
1784974965.804379,0,50,7619,32607,56,168.85
1784974966.9096792,0,50,7619,32607,55,168.17
1784974968.003262,0,50,7619,32607,56,168.28
1784974969.1078987,0,51,7619,32607,56,168.33
1784974970.2093751,0,50,7619,32607,56,168.18
1784974971.3138378,0,50,7619,32607,55,167.85
1784974972.4163072,0,51,7619,32607,55,167.74
1784974973.520715,0,52,7619,32607,55,169.10
1784974974.624528,0,50,7619,32607,55,168.01
1784974975.6778188,0,49,7619,32607,56,167.90
1784974976.775824,0,50,7619,32607,55,168.35
1784974977.8733373,0,50,7619,32607,55,167.71
1784974978.9764836,0,49,7619,32607,55,167.94
1784974980.0950477,0,50,7619,32607,55,168.22
1784974981.1975775,0,49,7619,32607,55,167.70
1784974982.300095,0,50,7619,32607,55,167.57
1784974983.4038372,0,50,7619,32607,55,167.19
1784974984.511154,0,53,7619,32607,55,169.15
1784974985.5872102,0,50,7619,32607,55,167.87
1784974986.6915946,0,50,7619,32607,55,167.57
1784974987.7996528,0,50,7619,32607,55,168.00
1784974988.898916,0,50,7619,32607,55,168.25
1784974990.0075727,0,50,7619,32607,55,167.66
1784974991.1030607,0,51,7619,32607,55,168.09
1784974992.210961,0,49,7619,32607,55,167.93
1784974993.3193507,0,51,7619,32607,55,168.38
1784974994.4264128,0,50,7619,32607,55,168.58
1784974995.4839256,0,49,7619,32607,55,167.82
1784974996.5912576,0,50,7619,32607,55,168.06
1784974997.6666026,0,50,7619,32607,55,167.61
1784974998.772242,0,50,7619,32607,55,168.41
1784974999.8672476,0,50,7619,32607,55,167.07
1784975000.926955,0,49,7619,32607,55,167.77
1784975002.0357082,0,50,7619,32607,55,168.22
1784975003.1305528,0,49,7619,32607,55,167.83
