epoch,train_mse,lag_logit_roughness,smoothness_penalty,validation_rmse,learning_rate,external_support
1,0.03376954396565755,6276.5947265625,6.276595115661621,0.22445920591419036,0.003,"[0, 1, 2]"
5,0.04249119440714518,6266.103515625,6.266103744506836,0.2027321076312275,0.003,"[0, 1, 2]"
10,0.03781925455729167,6253.0146484375,6.253015041351318,0.1969234249565827,0.003,"[0, 1, 2]"
15,0.03498771794637044,6239.9521484375,6.239952564239502,0.1916174297392667,0.003,"[0, 1, 2]"
20,0.03372161865234375,6226.912109375,6.226912498474121,0.18799389703462616,0.003,"[0, 1, 2]"
25,0.033545605977376304,6213.8935546875,6.213893890380859,0.18575699451364458,0.003,"[0, 1, 2]"
30,0.03364198430379232,6200.900390625,6.200900554656982,0.18534116886691182,0.003,"[0, 1, 2]"
35,0.033652488708496096,6187.9296875,6.187930107116699,0.18533756697688183,0.003,"[0, 1, 2]"
40,0.033576517740885416,6174.99072265625,6.174991130828857,0.1852127336709525,0.003,"[0, 1, 2]"
45,0.033480388641357425,6162.07470703125,6.162075042724609,0.18517977665667812,0.003,"[0, 1, 2]"
50,0.033395933787027994,6149.18359375,6.149183750152588,0.1849531000847432,0.003,"[0, 1, 2]"
55,0.03332794189453125,6136.3154296875,6.136315822601318,0.1848685276840711,0.003,"[0, 1, 2]"
60,0.03327231979370117,6123.47119140625,6.123471260070801,0.18468859883609237,0.003,"[0, 1, 2]"
65,0.033224610010782876,6110.66015625,6.110660552978516,0.18460277905588596,0.003,"[0, 1, 2]"
70,0.03318204752604167,6097.873046875,6.097873210906982,0.18447296126397494,0.003,"[0, 1, 2]"
75,0.033143168131510414,6085.10888671875,6.085109233856201,0.18438209649346168,0.003,"[0, 1, 2]"
80,0.03310720443725586,6072.37109375,6.072371482849121,0.18428801990304514,0.003,"[0, 1, 2]"
85,0.03307349395751953,6059.65625,6.059656620025635,0.18419197955734107,0.003,"[0, 1, 2]"
90,0.03304127629597982,6046.97314453125,6.04697322845459,0.18411267255756478,0.003,"[0, 1, 2]"
95,0.033009769439697266,6034.3154296875,6.034315586090088,0.18401378356058876,0.003,"[0, 1, 2]"
100,0.03297843805948893,6021.6796875,6.021679878234863,0.1839334664506881,0.003,"[0, 1, 2]"
105,0.03294718170166016,6009.068359375,6.009068489074707,0.1838399695371332,0.003,"[0, 1, 2]"
110,0.03291618982950846,5996.4833984375,5.99648380279541,0.18375340049866892,0.003,"[0, 1, 2]"
115,0.03288560167948405,5983.927734375,5.983928203582764,0.18366816144959214,0.003,"[0, 1, 2]"
120,0.03285530471801758,5971.3955078125,5.971395969390869,0.18357868538593292,0.003,"[0, 1, 2]"
125,0.032825136184692384,5958.88720703125,5.958887577056885,0.1834943006914124,0.003,"[0, 1, 2]"
130,0.03279507319132487,5946.40234375,5.946402549743652,0.18340763089311254,0.003,"[0, 1, 2]"
135,0.03276515007019043,5933.94482421875,5.933945178985596,0.18332152357500026,0.003,"[0, 1, 2]"
140,0.0327353401184082,5921.5146484375,5.921514987945557,0.18323723904464692,0.003,"[0, 1, 2]"
145,0.032705607096354165,5909.10791015625,5.9091081619262695,0.18315165563319824,0.003,"[0, 1, 2]"
150,0.032675952275594077,5896.72509765625,5.896725177764893,0.18306687614130723,0.003,"[0, 1, 2]"
155,0.03264638646443685,5884.3642578125,5.884364604949951,0.18298292253367482,0.003,"[0, 1, 2]"
160,0.032616897583007814,5872.03076171875,5.872031211853027,0.18289874267813375,0.003,"[0, 1, 2]"
165,0.03258750597635905,5859.7255859375,5.8597259521484375,0.18281532741870685,0.003,"[0, 1, 2]"
170,0.03255822436014811,5847.443359375,5.847443580627441,0.1827327508678893,0.003,"[0, 1, 2]"
175,0.03252906799316406,5835.18505859375,5.835185527801514,0.18265062778719016,0.003,"[0, 1, 2]"
180,0.03250006103515625,5822.9482421875,5.822948455810547,0.18256932444290597,0.003,"[0, 1, 2]"
185,0.03247123336791992,5810.73876953125,5.810739040374756,0.1824890614196966,0.003,"[0, 1, 2]"
190,0.03244261614481608,5798.556640625,5.798556804656982,0.18240978780886885,0.003,"[0, 1, 2]"
195,0.032414239247639975,5786.3974609375,5.786397933959961,0.18233161997062738,0.003,"[0, 1, 2]"
200,0.032386144638061526,5774.2607421875,5.774260997772217,0.1822547790989156,0.003,"[0, 1, 2]"
205,0.032358370463053385,5762.1474609375,5.762147903442383,0.18217938203866604,0.003,"[0, 1, 2]"
210,0.03233095423380534,5750.060546875,5.75006103515625,0.1821054096354797,0.003,"[0, 1, 2]"
215,0.03230393854777018,5738.0,5.738000392913818,0.18203306270891959,0.003,"[0, 1, 2]"
220,0.0322773609161377,5725.96240234375,5.7259626388549805,0.18196242705465088,0.003,"[0, 1, 2]"
225,0.03225126393636068,5713.94775390625,5.7139482498168945,0.1818936200130858,0.003,"[0, 1, 2]"
230,0.032225680033365886,5701.9560546875,5.701956272125244,0.1818266646400387,0.003,"[0, 1, 2]"
235,0.032200647989908855,5689.9892578125,5.6899895668029785,0.18176168890598227,0.003,"[0, 1, 2]"
240,0.032176199595133466,5678.0498046875,5.6780500411987305,0.18169874742125527,0.003,"[0, 1, 2]"
245,0.032152361551920576,5666.1337890625,5.666133880615234,0.1816378107980919,0.003,"[0, 1, 2]"
250,0.032129168192545576,5654.240234375,5.654240608215332,0.18157905962698323,0.003,"[0, 1, 2]"
255,0.03210663414001465,5642.3681640625,5.642368316650391,0.18152229638722997,0.003,"[0, 1, 2]"
260,0.03208477783203125,5630.521484375,5.630521774291992,0.1814677226472878,0.003,"[0, 1, 2]"
265,0.03206361770629883,5618.70263671875,5.6187028884887695,0.18141520370479952,0.003,"[0, 1, 2]"
270,0.03204315757751465,5606.90478515625,5.606904983520508,0.18136475186147236,0.003,"[0, 1, 2]"
275,0.03202340952555339,5595.1298828125,5.59512996673584,0.18131648455675917,0.003,"[0, 1, 2]"
280,0.03200437164306641,5583.376953125,5.583377361297607,0.1812701615268242,0.003,"[0, 1, 2]"
285,0.03198604520161947,5571.64794921875,5.571648120880127,0.1812258158367168,0.003,"[0, 1, 2]"
290,0.03196842002868652,5559.947265625,5.559947490692139,0.18118340682965534,0.003,"[0, 1, 2]"
295,0.03195149485270182,5548.26708984375,5.548267364501953,0.18114275686391054,0.003,"[0, 1, 2]"
300,0.03193525314331055,5536.6103515625,5.5366106033325195,0.18110403563259464,0.003,"[0, 1, 2]"
305,0.031919677734375,5524.974609375,5.524974822998047,0.1810669178211416,0.003,"[0, 1, 2]"
310,0.03190476163228353,5513.36328125,5.513363361358643,0.18103150977589036,0.003,"[0, 1, 2]"
315,0.03189048639933268,5501.7783203125,5.501778602600098,0.18099762281679843,0.003,"[0, 1, 2]"
320,0.031876823425292966,5490.2158203125,5.490216255187988,0.18096523671864373,0.003,"[0, 1, 2]"
325,0.03186376190185547,5478.67578125,5.478675842285156,0.18093424687071774,0.003,"[0, 1, 2]"
330,0.031851276397705075,5467.15576171875,5.467155933380127,0.18090454855662574,0.003,"[0, 1, 2]"
335,0.031839346567789716,5455.658203125,5.455658435821533,0.18087621622790495,0.003,"[0, 1, 2]"
340,0.03182795270284017,5444.189453125,5.444189548492432,0.18084906068726164,0.003,"[0, 1, 2]"
345,0.031817071278889976,5432.7421875,5.432742595672607,0.18082299807967317,0.003,"[0, 1, 2]"
350,0.03180668131510417,5421.31689453125,5.421317100524902,0.180798060526615,0.003,"[0, 1, 2]"
355,0.03179676310221354,5409.91259765625,5.409913063049316,0.1807740902286554,0.003,"[0, 1, 2]"
360,0.031787296295166016,5398.52880859375,5.398529052734375,0.18075108757061184,0.003,"[0, 1, 2]"
365,0.03177825291951497,5387.1728515625,5.387173175811768,0.1807290529219593,0.003,"[0, 1, 2]"
370,0.0317696278889974,5375.83984375,5.375840187072754,0.18070779664910805,0.003,"[0, 1, 2]"
375,0.03176139450073242,5364.52783203125,5.364528179168701,0.18068739291926522,0.003,"[0, 1, 2]"
380,0.03175353368123372,5353.2373046875,5.353237628936768,0.18066778923521112,0.003,"[0, 1, 2]"
385,0.031746033350626625,5341.9677734375,5.341968059539795,0.18064885915759724,0.003,"[0, 1, 2]"
390,0.031738872528076174,5330.7236328125,5.330723762512207,0.18063065569513792,0.003,"[0, 1, 2]"
395,0.03173204167683919,5319.50390625,5.319504261016846,0.18061312626549192,0.003,"[0, 1, 2]"
400,0.031725516001383465,5308.3037109375,5.3083038330078125,0.1805962605035368,0.003,"[0, 1, 2]"
405,0.031719287872314456,5297.1259765625,5.297126293182373,0.18057994240941028,0.003,"[0, 1, 2]"
410,0.0317133420308431,5285.96826171875,5.28596830368042,0.18056421438468206,0.003,"[0, 1, 2]"
415,0.03170766830444336,5274.8330078125,5.2748332023620605,0.1805490977118698,0.003,"[0, 1, 2]"
420,0.03170225143432617,5263.72509765625,5.263725280761719,0.18053444463443227,0.003,"[0, 1, 2]"
425,0.03169707997639974,5252.63818359375,5.252638339996338,0.18052036092365817,0.003,"[0, 1, 2]"
430,0.03169214757283528,5241.5712890625,5.241571426391602,0.18050674104651168,0.003,"[0, 1, 2]"
435,0.031687444051106774,5230.525390625,5.230525493621826,0.18049359567539783,0.003,"[0, 1, 2]"
440,0.03168295288085937,5219.5009765625,5.21950101852417,0.18048088264141285,0.003,"[0, 1, 2]"
445,0.03167866770426432,5208.5029296875,5.208503246307373,0.18046877113771523,0.003,"[0, 1, 2]"
450,0.031674579620361326,5197.5263671875,5.197526454925537,0.18045691249055826,0.003,"[0, 1, 2]"
455,0.03167068227132162,5186.5703125,5.186570644378662,0.18044560271602847,0.003,"[0, 1, 2]"
460,0.031666964213053386,5175.63525390625,5.17563533782959,0.18043464107118212,0.003,"[0, 1, 2]"
465,0.031663416544596354,5164.7197265625,5.164720058441162,0.18042397476207342,0.003,"[0, 1, 2]"
470,0.03166003608703613,5153.830078125,5.153830528259277,0.18041387871518266,0.003,"[0, 1, 2]"
475,0.03165681521097819,5142.96337890625,5.142963409423828,0.18040402527439647,0.003,"[0, 1, 2]"
480,0.031653743743896484,5132.1162109375,5.132116317749023,0.18039454135798513,0.003,"[0, 1, 2]"
485,0.03165082168579102,5121.291015625,5.121291160583496,0.18038542702423288,0.003,"[0, 1, 2]"
490,0.031648036321004235,5110.484375,5.110484600067139,0.18037658716086402,0.003,"[0, 1, 2]"
495,0.03164538510640462,5099.7001953125,5.099700450897217,0.1803680641072712,0.003,"[0, 1, 2]"
500,0.03164286677042643,5088.9423828125,5.088942527770996,0.18035998481119295,0.003,"[0, 1, 2]"
505,0.0316404717763265,5078.205078125,5.078205108642578,0.18035211666716897,0.003,"[0, 1, 2]"
510,0.031638193766276045,5067.4873046875,5.067487716674805,0.1803445443119529,0.003,"[0, 1, 2]"
515,0.031636035919189454,5056.7900390625,5.056790351867676,0.18033740527808323,0.003,"[0, 1, 2]"
520,0.031633981068929035,5046.11279296875,5.046113014221191,0.1803303717313032,0.003,"[0, 1, 2]"
525,0.03163203048706055,5035.4609375,5.035460948944092,0.18032366580868855,0.003,"[0, 1, 2]"
530,0.03163018353780111,5024.8310546875,5.024831295013428,0.18031723465810498,0.003,"[0, 1, 2]"
535,0.03162843577067057,5014.220703125,5.014220714569092,0.18031107830895332,0.003,"[0, 1, 2]"
540,0.03162678146362305,5003.6318359375,5.003632068634033,0.18030509100489966,0.003,"[0, 1, 2]"
