epoch,train_mse,validation_rmse,learning_rate,external_support
1,0.03422052256266276,0.19991808167317637,0.003,"[0, 1]"
5,0.03533699798583984,0.18949697462902854,0.003,"[0, 1]"
10,0.03390253448486328,0.18919505619098342,0.003,"[0, 1]"
15,0.03366414388020833,0.1906521236946683,0.003,"[0, 1]"
20,0.03353945732116699,0.18890027865807824,0.003,"[0, 1]"
25,0.03344095230102539,0.1900059689035956,0.003,"[0, 1]"
30,0.033347278594970706,0.18837719004369868,0.003,"[0, 1]"
35,0.03323458989461263,0.18891504006960896,0.003,"[0, 1]"
40,0.03308656056722005,0.1877946293559574,0.003,"[0, 1]"
45,0.032914506912231446,0.18766439733042234,0.003,"[0, 1]"
50,0.032757921854654946,0.18759654293494477,0.003,"[0, 1]"
55,0.0326322390238444,0.18718393771391267,0.003,"[0, 1]"
60,0.032516714096069335,0.18740712217885255,0.003,"[0, 1]"
65,0.03241793378194173,0.187595638043868,0.003,"[0, 1]"
70,0.03235033416748047,0.18770736417474326,0.003,"[0, 1]"
75,0.03229826227823893,0.1880103325134976,0.003,"[0, 1]"
80,0.03226095390319824,0.18827954809915462,0.003,"[0, 1]"
85,0.0322257817586263,0.1883522298779603,0.003,"[0, 1]"
90,0.03219045956929525,0.18833540901233045,0.003,"[0, 1]"
95,0.0321529909769694,0.18832963630400923,0.003,"[0, 1]"
100,0.03211557451883952,0.18831592288041585,0.003,"[0, 1]"
105,0.03207869974772135,0.1882564696153914,0.003,"[0, 1]"
110,0.03204275131225586,0.18816561745192573,0.003,"[0, 1]"
115,0.03200735346476237,0.1880842541137025,0.003,"[0, 1]"
120,0.03197207895914714,0.1880350438997343,0.003,"[0, 1]"
125,0.03193682924906413,0.18800534114961004,0.003,"[0, 1]"
130,0.031901622772216795,0.18797909372841193,0.003,"[0, 1]"
135,0.03186648813883464,0.18795142191404596,0.003,"[0, 1]"
140,0.031831453323364255,0.18792753178326063,0.003,"[0, 1]"
145,0.031796494166056316,0.1879090386962013,0.003,"[0, 1]"
150,0.03176159922281901,0.187893304944505,0.003,"[0, 1]"
155,0.03172676340738932,0.1878806662349084,0.003,"[0, 1]"
160,0.03169199625651042,0.18787476787946197,0.003,"[0, 1]"
165,0.031657302856445316,0.18787692014077204,0.003,"[0, 1]"
170,0.031622695922851565,0.18788373208835102,0.003,"[0, 1]"
175,0.031588176091512044,0.18789308161725624,0.003,"[0, 1]"
180,0.03155374908447266,0.18790637927714662,0.003,"[0, 1]"
185,0.03151942316691081,0.18792487262591093,0.003,"[0, 1]"
190,0.03148520151774088,0.18794762648869598,0.003,"[0, 1]"
195,0.031451093673706056,0.18797486254868045,0.003,"[0, 1]"
200,0.03141710154215495,0.18800711654829116,0.003,"[0, 1]"
205,0.031383223215738935,0.18804417290071518,0.003,"[0, 1]"
210,0.03134947903951009,0.18808644454111303,0.003,"[0, 1]"
215,0.03131586201985677,0.18813328924325004,0.003,"[0, 1]"
220,0.03128238042195638,0.18818535226377375,0.003,"[0, 1]"
225,0.031249039967854816,0.18824269006728928,0.003,"[0, 1]"
230,0.031215842564900717,0.18830520667415362,0.003,"[0, 1]"
235,0.031182795206705728,0.18837286655202587,0.003,"[0, 1]"
240,0.03114989980061849,0.18844506699281302,0.003,"[0, 1]"
245,0.031117167154947917,0.18852306744918304,0.003,"[0, 1]"
250,0.03108459726969401,0.18860677982251733,0.003,"[0, 1]"
255,0.03105219523111979,0.1886962066188242,0.003,"[0, 1]"
260,0.03101996421813965,0.18879132961472386,0.003,"[0, 1]"
265,0.030987911224365235,0.18889285712966855,0.003,"[0, 1]"
270,0.030956045150756836,0.18899925498210055,0.003,"[0, 1]"
275,0.030924364725748697,0.18911194714307739,0.003,"[0, 1]"
280,0.030892875671386717,0.1892299748941417,0.003,"[0, 1]"
285,0.03086158879597982,0.1893540535097319,0.003,"[0, 1]"
290,0.030830506642659506,0.18948398991493196,0.003,"[0, 1]"
295,0.030799634297688804,0.18961884665516754,0.003,"[0, 1]"
300,0.030768978118896485,0.18975787948311326,0.003,"[0, 1]"
305,0.030738541920979818,0.18990184256175507,0.003,"[0, 1]"
310,0.030708337783813478,0.19005275194784532,0.003,"[0, 1]"
315,0.030678367614746092,0.19019655200227653,0.003,"[0, 1]"
320,0.030649049123128255,0.19017631381029723,0.003,"[0, 1]"
325,0.030622214635213217,0.1904368488236785,0.003,"[0, 1]"
330,0.03059803581237793,0.19073531164009802,0.003,"[0, 1]"
335,0.030571948369344074,0.19093252921618836,0.003,"[0, 1]"
340,0.03054736582438151,0.191221470917733,0.003,"[0, 1]"
345,0.03052255121866862,0.19157446371185377,0.003,"[0, 1]"
350,0.030498021443684895,0.19184780462429105,0.003,"[0, 1]"
355,0.030473807017008463,0.1921308331568896,0.003,"[0, 1]"
360,0.030449666976928712,0.1924642217505704,0.003,"[0, 1]"
365,0.030425841013590495,0.19272584028022488,0.003,"[0, 1]"
370,0.03040218734741211,0.19295232170074303,0.003,"[0, 1]"
375,0.03037876510620117,0.19322559884642754,0.003,"[0, 1]"
380,0.03035557810465495,0.1934703556191955,0.003,"[0, 1]"
385,0.030332616170247396,0.1936708547081334,0.003,"[0, 1]"
390,0.030309901555379232,0.19389113669320626,0.003,"[0, 1]"
395,0.030287429173787433,0.1941122299091249,0.003,"[0, 1]"
400,0.030265204111735024,0.19431195871223156,0.003,"[0, 1]"
405,0.030243236541748045,0.19451336514170434,0.003,"[0, 1]"
410,0.03022152582804362,0.19471782515503164,0.003,"[0, 1]"
415,0.030200080871582033,0.1949140075441323,0.003,"[0, 1]"
420,0.03017890167236328,0.1951080277348225,0.003,"[0, 1]"
425,0.030157995859781902,0.19530330056459821,0.003,"[0, 1]"
430,0.030137362162272134,0.19549645633851773,0.003,"[0, 1]"
435,0.030117008209228517,0.1956827935110022,0.003,"[0, 1]"
440,0.030096930821736655,0.19587039461546096,0.003,"[0, 1]"
445,0.03007713826497396,0.19605178444752447,0.003,"[0, 1]"
450,0.03005762736002604,0.19622816608240137,0.003,"[0, 1]"
455,0.030038405100504557,0.19640234992647268,0.003,"[0, 1]"
460,0.030019465128580728,0.1965703150616281,0.0015,"[0, 1]"
465,0.030008251190185548,0.1966507667105612,0.0015,"[0, 1]"
470,0.02999900499979655,0.19672915915173042,0.0015,"[0, 1]"
475,0.02998983891805013,0.19680596003927936,0.0015,"[0, 1]"
480,0.029980751037597658,0.19688087091320722,0.0015,"[0, 1]"
485,0.029971734364827474,0.19695456214147425,0.0015,"[0, 1]"
490,0.02996278699239095,0.1970265704211092,0.0015,"[0, 1]"
495,0.029953907012939453,0.19709718791285252,0.0015,"[0, 1]"
500,0.029945098241170247,0.19716666762974605,0.0015,"[0, 1]"
505,0.02993635431925456,0.19723512681940011,0.0015,"[0, 1]"
510,0.029927679697672526,0.19730111646998538,0.0015,"[0, 1]"
515,0.029919069925944012,0.19736689077754485,0.0015,"[0, 1]"
520,0.02991052754720052,0.19743111676713962,0.0015,"[0, 1]"
525,0.029902051289876302,0.1974926756454369,0.0015,"[0, 1]"
530,0.029893641153971355,0.19755361674248617,0.0015,"[0, 1]"
535,0.029885298411051434,0.19761312021721236,0.0015,"[0, 1]"
540,0.029877021789550783,0.1976701356134197,0.0015,"[0, 1]"
545,0.029868810017903646,0.19772446250712244,0.0015,"[0, 1]"
550,0.02986066500345866,0.19777686498671831,0.0015,"[0, 1]"
555,0.029852585474650067,0.1978290896818899,0.0015,"[0, 1]"
