epoch,train_mse,lag_logit_roughness,smoothness_penalty,validation_rmse,learning_rate,external_support
1,0.03376954396565755,6276.5947265625,0.0,0.22445871305696177,0.003,"[0, 1, 2]"
5,0.04248350143432617,6277.818359375,0.0,0.2027273752404322,0.003,"[0, 1, 2]"
10,0.03780141703287761,6279.24267578125,0.0,0.19691666419564255,0.003,"[0, 1, 2]"
15,0.03495764923095703,6280.85205078125,0.0,0.19158974582891203,0.003,"[0, 1, 2]"
20,0.03367658487955729,6282.412109375,0.0,0.18795762229699814,0.003,"[0, 1, 2]"
25,0.033484547932942706,6284.0146484375,0.0,0.18569089805141398,0.003,"[0, 1, 2]"
30,0.03356477355957031,6285.58056640625,0.0,0.18525260381889289,0.003,"[0, 1, 2]"
35,0.03355864461263021,6287.0673828125,0.0,0.18522126034341502,0.003,"[0, 1, 2]"
40,0.033465179443359375,6288.51953125,0.0,0.1850589184116545,0.003,"[0, 1, 2]"
45,0.033350738525390625,6289.8388671875,0.0,0.1849962842413476,0.003,"[0, 1, 2]"
50,0.033247543970743816,6291.076171875,0.0,0.18472971787059814,0.003,"[0, 1, 2]"
55,0.03316059811909994,6292.17138671875,0.0,0.18461435073171792,0.003,"[0, 1, 2]"
60,0.03308605702718099,6293.1689453125,0.0,0.184395637003821,0.003,"[0, 1, 2]"
65,0.0330196590423584,6294.0283203125,0.0,0.18427680035194127,0.003,"[0, 1, 2]"
70,0.03295866521199544,6294.7744140625,0.0,0.1841113050745391,0.003,"[0, 1, 2]"
75,0.03290162150065104,6295.39404296875,0.0,0.18398782714715145,0.003,"[0, 1, 2]"
80,0.03284776624043782,6295.904296875,0.0,0.18386216042694928,0.003,"[0, 1, 2]"
85,0.03279647636413574,6296.30322265625,0.0,0.18373488175875136,0.003,"[0, 1, 2]"
90,0.032747020721435545,6296.6015625,0.0,0.18362703321978918,0.003,"[0, 1, 2]"
95,0.032698610305786135,6296.81005859375,0.0,0.18349904056474953,0.003,"[0, 1, 2]"
100,0.03265072758992513,6296.9365234375,0.0,0.1833924469868277,0.003,"[0, 1, 2]"
105,0.03260329755147298,6296.99609375,0.0,0.1832731263684803,0.003,"[0, 1, 2]"
110,0.03255654080708822,6296.9931640625,0.0,0.18316239219354638,0.003,"[0, 1, 2]"
115,0.032510595321655275,6296.939453125,0.0,0.18305450853361252,0.003,"[0, 1, 2]"
120,0.032465377807617185,6296.84765625,0.0,0.1829431624401244,0.003,"[0, 1, 2]"
125,0.03242073631286621,6296.72265625,0.0,0.18283850851648623,0.003,"[0, 1, 2]"
130,0.0323766606648763,6296.5751953125,0.0,0.18273261517496445,0.003,"[0, 1, 2]"
135,0.03233318646748861,6296.4150390625,0.0,0.18262836279308967,0.003,"[0, 1, 2]"
140,0.032290303548177086,6296.2470703125,0.0,0.1825272484908771,0.003,"[0, 1, 2]"
145,0.03224797821044922,6296.07666015625,0.0,0.18242592131152147,0.003,"[0, 1, 2]"
150,0.0322062193552653,6295.91015625,0.0,0.1823266196028992,0.003,"[0, 1, 2]"
155,0.032165030161539716,6295.75341796875,0.0,0.182229325742715,0.003,"[0, 1, 2]"
160,0.032124406178792315,6295.6103515625,0.0,0.1821328386388477,0.003,"[0, 1, 2]"
165,0.03208434613545735,6295.486328125,0.0,0.18203817591773183,0.003,"[0, 1, 2]"
170,0.03204485766092936,6295.38427734375,0.0,0.18194541380852947,0.003,"[0, 1, 2]"
175,0.03200594711303711,6295.3056640625,0.0,0.18185395738450744,0.003,"[0, 1, 2]"
180,0.03196762402852376,6295.255859375,0.0,0.18176423885184517,0.003,"[0, 1, 2]"
185,0.031929900487264,6295.236328125,0.0,0.18167640776576321,0.003,"[0, 1, 2]"
190,0.031892786661783856,6295.25,0.0,0.1815902567934323,0.003,"[0, 1, 2]"
195,0.03185630289713542,6295.2978515625,0.0,0.1815058513780552,0.003,"[0, 1, 2]"
200,0.03182046890258789,6295.3828125,0.0,0.18142332011498127,0.003,"[0, 1, 2]"
205,0.031785298665364586,6295.50439453125,0.0,0.18134272867060103,0.003,"[0, 1, 2]"
210,0.031750815709431966,6295.6630859375,0.0,0.18126403754234413,0.003,"[0, 1, 2]"
215,0.03171704228719076,6295.86181640625,0.0,0.1811872913139644,0.003,"[0, 1, 2]"
220,0.03168399429321289,6296.09716796875,0.0,0.1811126293646604,0.003,"[0, 1, 2]"
225,0.03165169016520182,6296.369140625,0.0,0.1810400015955987,0.003,"[0, 1, 2]"
230,0.03162014770507812,6296.6787109375,0.0,0.18096942099550747,0.003,"[0, 1, 2]"
235,0.031589378356933595,6297.0263671875,0.0,0.18090102702746008,0.003,"[0, 1, 2]"
240,0.03155939737955729,6297.4091796875,0.0,0.18083481162502696,0.003,"[0, 1, 2]"
245,0.031530208587646484,6297.826171875,0.0,0.18077078773339983,0.003,"[0, 1, 2]"
250,0.03150181770324707,6298.27734375,0.0,0.18070895768188863,0.003,"[0, 1, 2]"
255,0.031474229176839195,6298.7626953125,0.0,0.18064928148994125,0.003,"[0, 1, 2]"
260,0.03144743220011393,6299.283203125,0.0,0.1805917929777485,0.003,"[0, 1, 2]"
265,0.03142143249511719,6299.83544921875,0.0,0.1805364836702963,0.003,"[0, 1, 2]"
270,0.03139621607462565,6300.4228515625,0.0,0.18048327102699982,0.003,"[0, 1, 2]"
275,0.03137176895141602,6301.0439453125,0.0,0.18043217804489153,0.003,"[0, 1, 2]"
280,0.03134808603922526,6301.7001953125,0.0,0.18038314308190073,0.003,"[0, 1, 2]"
285,0.031325146993001304,6302.392578125,0.0,0.18033607262712628,0.003,"[0, 1, 2]"
290,0.03130293655395508,6303.12109375,0.0,0.1802909787985323,0.003,"[0, 1, 2]"
295,0.03128143564860026,6303.88623046875,0.0,0.18024770435241722,0.003,"[0, 1, 2]"
300,0.03126063028971354,6304.69140625,0.0,0.18020628235224972,0.003,"[0, 1, 2]"
305,0.031240496317545573,6305.53515625,0.0,0.18016662938308448,0.003,"[0, 1, 2]"
310,0.031221014658610026,6306.4189453125,0.0,0.1801285771922075,0.003,"[0, 1, 2]"
315,0.03120216751098633,6307.34375,0.0,0.18009221152198365,0.003,"[0, 1, 2]"
320,0.031183934529622395,6308.310546875,0.0,0.18005732153424348,0.003,"[0, 1, 2]"
325,0.031166295369466145,6309.322265625,0.0,0.18002395046687322,0.003,"[0, 1, 2]"
330,0.031149231592814127,6310.3759765625,0.0,0.17999200379306676,0.003,"[0, 1, 2]"
335,0.031132726033528645,6311.4765625,0.0,0.17996129149560908,0.003,"[0, 1, 2]"
340,0.03111675771077474,6312.6220703125,0.0,0.17993192021051888,0.003,"[0, 1, 2]"
345,0.031101312001546224,6313.81201171875,0.0,0.17990369975774104,0.003,"[0, 1, 2]"
350,0.031086367289225262,6315.0498046875,0.0,0.17987681094087088,0.003,"[0, 1, 2]"
355,0.031071910858154295,6316.333984375,0.0,0.17985085136120865,0.003,"[0, 1, 2]"
360,0.031057922999064128,6317.6650390625,0.0,0.17982611840699927,0.003,"[0, 1, 2]"
365,0.03104439036051432,6319.0439453125,0.0,0.17980223069552262,0.003,"[0, 1, 2]"
370,0.031031298319498697,6320.46923828125,0.0,0.1797794537984156,0.003,"[0, 1, 2]"
375,0.031018629709879557,6321.94287109375,0.0,0.17975756531394627,0.003,"[0, 1, 2]"
380,0.031006370544433594,6323.462890625,0.0,0.17973652311903646,0.003,"[0, 1, 2]"
385,0.03099450937906901,6325.03125,0.0,0.1797164018026855,0.003,"[0, 1, 2]"
390,0.03098302968343099,6326.6484375,0.0,0.17969708491759365,0.003,"[0, 1, 2]"
395,0.03097191874186198,6328.3134765625,0.0,0.17967853026185557,0.003,"[0, 1, 2]"
400,0.030961167017618814,6330.025390625,0.0,0.1796607168388483,0.003,"[0, 1, 2]"
405,0.03095075861612956,6331.7861328125,0.0,0.1796436130168671,0.003,"[0, 1, 2]"
410,0.030940682729085286,6333.595703125,0.0,0.179627229616985,0.003,"[0, 1, 2]"
415,0.030930928548177083,6335.4541015625,0.0,0.17961146064333866,0.003,"[0, 1, 2]"
420,0.030921483993530275,6337.361328125,0.0,0.17959640183954392,0.003,"[0, 1, 2]"
425,0.03091233762105306,6339.3173828125,0.0,0.17958193655274787,0.003,"[0, 1, 2]"
430,0.030903480529785157,6341.3251953125,0.0,0.17956804368264337,0.003,"[0, 1, 2]"
435,0.030894901275634764,6343.38134765625,0.0,0.17955472336210102,0.003,"[0, 1, 2]"
440,0.030886588414510092,6345.4892578125,0.0,0.17954197571855413,0.003,"[0, 1, 2]"
445,0.03087853749593099,6347.646484375,0.0,0.1795297583774523,0.003,"[0, 1, 2]"
450,0.030870734532674155,6349.8564453125,0.0,0.17951802894774985,0.003,"[0, 1, 2]"
455,0.030863171895345053,6352.11669921875,0.0,0.1795068300270694,0.003,"[0, 1, 2]"
460,0.030855841318766276,6354.4296875,0.0,0.1794961192102031,0.003,"[0, 1, 2]"
465,0.030848737080891926,6356.794921875,0.0,0.17948569467650022,0.003,"[0, 1, 2]"
470,0.030841845194498698,6359.2119140625,0.0,0.17947594968717476,0.003,"[0, 1, 2]"
475,0.03083516184488932,6361.6826171875,0.0,0.17946642735443105,0.003,"[0, 1, 2]"
480,0.030828680674235026,6364.2060546875,0.0,0.1794574465665157,0.003,"[0, 1, 2]"
485,0.03082239023844401,6366.78173828125,0.0,0.17944880545519626,0.003,"[0, 1, 2]"
490,0.030816288630167644,6369.41064453125,0.0,0.17944068476960828,0.003,"[0, 1, 2]"
495,0.03081036122639974,6372.09033203125,0.0,0.17943275505443754,0.003,"[0, 1, 2]"
500,0.030804611206054686,6374.82421875,0.0,0.17942515452934926,0.003,"[0, 1, 2]"
505,0.0307990239461263,6377.609375,0.0,0.17941804269752293,0.003,"[0, 1, 2]"
510,0.03079360071818034,6380.4462890625,0.0,0.17941119636291122,0.003,"[0, 1, 2]"
515,0.030788330078125,6383.3330078125,0.0,0.179404604924362,0.003,"[0, 1, 2]"
520,0.030783209482828776,6386.27001953125,0.0,0.17939844915257658,0.003,"[0, 1, 2]"
525,0.030778231302897134,6389.2568359375,0.0,0.17939250581498137,0.003,"[0, 1, 2]"
530,0.03077338981628418,6392.2919921875,0.0,0.17938680683050176,0.003,"[0, 1, 2]"
535,0.03076868438720703,6395.3720703125,0.0,0.17938155424790625,0.003,"[0, 1, 2]"
540,0.030764106750488282,6398.5009765625,0.0,0.17937632277795149,0.003,"[0, 1, 2]"
545,0.03075965118408203,6401.67236328125,0.0,0.1793714739622405,0.003,"[0, 1, 2]"
550,0.030755318959554037,6404.888671875,0.0,0.17936672071961673,0.003,"[0, 1, 2]"
555,0.030751099904378257,6408.14697265625,0.0,0.17936239271352808,0.003,"[0, 1, 2]"
560,0.030746990203857422,6411.4443359375,0.0,0.17935813904313241,0.003,"[0, 1, 2]"
565,0.030742989857991537,6414.78173828125,0.0,0.1793541830391274,0.003,"[0, 1, 2]"
570,0.03073909378051758,6418.1572265625,0.0,0.1793503332955438,0.003,"[0, 1, 2]"
575,0.030735296885172524,6421.5673828125,0.0,0.1793468237887836,0.003,"[0, 1, 2]"
580,0.03073159662882487,6425.01171875,0.0,0.17934329294298354,0.003,"[0, 1, 2]"
585,0.03072798792521159,6428.4892578125,0.0,0.179340059818391,0.003,"[0, 1, 2]"
590,0.03072447077433268,6431.99609375,0.0,0.179336954262256,0.003,"[0, 1, 2]"
595,0.03072104008992513,6435.53125,0.0,0.1793339869169405,0.003,"[0, 1, 2]"
600,0.030717694600423177,6439.0947265625,0.0,0.17933122160470644,0.003,"[0, 1, 2]"
605,0.030714427947998047,6442.6826171875,0.0,0.17932852006619265,0.003,"[0, 1, 2]"
610,0.03071124013264974,6446.29541015625,0.0,0.1793259993026078,0.003,"[0, 1, 2]"
615,0.0307081298828125,6449.9296875,0.0,0.17932359550348326,0.003,"[0, 1, 2]"
620,0.030705092112223307,6453.583984375,0.0,0.1793213405829785,0.003,"[0, 1, 2]"
625,0.03070212427775065,6457.25732421875,0.0,0.17931910690735325,0.003,"[0, 1, 2]"
630,0.030699225743611655,6460.9482421875,0.0,0.1793170008448507,0.003,"[0, 1, 2]"
635,0.030696393966674805,6464.6552734375,0.0,0.17931505431054187,0.003,"[0, 1, 2]"
640,0.030693625132242837,6468.37744140625,0.0,0.17931312902904656,0.003,"[0, 1, 2]"
645,0.03069092051188151,6472.1142578125,0.0,0.17931138455724427,0.003,"[0, 1, 2]"
650,0.03068827565511068,6475.861328125,0.0,0.17930964006847033,0.003,"[0, 1, 2]"
655,0.030685686747233074,6479.62109375,0.0,0.17930795938640426,0.003,"[0, 1, 2]"
660,0.030683156967163085,6483.390625,0.0,0.17930632123809107,0.003,"[0, 1, 2]"
665,0.030680679321289064,6487.1689453125,0.0,0.179304895824135,0.003,"[0, 1, 2]"
670,0.030678255716959636,6490.95654296875,0.0,0.17930344912375717,0.003,"[0, 1, 2]"
675,0.03067588488260905,6494.7529296875,0.0,0.1793020662374844,0.003,"[0, 1, 2]"
680,0.030673563639322915,6498.5576171875,0.0,0.17930072589138,0.003,"[0, 1, 2]"
685,0.030671287536621093,6502.36865234375,0.0,0.17929941744861333,0.003,"[0, 1, 2]"
690,0.03066905975341797,6506.185546875,0.0,0.17929823665060296,0.003,"[0, 1, 2]"
695,0.030666876475016275,6510.0087890625,0.0,0.179296938827603,0.003,"[0, 1, 2]"
700,0.030664738972981772,6513.83984375,0.0,0.17929583247926761,0.003,"[0, 1, 2]"
705,0.03066264279683431,6517.6767578125,0.0,0.1792947261241054,0.003,"[0, 1, 2]"
710,0.030660587310791014,6521.5185546875,0.0,0.17929363040024485,0.003,"[0, 1, 2]"
715,0.030658573150634767,6525.3671875,0.0,0.17929259849883608,0.003,"[0, 1, 2]"
720,0.030656597137451173,6529.22265625,0.0,0.17929166233571897,0.003,"[0, 1, 2]"
725,0.03065465799967448,6533.08447265625,0.0,0.1792907261677137,0.003,"[0, 1, 2]"
730,0.030652755737304686,6536.953125,0.0,0.17928973680303173,0.003,"[0, 1, 2]"
735,0.030650888442993164,6540.828125,0.0,0.17928882190180054,0.003,"[0, 1, 2]"
740,0.030649054209391277,6544.7109375,0.0,0.17928787508049424,0.003,"[0, 1, 2]"
745,0.03064725621541341,6548.6025390625,0.0,0.17928702400089544,0.003,"[0, 1, 2]"
750,0.030645487467447916,6552.5029296875,0.0,0.17928627930293234,0.003,"[0, 1, 2]"
755,0.03064375368754069,6556.4111328125,0.0,0.17928460904053745,0.003,"[0, 1, 2]"
