epoch,train_mse,validation_rmse,penalty_scale,external_support
1,0.04600151062011719,0.29016536338845056,0.0033333333333333335,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
5,0.07279500071207683,0.38750161447496334,0.016666666666666666,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
10,0.0674995625813802,0.28677385263254207,0.03333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
15,0.05822035090128581,0.3277009443616952,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
20,0.052749819437662764,0.279736092038487,0.06666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
25,0.049777319590250654,0.3096511132721528,0.08333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
30,0.04813817850748698,0.28009471381312195,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
35,0.04732879384358724,0.2996894246060463,0.11666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
40,0.04683914438883464,0.28292526778872246,0.13333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
45,0.04658041127522786,0.2937489351293864,0.15,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
50,0.04639295705159505,0.28706502102127546,0.16666666666666666,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
55,0.04634937540690104,0.29016279978387644,0.18333333333333332,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
60,0.04642449188232422,0.2914931589570328,0.2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
65,0.04663540395100912,0.2894755547568012,0.21666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
70,0.046920196533203125,0.2938014468329467,0.23333333333333334,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
75,0.04721313349405924,0.29198914348329696,0.25,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
80,0.047530623118082684,0.29408963960923257,0.26666666666666666,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
85,0.04788771820068359,0.29564865437044474,0.2833333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
90,0.048295855204264326,0.29566727253343966,0.3,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
95,0.048740812937418616,0.2977746186476312,0.31666666666666665,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
100,0.049216256459554034,0.29897131985803627,0.3333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
105,0.04973340098063151,0.2998687711436897,0.35,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
110,0.05028890482584635,0.3016555247347997,0.36666666666666664,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
115,0.05087948862711589,0.3030552231223193,0.38333333333333336,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
120,0.05150892639160156,0.3042650943168291,0.4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
125,0.05217657216389974,0.30585836476126266,0.4166666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
