epoch,train_mse,lag_logit_roughness,smoothness_penalty,validation_rmse,learning_rate,external_support
1,0.03809630711873373,3215.68115234375,0.321568101644516,0.26677379681481495,0.003,"[0, 1, 3]"
5,0.0453785629272461,3209.551513671875,0.32095515727996826,0.23633702688554667,0.003,"[0, 1, 3]"
10,0.0416224110921224,3201.920166015625,0.32019200921058655,0.24282310904519971,0.003,"[0, 1, 3]"
15,0.03939516576131185,3194.310546875,0.31943103671073914,0.23172775816947352,0.003,"[0, 1, 3]"
20,0.03820417785644531,3186.731201171875,0.31867310404777527,0.2357691445854911,0.003,"[0, 1, 3]"
25,0.037841110229492186,3179.188232421875,0.3179188072681427,0.2301010208525014,0.003,"[0, 1, 3]"
30,0.03780283737182617,3171.680908203125,0.31716808676719666,0.23172072879823497,0.003,"[0, 1, 3]"
35,0.03779256439208984,3164.2080078125,0.3164207935333252,0.23092144694818742,0.003,"[0, 1, 3]"
40,0.03774462890625,3156.773193359375,0.31567731499671936,0.23096802712328532,0.003,"[0, 1, 3]"
45,0.03767387771606445,3149.37060546875,0.3149370551109314,0.23121566105106983,0.003,"[0, 1, 3]"
50,0.03759970474243164,3142.000732421875,0.3142000734806061,0.23088566302845623,0.003,"[0, 1, 3]"
55,0.037529314676920576,3134.6630859375,0.31346631050109863,0.23111927358363293,0.003,"[0, 1, 3]"
60,0.03746419525146484,3127.359619140625,0.3127359449863434,0.2310985914939304,0.003,"[0, 1, 3]"
65,0.037403858184814454,3120.09033203125,0.3120090365409851,0.23102763439204238,0.003,"[0, 1, 3]"
70,0.037347256978352866,3112.851318359375,0.311285138130188,0.2312395578037238,0.003,"[0, 1, 3]"
75,0.03729313278198242,3105.6416015625,0.31056416034698486,0.23094128596566826,0.003,"[0, 1, 3]"
80,0.03723992411295573,3098.459228515625,0.3098459243774414,0.23127292828690182,0.003,"[0, 1, 3]"
85,0.03718638737996419,3091.303955078125,0.30913040041923523,0.23099441012930666,0.003,"[0, 1, 3]"
90,0.037131970723470055,3084.17919921875,0.3084179162979126,0.231176498691721,0.003,"[0, 1, 3]"
95,0.037077051798502604,3077.079833984375,0.3077079653739929,0.23109773313895332,0.003,"[0, 1, 3]"
100,0.037022293090820314,3070.006591796875,0.30700063705444336,0.23108155585273843,0.003,"[0, 1, 3]"
