epoch,train_mse,lag_logit_roughness,smoothness_penalty,validation_rmse,learning_rate,external_support
1,0.03251984723409017,6276.669921875,6.276670455932617,0.18614031333260023,0.003,"[0, 1, 3]"
5,0.03488549423217773,6266.16015625,6.266160488128662,0.19436404476387256,0.003,"[0, 1, 3]"
10,0.03447772852579752,6253.0478515625,6.253047943115234,0.18761422302077074,0.003,"[0, 1, 3]"
15,0.03339308547973633,6239.96484375,6.239964962005615,0.1858055146383431,0.003,"[0, 1, 3]"
20,0.03284350331624349,6226.9091796875,6.226909637451172,0.18532034897545593,0.003,"[0, 1, 3]"
25,0.0325561752319336,6213.8818359375,6.213881969451904,0.18517159828923085,0.003,"[0, 1, 3]"
30,0.03241735458374023,6200.87890625,6.200879096984863,0.18525320098211823,0.003,"[0, 1, 3]"
35,0.03237804921468099,6187.900390625,6.187900543212891,0.1852868655198735,0.003,"[0, 1, 3]"
40,0.03238980102539062,6174.95556640625,6.17495584487915,0.1852929286045993,0.003,"[0, 1, 3]"
45,0.03239306640625,6162.0341796875,6.162034511566162,0.18513237006477495,0.003,"[0, 1, 3]"
50,0.03235844930013021,6149.1376953125,6.1491379737854,0.185009357112656,0.003,"[0, 1, 3]"
55,0.03231680297851563,6136.26513671875,6.136265277862549,0.18497174433846184,0.003,"[0, 1, 3]"
60,0.03230134582519531,6123.4169921875,6.123417377471924,0.18494564391959598,0.003,"[0, 1, 3]"
65,0.03229205004374186,6110.6015625,6.110601902008057,0.18491159749772365,0.003,"[0, 1, 3]"
70,0.03227190907796224,6097.81005859375,6.0978102684021,0.18485908709089235,0.003,"[0, 1, 3]"
75,0.03225691350301107,6085.04296875,6.085043430328369,0.18483849151174095,0.003,"[0, 1, 3]"
80,0.03224382146199544,6072.2998046875,6.072299957275391,0.18480259854029676,0.003,"[0, 1, 3]"
85,0.032228315989176436,6059.5810546875,6.059581279754639,0.18477298520289975,0.003,"[0, 1, 3]"
90,0.03221511650085449,6046.8955078125,6.046895980834961,0.18474064147950178,0.003,"[0, 1, 3]"
95,0.03220093790690104,6034.232421875,6.0342326164245605,0.1847066915129185,0.003,"[0, 1, 3]"
100,0.032187484741210935,6021.59375,6.021594047546387,0.18467843641835852,0.003,"[0, 1, 3]"
105,0.03217379252115885,6008.978515625,6.008978843688965,0.18464594184636723,0.003,"[0, 1, 3]"
110,0.03216036732991536,5996.3896484375,5.996389865875244,0.1846139168069639,0.003,"[0, 1, 3]"
