epoch,train_mse,validation_rmse,learning_rate,external_support
1,1.0650636393229167,0.9496056310343718,0.003,[]
5,0.9895966796875,0.9123159729886967,0.003,[]
10,0.9090691324869792,0.8726070795234101,0.003,[]
15,0.8412822062174479,0.840806098348205,0.003,[]
20,0.783034403483073,0.8133749045499022,0.003,[]
25,0.7314972737630209,0.7868814612646756,0.003,[]
30,0.6847686360677083,0.7606725186728271,0.003,[]
35,0.6420559285481771,0.7359174708659805,0.003,[]
40,0.6033056233723958,0.7136655676719094,0.003,[]
45,0.5688595377604166,0.6941872478363411,0.003,[]
50,0.539178466796875,0.6775138780361925,0.003,[]
55,0.5145903727213542,0.6639269622710534,0.003,[]
60,0.49510789998372395,0.6537072669918613,0.003,[]
65,0.4803041788736979,0.6466178346004984,0.003,[]
70,0.46932350667317707,0.6418676495897295,0.003,[]
75,0.46106278483072916,0.6384916842523284,0.003,[]
80,0.4544489034016927,0.635672381200177,0.003,[]
85,0.44868045043945315,0.6328797948400603,0.003,[]
90,0.4433192443847656,0.6299048990798258,0.003,[]
95,0.43822265625,0.6267869717527514,0.003,[]
100,0.4333982340494792,0.6236685525011713,0.003,[]
105,0.428878662109375,0.6206754684288521,0.003,[]
110,0.42466224161783855,0.6178684929735251,0.003,[]
115,0.4207104288736979,0.6152499253987155,0.003,[]
120,0.41696978759765624,0.612790060065308,0.003,[]
125,0.4133914998372396,0.6104483735721433,0.003,[]
130,0.40993864949544273,0.6081849357026405,0.003,[]
135,0.40658406575520833,0.6059651694784889,0.003,[]
140,0.4033046061197917,0.6037593561241282,0.003,[]
145,0.40007876586914065,0.6015420806193523,0.003,[]
150,0.3968873596191406,0.5992938400229499,0.003,[]
155,0.39371912638346357,0.5970048022308688,0.003,[]
160,0.39057954915364584,0.5946806542728679,0.003,[]
165,0.38750372314453124,0.5923523074180733,0.003,[]
170,0.3845713806152344,0.5900881374928373,0.003,[]
175,0.38191569010416665,0.5880012613918763,0.003,[]
180,0.37970823160807293,0.5862363300478475,0.003,[]
185,0.3780980936686198,0.5849189323920907,0.003,[]
190,0.3771159973144531,0.5840805209315242,0.003,[]
195,0.37661902872721353,0.5836235036759304,0.003,[]
200,0.376359375,0.5833810899350013,0.003,[]
205,0.37613568115234375,0.5832229044703475,0.003,[]
210,0.37587643432617185,0.583098748404269,0.003,[]
215,0.37560076904296874,0.5830045867268381,0.003,[]
220,0.3753424987792969,0.5829386802081438,0.003,[]
225,0.3751141153971354,0.582888761138288,0.003,[]
230,0.37491060384114583,0.5828398326365594,0.003,[]
235,0.37472235107421875,0.5827822074483395,0.003,[]
240,0.3745428466796875,0.5827141547386785,0.003,[]
245,0.3743694763183594,0.5826387087983722,0.003,[]
250,0.37420189412434895,0.5825608433721483,0.003,[]
255,0.37404010009765626,0.5824847750659186,0.003,[]
260,0.3738837585449219,0.5824129935188013,0.003,[]
265,0.37373204549153644,0.5823463911933665,0.003,[]
270,0.373584228515625,0.5822844457661994,0.003,[]
275,0.3734396565755208,0.5822263200792014,0.003,[]
280,0.3732979024251302,0.5821708096104613,0.003,[]
285,0.373158681233724,0.5821169452433532,0.003,[]
290,0.373021728515625,0.5820638623413672,0.003,[]
295,0.37288671875,0.5820111416408973,0.003,[]
300,0.3727534383138021,0.5819583899446361,0.003,[]
305,0.37262164306640627,0.5819055810220498,0.003,[]
310,0.37249116007486976,0.5818528722044587,0.003,[]
315,0.37236173502604164,0.5818001848385105,0.003,[]
320,0.3722332763671875,0.5817477287638303,0.003,[]
325,0.3721056009928385,0.5816954778114146,0.003,[]
330,0.3719785359700521,0.5816432746329844,0.003,[]
335,0.37185202026367187,0.5815911979502467,0.003,[]
340,0.37172587076822916,0.5815390641267951,0.003,[]
345,0.3715999959309896,0.5814867419423142,0.003,[]
350,0.3714743143717448,0.5814342313459532,0.003,[]
355,0.3713487141927083,0.5813814010579405,0.003,[]
360,0.3712231038411458,0.5813281722466719,0.003,[]
365,0.37109742228190107,0.5812745185520941,0.003,[]
370,0.37097153727213544,0.5812202823384285,0.003,[]
375,0.37084549967447916,0.5811656209755582,0.003,[]
380,0.37071914672851564,0.5811104555695635,0.003,[]
385,0.3705924580891927,0.5810545233718255,0.003,[]
390,0.37046535237630207,0.580998191843814,0.003,[]
395,0.3703378397623698,0.5809410406192536,0.003,[]
400,0.3702098185221354,0.5808832533340123,0.003,[]
405,0.37008125813802084,0.5808247509855463,0.003,[]
410,0.3699521484375,0.580765454537022,0.003,[]
415,0.36982241821289064,0.5807053900214807,0.003,[]
420,0.3696920166015625,0.5806444258052857,0.003,[]
425,0.36956095377604165,0.5805826667324441,0.003,[]
430,0.3694291687011719,0.5805199548411321,0.003,[]
435,0.369296641031901,0.5804565001230981,0.003,[]
440,0.36916330973307293,0.5803919342679404,0.003,[]
445,0.3690291748046875,0.5803264146655689,0.003,[]
450,0.36889422607421873,0.5802602302540242,0.003,[]
455,0.36875840250651043,0.5801925129220311,0.003,[]
460,0.3686216532389323,0.5801241564227734,0.003,[]
465,0.3684839782714844,0.58005450288603,0.003,[]
470,0.3683453979492187,0.5799838675524465,0.003,[]
475,0.3682057800292969,0.5799120921898152,0.003,[]
480,0.3680652058919271,0.579839176374781,0.003,[]
485,0.367923583984375,0.5797650933581311,0.003,[]
490,0.36778089396158853,0.5796898163700351,0.003,[]
495,0.3676371053059896,0.5796134239227092,0.003,[]
500,0.36749221801757814,0.5795355469643881,0.003,[]
505,0.36734617106119793,0.5794566588893858,0.003,[]
510,0.367198974609375,0.5793762852264601,0.003,[]
515,0.36705056762695315,0.5792946097393337,0.003,[]
520,0.36690093994140627,0.5792117899416602,0.003,[]
525,0.36675003051757815,0.5791272983847118,0.003,[]
530,0.36659783935546875,0.5790417140764774,0.003,[]
535,0.36644437662760415,0.578954562128813,0.003,[]
540,0.36628953043619794,0.5788659209130653,0.003,[]
545,0.3661333211263021,0.578775974292272,0.003,[]
550,0.36597569783528644,0.5786843788729419,0.003,[]
555,0.365816650390625,0.5785913448505235,0.003,[]
560,0.3656561279296875,0.5784967660244794,0.003,[]
565,0.365494130452474,0.578400588874992,0.003,[]
570,0.3653306070963542,0.5783029445319269,0.003,[]
575,0.365165517171224,0.5782035419620845,0.003,[]
580,0.3649988606770833,0.578102670599182,0.003,[]
585,0.3648306070963542,0.5780000128828529,0.003,[]
590,0.36466068522135414,0.5778958583056942,0.003,[]
595,0.3644891357421875,0.577789862742746,0.003,[]
600,0.36431587727864584,0.5776822100773432,0.003,[]
605,0.3641408894856771,0.5775728993828939,0.003,[]
610,0.36396414184570314,0.5774617183266891,0.003,[]
615,0.36378564453125,0.5773488772607241,0.003,[]
620,0.36360528564453126,0.5772342166056275,0.003,[]
625,0.36342313639322915,0.5771177617165077,0.003,[]
630,0.36323914591471357,0.5769994586168523,0.003,[]
635,0.3630532633463542,0.576879411971888,0.003,[]
640,0.3628654581705729,0.576757356131296,0.003,[]
645,0.3626757405598958,0.5766336073614439,0.003,[]
650,0.36248401896158855,0.5765079528312982,0.003,[]
655,0.3622903849283854,0.5763803912944558,0.003,[]
660,0.36209473673502607,0.576250868525647,0.003,[]
665,0.36189703369140624,0.5761194626584891,0.003,[]
670,0.3616973571777344,0.5759861724041483,0.003,[]
675,0.3614955647786458,0.575850863965052,0.003,[]
680,0.36129172770182294,0.5757136419347432,0.003,[]
685,0.36108580525716144,0.5755745579656416,0.003,[]
690,0.36087774658203126,0.5754333455373003,0.003,[]
695,0.36066759236653645,0.5752902417951199,0.003,[]
700,0.3604552815755208,0.5751451392060475,0.003,[]
705,0.3602408447265625,0.5749980362568369,0.003,[]
710,0.3600242411295573,0.5748490375878045,0.003,[]
715,0.35980546061197916,0.5746979558677023,0.003,[]
720,0.35958451334635416,0.5745448691274033,0.003,[]
725,0.3593613789876302,0.5743898023289857,0.003,[]
730,0.3591360575358073,0.5742327538683547,0.003,[]
735,0.35890852864583334,0.5740735626400728,0.003,[]
740,0.35867880249023437,0.5739125459088366,0.003,[]
745,0.35844688924153645,0.5737493298096576,0.003,[]
750,0.3582127685546875,0.5735842849004544,0.003,[]
755,0.35797645060221356,0.5734170636685396,0.003,[]
760,0.3577379455566406,0.5732480368632571,0.003,[]
765,0.35749723307291664,0.5730768301219796,0.003,[]
770,0.35725433349609376,0.5729037877340313,0.003,[]
775,0.35700927734375,0.5727286682552273,0.003,[]
780,0.35676204427083336,0.5725516829837285,0.003,[]
785,0.35651263427734375,0.5723725636004053,0.003,[]
790,0.3562610677083333,0.5721917081102086,0.003,[]
795,0.3560073954264323,0.5720087147295594,0.003,[]
800,0.3557515665690104,0.5718239549879376,0.003,[]
805,0.3554936828613281,0.5716371068550342,0.003,[]
810,0.3552336629231771,0.5714485154077477,0.003,[]
815,0.35497158813476565,0.5712578851001205,0.003,[]
820,0.35470747884114584,0.5710655345287111,0.003,[]
825,0.35444131469726564,0.5708712481230718,0.003,[]
830,0.35417317708333335,0.5706752378111225,0.003,[]
835,0.35390304565429687,0.5704773145840929,0.003,[]
840,0.3536309712727865,0.5702776905044676,0.003,[]
845,0.35335697428385415,0.570076283486816,0.003,[]
850,0.3530810953776042,0.569873171968032,0.003,[]
855,0.3528033650716146,0.5696683541249297,0.003,[]
860,0.35252377319335937,0.5694619352967792,0.003,[]
865,0.352242431640625,0.5692536993027993,0.003,[]
870,0.3519593404134115,0.5690440999994119,0.003,[]
875,0.3516745402018229,0.5688327335086629,0.003,[]
880,0.3513880615234375,0.5686198662077273,0.003,[]
885,0.35109995524088544,0.5684056843247226,0.003,[]
890,0.3508102722167969,0.5681897566917016,0.003,[]
895,0.35051906331380206,0.5679726723557822,0.003,[]
900,0.3502263387044271,0.5677539731033234,0.003,[]
905,0.3499322102864583,0.5675340872454683,0.003,[]
910,0.34963667805989584,0.567312852022861,0.003,[]
915,0.3493398234049479,0.5670904272991875,0.003,[]
920,0.34904165649414065,0.5668666770854005,0.003,[]
925,0.3487422892252604,0.5666419229528082,0.003,[]
930,0.3484417317708333,0.5664159212536397,0.003,[]
935,0.3481400960286458,0.5661889938939476,0.003,[]
940,0.3478373819986979,0.5659610049560476,0.003,[]
945,0.34753369140625,0.5657320071000242,0.003,[]
950,0.34722908528645835,0.5655022419447435,0.003,[]
955,0.346923583984375,0.5652714656109792,0.003,[]
960,0.3466173095703125,0.5650401359413413,0.003,[]
965,0.34631028238932293,0.5648077659699803,0.003,[]
970,0.34600260416666667,0.5645750030616227,0.003,[]
975,0.34569434611002603,0.5643414411568862,0.003,[]
980,0.3453855183919271,0.564107349757811,0.003,[]
985,0.3450762634277344,0.5638729446904739,0.003,[]
990,0.34476661173502604,0.563637792412074,0.003,[]
995,0.3444566141764323,0.5634025961526646,0.003,[]
1000,0.34414640299479166,0.5631667868704477,0.003,[]
1005,0.34383599853515623,0.5629309059147352,0.003,[]
1010,0.34352550252278646,0.5626947904913406,0.003,[]
1015,0.34321497599283857,0.5624585488199331,0.003,[]
1020,0.3429044698079427,0.5622223164420537,0.003,[]
1025,0.3425941162109375,0.5619860390663355,0.003,[]
1030,0.34228395589192706,0.5617497709619304,0.003,[]
1035,0.3419740498860677,0.5615137838844096,0.003,[]
1040,0.34166451009114585,0.5612778607018652,0.003,[]
1045,0.34135538736979165,0.561042382256011,0.003,[]
1050,0.3410467732747396,0.5608070498122688,0.003,[]
1055,0.3407387084960937,0.5605722990750027,0.003,[]
1060,0.34043132527669273,0.5603380218497303,0.003,[]
1065,0.34012467447916667,0.5601041642450871,0.003,[]
1070,0.33981880696614586,0.5598711355986863,0.003,[]
1075,0.33951385498046877,0.5596385279646335,0.003,[]
1080,0.33920985921223956,0.559406914679651,0.003,[]
1085,0.3389068603515625,0.5591759968115193,0.003,[]
1090,0.33860498046875,0.5589458844190414,0.003,[]
1095,0.3383043009440104,0.5587170427745325,0.003,[]
1100,0.33800482177734376,0.5584888996875575,0.003,[]
1105,0.33770672607421875,0.5582619753354771,0.003,[]
1110,0.3374099833170573,0.5580362438613559,0.003,[]
1115,0.33711468505859377,0.5578116246491731,0.003,[]
1120,0.3368209431966146,0.5575883653343656,0.003,[]
1125,0.3365287882486979,0.5573663306681702,0.003,[]
1130,0.33623828125,0.5571459603135879,0.003,[]
1135,0.33594952392578126,0.5569267904771433,0.003,[]
1140,0.33566253662109374,0.5567091788926075,0.003,[]
1145,0.33537740071614586,0.556493209646634,0.003,[]
1150,0.33509417724609375,0.5562786926413044,0.003,[]
1155,0.33481288655598956,0.556065986285365,0.003,[]
1160,0.3345336405436198,0.5558549005002621,0.003,[]
