scenario,seed,variable,lag_basis_type,lag_basis_count,amplitude_basis_count,projection_surface_nrmse,identity_reference_nrmse,reference_ratio,prediction_grade_pass,structural_grade_pass
AR-S3,3,0,cubic_bspline,40,16,0.0037299690229603577,0.0001278028817172384,29.185328005458025,True,False
AR-S3,3,0,discrete_identity,64,16,0.0001278028817172384,0.0001278028817172384,1.0,True,True
AR-S3,3,1,cubic_bspline,24,16,0.08095834623071894,0.013537405321862855,5.98034440912924,True,False
AR-S3,3,1,cubic_bspline,28,16,0.0325721693663288,0.013537405321862855,2.4060865868974814,True,False
AR-S3,3,1,cubic_bspline,32,16,0.02117703735262518,0.013537405321862855,1.5643350294331773,True,True
AR-S3,3,1,cubic_bspline,40,16,0.014036768067730453,0.013537405321862855,1.0368876260993034,True,True
AR-S3,3,1,discrete_identity,64,16,0.013537405321862855,0.013537405321862855,1.0,True,True
AR-S3,3,2,cubic_bspline,24,16,0.06640435897897656,0.0020883876742527102,31.79695024906623,True,False
AR-S3,3,2,cubic_bspline,28,16,0.039721368513460434,0.0020883876742527102,19.020112502662595,True,False
AR-S3,3,2,cubic_bspline,32,16,0.016950570552279973,0.0020883876742527102,8.116582357413794,True,False
AR-S3,3,2,cubic_bspline,40,16,0.0042252677382079535,0.0020883876742527102,2.023220013362646,True,False
AR-S3,3,2,discrete_identity,64,16,0.0020883876742527102,0.0020883876742527102,1.0,True,True
AR-S3,4,0,cubic_bspline,24,16,0.045620266607106365,0.00011424540871232494,399.31816185261533,True,False
AR-S3,4,0,cubic_bspline,28,16,0.03343746125005032,0.00011424540871232494,292.68100685120174,True,False
AR-S3,4,0,cubic_bspline,32,16,0.008150237864852477,0.00011424540871232494,71.33974097265599,True,False
AR-S3,4,0,cubic_bspline,40,16,0.0037295806980564964,0.00011424540871232494,32.64534426453625,True,False
AR-S3,4,0,discrete_identity,64,16,0.00011424540871232494,0.00011424540871232494,1.0,True,True
AR-S3,4,1,cubic_bspline,24,16,0.08084652442648178,0.012238891596187702,6.605706390247358,True,False
AR-S3,4,1,cubic_bspline,28,16,0.032145005658817144,0.012238891596187702,2.6264637942238176,True,False
AR-S3,4,1,cubic_bspline,32,16,0.02036782603107514,0.012238891596187702,1.6641887764917802,True,True
AR-S3,4,1,cubic_bspline,40,16,0.012788889951176014,0.012238891596187702,1.0449385755781702,True,True
AR-S3,4,1,discrete_identity,64,16,0.012238891596187702,0.012238891596187702,1.0,True,True
AR-S3,4,2,cubic_bspline,24,16,0.06647610104229278,0.001068438744862633,62.21798054584727,True,False
AR-S3,4,2,cubic_bspline,28,16,0.039701804161056155,0.001068438744862633,37.15870877198537,True,False
AR-S3,4,2,cubic_bspline,32,16,0.01684989912094238,0.001068438744862633,15.77058039308443,True,False
AR-S3,4,2,cubic_bspline,40,16,0.0038252128967060455,0.001068438744862633,3.5801892388298264,True,False
AR-S3,4,2,discrete_identity,64,16,0.001068438744862633,0.001068438744862633,1.0,True,True
AR-S4,0,0,cubic_bspline,24,16,0.08693170292587302,0.009281586540501187,9.366039151446502,True,False
AR-S4,0,0,cubic_bspline,28,16,0.03970912130348157,0.009281586540501187,4.278268713027305,True,False
AR-S4,0,0,cubic_bspline,32,16,0.018538648269789185,0.009281586540501187,1.9973576919090101,True,True
AR-S4,0,0,cubic_bspline,40,16,0.010240388350660767,0.009281586540501187,1.1033014998002493,True,True
AR-S4,0,0,discrete_identity,64,16,0.009281586540501187,0.009281586540501187,1.0,True,True
AR-S4,0,1,cubic_bspline,24,16,0.07923649832386731,0.014852010971863233,5.335068663360059,True,False
AR-S4,0,1,cubic_bspline,28,16,0.029924938338250464,0.014852010971863233,2.0148745105927084,True,False
AR-S4,0,1,cubic_bspline,32,16,0.019495690919759084,0.014852010971863233,1.3126633798408303,True,True
AR-S4,0,1,cubic_bspline,40,16,0.015274624098327347,0.014852010971863233,1.0284549430555057,True,True
AR-S4,0,1,discrete_identity,64,16,0.014852010971863233,0.014852010971863233,1.0,True,True
AR-S4,0,2,cubic_bspline,24,16,0.07807736359544341,0.017031455165358197,4.584303739016497,True,False
AR-S4,0,2,cubic_bspline,28,16,0.043623024345735485,0.017031455165358197,2.561321033476004,True,False
AR-S4,0,2,cubic_bspline,32,16,0.023836903095809468,0.017031455165358197,1.3995811200145412,True,True
AR-S4,0,2,cubic_bspline,40,16,0.01754725186673109,0.017031455165358197,1.0302849460815313,True,True
AR-S4,0,2,discrete_identity,64,16,0.017031455165358197,0.017031455165358197,1.0,True,True
AR-S4,1,0,cubic_bspline,24,16,0.08702339904615337,0.009029825469600575,9.637329020269842,True,False
AR-S4,1,0,cubic_bspline,28,16,0.04000090237269647,0.009029825469600575,4.429864398527059,True,False
AR-S4,1,0,cubic_bspline,32,16,0.018502516059296897,0.009029825469600575,2.049044704306487,True,False
AR-S4,1,0,cubic_bspline,40,16,0.010015815219051923,0.009029825469600575,1.1091925589005833,True,True
AR-S4,1,0,discrete_identity,64,16,0.009029825469600575,0.009029825469600575,1.0,True,True
AR-S4,1,1,cubic_bspline,24,16,0.07487458747505056,0.01549412794417865,4.832449283031894,True,False
AR-S4,1,1,cubic_bspline,28,16,0.03209447181036233,0.01549412794417865,2.071395816917896,True,False
AR-S4,1,1,cubic_bspline,32,16,0.020294448406566502,0.01549412794417865,1.3098154655545746,True,True
AR-S4,1,1,cubic_bspline,40,16,0.01589788059367737,0.01549412794417865,1.0260584300680449,True,True
AR-S4,1,1,discrete_identity,64,16,0.01549412794417865,0.01549412794417865,1.0,True,True
AR-S4,1,2,cubic_bspline,24,16,0.07774919342840549,0.01826920589205399,4.255751119550397,True,False
AR-S4,1,2,cubic_bspline,28,16,0.04378287855483384,0.01826920589205399,2.396539773733503,True,False
AR-S4,1,2,cubic_bspline,32,16,0.024592832649656168,0.01826920589205399,1.3461358306959896,True,True
AR-S4,1,2,cubic_bspline,40,16,0.01874141980481949,0.01826920589205399,1.025847533579491,True,True
AR-S4,1,2,discrete_identity,64,16,0.01826920589205399,0.01826920589205399,1.0,True,True
AR-S4,2,0,cubic_bspline,24,16,0.08734083833766186,0.009961558855278383,8.767788215333598,True,False
