epoch,train_mse,lag_logit_roughness,smoothness_penalty,validation_rmse,learning_rate,external_support
1,0.03303403155008952,0.0025654351338744164,2.5654350110926316e-07,0.1931744104280851,0.003,[0]
5,0.035778177897135416,0.005809419322758913,5.809419008073746e-07,0.18568455007412563,0.003,[0]
10,0.03431532033284505,0.007460788358002901,7.460787969648663e-07,0.18381257736790704,0.003,[0]
15,0.03343010711669922,0.012013334780931473,1.2013334753646632e-06,0.18211150532658404,0.003,[0]
20,0.033026268641153975,0.01693028025329113,1.693028025329113e-06,0.1809826371943461,0.003,[0]
25,0.03296348253885905,0.022865723818540573,2.2865722257847665e-06,0.18026247596685013,0.003,[0]
30,0.03299051157633463,0.028587840497493744,2.8587840006366605e-06,0.18012501931438568,0.003,[0]
35,0.032994021733601886,0.03447597473859787,3.447597464401042e-06,0.18011178254469024,0.003,[0]
40,0.03297121238708496,0.04053459316492081,4.053459178976482e-06,0.18006678084184252,0.003,[0]
45,0.03294129880269368,0.04657581076025963,4.65758103018743e-06,0.1800543554675964,0.003,[0]
50,0.03291434160868327,0.052378568798303604,5.2378568398125935e-06,0.1799800607445864,0.003,[0]
55,0.03289208221435547,0.058178048580884933,5.817804776597768e-06,0.17995089390928293,0.003,[0]
60,0.032873483022054034,0.06438570469617844,6.438570380851161e-06,0.1798903194687647,0.003,[0]
65,0.03285732905069987,0.07088252156972885,7.088252004905371e-06,0.17985925045875717,0.003,[0]
70,0.03284280331929525,0.07762013375759125,7.762013410683721e-06,0.17981434466516646,0.003,[0]
75,0.032829458872477214,0.08460812270641327,8.460811841359828e-06,0.17978142713235995,0.003,[0]
80,0.0328170280456543,0.09172908216714859,9.172907994070556e-06,0.17974784567527463,0.003,[0]
85,0.032805267333984374,0.09891718626022339,9.891718036669772e-06,0.1797120079244465,0.003,[0]
90,0.0327939084370931,0.10613033920526505,1.0613033737172373e-05,0.1796832115656738,0.003,[0]
95,0.03278269386291504,0.11328471451997757,1.1328471373417415e-05,0.1796464372238608,0.003,[0]
100,0.032771467844645186,0.12030526995658875,1.203052670462057e-05,0.17961681269261925,0.003,[0]
105,0.032760218302408856,0.12722432613372803,1.272243207495194e-05,0.1795827968556946,0.003,[0]
110,0.032749020258585615,0.13397903740406036,1.3397903785516974e-05,0.17955085667252033,0.003,[0]
115,0.03273788770039876,0.14057563245296478,1.4057563021196984e-05,0.17951949516837387,0.003,[0]
120,0.03272676340738932,0.1470324546098709,1.4703245142300148e-05,0.17948604535872872,0.003,[0]
125,0.03271558634440104,0.15332508087158203,1.5332507246057503e-05,0.1794541623555128,0.003,[0]
130,0.03270434443155924,0.15947596728801727,1.594759669387713e-05,0.17942112558898182,0.003,[0]
135,0.03269302622477214,0.16549775004386902,1.654977495491039e-05,0.17938757237625708,0.003,[0]
140,0.03268161010742188,0.17138639092445374,1.7138638213509694e-05,0.1793542787499317,0.003,[0]
145,0.03267006874084473,0.17716483771800995,1.771648385329172e-05,0.17931995783468171,0.003,[0]
150,0.03265839004516601,0.18284963071346283,1.828496351663489e-05,0.1792853005523337,0.003,[0]
155,0.032646557490030925,0.18845458328723907,1.884545781649649e-05,0.17925044503682114,0.003,[0]
160,0.032634552637736,0.1940058320760727,1.9400582459638827e-05,0.1792148377474579,0.003,[0]
165,0.032622371673583984,0.19951963424682617,1.9951963622588664e-05,0.17917869113522844,0.003,[0]
170,0.032609994252522784,0.2050192803144455,2.050192779279314e-05,0.17914221781618525,0.003,[0]
175,0.03259741465250651,0.2105284184217453,2.1052841475466266e-05,0.17910507681257687,0.003,[0]
180,0.03258462905883789,0.21606767177581787,2.1606767404591665e-05,0.17906743813407938,0.003,[0]
185,0.032571627934773764,0.2216607630252838,2.2166075723362155e-05,0.17902931212063758,0.003,[0]
190,0.03255841445922852,0.22732985019683838,2.273298377986066e-05,0.17899068780470334,0.003,[0]
195,0.032544986724853515,0.23309534788131714,2.3309534299187362e-05,0.17895146893742805,0.003,[0]
200,0.032531345367431644,0.23897919058799744,2.3897919163573533e-05,0.17891193230946079,0.003,[0]
205,0.03251750119527181,0.24499846994876862,2.4499846404069103e-05,0.17887183245634028,0.003,[0]
210,0.0325034605662028,0.2511718273162842,2.511718230380211e-05,0.1788313609805786,0.003,[0]
215,0.03248922920227051,0.25751399993896484,2.5751400244189426e-05,0.17879046962351836,0.003,[0]
220,0.032474822998046875,0.26403969526290894,2.6403968149679713e-05,0.178749344831213,0.003,[0]
225,0.032460264205932614,0.270759642124176,2.707596286199987e-05,0.17870785836657482,0.003,[0]
230,0.03244556427001953,0.2776828408241272,2.7768282961915247e-05,0.17866622348749414,0.003,[0]
235,0.032430749893188476,0.28481611609458923,2.8481610570452176e-05,0.17862439737825603,0.003,[0]
240,0.03241583824157715,0.29216328263282776,2.92163276753854e-05,0.1785824119459845,0.003,[0]
245,0.03240086491902669,0.29972556233406067,2.997255614900496e-05,0.17854050744599184,0.003,[0]
250,0.03238585344950358,0.3075030744075775,3.075030690524727e-05,0.17849857173743627,0.003,[0]
255,0.03237083053588867,0.3154929280281067,3.1549290724797174e-05,0.17845680787067392,0.003,[0]
260,0.03235583368937175,0.32369017601013184,3.2369018299505115e-05,0.17841522131163223,0.003,[0]
265,0.03234089660644531,0.332089900970459,3.320898758829571e-05,0.17837391911415076,0.003,[0]
270,0.03232604344685872,0.3406827449798584,3.406827454455197e-05,0.17833291217124383,0.003,[0]
275,0.032311316172281904,0.3494621217250824,3.4946209780173376e-05,0.1782924039462468,0.003,[0]
280,0.0322967472076416,0.35842040181159973,3.584204023354687e-05,0.17825237872875901,0.003,[0]
285,0.032282366434733076,0.3675447106361389,3.675447078421712e-05,0.1782129010600749,0.003,[0]
290,0.032268198649088545,0.37682822346687317,3.7682821130147204e-05,0.17817413187876616,0.003,[0]
295,0.032254284540812174,0.3862624764442444,3.8626247260253876e-05,0.1781359645748157,0.003,[0]
300,0.032240642547607425,0.3958389163017273,3.9583890611538664e-05,0.17809863514449523,0.003,[0]
305,0.03222730509440104,0.4055481553077698,4.055481622344814e-05,0.17806218160572018,0.003,[0]
310,0.03221428807576497,0.41538190841674805,4.153819099883549e-05,0.1780264330750158,0.003,[0]
315,0.03220161056518555,0.42533278465270996,4.2533276428002864e-05,0.1779917543194428,0.003,[0]
320,0.03218929036458333,0.4353921413421631,4.3539213947951794e-05,0.17795793160503573,0.003,[0]
