direction,mother_space,support,support_mask,lambda_0,lambda_2,oof_mse,oof_se,maximum_kkt,maximum_condition
sheet2_to_sheet1,V0,[1],2,0.01,0.01,0.06390082401594477,0.016246505825794916,4.7462671242952155e-12,141882609.00433493
sheet2_to_sheet1,V0,[1],2,0.01,1.0,0.055974536290196705,0.019978608186673862,2.059542818399243e-12,57673351.08362639
sheet2_to_sheet1,V0,[1],2,0.01,100.0,0.05610199464030678,0.02445689718497805,1.9973325841068748e-13,3794333.5040641343
sheet2_to_sheet1,V0,[1],2,0.01,10000.0,0.056647054061153904,0.024781974926370347,1.6762033046904955e-13,960785.2841446272
sheet2_to_sheet1,V0,[1],2,1.0,0.0,0.05447962136287422,0.022551420372311573,9.251601010154043e-13,1724549.9923488845
sheet2_to_sheet1,V0,[1],2,1.0,0.0001,0.05447977712746099,0.022551612253957187,7.617042603267128e-13,1723669.2078177815
sheet2_to_sheet1,V0,[1],2,1.0,0.01,0.054494624784419625,0.022570125163784427,1.6030040612657177e-12,1720858.382132517
sheet2_to_sheet1,V0,[1],2,1.0,1.0,0.05501057306174578,0.023331669148251407,1.2032440266806512e-12,1690815.0999517518
sheet2_to_sheet1,V0,[1],2,1.0,100.0,0.05698295931399666,0.025769225826107925,2.2655776103132688e-13,1193830.3962017416
sheet2_to_sheet1,V0,[1],2,1.0,10000.0,0.056947243428994314,0.025511216216083987,7.511713353739073e-14,619332.4772277717
sheet2_to_sheet1,V0,[1],2,100.0,0.0,0.05835331252753416,0.027147157062215866,2.881809589642647e-14,17248.041846809137
sheet2_to_sheet1,V0,[1],2,100.0,0.0001,0.05835331260629367,0.027147157108128643,2.0841294015430324e-14,17247.95370295429
sheet2_to_sheet1,V0,[1],2,100.0,0.01,0.058353320399362724,0.027147161651552284,3.4949436078804774e-14,17247.67182156535
sheet2_to_sheet1,V0,[1],2,100.0,1.0,0.05835406247335017,0.027147598745647525,2.7492187332078863e-14,17244.438008468598
sheet2_to_sheet1,V0,[1],2,100.0,100.0,0.058384368220804984,0.027171549037944706,1.4645295083509574e-14,17169.382218585553
sheet2_to_sheet1,V0,[1],2,100.0,10000.0,0.058452423812528645,0.027227147710581125,2.9410592105740954e-15,16950.890294417157
sheet2_to_sheet1,V0,[1],2,10000.0,0.0,0.05851327159177767,0.0272785072882523,2.0009231129932248e-16,173.4705736745259
sheet2_to_sheet1,V0,[1],2,10000.0,0.0001,0.05851327159175026,0.0272785072882342,2.2333344131205736e-16,173.47056481024805
sheet2_to_sheet1,V0,[1],2,10000.0,0.01,0.05851327158903699,0.027278507286442464,2.2957469393752254e-16,173.47053653469854
sheet2_to_sheet1,V0,[1],2,10000.0,1.0,0.05851327131780147,0.02727850710734087,3.124978487003131e-16,173.47021874068815
sheet2_to_sheet1,V0,[1],2,10000.0,100.0,0.05851324504683163,0.027278489866713575,1.5977065485329274e-16,173.46287333089117
sheet2_to_sheet1,V0,[1],2,10000.0,10000.0,0.05851203113033465,0.027277789078102233,2.88259379881388e-16,173.50756608856082
sheet2_to_sheet1,V0,[1],2,1000000.0,0.0,0.05767331354560983,0.026588574587761822,2.7257767938657935e-16,2.724705752265921
sheet2_to_sheet1,V0,[1],2,1000000.0,0.0001,0.05767331354560585,0.026588574587758464,2.1826095183686824e-16,2.7247057508811574
sheet2_to_sheet1,V0,[1],2,1000000.0,0.01,0.057673313545211824,0.026588574587426098,1.9125960307841557e-16,2.7247057471874423
sheet2_to_sheet1,V0,[1],2,1000000.0,1.0,0.05767331350580856,0.02658857455418927,2.6047004665938613e-16,2.7247057720247922
sheet2_to_sheet1,V0,[1],2,1000000.0,100.0,0.05767330956783819,0.02658857123250329,1.6469478892335958e-16,2.724712096189877
sheet2_to_sheet1,V0,[1],2,1000000.0,10000.0,0.05767293690316802,0.026588256976754883,1.8109124572282817e-16,2.725495093955124
sheet2_to_sheet1,V0,"[0, 1]",3,1e-06,0.0,0.054633438576930836,0.009152135115330964,3.690930751471993e-12,19214859373.77787
sheet2_to_sheet1,V0,"[0, 1]",3,1e-06,0.0001,0.05415118111322623,0.009171002148434509,3.31358394802305e-12,2925507334.368815
sheet2_to_sheet1,V0,"[0, 1]",3,1e-06,0.01,0.04897343415306138,0.007403411074601428,1.206945018065398e-12,846222092.8258855
sheet2_to_sheet1,V0,"[0, 1]",3,1e-06,1.0,0.044279948226040804,0.007165040097860077,9.146975054853144e-13,95713683.57452404
sheet2_to_sheet1,V0,"[0, 1]",3,1e-06,100.0,0.034185410670151614,0.009386979653297853,2.1262965971756054e-13,4608689.8557433635
sheet2_to_sheet1,V0,"[0, 1]",3,1e-06,10000.0,0.033204198964137815,0.00856660333300647,3.755965498903874e-13,1756355.7729342
sheet2_to_sheet1,V0,"[0, 1]",3,0.0001,0.0,0.05446725663723001,0.00916641855600052,6.401165917661636e-12,9132490528.958916
sheet2_to_sheet1,V0,"[0, 1]",3,0.0001,0.0001,0.05403691294552919,0.00917147073405176,3.810666983869823e-12,2504525970.373939
sheet2_to_sheet1,V0,"[0, 1]",3,0.0001,0.01,0.04895207580671604,0.007404804737295328,1.574540192525509e-12,806985935.7032695
sheet2_to_sheet1,V0,"[0, 1]",3,0.0001,1.0,0.04425900326023939,0.007162128283475058,6.650779098940191e-13,95190200.80634466
