direction,region,rows,maximum_value_continuity_residual,maximum_derivative_continuity_residual,pass,MSE,RMSE,MAE,R2
sheet1_to_sheet2,all_registered,3233,0.0,3.552713678800501e-15,True,0.10449928657720155,0.323263494037297,0.25515346112585297,-0.061804833072117704
sheet1_to_sheet2,fit_support,2757,0.0,3.552713678800501e-15,True,0.09498791691932665,0.3082010981799491,0.24206603654154388,-0.020569943448046635
sheet1_to_sheet2,extension_band,474,0.0,3.552713678800501e-15,True,0.15860082591822264,0.39824719197782504,0.3297044853692624,-1.2389268553211354
sheet1_to_sheet2,saturated,2,0.0,3.552713678800501e-15,True,0.3938575361357405,0.6275807008949053,0.6275755049078608,-39287.262145127446
sheet2_to_sheet1,all_registered,3130,0.0,1.4210854715202004e-14,True,0.1894798380575617,0.43529281875257453,0.3501689534992906,0.5611057969332909
sheet2_to_sheet1,fit_support,2634,0.0,1.4210854715202004e-14,True,0.14143416728039285,0.37607734215237276,0.31184669002638216,0.6194424783196003
sheet2_to_sheet1,extension_band,96,0.0,1.4210854715202004e-14,True,0.17766922453875725,0.42150827339301095,0.3759768654318228,0.2877703957318496
sheet2_to_sheet1,saturated,400,0.0,1.4210854715202004e-14,True,0.5086951273697317,0.7132286641531814,0.5963271596045857,0.07937892144056347
