direction,model,MSE,RMSE,MAE,R2,rows
sheet1_to_sheet2,CENTERED-R1-LIN-DERIVED,0.10452247916807789,0.3232993646267773,0.2551807850707222,-0.06204049023199465,3233
sheet1_to_sheet2,CENTERED-LIN-UOI,0.10460119981824459,0.3234210874668573,0.2552715258986526,-0.06284036140382177,3233
sheet1_to_sheet2,CENTERED-FULL-UOI,0.10449928657720155,0.323263494037297,0.25515346112585297,-0.061804833072117704,3233
sheet2_to_sheet1,CENTERED-R1-LIN-DERIVED,0.2735475356517566,0.5230177202081748,0.4159930163113628,0.3663788776077189,3130
sheet2_to_sheet1,CENTERED-LIN-UOI,0.2739759011461219,0.5234270733790161,0.4176240938337535,0.36538664996915804,3130
sheet2_to_sheet1,CENTERED-FULL-UOI,0.1894798380575617,0.43529281875257453,0.3501689534992906,0.5611057969332909,3130
