direction,channel,linear_energy,nonlinear_energy,nonlinear_fraction,constant_constraint_residual,linear_constraint_residual,reconstruction_error
sheet1_to_sheet2,joint_lift,5.296973561801831e-07,1.334948850105441e-07,0.2012913853920561,6.894683718233063e-20,1.9627944740966698e-19,1.23710536035489e-16
sheet1_to_sheet2,heater_power,1.4822588945085014e-06,5.3532279995260516e-08,0.03485648367041674,6.894683718233063e-20,1.9627944740966698e-19,1.23710536035489e-16
sheet1_to_sheet2,crystal_rotation,6.647881445702854e-05,1.308719604533253e-08,0.00019682390967874384,6.894683718233063e-20,1.9627944740966698e-19,1.23710536035489e-16
sheet1_to_sheet2,crucible_rotation,1.3911224890405043e-05,3.572734130832761e-10,2.5681723967564883e-05,6.894683718233063e-20,1.9627944740966698e-19,1.23710536035489e-16
sheet2_to_sheet1,joint_lift,0.010426678061658043,0.0012223279419385673,0.10492980616210307,4.938067215110678e-18,1.9261445574590746e-17,4.581886270554805e-16
sheet2_to_sheet1,heater_power,0.001055290027144966,0.002292002785755162,0.6847332796587186,4.938067215110678e-18,1.9261445574590746e-17,4.581886270554805e-16
sheet2_to_sheet1,crystal_rotation,0.0021771161476114125,1.3734557380107603e-05,0.006269052176314664,4.938067215110678e-18,1.9261445574590746e-17,4.581886270554805e-16
sheet2_to_sheet1,crucible_rotation,0.5476282998204254,2.772872806790626e-05,5.06316494705599e-05,4.938067215110678e-18,1.9261445574590746e-17,4.581886270554805e-16
