epoch,train_mse,lag_logit_roughness,smoothness_penalty,validation_rmse,learning_rate,external_support
1,0.0324297415415446,287.4111022949219,0.0,0.22240369105397867,0.003,"[0, 1, 4]"
5,0.03958752950032552,287.0930480957031,0.0,0.19636507390199295,0.003,"[0, 1, 4]"
10,0.03590329233805339,286.7696533203125,0.0,0.19656675397821283,0.003,"[0, 1, 4]"
15,0.03373064041137695,286.51739501953125,0.0,0.1889711471413144,0.003,"[0, 1, 4]"
20,0.03253240712483724,286.3569641113281,0.0,0.18963891301070268,0.003,"[0, 1, 4]"
25,0.0321143627166748,286.2748107910156,0.0,0.18544244594168816,0.003,"[0, 1, 4]"
30,0.032032329559326174,286.2923278808594,0.0,0.18596968684780196,0.003,"[0, 1, 4]"
35,0.031998631795247395,286.4100036621094,0.0,0.18509761606223843,0.003,"[0, 1, 4]"
40,0.031938028971354164,286.6376647949219,0.0,0.18515460178591295,0.003,"[0, 1, 4]"
45,0.031858047485351565,286.9879455566406,0.0,0.18507033789416855,0.003,"[0, 1, 4]"
50,0.0317737611134847,287.4643859863281,0.0,0.18495921535959095,0.003,"[0, 1, 4]"
55,0.03169266128540039,288.0805358886719,0.0,0.18487935024092825,0.003,"[0, 1, 4]"
60,0.03161657396952311,288.83782958984375,0.0,0.18488086679266152,0.003,"[0, 1, 4]"
65,0.031545204798380536,289.7450256347656,0.0,0.1846744911014356,0.003,"[0, 1, 4]"
70,0.0314771982828776,290.8031921386719,0.0,0.1847999357016976,0.003,"[0, 1, 4]"
75,0.03141063181559245,292.0130615234375,0.0,0.18452432049330414,0.003,"[0, 1, 4]"
80,0.03134355227152506,293.36676025390625,0.0,0.18464451633370912,0.003,"[0, 1, 4]"
85,0.03127494939168294,294.84124755859375,0.0,0.18444835173567642,0.003,"[0, 1, 4]"
90,0.03120552126566569,296.41046142578125,0.0,0.18445115407870669,0.003,"[0, 1, 4]"
95,0.031136742909749347,298.0650329589844,0.0,0.1844197674729193,0.003,"[0, 1, 4]"
100,0.03106934674580892,299.81072998046875,0.0,0.18432737608257305,0.003,"[0, 1, 4]"
105,0.031002941131591796,301.644775390625,0.0,0.18434579391626796,0.003,"[0, 1, 4]"
110,0.03093750254313151,303.55560302734375,0.0,0.18429739660534494,0.003,"[0, 1, 4]"
115,0.03087350908915202,305.52032470703125,0.0,0.18424397613740298,0.003,"[0, 1, 4]"
120,0.030810585021972658,307.51251220703125,0.0,0.1842233428511966,0.003,"[0, 1, 4]"
125,0.030748188654581704,309.5426330566406,0.0,0.18416833707072053,0.003,"[0, 1, 4]"
130,0.030686330795288087,311.664794921875,0.0,0.18410092430400735,0.003,"[0, 1, 4]"
