scenario,seed,variable,distribution,rank,normalized_excess_rmse,validation_contribution_r2,empirical_operator_nrmse,modal_gains,refit_intercept
AR-S1,0,1,PERM,12,3.5964343348565565e-05,0.9999994666677423,0.0007302960068941679,"[1.0000005156878362, 0.9967550423274611, 0.9940852344642531, 0.9596413922579737, 0.9498111926543327, 0.965194965377699, 1.030504386017358, 0.9943338827453209, 1.0070351663164532, 0.8553240136529178, 0.9747985372282256, 1.00577221085856]",0.009880404942942136
AR-S1,0,2,PERM,1,4.8328666102491994e-05,0.9999998838588907,0.0003407948198499908,[0.9999990269547326],-0.003232583111070009
AR-S1,0,2,PERM,2,4.41456048143158e-05,0.9999998842457163,0.0003402268121323822,"[1.0000001964287348, 0.9270094860912128]",-0.0032325632829995144
AR-S1,0,2,PERM,3,3.86927888732496e-05,0.9999998846974189,0.00033956233769387814,"[1.000000074808112, 0.9463766853512527, 0.9213598307925212]",-0.0032325686817488482
AR-S1,0,2,PERM,4,3.3977776681975045e-05,0.9999998850400614,0.0003390574266663269,"[1.0000001063503081, 0.9643767686849309, 0.9330713205760044, 0.9450464964992941]",-0.0032325709878276224
AR-S1,0,2,PERM,5,3.503672374450792e-05,0.9999998849669787,0.0003391651828830467,"[0.999999656870213, 0.989140082085889, 0.9532534332820388, 0.9494895812812623, 0.9023144785369953]",-0.0032325724586100917
AR-S1,0,2,PERM,6,2.9030673488931333e-05,0.9999998853517708,0.0003385974442794311,"[0.9999995770118963, 0.982413448999505, 0.9498893610919819, 0.9422132135062613, 0.9132916034707587, 0.8325670521717029]",-0.003232574044076604
AR-S1,0,2,PERM,7,2.518231719183629e-05,0.9999998855604016,0.00033828922295646923,"[0.9999995771692489, 0.9884817004023063, 0.9647981480675626, 0.94932359568574, 0.9466901080799047, 0.8477105710697683, 0.8780723674942295]",-0.0032325746920852483
AR-S1,0,2,PERM,8,2.39079227057503e-05,0.9999998856229619,0.00033819674456955616,"[0.9999996746689654, 0.989911660374618, 0.9656552206651647, 0.9485361145370782, 0.9368885644453877, 0.8806955047395888, 0.9037113905169041, 0.8707308020997016]",-0.0032325748623816303
AR-S1,0,2,PERM,9,2.268410429986264e-05,0.9999998856799821,0.000338112433751302,"[1.0000000176315762, 0.9849704526041473, 0.9700654692320771, 0.9532468858136225, 0.9430090006120267, 0.9223751066951176, 0.9062099108553369, 0.9351018530972999, 0.8895386215250604]",-0.003232575738827284
AR-S1,0,2,PERM,10,1.9405064776083218e-05,0.9999998858179941,0.00033790828017126996,"[0.9999998451219199, 0.9844075149218721, 0.9683212771422471, 0.9501169015204687, 0.9334863562292622, 0.928607471851111, 0.9063588511919628, 0.932158854654244, 0.8870364632967481, 1.0275759124377717]",-0.0032325786064606424
AR-S1,0,2,PERM,11,1.868528745664551e-05,0.9999998858454108,0.00033786770966856095,"[0.9999997854506748, 0.9928221100803422, 0.9752468357750408, 0.9643508551223078, 0.9340648255679507, 0.9314912911014865, 0.9109869449426548, 0.961516207467889, 0.9083606804540109, 1.0372769396297086, 0.9826273103579508]",-0.003232577962565526
AR-S1,0,2,PERM,12,1.804258230011815e-05,0.999999885869016,0.00033783277526817625,"[0.9999998844939899, 0.9897601514968061, 0.9795688587833107, 0.9676865644947527, 0.9432949879370811, 0.9387191921917302, 0.9102708093289099, 0.9609699268544036, 0.9161984890938742, 1.0313510311362557, 0.9838566884361514, 0.9922519913882186]",-0.0032325781783435177
AR-S1,1,0,PERM,1,0.0005434427503921668,0.9999855806237422,0.003797285380083882,[1.0000015549267203],-0.042387693475605934
AR-S1,1,0,PERM,2,0.0004645432099488817,0.9999856601533712,0.003786798995029258,"[1.0000006346492205, 1.0052623450593123]",-0.04238769813405721
AR-S1,1,0,PERM,3,0.00040610671954088184,0.9999857110310975,0.0037800752509045688,"[0.9999990474725818, 1.0183184128312655, 0.905575800000138]",-0.042387686845980835
AR-S1,1,0,PERM,4,0.00033556742491612116,0.9999857633482685,0.0037731487820532356,"[0.9999978985873583, 1.0240018285472583, 0.921423301966146, 0.8337382648681674]",-0.04238767135498266
AR-S1,1,0,PERM,5,0.000342083640090865,0.9999857589325484,0.003773733887234604,"[0.9999993187873849, 1.0388415980301413, 0.9318285645986052, 0.8612843267416302, 0.9224933774584047]",-0.04238766557460259
AR-S1,1,0,PERM,6,0.0002610973363110011,0.9999858077819461,0.0037672560377380354,"[0.9999979033327643, 1.027433857961991, 0.9672207310298454, 0.9215947637824523, 0.8977427771724019, 0.9719183919411971]",-0.04238766133982227
AR-S1,1,0,PERM,7,0.0002364011297016035,0.9999858200682711,0.003765625011730347,"[0.9999983062875311, 1.0177427833425035, 0.9867813698602605, 0.9351958589194356, 0.9366949432654876, 0.9687861537837844, 0.8410278117100576]",-0.042387659219234805
AR-S1,1,0,PERM,8,0.0002197099264853293,0.9999858276813134,0.00376461401562513,"[0.9999984790339793, 0.9987436124253414, 0.9961393837751916, 0.9499718982956746, 0.9691979452103765, 0.967019650588493, 0.8976768034612346, 0.9905686004826787]",-0.04238765390937992
AR-S1,1,0,PERM,9,0.00020805362834425673,0.9999858326674529,0.003763951719551168,"[0.9999989181641304, 1.0043503268460807, 0.99817997713174, 0.9452973982623505, 0.9592700371437198, 0.9906472567330805, 0.9302069254925988, 0.9879001727740078, 0.9343341384602587]",-0.042387692596741314
AR-S1,1,0,PERM,10,0.0001754693649301368,0.9999858451642671,0.0037622912876163614,"[0.9999978400272389, 1.001890529836143, 0.9913472898863572, 0.9518744449186849, 0.979854209427922, 0.9852217167140405, 0.9471033119440521, 0.9957351584075383, 0.9411867164619617, 0.9746134726237725]",-0.04238770852119208
AR-S1,1,0,PERM,11,0.00016226016375154806,0.9999858496254044,0.0037616983658429696,"[0.9999989705523185, 0.9992118370711661, 0.991657506461353, 0.9728247541868756, 0.9823239439955395, 1.001374377681426, 0.9632729388314053, 0.9820193661557928, 0.9765949790638797, 0.9984158975461506, 0.9537921058659656]",-0.042387697876369534
AR-S1,1,0,PERM,12,0.00015642307475519343,0.9999858514855868,0.0037614511047148877,"[0.9999996291927429, 1.0010985598528697, 0.9921940125448612, 0.9762524432330305, 0.988001942483559, 1.005937163656358, 0.9740486419797831, 0.9842677527795112, 0.9783858456586291, 1.0093462913684867, 0.9443776903009002, 0.985941848970973]",-0.042387704078404906
AR-S1,1,1,PERM,1,0.0001076266044326818,0.9999993923921063,0.0007794920741610176,[0.9999971937628537],0.0015969137736056608
AR-S1,1,1,PERM,2,0.00010195491018610783,0.9999993935807886,0.0007787292285571367,"[0.9999975841295059, 0.7835689582054473]",0.0015969124048783642
AR-S1,1,1,PERM,3,8.505832759256432e-05,0.9999993967406732,0.0007766977061836734,"[0.9999972342219648, 0.7851900298247909, 0.9380232081771845]",0.0015969164114342067
AR-S1,1,1,PERM,4,8.382247412696107e-05,0.9999993969493851,0.0007765633360305529,"[0.9999977854956463, 0.8493844819950229, 0.9420209945505785, 1.01464828700818]",0.0015969165585263843
AR-S1,1,1,PERM,5,7.429958188086648e-05,0.9999993984551644,0.0007755932152654558,"[0.9999979662037648, 0.8783498885681863, 0.9467531790887415, 1.005220867733284, 0.8546124737524143]",0.0015969163120363183
AR-S1,1,1,PERM,6,6.372431958500903e-05,0.9999993999148034,0.0007746516614612717,"[0.9999978942179588, 0.8839346780843081, 0.9641652954601699, 1.0047549874952966, 0.8447506539601729, 0.8926021279577256]",0.0015969165500637355
AR-S1,1,1,PERM,7,6.489798902141002e-05,0.9999993997638433,0.0007747490927243214,"[0.9999977389425373, 0.9020861183319033, 0.9668187682984858, 1.0009660070659876, 0.8731363408792667, 0.9103287688260576, 0.6242899699449864]",0.0015969157327270622
AR-S1,1,1,PERM,8,5.3023238274561076e-05,0.9999994011641286,0.0007738448626793727,"[0.9999980516313224, 0.9193266132984006, 1.0003245565392107, 1.0280948732142865, 0.8709153592130924, 0.9374428465284963, 0.6509415314938882, 0.9007741504257729]",0.001596916630801469
AR-S1,1,1,PERM,9,4.3435661651175994e-05,0.9999994020889356,0.0007732470914275796,"[0.999997787601577, 0.904169001656635, 0.9928077502317144, 1.0287096144141221, 0.8737714633382844, 0.8914006628628927, 0.7093740505987477, 0.9252497185771724, 0.5743869047411178]",0.0015969170633057688
AR-S1,1,1,PERM,10,3.1765354812430235e-05,0.9999994029665545,0.0007726793937102865,"[0.9999973957870661, 0.9178596349748922, 0.9932640099658094, 1.0429240830025972, 0.8770122246487974, 0.8859845894865941, 0.7527147291600375, 0.9307243893903557, 0.6194764644401198, 0.9372119092909911]",0.0015969165697196483
AR-S1,1,1,PERM,11,2.3081256089824864e-05,0.9999994034428479,0.000772371123282597,"[0.9999979606354055, 0.9345979518385858, 0.9997857151880677, 1.0440672187921782, 0.8913164945188451, 0.8694912557679416, 0.7927953188719328, 0.9752605733374717, 0.6857286831391528, 0.9804901157102744, 0.7814072844176161]",0.0015969124357756062
AR-S1,1,1,PERM,12,2.1041010325803168e-05,0.9999994035328682,0.0007723128458168145,"[0.9999980260623242, 0.9359526656484466, 1.001579191790874, 1.0448366564007514, 0.8947801491379924, 0.8705478161330866, 0.7981773739933256, 0.9772341064116469, 0.6808835481026514, 0.9901449881413497, 0.7759742695112456, 0.581715574674545]",0.0015969123070502635
AR-S1,1,2,PERM,1,3.9730237801752615e-05,0.9999998905418612,0.0003308445839832513,[0.9999998896622132],-0.039698430266235714
AR-S1,1,2,PERM,2,3.58381890284081e-05,0.9999998908359773,0.00033039979229427895,"[0.9999996626772847, 0.9408411008780309]",-0.039698429787762606
AR-S1,1,2,PERM,3,3.394102295032863e-05,0.9999998909683601,0.00033019939429711486,"[1.0000005668348366, 0.9582380639431279, 0.995345710495982]",-0.03969842832535295
AR-S1,1,2,PERM,4,3.2062026484633916e-05,0.9999998910923795,0.00033001154600645143,"[1.000000659705033, 0.9637067194845235, 1.003909716442812, 0.7662064286995388]",-0.03969842702524117
AR-S1,1,2,PERM,5,2.9522288683417774e-05,0.9999998912487875,0.0003297744873157623,"[1.0000003613347186, 0.9703470848904574, 0.996081460277934, 0.8016326416719776, 0.9047556274286207]",-0.03969843183271952
AR-S1,1,2,PERM,6,2.4119224061321845e-05,0.9999998915386161,0.00032933475966649353,"[1.0000000815765868, 0.9889229568757674, 0.9876873841824924, 0.8787165346184684, 0.8929504591999069, 0.8947314651228516]",-0.039698432264934316
AR-S1,1,2,PERM,7,1.9277687227510716e-05,0.9999998917487238,0.0003290156169243468,"[0.9999995270811173, 0.9921525635042486, 0.9970770046953412, 0.894889422063233, 0.9012679496911119, 0.903544643652256, 0.9599055358716057]",-0.039698432112324544
AR-S1,1,2,PERM,8,1.97174548871034e-05,0.999999891731575,0.00032904167666496557,"[0.9999997824294069, 0.9938066138924536, 1.0026300676161803, 0.9054436390451391, 0.9253547927774851, 0.9198096502295917, 0.9487023658248748, 0.8010032376953111]",-0.039698432503802124
AR-S1,1,2,PERM,9,1.659055645411468e-05,0.9999998918451065,0.00032886911305065426,"[0.9999997510293047, 0.9965255779770178, 1.0001072528116433, 0.9316166766646979, 0.9276578583015271, 0.9313993515292337, 0.9508633260898114, 0.8149710062438994, 0.8775919013296223]",-0.039698430436162994
AR-S1,1,2,PERM,10,1.4115035550634042e-05,0.9999998919211188,0.0003287535264964659,"[0.9999996673315604, 0.9936402357164613, 0.9963840154924888, 0.9595336539272752, 0.941401731740603, 0.9441865604996215, 0.955825274857848, 0.8339271615933149, 0.8966524254266129, 0.9101378971463987]",-0.03969843052199486
AR-S1,1,2,PERM,11,1.3021396558623736e-05,0.9999998919507963,0.0003287083870600258,"[0.9999995186502096, 0.9946746505380408, 0.9923154295719498, 0.9604177096137485, 0.9447876273785649, 0.9483755406082156, 0.963493145399152, 0.8509637066270078, 0.9144092740912853, 0.9136881623678325, 0.9263775088156597]",-0.03969843207627941
AR-S1,1,2,PERM,12,1.1810366617919312e-05,0.9999998919808682,0.00032866264119141444,"[0.9999997202438491, 0.9932025077787083, 0.9946284530427413, 0.9852502021938301, 0.9701214830849664, 0.9558188777270721, 0.961814705347753, 0.9004100864938409, 0.9266028274774201, 0.9431255207594355, 0.942224316773365, 0.9527641436553007]",-0.039698433747856435
AR-S1,2,0,PERM,1,0.0005240781737705022,0.9999862331760495,0.0037103670910655457,[0.9999989805690415],-0.01944436772851666
AR-S1,2,0,PERM,2,0.00046363564261661574,0.9999862928759726,0.0037023133345712514,"[0.9999982688307313, 0.9277776544876115]",-0.019444368511539658
AR-S1,2,0,PERM,3,0.0003741795790885489,0.9999863678236244,0.0036921777280686874,"[0.9999982427090275, 0.9627871285363906, 0.890875637400374]",-0.019444387852790162
AR-S1,2,0,PERM,4,0.00030546675689734694,0.9999864145240422,0.003685848064938238,"[0.9999996820108235, 0.9924079977090322, 0.9279081953011349, 0.9861357007882422]",-0.019444392379512017
AR-S1,2,0,PERM,5,0.00026520963770998614,0.9999864374978298,0.0036827302603060458,"[0.9999994802696152, 0.9886312332002553, 0.9421281737987843, 0.9864556723406246, 0.8932592830291598]",-0.01944439580938078
AR-S1,2,0,PERM,6,0.00027029377228638286,0.9999864347752584,0.0036830998821069704,"[0.999998989315557, 0.988420941554398, 0.9462548316056646, 0.9999187436891147, 0.914959630057229, 0.8708391840719856]",-0.019444337176782414
AR-S1,2,0,PERM,7,0.00024702939929076165,0.9999864468104577,0.0036814656785516186,"[0.9999994357382385, 0.9883274291681915, 0.9557398314674158, 1.0113991727261435, 0.9340263310268935, 0.8835878989392983, 0.9027661561780714]",-0.01944433548290504
AR-S1,2,0,PERM,8,0.00021476539884353012,0.9999864617098052,0.0036794415601800225,"[0.9999991629703524, 0.9868403707183806, 0.9636847716800173, 0.9950041785090086, 0.9288916238487849, 0.9038427007408629, 0.9449340639075104, 0.9956951583869647]",-0.019444328456591168
AR-S1,2,0,PERM,9,0.0002064995739861363,0.9999864651919077,0.003678968346193812,"[0.9999975283965119, 0.9796555446328377, 0.9623705034402698, 0.9749688745624586, 0.9265652608189696, 0.9231752387453709, 0.9467199972234845, 1.0196609200209443, 0.9308376502962147]",-0.019444327758822762
AR-S1,2,0,PERM,10,0.00021099595702900328,0.9999864633146879,0.0036792234659126324,"[0.9999988296602667, 0.9892518437646629, 0.9825708032253008, 0.9841796574150496, 0.9386511091326957, 0.9419528371603577, 0.9667380784662517, 1.013722383068966, 0.960478195295259, 0.9435957344566537]",-0.019444332015146712
AR-S1,2,0,PERM,11,0.00019687143534686546,0.9999864690756197,0.0036784404820922566,"[0.9999995602005523, 0.9993634490589569, 0.9854379623235926, 1.0026003703755293, 0.9685488347095772, 0.9782342351193406, 0.9768972993024407, 1.0283570478289539, 0.9765211764632769, 0.961688238450401, 0.9624619661433637]",-0.019444324071844515
AR-S1,2,0,PERM,12,0.00016203385402945578,0.9999864815790119,0.003676740538587298,"[1.0000003771073227, 0.9924902029389927, 0.9950609712313493, 0.9986529146975426, 0.9988018534729003, 0.9829188587543605, 0.9813096135935809, 1.019373631483576, 0.9889316622066566, 0.964584375275376, 0.9621667554827312, 1.0520050505655694]",-0.019444323088120868
AR-S1,2,1,PERM,1,0.00014947678804495492,0.9999993521546642,0.0008048883996061361,[1.0000006481109285],0.011486142689487031
AR-S1,2,1,PERM,2,0.00013164079348901043,0.9999993571686758,0.0008017676247933106,"[1.000000463189591, 0.9272799193615586]",0.011486142608790322
AR-S1,2,1,PERM,3,0.000134511425791196,0.9999993564046507,0.0008022439462686339,"[1.000000467971552, 0.9240212033732281, 0.8839011161966525]",0.011486143653049194
AR-S1,2,1,PERM,4,0.0001185406275682688,0.9999993604460939,0.0007997211426744761,"[1.0000004512226266, 0.962429696675303, 0.8769230271320644, 0.9907368276688028]",0.011486144487348474
AR-S1,2,1,PERM,5,0.00010046689774946538,0.9999993644043768,0.0007972425121628249,"[1.0000005802393348, 0.9811752724431787, 0.9234029402473098, 0.9341936329520895, 0.96527180014103]",0.011486145613647258
AR-S1,2,1,PERM,6,9.489357824890201e-05,0.9999993654931831,0.0007965593617861576,"[1.0000004749250557, 0.9745572324051262, 0.9379415499317058, 0.9412466027859234, 0.9817157785535849, 0.9686849211771913]",0.011486142952488796
AR-S1,2,1,PERM,7,8.953474656492483e-05,0.9999993664815034,0.0007959387517257442,"[1.0000002544498727, 0.980884206329464, 0.9739166322364343, 0.9595558145809623, 0.9938212948765154, 0.9853918085097113, 0.8552637921071452]",0.011486143540663631
AR-S1,2,1,PERM,8,8.537112192271134e-05,0.9999993672097459,0.0007954811462974045,"[1.000000389471417, 0.9799055129937816, 0.982948787456364, 0.9594021672948098, 0.9994942768475988, 0.992862883120593, 0.8756458115684251, 1.0338471899044477]",0.011486143715998806
AR-S1,2,1,PERM,9,7.517384457492242e-05,0.9999993688468675,0.0007944514664625303,"[1.000000246723185, 0.987285940356159, 0.9847519693066127, 0.964009459550832, 0.9999554279693922, 0.9994341454776766, 0.9300264463047113, 1.0161862470659033, 0.9847966885768389]",0.01148614042639244
AR-S1,2,1,PERM,10,6.551081423146687e-05,0.9999993702063076,0.0007935954211294066,"[1.0000002539388624, 0.9847463743157936, 0.9841567860054328, 0.973579901294138, 0.9938524139764214, 0.9893663685304683, 0.9301915290702981, 0.9953200923799833, 0.9887604572243978, 0.9876069302772156]",0.011486139958675897
AR-S1,2,1,PERM,11,4.4028419599576594e-05,0.9999993725594726,0.0007921114362188738,"[1.0000000058819052, 1.0009720109107212, 0.9892158769299657, 0.9737381596358323, 0.9999380828299236, 0.9873416450785146, 0.9476987625147819, 0.9930569049492283, 0.9851025771943331, 0.986299363929743, 1.0038956618400412]",0.011486140334027593
AR-S1,2,1,PERM,12,4.224336961318236e-05,0.9999993727134721,0.0007920142220519569,"[0.999999816768172, 1.0017935406686833, 0.9985066441029067, 0.9846968136404354, 0.995327655338121, 0.9913982502582535, 0.9785014081769848, 1.0100116424713454, 0.9860622085133867, 1.0049737358195938, 0.9962094405624594, 1.0260658358583483]",0.01148614011698913
AR-S1,2,2,PERM,1,7.455099857914774e-05,0.9999998881209353,0.0003344832801446686,[0.999995658925221],0.010801549608911606
AR-S1,2,2,PERM,2,6.796334347268896e-05,0.9999998890597707,0.00033307691208364393,"[0.999998978533273, 0.8491996483190172]",0.010801552095578022
AR-S1,2,2,PERM,3,6.0260873820201075e-05,0.9999998900474137,0.000331590992369761,"[1.000000108780882, 0.8866066887399907, 0.9110827206551014]",0.010801557563891265
AR-S1,2,2,PERM,4,4.693269925107468e-05,0.9999998914761085,0.0003294296458520097,"[0.9999996951505226, 0.9191941630524364, 0.9518770487285854, 0.8970350230291151]",0.010801563439028926
AR-S1,2,2,PERM,5,4.089981517363774e-05,0.9999998920059918,0.00032862441812565673,"[0.9999995956366365, 0.91716879399697, 0.9548398908305534, 0.9097915548199694, 0.9546953131075233]",0.010801564938024992
AR-S1,2,2,PERM,6,3.6304642081333546e-05,0.9999998923607597,0.0003280841970346065,"[0.9999997516815544, 0.9323026060223429, 0.9725896692370253, 0.9352724289986398, 0.9549947978759168, 0.906823515697018]",0.01080156374125806
AR-S1,2,2,PERM,7,3.3620732892802267e-05,0.999999892548433,0.0003277980582423238,"[0.9999999506787742, 0.9446417122793656, 0.9867517290427712, 0.9649402132707579, 0.9521790531491899, 0.9187207354249934, 0.8856178086847722]",0.010801562983892564
AR-S1,2,2,PERM,8,2.9475343628438256e-05,0.9999998928099908,0.0003273988533718517,"[0.999999817790153, 0.9604190780886381, 0.996302354518919, 0.975410963537802, 0.9581489341891635, 0.9403906454017622, 0.9048222620200367, 0.9644482407864083]",0.010801563364324899
AR-S1,2,2,PERM,9,2.8949773400248483e-05,0.9999998928406973,0.0003273519553738981,"[0.9999998202747147, 0.9796726825539237, 1.0133106967862207, 0.9884473365237455, 0.9599057104790707, 0.9499785702644894, 0.9303357096020876, 0.9665654486737214, 0.9175419711132453]",0.010801565727345554
AR-S1,2,2,PERM,10,2.7535762375153838e-05,0.9999998929205685,0.0003272299367673589,"[1.0000000252933405, 0.9813861775750482, 1.0185529500847212, 0.9867585167167151, 0.9595891867302754, 0.9533193866749736, 0.9460806206778133, 0.960964964118132, 0.9042149111398473, 0.9947262911452364]",0.010801565962714185
AR-S1,2,2,PERM,11,2.464735539323305e-05,0.9999998930712946,0.00032699954959459663,"[0.9999999782244811, 0.985761790863148, 1.020165930498553, 0.9900859415314534, 0.9581268615849656, 0.9622626947561178, 0.9621616278345289, 0.9632527570444515, 0.9190867830467241, 1.0070245537209612, 1.0026561294231444]",0.01080156595746751
AR-S1,2,2,PERM,12,2.366916429432913e-05,0.9999998931185573,0.0003269272742454821,"[0.9999999735755196, 0.986052976399823, 1.0220204700035547, 0.9912792457718947, 0.964271519927344, 0.9621083670993308, 0.9716145952562227, 0.9669551346603693, 0.9422870470741119, 0.9921581545075111, 0.9979120437933485, 0.8967886421939911]",0.010801565951716168
AR-S1,3,0,PERM,1,0.0007234602623875148,0.9999858871432542,0.0037567082327193977,[1.0000038785375704],0.023112164468618496
AR-S1,3,0,PERM,2,0.0006419250249560571,0.9999859984702678,0.003741861800253013,"[1.0000023788608559, 0.8810298000163144]",0.023112148052601447
AR-S1,3,0,PERM,3,0.0005844447850287187,0.9999860689622987,0.003732430535358315,"[1.0000020517612311, 0.8865531657244192, 0.9302755849103685]",0.023112139263822395
AR-S1,3,0,PERM,4,0.0005537193089900105,0.9999861039329323,0.003727742891841692,"[1.0000008476793183, 0.9215897045094888, 0.9453472702026378, 0.952415747347948]",0.023112130005076503
AR-S1,3,0,PERM,5,0.0005050570052988812,0.9999861554554269,0.0037208257918275836,"[1.000003341878126, 0.9493609537822206, 0.9520363176561557, 0.9900648041267471, 0.9345226694303964]",0.023112117336467758
AR-S1,3,0,PERM,6,0.00039521741181520044,0.9999862543412029,0.0037075138296612993,"[1.000001323901866, 0.9720640525614997, 0.9716668617480286, 0.9908243156680592, 0.9420618234600261, 0.9890762028812642]",0.023112149368709107
AR-S1,3,0,PERM,7,0.0003376550947953397,0.9999862965270424,0.0037018202222108432,"[1.0000008884802374, 0.9804201293125866, 0.9723543209414622, 0.991877223576324, 0.9586430993937791, 0.9783490966610366, 0.9691728976010494]",0.02311215422226381
AR-S1,3,0,PERM,8,0.0002435871332160472,0.999986351203314,0.003694427788710493,"[1.0000007911356934, 0.9870242504229199, 0.9782671906959175, 1.0030120796365896, 0.9625619009120372, 0.9814361340950938, 0.9920300568633955, 0.9197455331927552]",0.02311217124635481
AR-S1,3,0,PERM,9,0.00021220740702800465,0.9999863655060218,0.0036924915677798696,"[0.9999992078057585, 0.9908851123673379, 0.9946511945326553, 0.989610727095066, 0.9668107805108305, 0.9798394186168419, 0.9862551884558138, 0.9779544029442601, 0.8927652184805367]",0.023112176780358498
AR-S1,3,0,PERM,10,0.00020205430792631803,0.9999863697120621,0.0036919219842623265,"[0.9999987662454279, 0.9945577932920024, 0.9973371435933727, 0.9913735497966711, 0.9696688829126784, 0.9856064117473904, 0.9858275613557688, 0.9828029968723525, 0.910759091977665, 0.9607088622932638]",0.02311218071154206
AR-S1,3,0,PERM,11,0.0001848971564425516,0.999986376351047,0.00369102275162162,"[0.9999987808022706, 0.9965172829728346, 0.9936561877103013, 0.9971316111785682, 0.9725584694226127, 0.9889457390820743, 0.9973022890435278, 0.9750983781503103, 0.920992468217478, 0.9376478630450225, 0.9671986100976416]",0.023112189892429136
AR-S1,3,0,PERM,12,0.00017534441207545554,0.9999863797923426,0.0036905565511686686,"[0.9999995396437669, 0.9960406822900019, 0.9954510712500297, 0.9967064886982063, 0.9752232173354191, 0.9960553148880203, 0.9978041349890115, 0.9861018299002171, 0.9253522426351408, 0.9551091150540009, 0.9650297665400044, 0.9312439486698427]",0.02311218598657063
AR-S1,3,1,PERM,1,9.986506022937708e-05,0.9999993820891113,0.0007860730810137763,[1.0000012102094884],-0.024008552004355446
AR-S1,3,1,PERM,2,9.842850766482039e-05,0.9999993823739705,0.0007858918688731912,"[1.0000011400782922, 0.7775388709413684]",-0.02400855263631482
AR-S1,3,1,PERM,3,0.00010439099708757976,0.9999993811646612,0.0007866608791040855,"[1.0000013357895607, 0.7922655746220236, 0.8615943474966848]",-0.02400855240024057
AR-S1,3,1,PERM,4,9.789974799824726e-05,0.9999993824777809,0.0007858258198214118,"[1.0000011251182168, 0.8330707769095295, 0.8749283728250179, 0.8788390868326703]",-0.024008552363486448
AR-S1,3,1,PERM,5,9.43168319631676e-05,0.9999993831664767,0.0007853874987746127,"[1.000001163857256, 0.8529151229720832, 0.904014580266844, 0.8767339938388558, 0.976421115001511]",-0.024008551465958695
AR-S1,3,1,PERM,6,8.795650188487521e-05,0.9999993843257954,0.0007846490965162058,"[1.000001265599556, 0.8967309121825356, 0.9429670219557676, 0.884930320535623, 0.9960811803116807, 0.8256139059767813]",-0.024008551371839246
AR-S1,3,1,PERM,7,7.295345780844433e-05,0.9999993867399346,0.0007831092295753397,"[1.0000012402550165, 0.9160725433202359, 0.9537316002508957, 0.8976461109141818, 0.9892060587627284, 0.8654648953495913, 0.9087510496368646]",-0.024008553997868602
AR-S1,3,1,PERM,8,6.590782074508893e-05,0.9999993877183008,0.000782484312478685,"[1.0000016576067927, 0.9290039688028364, 0.9542348879962991, 0.9050534450629858, 0.9868420114000325, 0.8977554814408817, 0.9038643817257992, 0.9040577341552726]",-0.024008551380572823
AR-S1,3,1,PERM,9,5.347994593707017e-05,0.9999993892020369,0.0007815356441374288,"[1.000001277896057, 0.943341222181943, 0.9645416655724409, 0.933002612436108, 0.9697419751083244, 0.9184757301402061, 0.9061159737540154, 0.9334863193472331, 0.8780546871110965]",-0.02400855245310453
AR-S1,3,1,PERM,10,4.848185704089877e-05,0.9999993897116511,0.0007812095422497141,"[1.0000016367578743, 0.9391568398010787, 0.9619825328311814, 0.9378080333313491, 0.973831452904133, 0.927791872017561, 0.9219653899273684, 0.947300932754845, 0.8998508655947103, 0.9882207871518102]",-0.02400855252566015
AR-S1,3,1,PERM,11,1.0663575403993725e-05,0.9999993919484297,0.000779776615628008,"[1.0000020381347812, 0.9729453617650137, 0.9634453243458919, 0.9602554719073768, 0.9613707859899786, 0.9367589084644148, 0.931817426637493, 0.9647387264027774, 0.9361046572418811, 0.9738107731389987, 0.9615180696289137]",-0.024008551986731994
AR-S1,3,1,PERM,12,1.948798813978813e-05,0.9999993916823599,0.0007799472034193148,"[1.0000016574135273, 0.978011126610234, 0.9761088617016274, 0.9687294882305075, 0.9552721804048826, 0.9462618082445324, 0.944818289957458, 0.9552263997501118, 0.9738387364956888, 0.9912074686281521, 0.9489157557936749, 0.8873650584193032]",-0.02400855141906471
AR-S1,3,2,PERM,1,5.208457372259309e-05,0.999999896950242,0.0003210136412903484,[1.0000005802358973],-0.031309833483662744
AR-S1,3,2,PERM,2,4.337830824217234e-05,0.9999998977813673,0.00031971648800238183,"[1.0000007335923464, 0.9357163311215563]",-0.03130982937041776
AR-S1,3,2,PERM,3,3.816763453059594e-05,0.9999998982062765,0.0003190512864733276,"[1.0000007471098082, 0.9406302798005426, 0.9574821738980643]",-0.03130982714208956
AR-S1,3,2,PERM,4,3.47173509090895e-05,0.9999998984577505,0.0003186569464624443,"[1.000001296595099, 0.9378136670087475, 0.9755428984579744, 0.7982826391975489]",-0.03130982667722793
AR-S1,3,2,PERM,5,3.266503385159246e-05,0.9999998985960404,0.00031843988366903715,"[1.0000002378920358, 0.9464166193058698, 0.9652301379974545, 0.8675315010982694, 0.9027763719944737]",-0.03130982622655394
AR-S1,3,2,PERM,6,2.644285041361215e-05,0.9999998989638206,0.0003178618873231279,"[0.9999999177852492, 0.9567270599080457, 0.9603121619338558, 0.8786539185252693, 0.9547353541523315, 0.9295520033482171]",-0.03130983002609754
