epoch,train_mse,validation_rmse,penalty_scale,external_support
1,0.04600151062011719,0.29016489010931085,0.0033333333333333335,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
5,0.0728014424641927,0.38743744375982614,0.016666666666666666,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
10,0.06751253763834636,0.28680084134328276,0.03333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
15,0.058219134012858074,0.3276466705129814,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
20,0.05275503540039062,0.2798316558490736,0.06666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
25,0.049753718058268226,0.3096075613434136,0.08333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
30,0.04809473037719727,0.28016936493284733,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
35,0.047237442016601565,0.2995623766307708,0.11666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
40,0.04670220947265625,0.2828699683712424,0.13333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
45,0.046373247782389326,0.29339400126455784,0.15,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
50,0.04611370595296224,0.28676914364702294,0.16666666666666666,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
55,0.04598045221964518,0.2894601493116985,0.18333333333333332,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
60,0.04596201197306315,0.29077805949351215,0.2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
65,0.04606445693969727,0.2883569302761445,0.21666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
70,0.04622212727864583,0.29240312585999373,0.23333333333333334,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
75,0.04636931864420573,0.2903463623533726,0.25,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
80,0.04652284749348958,0.29191594688188127,0.26666666666666666,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
85,0.046704188028971354,0.29322592878614945,0.2833333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
90,0.046918670654296876,0.2927823365266956,0.3,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
95,0.04715059661865234,0.2943670018237359,0.31666666666666665,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
100,0.0473974240620931,0.2952126308892007,0.3333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
105,0.04766837056477865,0.29557808050050544,0.35,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
110,0.04795910898844401,0.2968248184356481,0.36666666666666664,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
115,0.04826755015055339,0.2977918100925597,0.38333333333333336,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
120,0.04859612655639649,0.29847672609110815,0.4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
125,0.04894378916422526,0.2995173195239705,0.4166666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
130,0.04931043752034505,0.30057287831037127,0.43333333333333335,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
135,0.04969677480061849,0.3014382536307446,0.45,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
140,0.050103864034016926,0.30236199375674633,0.4666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
145,0.05053122711181641,0.30335683235558814,0.48333333333333334,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
150,0.05097707621256511,0.30426390326022645,0.5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
155,0.05144090270996094,0.30509738055429736,0.5166666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
160,0.05192292277018229,0.3059374900248977,0.5333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
