timestamp,gpu,utilization_gpu_percent,memory_used_mib,memory_total_mib,temperature_c,power_w
1784981958.4271734,0,0,61,32607,34,20.71
1784981959.496738,0,0,61,32607,34,18.71
1784981960.6381342,0,0,61,32607,34,12.07
1784981962.000986,0,2,5424,32607,36,80.99
1784981963.109368,0,26,13074,32607,37,90.97
1784981964.2173197,0,82,15210,32607,42,200.95
1784981965.2764156,0,76,15210,32607,43,251.47
1784981966.3845344,0,77,15210,32607,43,249.96
1784981967.493005,0,79,15210,32607,44,249.11
1784981968.6004288,0,78,15212,32607,44,253.34
1784981969.7098172,0,78,15212,32607,45,256.39
1784981970.792709,0,78,15212,32607,45,254.04
1784981971.9017186,0,77,15212,32607,45,249.91
1784981973.0093782,0,77,15212,32607,46,253.17
1784981974.1179338,0,78,15212,32607,47,253.08
1784981975.2344804,0,77,15212,32607,47,257.49
1784981976.3476083,0,78,15212,32607,47,254.07
1784981977.4586332,0,79,15212,32607,47,257.23
1784981978.5724623,0,78,15212,32607,47,256.39
1784981979.6844501,0,76,15212,32607,48,255.02
1784981980.7950842,0,78,15212,32607,48,253.77
1784981981.9035156,0,77,15212,32607,49,259.13
1784981983.0099363,0,77,15214,32607,48,256.79
1784981984.1198695,0,80,15218,32607,49,259.48
1784981985.200007,0,78,15218,32607,49,262.86
1784981986.3121684,0,76,15218,32607,50,258.15
1784981987.4276226,0,76,15218,32607,50,256.29
1784981988.5379097,0,77,15220,32607,50,259.17
1784981989.6508794,0,79,15220,32607,50,258.45
1784981990.7335992,0,78,15220,32607,51,257.38
1784981991.8420887,0,75,15220,32607,50,258.59
1784981992.9495826,0,76,15220,32607,51,261.86
1784981994.0579844,0,77,15220,32607,51,259.80
1784981995.148586,0,77,15220,32607,51,261.80
1784981996.2590258,0,76,15220,32607,52,260.19
1784981997.3709614,0,78,15220,32607,52,262.18
1784981998.4833355,0,79,15220,32607,52,261.62
1784981999.591982,0,78,15220,32607,53,267.05
1784982000.6738105,0,80,15220,32607,53,265.27
1784982001.7831373,0,79,15220,32607,53,265.33
