unit,K_rmse,K+C_rmse,K+C+DELTA_W_rmse,K+C+DELTA_W+A_rmse,K_mae,K+C_mae,K+C+DELTA_W_mae,K+C+DELTA_W+A_mae,K_r2_level,K+C_r2_level,K+C+DELTA_W_r2_level,K+C+DELTA_W+A_r2_level
Cascaded Tanks H16 prediction,0.5265446796860122,0.5265446796860122,0.3921427451403756,0.3921427451403756,0.35848827431116637,0.35848827431116637,0.25596332281226797,0.25596332281226797,0.9381199021752497,0.9381199021752497,0.9656782911250154,0.9656782911250154
