scenario,seed,variable,lag_basis_type,lag_basis_count,amplitude_basis_count,surface_nrmse,domain_lower,domain_upper
AR-S1,1,1,discrete_identity,64,16,1.2997854925323646e-15,-2.382253556697118,2.1976954931311274
AR-S1,1,1,cubic_bspline,32,20,0.0007721047578592287,-2.382253556697118,2.1976954931311274
AR-S1,1,1,discrete_identity,64,20,9.521646319952555e-16,-2.382253556697118,2.1976954931311274
AR-S1,1,1,cubic_bspline,32,24,0.0007721047578592215,-2.382253556697118,2.1976954931311274
AR-S1,1,1,discrete_identity,64,24,1.683605924863753e-15,-2.382253556697118,2.1976954931311274
AR-S1,1,2,cubic_bspline,32,16,0.0010071548153898254,-2.366730063244457,2.3065707433754934
AR-S1,1,2,discrete_identity,64,16,0.000960488870331537,-2.366730063244457,2.3065707433754934
AR-S1,1,2,cubic_bspline,32,20,0.0004190124002064498,-2.366730063244457,2.3065707433754934
AR-S1,1,2,discrete_identity,64,20,0.00028939482091987754,-2.366730063244457,2.3065707433754934
AR-S1,1,2,cubic_bspline,32,24,0.0003244885787602716,-2.366730063244457,2.3065707433754934
AR-S1,1,2,discrete_identity,64,24,0.00011606378479618682,-2.366730063244457,2.3065707433754934
AR-S1,2,0,cubic_bspline,32,16,0.004105069225074616,-2.3133211636758695,2.344471142114899
AR-S1,2,0,discrete_identity,64,16,0.0013586893358818962,-2.3133211636758695,2.344471142114899
AR-S1,2,0,cubic_bspline,32,20,0.003897696004943349,-2.3133211636758695,2.344471142114899
AR-S1,2,0,discrete_identity,64,20,0.00043180158951491984,-2.3133211636758695,2.344471142114899
AR-S1,2,0,cubic_bspline,32,24,0.003876470778014946,-2.3133211636758695,2.344471142114899
AR-S1,2,0,discrete_identity,64,24,0.00014642978683937765,-2.3133211636758695,2.344471142114899
AR-S1,2,1,cubic_bspline,32,16,0.0007721047578592757,-2.354143431190532,2.422729511205041
AR-S1,2,1,discrete_identity,64,16,1.4542927057569737e-15,-2.354143431190532,2.422729511205041
AR-S1,2,1,cubic_bspline,32,20,0.0007721047578592513,-2.354143431190532,2.422729511205041
AR-S1,2,1,discrete_identity,64,20,1.3815818474141022e-15,-2.354143431190532,2.422729511205041
AR-S1,2,1,cubic_bspline,32,24,0.0007721047578592126,-2.354143431190532,2.422729511205041
AR-S1,2,1,discrete_identity,64,24,1.900917401622753e-15,-2.354143431190532,2.422729511205041
