epoch,train_mse,validation_rmse,penalty_scale,external_support
1,0.00649958480064566,0.2641572804522751,0.3333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
2,0.06379343710038872,0.1040435774350459,0.6666666666666666,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
4,0.014910803555665653,0.1771532688397024,1.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
6,0.022153202019607594,0.06896711904219247,1.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
8,0.004751323877017739,0.13877484728998782,1.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
