scenario,seed,partition,r2_y_x_truth,r2_y_ar_truth,r2_y_xar_truth,r2_x_self,target_variance,x_variance_ratio,ar_variance_ratio,process_variance_ratio,noise_variance_ratio,active_contribution_variances
AR-S2,1,validation,0.2242008884190727,0.9371417304932852,0.9851401102791023,1.0,6.161819759065353,0.046828878846413145,0.7598221600990986,0.006384802062943082,0.00856810264998209,"[0.10645908059075725, 0.07672669128161218, 0.09423470309298558, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
AR-S2,1,test,0.2129709262625833,0.8984079476667838,0.9765180607196602,1.0,4.032170071930569,0.07754706836340593,0.7620513262527314,0.009969217958665294,0.012922378978665577,"[0.09782602350399054, 0.10852254980832206, 0.09662606464114779, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
AR-S2,2,train,0.22426909225506275,0.9241486665897645,0.981859992525931,1.0,5.181935063989614,0.05683661025865316,0.7610193870403367,0.007732517384319072,0.010615442073873623,"[0.09837633939278465, 0.09566644839995166, 0.09818209308657125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
AR-S2,2,validation,0.1906909006538935,0.9207040171484955,0.9791668155282668,1.0,4.713979314507044,0.058955802811177294,0.7589000510207494,0.00879560818843289,0.011608146278560124,"[0.10423811049631068, 0.09701129085679006, 0.09351933070210854, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
AR-S2,2,test,0.19645931440947673,0.9365841115146688,0.9849605698708556,1.0,6.251143946413036,0.04786591070713124,0.7577899244285194,0.006411524344049187,0.007958151220443854,"[0.09753990089628359, 0.11497409141721547, 0.09437676200446724, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
AR-S2,3,train,0.20551307584540135,0.9244956399979124,0.9802456116296369,1.0,4.699598802817681,0.05558591537862797,0.7602358468724628,0.008805353127067024,0.01062998299746571,"[0.1086195046874004, 0.06893494002027213, 0.09534750076863562, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
AR-S2,3,validation,0.19385848919117543,0.9331889547963607,0.9843789128490175,1.0,5.456803496528567,0.05180184909885091,0.7656776216632344,0.007206550211522677,0.008894979167169786,"[0.10388840102650224, 0.09708041240180261, 0.08649235569327898, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
AR-S2,3,test,0.225525596234895,0.9177288926212315,0.9827840095125927,1.0,5.099520918930517,0.06345504465209027,0.7521947352723511,0.007745958956239625,0.009957547273189999,"[0.1231806829712921, 0.08528126250782847, 0.09553397687119818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
AR-S2,4,train,0.22201840488828972,0.9352364393975046,0.9830308501274277,1.0,5.875796623670639,0.04777177710173767,0.7599133880464239,0.006901900714526282,0.010220537880134755,"[0.1067483409260754, 0.07315354591654837, 0.08706748518593334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
AR-S2,4,validation,0.18596249498126938,0.9109499119865674,0.9801894640463732,1.0,4.800177753229132,0.06580144831876965,0.7519931807674389,0.007818884520647813,0.012465196285922797,"[0.10041486435251298, 0.1232676938815087, 0.08815113603380734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
