scenario,seed,variable,truth_class,rank_010,rank_005,rank_002,sigma_1_to_12,tail_1_to_12,cumulative_1_to_12,tail_beyond_rank_max
AR-S3,3,2,strong_rank2,2,2,2,"[0.023724447305803354, 0.01757571885970765, 7.303877192041008e-07, 5.708138329143413e-18, 5.404544045782296e-18, 3.93051649212555e-18, 3.0780984123123555e-18, 2.2783824139102064e-18, 1.9059467305594108e-18, 1.0523801440563657e-18, 7.884898248237926e-19, 6.784111909752491e-19]","[0.5952724738428762, 2.4737520414962467e-05, 3.3608795435767477e-16, 2.749163117877194e-16, 2.0511680985833878e-16, 1.5604882375058837e-16, 1.1611509551720277e-16, 8.676423463982022e-17, 5.797412846226332e-17, 4.572274814225138e-17, 3.711323569021149e-17, 2.914522159927044e-17]","[0.6456506818849824, 0.9999999993880552, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2.914522159927044e-17
AR-S3,4,0,weak_rank2,1,1,2,"[0.02552530861097242, 0.0008853344345526887, 3.6992621912777055e-07, 5.977280864898052e-18, 9.644587426422669e-19, 7.894176779125616e-19, 6.740342367223068e-19, 5.668877747316844e-19, 4.813188951555598e-19, 3.659705328653454e-19, 2.840282078401977e-19, 2.6233099874519566e-19]","[0.03466373190018862, 1.4483817259179005e-05, 2.435837598864429e-16, 6.754993451279664e-17, 5.600935105654427e-17, 4.670894913549579e-17, 3.853907351429745e-17, 3.1505869015278796e-17, 2.5248328325574038e-17, 2.0788448312755795e-17, 1.756391666837945e-17, 1.4247645161652948e-17]","[0.9987984256907518, 0.999999999790219, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.4247645161652948e-17
AR-S3,4,1,strong_rank2,2,2,2,"[0.021923800988994484, 0.01580902034547501, 9.501865157449651e-07, 7.283619130928394e-18, 4.025356338396804e-18, 2.8106235048400137e-18, 1.7050464347788597e-18, 1.5204344816054952e-18, 1.0691511884057178e-18, 9.927685079270514e-19, 8.410264185356181e-19, 6.357446556706353e-19]","[0.58488651985381, 3.515406212765968e-05, 3.4379397840747683e-16, 2.13492534180237e-16, 1.5297078717587205e-16, 1.1219291283424823e-16, 9.277908402551075e-17, 7.378159294969436e-17, 6.228237168457802e-17, 5.029950256315808e-17, 3.95204733773689e-17, 3.175919879804729e-17]","[0.6579077588932988, 0.999999998764192, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.175919879804729e-17
AR-S3,4,2,strong_rank2,2,2,2,"[0.023749938076691814, 0.017436169451595568, 7.099764220518292e-07, 6.190516793619283e-18, 5.574254728178283e-18, 4.121060105395264e-18, 2.6895643236085922e-18, 1.9257542404587826e-18, 1.6653404032168676e-18, 1.0130151813245065e-18, 9.178234675852978e-19, 6.398870622375332e-19]","[0.59179503213621, 2.409706560389909e-05, 3.4488273560417205e-16, 2.73491872685239e-16, 1.9749300406396576e-16, 1.394254447137933e-16, 1.05386896286674e-16, 8.266976596407183e-17, 6.032801498835678e-17, 4.957136237442837e-17, 3.8560369583388e-17, 3.1862555876270266e-17]","[0.6497786399389023, 0.9999999994193315, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.1862555876270266e-17
AR-S4U,0,0,higher_rank,4,5,6,"[0.024244902707853833, 0.011529578934835279, 0.006799695978152625, 0.004300164464583688, 0.002221379606093012, 0.0010707734298658555, 0.00047152216091054616, 0.00018829196308405935, 6.966185719890697e-05, 2.4265944825249213e-05, 8.007344677332206e-06, 2.526352243459883e-06]","[0.507581040643839, 0.29959565422289625, 0.17710316648978203, 0.08951214631438655, 0.042196323226073966, 0.018235291405753497, 0.0071928932323904295, 0.0026386462207110147, 0.0009131300189451594, 0.0003002595479409456, 9.581585670761047e-05, 3.346896487085916e-05]","[0.7423614871789175, 0.9102424439707548, 0.9686344684192926, 0.9919875756621919, 0.9982194703062007, 0.9996674741473472, 0.9999482622869474, 0.9999930375461219, 0.9999991661935684, 0.9999999098442038, 0.9999999908193216, 0.9999999988798284]",3.346896487085916e-05
AR-S4U,0,1,higher_rank,4,5,6,"[0.030710305641980833, 0.024318759867155308, 0.006492605914928857, 0.0045131236607666, 0.00205648406866668, 0.0010118796315505645, 0.00039776364784923355, 0.00020335786922385398, 5.861906471953664e-05, 2.0617493841360792e-05, 6.794233660974522e-06, 2.4496321353561867e-06]","[0.6414586025256629, 0.20596195297547812, 0.1269459768007519, 0.058352308208286546, 0.02767521091018254, 0.011268512198796854, 0.005314970465559869, 0.0015629389537358425, 0.0005463623404647394, 0.00018234919692027465, 6.667307020358084e-05, 2.647115054613673e-05]","[0.5885308612458235, 0.9575796739265268, 0.9838847189741028, 0.9965950081267649, 0.9992340827010767, 0.9998730206328253, 0.99997175108895, 0.9999975572218267, 0.9999997014881927, 0.9999999667487702, 0.9999999955547015, 0.999999999299278]",2.647115054613673e-05
AR-S4U,0,2,higher_rank,4,5,6,"[0.021565322357930086, 0.01258431130557198, 0.007519009992140344, 0.00577260314880461, 0.002294349484098911, 0.0011232921750274222, 0.00045169494543417825, 0.00019443909389232482, 6.483149977818859e-05, 2.4352369393276397e-05, 7.449938798366519e-06, 2.4100359425814046e-06]","[0.5950898338959574, 0.366331399232135, 0.23597369372211077, 0.09698198357439983, 0.04577049391241611, 0.018509513784723295, 0.00769757404618724, 0.0025976596365217645, 0.0009542759272939595, 0.0002950360779426562, 9.983518462877299e-05, 4.359677593643924e-05]","[0.645868089593682, 0.8658013059366263, 0.9443164158711436, 0.9905944948619749, 0.9979050618870136, 0.9996573978994532, 0.9999407473538036, 0.9999932521644129, 0.9999990893574547, 0.9999999129537128, 0.999999990032936, 0.9999999980993213]",4.359677593643924e-05
AR-S4U,1,0,higher_rank,4,5,6,"[0.024178465586848674, 0.01152388377846666, 0.006802052774717324, 0.004299944803635683, 0.0022197695761945117, 0.0010689848276395188, 0.00047029600725565423, 0.0001876469982645872, 6.937031927180296e-05, 2.4149871893132148e-05, 7.961893684341474e-06, 2.5441515570396277e-06]","[0.5085103729108401, 0.3002652291376481, 0.17742568417664809, 0.08961314623250358, 0.04220622723186931, 0.01822358557713864, 0.007182579334411088, 0.0026329756352939083, 0.0009107312382695176, 0.000299611023658748, 9.679937568939155e-05, 3.407495214844244e-05]","[0.7414172006420783, 0.9098407921709156, 0.9685201265944483, 0.9919694840223119, 0.9982186343828517, 0.9996679009287126, 0.9999484105541048, 0.9999930674393039, 0.9999991705686117, 0.9999999102332345, 0.9999999906298809, 0.9999999988388977]",3.407495214844244e-05
AR-S4U,1,1,higher_rank,4,5,6,"[0.029521906123922175, 0.022381810092079957, 0.006478639343780367, 0.004532469020027684, 0.0020355869840717176, 0.0009826094801178968, 0.0003911451777064743, 0.00019882071624707163, 5.7212072430829306e-05, 2.0117733396214832e-05, 6.594956337758915e-06, 2.481864650962398e-06]","[0.6284043502964564, 0.21699789624551757, 0.13396492453358427, 0.060691894347286696, 0.02840096804716877, 0.011672970442242405, 0.005480408397797393, 0.0016092283763921827, 0.000563058241836804, 0.00018983482533053894, 7.641971843121811e-05, 3.9539312221069374e-05]","[0.6051079725284885, 0.9529119130250194, 0.9820533989947109, 0.9963164939605376, 0.9991933850139835, 0.9998637417610543, 0.9999699651237931, 0.9999974103840324, 0.9999996829654161, 0.9999999639627388, 0.9999999941600264, 0.9999999984366426]",3.9539312221069374e-05
AR-S4U,1,2,higher_rank,4,5,6,"[0.021407720190580112, 0.0130099027306836, 0.007472349990772916, 0.005721474611992482, 0.002292094710739081, 0.0011686345057214653, 0.0004558625160614742, 0.00019495352902592904, 6.65866451394302e-05, 2.5514934744786463e-05, 7.781599936568652e-06, 2.4803205512479218e-06]","[0.6050764921209992, 0.36333140456144486, 0.23405207810934872, 0.09748194787749466, 0.047287429394961604, 0.01863142439235718, 0.007726423746290775, 0.0026699399702609897, 0.0009980053100021747, 0.00030914462574285653, 0.0001087031561144003, 5.750894336419013e-05]","[0.6338824386825462, 0.8679902904594077, 0.9452196247326953, 0.9904972698380093, 0.9977638990212164, 0.9996528700251118, 0.9999403023760927, 0.9999928714205553, 0.9999990039854013, 0.9999999044296005, 0.999999988183624, 0.9999999966927215]",5.750894336419013e-05
AR-S4U,2,0,higher_rank,4,5,6,"[0.024413524197840413, 0.011547832021306255, 0.006795279022262392, 0.004302061322104875, 0.0022259286233484565, 0.0010755257277485432, 0.0004747298611524418, 0.00018996850896752998, 7.041703526058558e-05, 2.4573934841756635e-05, 8.126019209234086e-06, 2.591042449835151e-06]","[0.5053508124324346, 0.2979588031702461, 0.17632647760263492, 0.08926884897114573, 0.042176337818528704, 0.018267028335403692, 0.007219887767406, 0.0026535329583460905, 0.0009200027408507562, 0.0003032609181782131, 9.732306840999386e-05, 3.293116054403549e-05]","[0.7446205563738783, 0.9112205516133545, 0.9689089732962474, 0.9920310726033666, 0.9982211565282172, 0.9996663156757934, 0.999947873220626, 0.999992958762839, 0.9999991535949568, 0.9999999080328155, 0.9999999905282203, 0.9999999989155386]",3.293116054403549e-05
AR-S4U,2,1,higher_rank,4,5,6,"[0.03138212127065322, 0.025942804599126523, 0.006500357355744531, 0.004498814051506647, 0.002069546581494455, 0.0010327079153857326, 0.00040212817561686206, 0.00020625379918889604, 5.956266292947746e-05, 2.097103213632427e-05, 6.931558456623801e-06, 2.517798079991462e-06]","[0.6552736038525322, 0.19856815261774463, 0.1222575122017572, 0.056746798142074464, 0.027177351367113793, 0.010985666875079772, 0.00519533751689191, 0.001530823440994125, 0.000536535989028757, 0.00018182183011558945, 7.225617247913859e-05, 3.934398753254186e-05]","[0.5706165040941148, 0.9605706887659762, 0.9850531007102373, 0.9967798009006228, 0.9992613915726686, 0.99987931512331, 0.9999730084680858, 0.9999976565795926, 0.9999997121291326, 0.9999999669408223, 0.9999999947790457, 0.9999999984520508]",3.934398753254186e-05
AR-S4U,2,2,higher_rank,4,5,6,"[0.021397149921776184, 0.013034669658636854, 0.007469554993362542, 0.005718113646956807, 0.0022919439984992645, 0.0011709850871372803, 0.0004562423073995611, 0.0001949476050921829, 6.671891619103262e-05, 2.5577641197881417e-05, 7.808799841670183e-06, 2.5447990112276377e-06]","[0.6056783964605892, 0.3631590283840276, 0.2339347223990813, 0.09751071823621181, 0.047369269237887195, 0.01864345485561315, 0.0077274656907739565, 0.0026751488455646582, 0.001000234524743583, 0.00030941983226856116, 0.00010683532377000769, 4.957811209465182e-05]","[0.6331536800609293, 0.8681155201031691, 0.9452745456560647, 0.9904916598290581, 0.9977561523318685, 0.9996524215910467, 0.9999402862739979, 0.999992843578654, 0.9999989995308954, 0.9999999042593674, 0.9999999885862135, 0.9999999975420107]",4.957811209465182e-05
AR-S4U,3,0,higher_rank,4,5,6,"[0.02447201225488355, 0.011552383753303018, 0.006792659608316991, 0.00430182554436862, 0.00222701724422249, 0.0010769050798838506, 0.0004757090126330802, 0.00019049124320556172, 7.065564180468257e-05, 2.4676751274493766e-05, 8.170647750626906e-06, 2.6233833871961823e-06]","[0.5045210163201055, 0.2973539651123346, 0.17602861047877938, 0.08916833438633551, 0.042160338181043276, 0.018273487250240007, 0.0072272594380833515, 0.00265799458518018, 0.0009224104934273647, 0.00030472447978975727, 9.878136245199458e-05, 3.451338697510111e-05]","[0.7454585440913278, 0.9115806194319724, 0.9690139282929101, 0.9920490081427666, 0.99822250588446, 0.9996660796637153, 0.9999477667210147, 0.9999929350647851, 0.9999991491588817, 0.9999999071429915, 0.9999999902422425, 0.9999999988088262]",3.451338697510111e-05
AR-S4U,3,1,higher_rank,4,5,6,"[0.028251072126049076, 0.023772723863714183, 0.006481289346152141, 0.004536296052111926, 0.0020361748738968424, 0.0009897229385842973, 0.0003924753440583059, 0.0002003549076983172, 5.748640769020736e-05, 2.0223696794783943e-05, 6.627611231662972e-06, 2.393918102905604e-06]","[0.6650788215476525, 0.2178292270943573, 0.13452906060910938, 0.06098914767247327, 0.028683588069228168, 0.011760489971317113, 0.0055388972543286485, 0.0016220420524759142, 0.0005674030860007911, 0.0001901798319363499, 7.400420821691251e-05, 3.837091799077899e-05]","[0.5576701611287856, 0.9525504278234749, 0.9819019318516305, 0.9962803238661853, 0.9991772517754749, 0.9998616908756346, 0.999969320617206, 0.99999736897958, 0.999999678053738, 0.9999999638316316, 0.9999999945233772, 0.9999999985276726]",3.837091799077899e-05
AR-S4U,3,2,higher_rank,4,5,6,"[0.02154541922572978, 0.013108793851093061, 0.007501414423305277, 0.005752028988385059, 0.0023104370430759675, 0.0011911657649148727, 0.0004544823409139801, 0.00019806534099587458, 6.629219721373657e-05, 2.5777447293165096e-05, 7.4545984700465795e-06, 2.5100377339774926e-06]","[0.605140888896072, 0.36272900240214895, 0.23397044344461057, 0.09781754217320589, 0.047747736570221036, 0.018508857097816942, 0.007781907773023131, 0.0026448812140748355, 0.0009975640967810214, 0.00029645869555209936, 0.00010960652945804636, 5.840772917547714e-05]","[0.6338045045860718, 0.8684276708163418, 0.9452578315943322, 0.9904317284431929, 0.9977201536524206, 0.9996574222089324, 0.9999394419114119, 0.9999930046033634, 0.9999990048658728, 0.9999999121122418, 0.9999999879864087, 0.9999999965885371]",5.840772917547714e-05
AR-S4U,4,0,higher_rank,4,5,6,"[0.024211776536630876, 0.011528957772960674, 0.006802049225049427, 0.004301044716197987, 0.0022210559870249223, 0.0010701359732552096, 0.00047103487170147625, 0.00018802437048760735, 6.953842224379609e-05, 2.4213518004984762e-05, 7.995689723875114e-06, 2.510710560956153e-06]","[0.5081165184449752, 0.2999719974391749, 0.1772954486329364, 0.08957788632785554, 0.04220943215230088, 0.018233433862776507, 0.007189478573602416, 0.002636486547282855, 0.0009120732832958096, 0.00029992224641166944, 9.514209974924889e-05, 3.278817698059675e-05]","[0.7418176036833574, 0.9100168007523518, 0.968566323894046, 0.9919758022810339, 0.9982183638373804, 0.9996675418895719, 0.9999483113978398, 0.9999930489386862, 0.9999991681223261, 0.9999999100466463, 0.9999999909479811, 0.9999999989249356]",3.278817698059675e-05
AR-S4U,4,1,higher_rank,4,5,6,"[0.027640088057342575, 0.023797583743456405, 0.006478814746635217, 0.004541103961954027, 0.002031768405072621, 0.0009855276859005412, 0.00039139486252030755, 0.00019978061693722474, 5.725047628754331e-05, 2.01559346255074e-05, 6.592100026844223e-06, 2.4771451717102033e-06]","[0.6734971671655775, 0.22035787090609293, 0.13614938940757737, 0.06154575725688901, 0.028903934227332444, 0.01186506982090022, 0.005587220148274049, 0.0016344383096791293, 0.0005720198769810675, 0.00019142788432367324, 7.459664464132268e-05, 3.4292247541972776e-05]","[0.5464015658199421, 0.9514424087297337, 0.981463343763944, 0.9962121197636762, 0.9991645625861821, 0.9998592201181452, 0.9999687829710148, 0.999997328611412, 0.9999996727932605, 0.9999999633553652, 0.9999999944353407, 0.9999999988240419]",3.4292247541972776e-05
AR-S4U,4,2,higher_rank,4,5,6,"[0.021459019487731948, 0.013000518893642142, 0.007483629590476244, 0.005734635880650864, 0.002297168991173599, 0.0011713654840929007, 0.0004547468392887096, 0.00019586155066212769, 6.626426062866015e-05, 2.5477154633700566e-05, 7.63953294216297e-06, 2.4433734261781066e-06]","[0.6042340050404885, 0.3634155854587202, 0.23420979421668994, 0.09753200513453332, 0.047295169174831946, 0.01857552547029201, 0.007741535157481001, 0.002653299045864716, 0.0009929539791375768, 0.00030171046076538533, 0.00010277054542795022, 4.827554718144725e-05]","[0.6349012671527309, 0.8679291122456956, 0.9451457722929757, 0.9904875079744373, 0.9977631669727239, 0.9996549498535025, 0.9999400686334055, 0.9999929600041731, 0.9999990140423952, 0.9999999089707977, 0.9999999894382149, 0.9999999976694715]",4.827554718144725e-05
