scenario,seed,variable,truth_class,rank_010,rank_005,rank_002,sigma_1_to_12,tail_1_to_12,cumulative_1_to_12,tail_beyond_rank_max,tail_curve_max_abs_error,normalized_spectrum_l1_distance,estimated_tail_after_rank1,task_spectrum_pass,task_class_pass,seed_gate_pass
AR-S2,1,2,near_rank1,1,1,1,"[0.022336803366736324, 1.0561902607323644e-06, 9.282436501201452e-07, 8.519192886882896e-07, 7.690239579669168e-07, 6.701998541659876e-07, 5.77613954714048e-07, 5.493103195933616e-07, 4.6559500709448804e-07, 4.2096840641269127e-07, 3.474309220907524e-07, 3.271435472153768e-07]","[0.00010364573072778162, 9.22311743704522e-05, 8.233851421302506e-05, 7.297255077096453e-05, 6.434024780292022e-05, 5.6915817408634994e-05, 5.070214213190575e-05, 4.433883985359753e-05, 3.91337185208507e-05, 3.429666177368463e-05, 3.056678149884517e-05, 2.6829545083123247e-05]","[0.9999999892575625, 0.9999999914934105, 0.999999993220369, 0.9999999946750068, 0.9999999958603325, 0.9999999967605897, 0.9999999974292928, 0.9999999980340673, 0.999999998468552, 0.9999999988237389, 0.9999999990656718, 0.9999999992801755]",2.6829545083123247e-05,9.223117437024644e-05,2.0722687234093075e-08,0.00010364573072778162,True,True,True
AR-S2,2,0,near_rank1,1,1,1,"[0.025394792225410943, 5.930288696666078e-07, 4.749558863986004e-07, 3.852310379682522e-07, 3.523418356430422e-07, 2.9548530267506844e-07, 2.913894603716e-07, 2.3727091198385887e-07, 2.2463622172077224e-07, 2.1377475544132765e-07, 1.9047525902719611e-07, 1.64921248585245e-07]","[4.473469738736363e-05, 3.8155726197426435e-05, 3.325750326661698e-05, 2.9596319603561125e-05, 2.614265532170601e-05, 2.3410461776474695e-05, 2.0405596209801156e-05, 1.814087335499068e-05, 1.583804997774e-05, 1.3415669149609945e-05, 1.112302664172661e-05, 9.030274983386627e-06]","[0.9999999979988068, 0.9999999985441405, 0.9999999988939384, 0.9999999991240578, 0.9999999993165615, 0.9999999994519502, 0.9999999995836115, 0.9999999996709087, 0.9999999997491561, 0.9999999998200197, 0.9999999998762782, 0.999999999918454]",9.030274983386627e-06,3.815572619710562e-05,3.764279237218118e-09,4.473469738736363e-05,True,True,True
AR-S2,2,1,near_rank1,1,1,1,"[0.028273831071498733, 1.4027420896412546e-06, 1.176606435121096e-06, 9.12704782891391e-07, 7.767287450663992e-07, 6.977267056709317e-07, 6.275260974568718e-07, 5.686973909129179e-07, 5.161676186968256e-07, 4.859847658034912e-07, 4.259725455871352e-07, 3.788537279638437e-07]","[9.45853797281729e-05, 8.052931517003394e-05, 6.89433754452015e-05, 6.091906404150354e-05, 5.437316347862561e-05, 4.8450626761400204e-05, 4.306812508609348e-05, 3.808272427234098e-05, 3.342172397637459e-05, 2.8662991454223182e-05, 2.438408874149038e-05, 2.0372495670125557e-05]","[0.9999999910536059, 0.9999999935150294, 0.999999995246811, 0.9999999962888677, 0.9999999970435591, 0.9999999976525368, 0.9999999981451366, 0.9999999985497062, 0.9999999988829885, 0.9999999991784331, 0.9999999994054164, 0.9999999995849616]",2.0372495670125557e-05,8.052931516979484e-05,1.2969941194323821e-08,9.45853797281729e-05,True,True,True
AR-S2,2,2,near_rank1,1,1,1,"[0.022326413236968164, 1.0341461668513564e-06, 8.538493613143654e-07, 6.496498708571223e-07, 5.709051669619308e-07, 5.469119191492685e-07, 5.203338296366051e-07, 4.3216515117347396e-07, 3.956414665005857e-07, 3.3509775393593777e-07, 2.995184509144038e-07, 2.4746807812329554e-07]","[8.758506576518031e-05, 7.433475986222763e-05, 6.37421352372304e-05, 5.671311046009564e-05, 5.062123057090693e-05, 4.4299503102759794e-05, 3.7673438195126956e-05, 3.23203811205712e-05, 2.702926154289525e-05, 2.2479102958766305e-05, 1.8037080936708934e-05, 1.4229516325029415e-05]","[0.9999999923288563, 0.9999999944743435, 0.9999999959369402, 0.9999999967836232, 0.9999999974374911, 0.9999999980375541, 0.9999999985807122, 0.999999998955393, 0.9999999992694191, 0.99999999949469, 0.9999999996746638, 0.999999999797521]",1.4229516325029415e-05,7.433475986195565e-05,1.106075468913012e-08,8.758506576518031e-05,True,True,True
AR-S2,3,0,near_rank1,1,1,1,"[0.02545228262077448, 4.4693989336953177e-07, 4.1713729638007874e-07, 3.754077834242541e-07, 3.230093305404795e-07, 3.1828923291840494e-07, 2.764638843779593e-07, 2.5818528050051017e-07, 2.3497227895490376e-07, 2.2272605487809403e-07, 1.972244631907928e-07, 1.8342649529032662e-07]","[4.110433927270609e-05, 3.716471617872341e-05, 3.33559142978739e-05, 2.9917721046985515e-05, 2.7092695041984156e-05, 2.4033951145954903e-05, 2.1439373771769302e-05, 1.8887777626148848e-05, 1.6477883267294007e-05, 1.3962283493149787e-05, 1.1614713568227694e-05, 9.108529659289172e-06]","[0.9999999983104332, 0.9999999986187837, 0.9999999988873829, 0.9999999991049299, 0.9999999992659858, 0.9999999994223692, 0.9999999995403532, 0.9999999996432518, 0.9999999997284793, 0.9999999998050546, 0.9999999998650984, 0.9999999999170346]",9.108529659289172e-06,3.716471617840232e-05,3.2305046129134575e-09,4.110433927270609e-05,True,True,True
AR-S2,3,1,near_rank1,1,1,1,"[0.026106617685965876, 1.5494283448565318e-06, 9.928662821187796e-07, 8.034182954076846e-07, 7.477581999550973e-07, 6.040494678610561e-07, 5.47119001123035e-07, 4.776897995855864e-07, 4.670851503134413e-07, 3.9051288750281523e-07, 3.6132156780903693e-07, 3.3599417318514724e-07]","[9.678191769635208e-05, 7.644811616547279e-05, 6.631697730700501e-05, 5.8744116225849324e-05, 5.1288202374645797e-05, 4.577250624734701e-05, 4.0693025029616954e-05, 3.634719010480757e-05, 3.163881126384417e-05, 2.787940175472348e-05, 2.4201427738170114e-05, 2.0495614913463467e-05]","[0.9999999906332604, 0.9999999941556855, 0.9999999956020585, 0.9999999965491289, 0.9999999973695204, 0.9999999979048778, 0.9999999983440778, 0.9999999986788817, 0.9999999989989855, 0.9999999992227389, 0.9999999994142907, 0.9999999995799296]",2.0495614913463467e-05,7.644811616517134e-05,1.3558871370194445e-08,9.678191769635208e-05,True,True,True
AR-S2,3,2,near_rank1,1,1,1,"[0.02246994442254175, 9.782376503943415e-07, 8.11078218112203e-07, 7.353476627795082e-07, 6.777193194969705e-07, 5.932827472001017e-07, 5.196297412450168e-07, 4.823520346927609e-07, 4.48460563649988e-07, 3.819645191973018e-07, 3.6654428044826584e-07, 3.5339928168076055e-07]","[9.258392871672905e-05, 8.170957254679158e-05, 7.330431820541802e-05, 6.559377173299955e-05, 5.824815918720806e-05, 5.1920217199507285e-05, 4.648567590776512e-05, 4.123233667508507e-05, 3.608010825283946e-05, 3.1824696998014276e-05, 2.7325974385561474e-05, 2.2346142828345657e-05]","[0.999999991428216, 0.9999999933235456, 0.9999999946264768, 0.999999995697457, 0.9999999966071519, 0.999999997304291, 0.9999999978390819, 0.9999999982998943, 0.9999999986982256, 0.9999999989871885, 0.999999999253291, 0.9999999995006498]",2.2346142828345657e-05,8.170957254655276e-05,1.575017348549525e-08,9.258392871672905e-05,True,True,True
AR-S2,4,0,near_rank1,1,1,1,"[0.025195397836859198, 4.906133037061054e-07, 4.32954709718582e-07, 4.0214352561970937e-07, 3.7956649343063016e-07, 3.335566831438624e-07, 2.690293005508513e-07, 2.641933452930972e-07, 2.426497668679993e-07, 2.294425265728257e-07, 1.9546168836131131e-07, 1.8157873764060656e-07]","[4.407960384874863e-05, 3.954541095367119e-05, 3.5616762533714224e-05, 3.184023446314859e-05, 2.805082720813793e-05, 2.4730209043199026e-05, 2.2306268677429344e-05, 1.9688018813310903e-05, 1.717170228288379e-05, 1.4558109675818215e-05, 1.2318871086925683e-05, 9.990811139114864e-06]","[0.9999999980569886, 0.9999999984361605, 0.9999999987314463, 0.9999999989861995, 0.9999999992131511, 0.9999999993884168, 0.9999999995024303, 0.999999999612382, 0.9999999997051326, 0.9999999997880614, 0.9999999998482454, 0.9999999999001836]",9.990811139114864e-06,3.9545410953443226e-05,3.1276789659136073e-09,4.407960384874863e-05,True,True,True
AR-S2,4,1,near_rank1,1,1,1,"[0.025836702792685115, 1.251029550208051e-06, 9.691215624978818e-07, 8.810464259961336e-07, 6.994425142679354e-07, 6.424401501297275e-07, 5.370229919144829e-07, 4.787525065236425e-07, 4.237785430953272e-07, 4.1259064841995643e-07, 3.789193523943315e-07, 3.129215087584375e-07]","[9.0134293196686e-05, 7.602389726428891e-05, 6.61261754218187e-05, 5.665528975946423e-05, 4.97689352841891e-05, 4.311216094379456e-05, 3.777076563844763e-05, 3.291309966130226e-05, 2.8534895310338228e-05, 2.3647958149656403e-05, 1.855091198024811e-05, 1.4051606279142733e-05]","[0.9999999918758091, 0.999999994220367, 0.9999999956273289, 0.9999999967901781, 0.9999999975230531, 0.9999999981413417, 0.9999999985733693, 0.9999999989167279, 0.9999999991857598, 0.9999999994407741, 0.9999999996558637, 0.9999999998025524]",1.4051606279142733e-05,7.602389726405409e-05,1.4112904638811309e-08,9.0134293196686e-05,True,True,True
AR-S2,4,2,near_rank1,1,1,1,"[0.02238666185934363, 1.1225039852483005e-06, 1.0086580687468363e-06, 8.263924713744421e-07, 6.737059962474644e-07, 6.507432927353166e-07, 5.931492607217281e-07, 5.4245064195806e-07, 5.081546727002138e-07, 4.2112696412880863e-07, 3.4084246788220237e-07, 3.225141656634731e-07]","[0.00010364481952824273, 9.07086786165436e-05, 7.872739432432788e-05, 6.953648094648986e-05, 6.2687068301041e-05, 5.5540072436079494e-05, 4.8812702650023e-05, 4.2373810318942455e-05, 3.578121769546732e-05, 3.0437190243080163e-05, 2.635553813598609e-05, 2.2069576835309148e-05]","[0.9999999892577515, 0.9999999917719357, 0.9999999938019974, 0.9999999951646779, 0.9999999960703315, 0.9999999969153004, 0.9999999976173201, 0.9999999982044603, 0.9999999987197046, 0.9999999990735776, 0.9999999993053857, 0.999999999512934]",2.2069576835309148e-05,9.070867861627723e-05,2.0311101426072873e-08,0.00010364481952824273,True,True,True
AR-S3,0,0,weak_rank2,1,1,2,"[0.025557248496831095, 0.0008836247673086025, 5.427583652687025e-07, 4.779185952082984e-07, 3.8803884722770874e-07, 3.42434441539167e-07, 3.1302067663408563e-07, 2.7079772954586587e-07, 2.390054911407091e-07, 2.3415610073725432e-07, 1.999585888544435e-07, 1.6172968105085537e-07]","[0.03455371118042712, 4.285584972479414e-05, 3.7231085172980786e-05, 3.2200684329762016e-05, 2.8401269119565077e-05, 2.5046371197011636e-05, 2.185155891221082e-05, 1.911426580284885e-05, 1.6673451564373057e-05, 1.3934186167266714e-05, 1.1533449857474117e-05, 9.644843394405222e-06]","[0.9988060410436598, 0.9999999981633763, 0.9999999986138464, 0.999999998963116, 0.9999999991933679, 0.9999999993726792, 0.9999999995225093, 0.999999999634645, 0.9999999997219962, 0.9999999998058386, 0.9999999998669797, 0.9999999999069772]",9.644843394405222e-06,3.723108517275554e-05,2.098555226989153e-07,0.03455371118042712,True,True,True
AR-S3,0,1,strong_rank2,2,2,2,"[0.023339017978218433, 0.015799553744216852, 6.308621478767765e-07, 5.44798505368999e-07, 4.5138211543617126e-07, 4.1574543347846017e-07, 3.6971221867835464e-07, 3.501639936120637e-07, 3.0895987979106934e-07, 2.7162697230744816e-07, 2.4465453149122515e-07, 2.0507851945990817e-07]","[0.5605867028196515, 4.5481176995366416e-05, 3.9591743259692184e-05, 3.455218882390228e-05, 3.061625985298933e-05, 2.682833135831267e-05, 2.340260834667713e-05, 1.9832312135401875e-05, 1.6527234581836587e-05, 1.3426291685569942e-05, 1.0242654690541157e-05, 7.20871648197528e-06]","[0.6857425486217918, 0.9999999979314627, 0.999999998432494, 0.9999999988061463, 0.9999999990626447, 0.9999999992802407, 0.999999999452318, 0.9999999996066795, 0.9999999997268506, 0.9999999998197348, 0.999999999895088, 0.9999999999480345]",7.20871648197528e-06,3.959174325941485e-05,2.3653443785663855e-07,0.5605867028196515,True,True,True
AR-S3,0,2,strong_rank2,2,2,2,"[0.023226351479027876, 0.01680563655132393, 1.4746891584873509e-06, 1.0622998767341912e-06, 1.008155328997085e-06, 8.886703252167316e-07, 7.416069483542578e-07, 6.874258051819255e-07, 5.946910963382591e-07, 5.684059431174453e-07, 5.19148699374152e-07, 4.911694221604232e-07]","[0.5862021094108417, 9.707197905622543e-05, 8.23224989670638e-05, 7.351167839133875e-05, 6.455491506625226e-05, 5.662564501591473e-05, 5.0371618509172884e-05, 4.429832377754693e-05, 3.91413479753419e-05, 3.3748274631813814e-05, 2.847851305800486e-05, 2.2748606866610827e-05]","[0.6563670869222795, 0.9999999905770309, 0.9999999932230063, 0.9999999945960333, 0.9999999958326631, 0.9999999967935365, 0.9999999974627002, 0.9999999980376585, 0.9999999984679548, 0.999999998861054, 0.9999999991889743, 0.9999999994825008]",2.2748606866610827e-05,8.232249896672695e-05,1.5265118324437642e-06,0.5862021094108417,True,True,True
AR-S3,1,0,weak_rank2,1,1,2,"[0.025487937656445227, 0.0008856992611731497, 5.557913897245882e-07, 4.5437630782813534e-07, 3.556742629594132e-07, 3.154319095209112e-07, 3.016153596558585e-07, 2.8525853027153845e-07, 2.3603203227592804e-07, 2.2295143636872508e-07, 1.9438934647947654e-07, 1.8598401453073187e-07]","[0.034728804971682924, 4.151464570455599e-05, 3.5334618164777115e-05, 3.051413831423776e-05, 2.714067655187971e-05, 2.4158689559549765e-05, 2.1065988695828884e-05, 1.7851281645832896e-05, 1.5264799746279175e-05, 1.2513616196343969e-05, 9.92440916192977e-06, 6.731474328472375e-06]","[0.9987939101052389, 0.9999999982765343, 0.9999999987514648, 0.9999999990688875, 0.9999999992633838, 0.9999999994163579, 0.9999999995562243, 0.9999999996813319, 0.9999999997669861, 0.9999999998434096, 0.9999999999015062, 0.9999999999546874]",6.731474328472375e-06,3.533461816456279e-05,1.3768546002980376e-08,0.034728804971682924,True,True,True
AR-S3,1,1,strong_rank2,2,2,2,"[0.022408530443574128, 0.01562550988642299, 7.563315434358473e-07, 6.591095217423424e-07, 5.493613987089034e-07, 4.3842579262122976e-07, 4.0869748773279265e-07, 3.9410857646027024e-07, 3.3207451491183965e-07, 2.8669234898877843e-07, 2.8263150653800356e-07, 2.300944029222857e-07]","[0.5719760298135544, 5.4909073181912155e-05, 4.7418426327346194e-05, 4.082157127932215e-05, 3.552474865158214e-05, 3.1693014279797366e-05, 2.7939776682451116e-05, 2.3927152424948033e-05, 2.060941831553264e-05, 1.7737379106252375e-05, 1.4407601427589523e-05, 1.168921050691641e-05]","[0.6728434213187239, 0.9999999969849938, 0.999999997751493, 0.9999999983335994, 0.9999999987379924, 0.999999998995553, 0.9999999992193691, 0.9999999994274915, 0.999999999575252, 0.9999999996853854, 0.999999999792421, 0.9999999998633624]",1.168921050691641e-05,4.741842632702699e-05,1.292679041547196e-07,0.5719760298135544,True,True,True
AR-S3,1,2,strong_rank2,2,2,2,"[0.023842134387412794, 0.01744903926172625, 1.7889992458913076e-06, 1.5355624222349574e-06, 1.2127001109615715e-06, 1.1036653431129816e-06, 1.0235742869798864e-06, 9.356106589144028e-07, 8.02028056789602e-07, 7.051653019702511e-07, 5.970512404871149e-07, 5.458558263882174e-07]","[0.5905888091728904, 0.00012113373752772572, 0.0001049138512432549, 9.113551163657783e-05, 8.13691365015775e-05, 7.228779465204269e-05, 6.344517918389159e-05, 5.4977113338047625e-05, 4.780780789016862e-05, 4.142384585039236e-05, 3.616031059215719e-05, 3.108425869997042e-05]","[0.6512048584797473, 0.9999999853266176, 0.9999999889930837, 0.9999999916943184, 0.9999999933790635, 0.9999999947744747, 0.9999999959747091, 0.9999999969775171, 0.9999999977144136, 0.999999998284065, 0.999999998692432, 0.9999999990337689]",3.108425869997042e-05,0.00010491385124286037,9.57049344190709e-06,0.5905888091728904,True,True,True
AR-S3,2,0,weak_rank2,1,1,2,"[0.025738299599164065, 0.0008790208183133355, 4.753328743380817e-07, 4.395008277642003e-07, 3.996881830798899e-07, 3.753327017654733e-07, 3.284754044273929e-07, 2.648872046558964e-07, 2.5323186856851507e-07, 2.3870540648463224e-07, 2.172843325316415e-07, 1.7940239382688908e-07]","[0.03413237511430169, 4.2016682308512985e-05, 3.774565995853339e-05, 3.3667391166474864e-05, 2.9876857041159002e-05, 2.608103818142097e-05, 2.2749471627029655e-05, 2.0291517596889746e-05, 1.7749875804013414e-05, 1.5137541313081701e-05, 1.2568204632578842e-05, 1.0460974064653987e-05]","[0.9988349809690567, 0.9999999982345985, 0.9999999985752652, 0.9999999988665068, 0.9999999991073735, 0.9999999993197795, 0.9999999994824615, 0.9999999995882545, 0.999999999684942, 0.999999999770855, 0.9999999998420404, 0.9999999998905681]",1.0460974064653987e-05,3.774565995828199e-05,1.6687996057639635e-07,0.03413237511430169,True,True,True
AR-S3,2,1,strong_rank2,2,2,2,"[0.024004698055549882, 0.015925735365295502, 7.701818081014514e-07, 5.159455477309844e-07, 4.810946743523245e-07, 4.4724251913457194e-07, 4.285215352264442e-07, 3.6259666547097536e-07, 3.186490959141762e-07, 3.15966922745387e-07, 2.9984657088228987e-07, 2.8119967755688557e-07]","[0.5528387796680921, 5.039695853478088e-05, 4.272064455650622e-05, 3.878497915364969e-05, 3.500525398876508e-05, 3.137404261606513e-05, 2.7623359053773184e-05, 2.4588960443005995e-05, 2.1960453236490544e-05, 1.902517226240337e-05, 1.5925305228639795e-05, 1.258291164730502e-05]","[0.6943692836950947, 0.9999999974601466, 0.9999999981749466, 0.9999999984957254, 0.9999999987746322, 0.9999999990156695, 0.99999999923695, 0.9999999993953831, 0.9999999995177385, 0.9999999996380429, 0.9999999997463846, 0.9999999998416703]",1.258291164730502e-05,4.272064455626445e-05,1.1834211602542084e-06,0.5528387796680921,True,True,True
AR-S3,2,2,strong_rank2,2,2,2,"[0.023887021378747385, 0.017480356366527998, 1.7555375329216393e-06, 1.3036563969503823e-06, 1.084676493980995e-06, 9.648656824189483e-07, 8.546877471398953e-07, 7.187845782347533e-07, 6.271223570241105e-07, 5.453570540972982e-07, 5.044874217239488e-07, 4.797166990850899e-07]","[0.5905550633424245, 0.00010448276293675207, 8.601800003311788e-05, 7.388736725981743e-05, 6.416006668324945e-05, 5.526258225044016e-05, 4.711904382828011e-05, 4.037972881489889e-05, 3.437510951621096e-05, 2.9020565991042333e-05, 2.348851058537392e-05, 1.700154636451517e-05]","[0.6512447171606249, 0.9999999890833522, 0.9999999926009037, 0.9999999945406569, 0.9999999958834858, 0.9999999969460469, 0.9999999977797956, 0.9999999983694775, 0.9999999988183519, 0.9999999991578068, 0.9999999994482899, 0.9999999997109474]",1.700154636451517e-05,8.601800003280609e-05,5.74325934718227e-06,0.5905550633424245,True,True,True
AR-S3,3,0,weak_rank2,1,1,2,"[0.02579913382815847, 0.0008767570199674149, 4.878250259167623e-07, 4.3609116116822917e-07, 4.122411987390463e-07, 3.426060234395129e-07, 3.1959519121010774e-07, 2.7851014861561103e-07, 2.72069165689948e-07, 2.432960843682571e-07, 2.10835220509557e-07, 1.8463150156901736e-07]","[0.03396439048144781, 4.249928326547146e-05, 3.8066613539537546e-05, 3.411266995108053e-05, 3.0143726754211606e-05, 2.7064662626681227e-05, 2.4066880696062504e-05, 2.1513020387441903e-05, 1.8754390683566976e-05, 1.621411007602831e-05, 1.4006778575720645e-05, 1.2042982803109363e-05]","[0.9988464201792235, 0.9999999981938107, 0.9999999985509327, 0.9999999988363255, 0.9999999990913555, 0.9999999992675038, 0.999999999420785, 0.9999999995371898, 0.9999999996482727, 0.9999999997371025, 0.99999999980381, 0.9999999998549665]",1.2042982803109363e-05,3.8066613539282955e-05,1.767279402559942e-07,0.03396439048144781,True,True,True
AR-S3,3,1,strong_rank2,2,2,2,"[0.02216892473487201, 0.015798506368061477, 6.427911008465974e-07, 5.895622136262898e-07, 5.529557613041662e-07, 4.2396146197523435e-07, 3.6903400018128656e-07, 3.4039388510504596e-07, 3.242897684495367e-07, 3.0258124829624705e-07, 2.678363417407586e-07, 2.2883838621189405e-07]","[0.5803514779304944, 5.1193235778665956e-05, 4.542234762336145e-05, 3.992681021481302e-05, 3.4373661132056474e-05, 3.0643069042085286e-05, 2.748134238825484e-05, 2.447179013649736e-05, 2.137656028328028e-05, 1.8259511952260125e-05, 1.5382025404383085e-05, 1.2881814055157678e-05]","[0.663192162063891, 0.9999999973792526, 0.9999999979368104, 0.9999999984058499, 0.9999999988184515, 0.9999999990610023, 0.9999999992447759, 0.9999999994011315, 0.9999999995430426, 0.9999999996665901, 0.9999999997633933, 0.9999999998340589]",1.2881814055157678e-05,4.542234762307804e-05,6.118541143154578e-07,0.5803514779304944,True,True,True
AR-S3,3,2,strong_rank2,2,2,2,"[0.02372435973677948, 0.017575767872828944, 1.8405284723307384e-06, 1.542601737868376e-06, 1.3478318244042463e-06, 1.2106520277539854e-06, 1.0930077561727625e-06, 9.532404389520651e-07, 7.945487723571635e-07, 6.989581387884158e-07, 6.212960775238457e-07, 6.091224080141139e-07]","[0.595274972608777, 0.00012647032305879266, 0.00011004018344430857, 9.684599226991327e-05, 8.541218122025139e-05, 7.492623335452717e-05, 6.514232344028963e-05, 5.6578946677228876e-05, 4.97694202747862e-05, 4.377877608842942e-05, 3.838990865936717e-05, 3.237547258097925e-05]","[0.6456477069856196, 0.9999999840052572, 0.9999999878911578, 0.9999999906208537, 0.9999999927047591, 0.9999999943860594, 0.9999999957564775, 0.9999999967988227, 0.9999999975230047, 0.9999999980834187, 0.9999999985262148, 0.9999999989518287]",3.237547258097925e-05,0.00011004018344397248,5.94979872547575e-06,0.595274972608777,True,True,True
AR-S3,4,0,weak_rank2,1,1,2,"[0.025525310989664755, 0.0008853514817668732, 5.548977774768899e-07, 4.763408682799513e-07, 3.9911149060782225e-07, 3.7711007680561116e-07, 3.333404380049568e-07, 2.7354409255604856e-07, 2.5633693588276993e-07, 2.3673364626950753e-07, 2.187341622337252e-07, 2.0067823851474865e-07]","[0.034664421627879055, 4.5116274271978575e-05, 3.954057126071e-05, 3.486578918193067e-05, 3.1167857119952394e-05, 2.7448634284909794e-05, 2.4147245062233772e-05, 2.1642142019895813e-05, 1.9174265994524373e-05, 1.6785115508627548e-05, 1.4435905298261235e-05, 1.2110312630856539e-05]","[0.9987983778732045, 0.9999999979645217, 0.9999999984365431, 0.9999999987843766, 0.9999999990285645, 0.9999999992465723, 0.9999999994169104, 0.9999999995316176, 0.9999999996323474, 0.9999999997182598, 0.9999999997916046, 0.9999999998533403]",1.2110312630856539e-05,3.954057126046641e-05,9.563509458092462e-08,0.034664421627879055,True,True,True
AR-S3,4,1,strong_rank2,2,2,2,"[0.0219238023369186, 0.015808983600094962, 6.004952705677746e-07, 4.990624847650486e-07, 4.552641897192636e-07, 3.928964805315212e-07, 3.915902201926493e-07, 3.2447875682829863e-07, 3.041794599375266e-07, 2.843888583398423e-07, 2.367709690424023e-07, 2.1171774236847345e-07]","[0.5848856023210035, 4.67105081815727e-05, 4.108888641286634e-05, 3.670672134980171e-05, 3.2614143291174997e-05, 2.9195664873721306e-05, 2.5347465398478988e-05, 2.232442369983308e-05, 1.928038476535927e-05, 1.6156432355412495e-05, 1.3575557878835392e-05, 1.1087875465911632e-05]","[0.6579088321975968, 0.9999999978181283, 0.9999999983117033, 0.9999999986526165, 0.9999999989363175, 0.9999999991476131, 0.9999999993575059, 0.99999999950162, 0.9999999996282667, 0.9999999997389696, 0.9999999998157041, 0.9999999998770589]",1.1087875465911632e-05,4.108888641252255e-05,2.149985189342228e-06,0.5848856023210035,True,True,True
AR-S3,4,2,strong_rank2,2,2,2,"[0.023749895811810515, 0.01743614101480425, 1.6826764389774138e-06, 1.4746305706174044e-06, 1.3456803866569417e-06, 1.2208533665323645e-06, 1.0792459795126637e-06, 8.341421670310646e-07, 7.624378396395525e-07, 7.029683754605416e-07, 6.453698141543272e-07, 4.7415618366244586e-07]","[0.5917950968433032, 0.00011962932600944554, 0.0001051165154999672, 9.2436344612595e-05, 8.036431143726911e-05, 6.885802627771638e-05, 5.8306458182032015e-05, 5.0971646646784896e-05, 4.391416830100041e-05, 3.6867199741009436e-05, 2.9654535992214575e-05, 2.490783870922181e-05]","[0.6497785633522254, 0.9999999856888244, 0.9999999889505182, 0.9999999914555222, 0.9999999935415774, 0.9999999952585722, 0.9999999966003569, 0.9999999974018913, 0.9999999980715458, 0.9999999986408096, 0.9999999991206084, 0.9999999993795995]",2.490783870922181e-05,0.00010511651549962232,1.5317335372909973e-07,0.5917950968433032,True,True,True
AR-S4U,0,0,higher_rank,4,5,6,"[0.02424415126827791, 0.011529374507789953, 0.006799710146823898, 0.004299192826028062, 0.0022170834661669413, 0.0010562438680191304, 0.00046344675597389303, 0.00016644633772711458, 6.316013749421432e-05, 1.4647034328519825e-05, 6.94771906579188e-06, 6.548537924213733e-06]","[0.5075194659880455, 0.29946028577125994, 0.17684925348492592, 0.08904881227538046, 0.04148458029026196, 0.017657591492419092, 0.006363810111169583, 0.002346198832575059, 0.000682556443834053, 0.0004414784045467157, 0.0003659676117659297, 0.00028242928022335933]","[0.7424239916432092, 0.9103235372457954, 0.9687243415418245, 0.9920703090323442, 0.998279029598141, 0.999688209462687, 0.9999595019208691, 0.9999944953510381, 0.9999995341167011, 0.9999998050968184, 0.9999998660677072, 0.9999999202337018]",0.00028242928022335933,0.0008290831212208463,0.00017999574829276446,0.5075194659880455,True,True,True
AR-S4U,0,1,higher_rank,4,5,6,"[0.030710218903249938, 0.024319748261250003, 0.006492957953538375, 0.004511179555911567, 0.0020384211076357787, 0.0010040757250320323, 0.0003530983170630484, 0.0001911810994267607, 3.629130871547415e-05, 1.3709766800013956e-05, 1.05947786358454e-05, 8.536159903809638e-06]","[0.6414324474119676, 0.20575141592527998, 0.12658632988065335, 0.0576538114484065, 0.02703482042998787, 0.010085707901227165, 0.00489023110485836, 0.0010510653416955394, 0.0005317997689579596, 0.00040683364431252813, 0.0003089708713782611, 0.0002235845155887938]","[0.5885644154070936, 0.9576663548447426, 0.9839759010873466, 0.9966760380254718, 0.9992691184843185, 0.9998982784961313, 0.9999760856397413, 0.9999988952616476, 0.9999997171890059, 0.9999998344863861, 0.9999999045370008, 0.9999999500099646]",0.0002235845155887938,0.0011828042975696885,0.00018262875125621053,0.6414324474119676,True,True,True
AR-S4U,0,2,higher_rank,4,5,6,"[0.021564666733742008, 0.012584870308669161, 0.007517439117930563, 0.005766667978843064, 0.002283045945114545, 0.0010954620008366879, 0.00042494921945405246, 0.00017001712292121486, 5.1453477462758414e-05, 2.003497629177603e-05, 1.263276754524816e-05, 1.0685156990960129e-05]","[0.5949317021530389, 0.36594194954014747, 0.23537961606189936, 0.09593921795830636, 0.04430658470055406, 0.01720188983932379, 0.006710374815012419, 0.0022071036269945836, 0.0010923756451840694, 0.0007972662786422546, 0.0006433702428056397, 0.000505281497437359]","[0.6460562697732879, 0.8660864895667562, 0.9445964363425529, 0.9907956664575486, 0.9980369265521726, 0.9997040949859557, 0.999954970869842, 0.9999951286935796, 0.9999988067154497, 0.9999993643664808, 0.9999995860747306, 0.9999997446906083]",0.000505281497437359,0.001463909211862048,0.0005714644347234531,0.5949317021530389,True,True,True
