scenario,seed,variable,rank,validation_contribution_r2,empirical_operator_nrmse,normalized_excess_rmse,core_surface_nrmse,modal_gains,refit_intercept
AR-S2,0,0,7,0.9999988165501524,0.001087864811246819,0.0,0.0010851730458450043,"[1.0000011856639561, 1.1313599331680764, 1.0247210174593002, 1.1286173247600608, 1.027592243432359, 1.117888765889985, 1.089465490181929]",0.019560935713013868
AR-S2,0,0,8,0.9999988155182374,0.0010883389924977746,0.0,0.0010852169817762599,"[1.000001212522974, 1.1347278496957096, 1.0250669539686186, 1.1324300825194753, 1.0315755839413008, 1.1195199504752045, 1.0863076066678383, 0.9919728776345024]",0.019560935556185703
AR-S2,0,0,9,0.9999988146461961,0.0010887395482553595,0.0,0.0010852622505817724,"[1.0000012262246865, 1.1331340274096293, 1.0272409360594295, 1.1343274825733056, 1.0348636965973104, 1.1196458040854271, 1.0825950252786454, 0.993935303210209, 1.1377274315695838]",0.019560935407570767
AR-S2,0,0,10,0.9999988139006856,0.0010890818676596494,1.0591192922478629e-05,0.0010852978358304635,"[1.0000012173098454, 1.1349534303170272, 1.027398526424904, 1.134413819890243, 1.0395887872404854, 1.1190539225208815, 1.0861289040057693, 0.9941749006463719, 1.136477783754263, 1.0969827243516492]",0.019560935423695854
AR-S2,0,0,11,0.9999988133111899,0.0010893524728509292,2.6489035635988447e-05,0.001085321350623897,"[1.0000012220886765, 1.1348888059288091, 1.026652635624116, 1.1325199015324328, 1.042527668540092, 1.1211338834682347, 1.0886485287777194, 0.9979887544548827, 1.136900328682345, 1.0904049353216523, 1.1105629623326703]",0.01956093561669094
AR-S2,0,0,12,0.9999988129351319,0.0010895250653852261,3.2828752720318115e-05,0.0010853383506245265,"[1.0000012265697087, 1.1348641361809457, 1.0311007369070813, 1.1320288778847636, 1.0416422714919493, 1.118698631943385, 1.0877586207639895, 1.0001838145448618, 1.1345641280227527, 1.088699635660519, 1.1164670240436931, 0.9767847284186274]",0.019560935728852164
AR-S2,0,1,1,0.9999983919888228,0.0012680738059039963,0.0,0.0012587179303555213,[0.9999985615442291],0.42055050719266435
AR-S2,0,1,2,0.9999983514811877,0.0012839465768884654,0.0,0.0012600879092563636,"[0.9999997490511421, 1.0287795612691544]",0.4205505077765595
AR-S2,0,1,3,0.999998335251708,0.0012902512515168408,0.0,0.0012608196764510233,"[1.000000327651558, 1.0312293185403014, 1.009145480258057]",0.4205505071417947
AR-S2,0,1,4,0.9999983272198678,0.0012933600164658837,0.0,0.0012613286705966658,"[1.000000437178812, 1.032783176334527, 1.017688006199106, 1.0235466790446839]",0.4205505084051327
AR-S2,0,1,5,0.9999983183574853,0.0012967815987016049,0.0,0.0012617666851259075,"[1.0000005830407614, 1.0350803153343118, 1.0201005902201103, 1.0383915420738759, 1.029277866080827]",0.4205505096494995
AR-S2,0,1,6,0.9999983131244412,0.0012987977358945764,0.0,0.0012620088675380455,"[1.0000006187282477, 1.0361915123989147, 1.0225790120265235, 1.0360609340970608, 1.030199972179819, 0.9828790180690987]",0.420550510343745
AR-S2,0,1,7,0.9999983089102644,0.001300419061513553,0.0,0.001262230851537943,"[1.0000005946653563, 1.0359387239673086, 1.026309348789801, 1.0385020406857894, 1.0304906928317246, 0.9925627677169051, 1.0076277532280382]",0.42055050963915763
AR-S2,0,1,8,0.9999983042231226,0.0013022199804077236,0.0,0.0012623921574133755,"[1.0000005898994158, 1.0300347149690086, 1.0295921544841544, 1.0396911699529128, 1.024789592091131, 0.9975586238107462, 1.012836082484987, 0.9844159980690314]",0.4205505082036489
AR-S2,0,1,9,0.9999983010223236,0.0013034483788827136,0.0,0.0012625368907142837,"[1.0000006406288617, 1.0296856102597565, 1.0317491286221805, 1.0372814567925452, 1.030725037473505, 1.0024365766847008, 1.0127392782307156, 0.9843845413166561, 1.0124387361090545]",0.4205505081383084
AR-S2,0,1,10,0.9999982995572249,0.0013040102665039818,0.0,0.001262611803024261,"[1.0000006392527825, 1.027803645993854, 1.0326410703361075, 1.0374337377953922, 1.0355187893783695, 1.002180902658137, 1.0144837382752654, 0.9839965555898963, 1.0133678844919523, 0.974537350075059]",0.42055050774295544
AR-S2,0,1,11,0.9999982984741507,0.0013044254862898217,2.202015543272831e-05,0.0012626889106956607,"[1.0000006771143464, 1.0283465912544831, 1.0330230360994945, 1.0380910052634793, 1.0338134894455109, 0.9995614830691817, 1.015143595314119, 0.9869631963335047, 1.0124648093515538, 0.9774430955046172, 1.060452983688812]",0.42055050727445653
AR-S2,0,1,12,0.9999982974710699,0.00130480992102434,3.857418782538364e-05,0.0012627575032674813,"[1.0000006959860661, 1.027132014371594, 1.0360225141320716, 1.0374074685976813, 1.0372988094621216, 1.0000752194493976, 1.0170336391326733, 0.9880610827633088, 1.0162696108869977, 0.9801457847723704, 1.0565546156202967, 1.0057835312072554]",0.4205505069458215
AR-S2,0,2,1,0.9999976899758605,0.001519876356662227,0.0,0.0015156340748530253,[1.0000004136785658],-0.00015951293364497036
AR-S2,0,2,2,0.999997683494416,0.0015220070906564929,0.0,0.0015160680534583783,"[1.0000002672688062, 0.971857931933849]",-0.00015951172156512922
AR-S2,0,2,3,0.9999976791429394,0.001523435939140641,0.0,0.0015164286892639042,"[1.0000002659275429, 0.9842712217579391, 0.9872015950002643]",-0.00015951404738898982
AR-S2,0,2,4,0.9999976728572639,0.0015254975372184763,0.0,0.0015167474517150017,"[1.000000028914765, 0.983645654460073, 0.9845643638384125, 0.9824081119014475]",-0.00015951333671223276
AR-S2,0,2,5,0.9999976672073024,0.0015273482567914384,0.0,0.0015169671291440667,"[1.0000000250027943, 0.9888179963265009, 0.9878448032307425, 0.9832970004102178, 0.9715091326335465]",-0.00015951220676682466
AR-S2,0,2,6,0.9999976628543542,0.0015287725945484412,0.0,0.0015172032440903262,"[0.9999999983162027, 0.9948542698403025, 0.9944594298094995, 0.9858319452185348, 0.9740466511799916, 1.0721096836784132]",-0.0001595116917238571
AR-S2,0,2,7,0.9999976591414625,0.0015299864500749674,0.0,0.0015173593058232084,"[0.9999999579720895, 0.9915081986388655, 1.0008926416717867, 0.9897563554183699, 0.9744224273925224, 1.0729261611993637, 0.9964464137248514]",-0.00015951232769329104
AR-S2,0,2,8,0.9999976564761668,0.0015308572216767887,0.0,0.001517480367820634,"[0.9999999095016039, 0.9946560793825125, 1.002611286773656, 0.9856362392564529, 0.9782537456713031, 1.06837791056729, 0.9983913620804215, 0.9998756867360702]",-0.0001595126009710909
AR-S2,0,2,9,0.999997655291947,0.0015312439560802864,0.0,0.0015175843960813066,"[0.9999999670426729, 0.9915002931523726, 1.001738279485761, 0.9935141358848698, 0.9839281091186997, 1.0669378489351586, 1.0038364871439118, 0.9943405198836801, 0.9731513396694175]",-0.00015951347511819838
AR-S2,0,2,10,0.999997653252659,0.0015319097039514682,0.0,0.0015176858511387068,"[0.9999999488851016, 0.9929473590591675, 1.0034695076361502, 0.9923299403940027, 0.9903488655029016, 1.0667179575012085, 1.0043476080172886, 0.9943477925941636, 0.9744402786944266, 1.0550403477606372]",-0.00015951397891235562
AR-S2,0,2,11,0.9999976517326544,0.0015324057378947845,0.0,0.0015177770255179494,"[0.9999999484413346, 0.998356366815215, 1.0030250933006946, 0.997782515986539, 0.9918795226685824, 1.0706503535707224, 1.0046120219011085, 1.0029166535369074, 0.9774985143483027, 1.0587802652222151, 1.0547227134699007]",-0.0001595141571464983
AR-S2,0,2,12,0.9999976501297508,0.001532928651036259,0.0,0.001517836782656985,"[0.9999999500979652, 1.0003786628855875, 1.0008484973079153, 0.9979043463631193, 0.991062919287247, 1.0754212072508054, 1.0049519450180917, 0.9969527363781273, 0.9825036844948, 1.0586946902963745, 1.056616526864183, 1.004206902515254]",-0.00015951471663216464
AR-S2,1,0,1,0.9999988290512862,0.0010821038368877686,0.0,0.001085567887697638,[1.000001288642075],-0.015620532116435394
AR-S2,1,0,2,0.9999988251719917,0.0010838948326689667,0.0,0.0010857500145291122,"[1.0000013476633114, 1.1086329717300794]",-0.015620531799062825
AR-S2,1,0,3,0.9999988219905673,0.0010853614295101668,0.0,0.0010859354191872566,"[1.0000013854189906, 1.108426851903448, 1.2894640476315529]",-0.015620532157191815
AR-S2,1,0,4,0.9999988204496543,0.0010860710592328292,0.0,0.0010860482501165256,"[1.0000014003361306, 1.1117025659968547, 1.2927714490413902, 1.0533456123891263]",-0.015620531853617909
AR-S2,1,0,5,0.9999988183183262,0.001087051826641009,0.0,0.0010861646886879252,"[1.000001438480942, 1.1037412292105422, 1.3029772939943118, 1.060584823762816, 1.101170679443995]",-0.0156205310065568
AR-S2,1,0,6,0.9999988174488387,0.0010874516822726007,0.0,0.0010862308069191904,"[1.000001431245206, 1.1050208380657505, 1.3080106828130686, 1.062382475409184, 1.1017726252984275, 1.0294791627129796]",-0.015620530836639696
AR-S2,1,0,7,0.9999988161321388,0.0010880569200077605,0.0,0.0010862992949037323,"[1.0000014366419854, 1.1083932222690434, 1.3151074986769622, 1.0641760805858034, 1.1021879274285002, 1.0430480518218188, 1.0882847464062182]",-0.015620530437905933
AR-S2,1,0,8,0.9999988147512691,0.0010886912927392297,0.0,0.0010863587369012728,"[1.000001455913508, 1.1108658249259977, 1.3152068613096157, 1.0678469028504776, 1.09863362946604, 1.0412038668728718, 1.0858107625040019, 1.188833676624597]",-0.01562053029476271
AR-S2,1,0,9,0.9999988138091306,0.001089123899925806,4.764331704919441e-06,0.0010864008366053167,"[1.0000014525309224, 1.110887364717821, 1.3163096254177402, 1.0690658915759883, 1.091113908725364, 1.0395862614907623, 1.0855113667007248, 1.189421153526753, 1.1103478053207219]",-0.0156205305545933
AR-S2,1,0,10,0.9999988131658449,0.0010894191824207214,2.5806675361822575e-05,0.0010864355113043163,"[1.0000014473999324, 1.1102087668662985, 1.3183291843092007, 1.0717619475663374, 1.0872038560551704, 1.0373667602872232, 1.0872804240021392, 1.19390449262668, 1.1139518751782913, 1.105677466950944]",-0.015620530785173526
AR-S2,1,0,11,0.9999988126117821,0.001089673445504756,3.49291755586088e-05,0.0010864625332607186,"[1.0000014505010322, 1.1114953237716318, 1.321156682268038, 1.0738085566245537, 1.088605962871335, 1.0397363775742525, 1.091911524366248, 1.194769179212247, 1.1050945861401713, 1.1042542886994362, 1.047440041665037]",-0.015620530896102266
AR-S2,1,0,12,0.9999988121913044,0.0010898663659500108,4.0503396105515e-05,0.0010864837511105872,"[1.0000014590750688, 1.1122269525624942, 1.3214600328437207, 1.0789705707379094, 1.089507722429272, 1.0373245320460323, 1.0887219677610203, 1.1969753884607182, 1.108300499066068, 1.1006708876012907, 1.0519071430818965, 1.0013160504086616]",-0.01562053052804657
AR-S2,1,1,1,0.9999983864523304,0.0012702549624251755,0.0,0.0012612954711327077,[0.999999287681732],0.37825240896340995
AR-S2,1,1,2,0.9999983716517085,0.0012760675105938433,0.0,0.0012619041702624397,"[0.9999998926707621, 1.0358658759252457]",0.3782524088601465
AR-S2,1,1,3,0.9999983594951121,0.0012808219579249864,0.0,0.0012623854746545817,"[1.000000041728688, 1.0433449418377592, 0.9984016289263263]",0.37825240950026184
AR-S2,1,1,4,0.9999983490211056,0.0012849042354880502,0.0,0.001262847333312481,"[1.0000003527945953, 1.060809125105973, 1.0020359784393627, 1.0731706884407044]",0.37825240862548115
AR-S2,1,1,5,0.9999983407511666,0.0012881183305096188,0.0,0.0012632829658895635,"[1.000000476896168, 1.0705425544186, 1.0101956098996825, 1.07747012731764, 1.1708941058302307]",0.37825240776647534
AR-S2,1,1,6,0.9999983366719608,0.001289700755692646,0.0,0.00126348612885852,"[1.0000004974691719, 1.068142033183371, 1.0115730412768495, 1.0762294714413851, 1.1707815119844054, 1.0412238982121358]",0.37825240775492486
AR-S2,1,1,7,0.9999983338881535,0.0012907795499367703,0.0,0.0012636534744280843,"[1.0000005513027168, 1.0681456865275158, 1.0120976786642604, 1.0801008615959204, 1.1751368411347662, 1.0399496965955493, 1.053445776610875]",0.3782524090452267
AR-S2,1,1,8,0.9999983305248444,0.0012920817139679488,0.0,0.0012637811528569771,"[1.000000503419594, 1.0669907205305942, 1.017031799440952, 1.0814557703204208, 1.179996138461505, 1.0468428294350833, 1.0496212649537533, 0.976515727508344]",0.3782524092948376
AR-S2,1,1,9,0.9999983273738439,0.0012933004894767563,0.0,0.0012639117670053897,"[1.0000005450070046, 1.071923977924586, 1.0224529064972194, 1.0815876402797935, 1.179189110166852, 1.043734709594554, 1.0568785006621706, 0.9759429729895414, 1.0003430729249048]",0.37825241036280943
AR-S2,1,1,10,0.999998325976429,0.0012938406281126583,0.0,0.0012640095771126506,"[1.0000005537581835, 1.0771735133192046, 1.0220355415583453, 1.081513965756729, 1.1808728288079813, 1.0477780986486527, 1.061253732173896, 0.9781160505685204, 1.0013760256330506, 0.9787822243419281]",0.378252408838944
AR-S2,1,1,11,0.9999983242040182,0.0012945253885991328,0.0,0.0012640845567188973,"[1.0000005845761502, 1.0761198592208647, 1.0204864953597423, 1.0810015646267386, 1.184051006200484, 1.052283986726932, 1.058271073603412, 0.977138532624821, 0.9997438399915157, 0.973154475422188, 1.0145258800551589]",0.3782524095572485
AR-S2,1,1,12,0.9999983228746261,0.0012950387538420813,3.2857201868792936e-05,0.0012641609855186997,"[1.0000006313605514, 1.0762749413584756, 1.0222068190204736, 1.0863758074425431, 1.1871794365186727, 1.0557165399131203, 1.0584146992134331, 0.9798212378160767, 1.0085910286148931, 0.9829975931854769, 1.0120046776649838, 1.011873598338483]",0.37825240962364154
AR-S2,1,2,1,0.9999977056994,0.0015146948867334354,0.0,0.0015189048671166996,[1.0000009717410283],0.00457231034724225
AR-S2,1,2,2,0.9999976902535064,0.001519785015607595,0.0,0.0015199912919027733,"[1.0000004506863158, 1.1403438687069003]",0.004572312875381519
AR-S2,1,2,3,0.9999976743272743,0.0015250156476860387,0.0,0.0015206009492467636,"[1.0000004756976333, 1.157017497672891, 1.0006036112702863]",0.00457231490140745
AR-S2,1,2,4,0.9999976615691166,0.0015291928862460995,0.0,0.001521099464077989,"[1.0000007429204871, 1.1663752704347856, 1.0101332201048046, 0.9903315986192094]",0.004572314210617665
AR-S2,1,2,5,0.9999976522214095,0.001532246256485233,0.0,0.001521602746332805,"[1.0000009729087063, 1.1775442297157628, 1.0132391545325339, 0.9978097339385325, 1.0754044047968776]",0.004572313821970104
AR-S2,1,2,6,0.9999976442378213,0.0015348492364598287,0.0,0.0015219016868658604,"[1.0000010362770706, 1.1758657409588014, 1.0126867078719701, 0.9995766585433216, 1.07936483561586, 0.9841637390598967]",0.004572313785949261
AR-S2,1,2,7,0.9999976367600083,0.0015372833153792227,0.0,0.0015222269993989043,"[1.0000011450547586, 1.1726248464946147, 1.0138644711807598, 1.002440128884005, 1.083913940273778, 0.9892841845139136, 1.203225946053573]",0.004572314003143626
AR-S2,1,2,8,0.9999976316646262,0.001538939691427499,0.0,0.0015224754281734012,"[1.0000012810893795, 1.1754908302705542, 1.019506258494069, 1.0058406248308926, 1.087007323488151, 0.9991520182604171, 1.2060823438539332, 1.0375316376749917]",0.004572311724709471
AR-S2,1,2,9,0.9999976287281613,0.0015398934504087622,0.0,0.0015226467840511436,"[1.0000012612230278, 1.178959060336243, 1.021214018599323, 1.0059414826484887, 1.088684152503936, 1.0061544950040158, 1.2067279486634743, 1.0476761536470827, 1.02937152841005]",0.004572313375872685
AR-S2,1,2,10,0.9999976252431024,0.001541024625869606,0.0,0.0015228375009569484,"[1.0000012141548285, 1.1804863356651647, 1.0260664746521568, 1.0135419469676252, 1.0853251137641327, 1.0118613327748511, 1.2108103775314132, 1.0505766024894314, 1.0347013017758742, 1.168887651909897]",0.004572313296080832
AR-S2,1,2,11,0.9999976214679641,0.0015422490187780359,2.1171190836611292e-05,0.0015229835265362002,"[1.0000012435088805, 1.183627803828296, 1.0275909106042245, 1.0163736660487939, 1.0923101792223167, 1.0176108675944313, 1.2115070862465656, 1.0429637381802814, 1.037822607189584, 1.1673983663010874, 1.255809795524283]",0.004572313338650526
AR-S2,1,2,12,0.9999976192234881,0.0015429765104881526,5.189118728476479e-05,0.0015230659365034415,"[1.0000012108843395, 1.1868885981820219, 1.0287393336373445, 1.0187911063684592, 1.093208286456599, 1.0180116873956742, 1.2149604340642783, 1.040354345781154, 1.0371113380572605, 1.166967367904136, 1.2575321795317538, 0.9977912751592437]",0.0045723132959590036
AR-S2,2,0,1,0.9999988253287618,0.0010838225122890685,0.0,0.0010845448468910963,[1.0000007895023455],0.006561170027614372
AR-S2,2,0,2,0.9999988197423044,0.0010863966566448256,0.0,0.0010848351849391288,"[1.000000966863878, 1.0581465527157061]",0.006561168095838719
AR-S2,2,0,3,0.9999988165719862,0.0010878547760622215,0.0,0.0010850308286662318,"[1.0000010883147035, 1.063849189455884, 1.0602501525194086]",0.00656116801406816
AR-S2,2,0,4,0.9999988142746997,0.0010889101433280847,0.0,0.0010851903079481448,"[1.000001041569522, 1.0633100994306552, 1.0637583457469684, 1.2099423168330015]",0.006561168235807136
AR-S2,2,0,5,0.9999988127214554,0.0010896231204536653,0.0,0.0010852912093695995,"[1.0000010949297622, 1.068702038066927, 1.0730773317178048, 1.2225321954029986, 1.0154859244095416]",0.006561167974114471
AR-S2,2,0,6,0.9999988110466179,0.0010903913894024422,0.0,0.0010853621184218419,"[1.0000011494748366, 1.0674115551842063, 1.0764172024265295, 1.2190136321985516, 1.0254683512275398, 1.0530728200949362]",0.0065611679922952465
AR-S2,2,0,7,0.999998809157035,0.0010912575154541741,0.0,0.0010854513045561,"[1.0000012039308646, 1.073689014975493, 1.0732220857377837, 1.225489010418607, 1.026866610788591, 1.0504182846754557, 1.1719136278273756]",0.006561167903968834
AR-S2,2,0,8,0.9999988081217767,0.0010917317543024617,0.0,0.001085512348042702,"[1.0000012275393593, 1.077367388349037, 1.0745473639893086, 1.2299324384556507, 1.0262902611189417, 1.0590566916461819, 1.1645076625797857, 1.1954028126562646]",0.006561167936391717
AR-S2,2,0,9,0.9999988072413557,0.0010921349020425605,0.0,0.0010855612855586907,"[1.0000012474597673, 1.0797018777763376, 1.074178227716405, 1.2296123595820188, 1.0347667557211802, 1.0622757673333705, 1.1723013180225315, 1.1907798951473423, 1.1106396737812854]",0.006561168548144952
AR-S2,2,0,10,0.9999988061376084,0.0010926401015879186,0.0,0.001085594127090703,"[1.0000012467862172, 1.0795306584872935, 1.0696102088503392, 1.2268961574532737, 1.0402540457382534, 1.0611340052466236, 1.1717448151273007, 1.1906366562264001, 1.118071120576899, 1.0202512783752413]",0.006561168470227744
AR-S2,2,0,11,0.9999988053739228,0.0010929895137476806,2.1411297671942334e-05,0.0010856241212388418,"[1.0000012877077369, 1.0776819358672174, 1.06820701067883, 1.2241149490700487, 1.0403925238069802, 1.056665450365389, 1.1751174300060057, 1.1962597595975144, 1.1186217517420152, 1.0228083274328772, 1.1008777693822631]",0.006561168606232143
AR-S2,2,0,12,0.9999988040718466,0.0010935850005333928,4.195854975122817e-05,0.0010857025213065973,"[1.0000012692679676, 1.0808638241695074, 1.0721317601860165, 1.2264531925180826, 1.0443492845117535, 1.0655127620519345, 1.1706592232840909, 1.196460183605635, 1.1161149541052535, 1.0331881053664258, 1.107014935494313, 1.8445250723925712]",0.006561168040363519
AR-S2,2,1,1,0.9999984055858533,0.0012627011311876072,0.0,0.001257850263126887,[0.9999996944371211],0.4513626328314967
AR-S2,2,1,2,0.9999983832598344,0.001271510977407751,0.0,0.0012588277150768076,"[1.0000001359795019, 0.985037720085299]",0.45136263565768675
AR-S2,2,1,3,0.999998363846947,0.001279121985187814,0.0,0.0012597603412722366,"[1.0000007831389344, 0.9963374851651257, 1.1143784066391909]",0.4513626347908217
AR-S2,2,1,4,0.9999983548380723,0.0012826386582821246,0.0,0.0012602716270843633,"[1.0000006328179663, 1.001473235146796, 1.1238434342544918, 1.0406128423974113]",0.45136263392974973
AR-S2,2,1,5,0.9999983465833184,0.0012858525116051496,0.0,0.0012606044704194712,"[1.0000004114440109, 1.0054293637102634, 1.119231292370312, 1.0412909722515675, 1.0424559335263752]",0.4513626350865934
AR-S2,2,1,6,0.9999983417687244,0.001287723291542871,0.0,0.0012608704160455653,"[1.0000004748662386, 1.0037978363078413, 1.1224443474149983, 1.0421093268654444, 1.0453484780055, 1.0373433824431642]",0.4513626342797763
AR-S2,2,1,7,0.9999983384624795,0.0012890064082413267,0.0,0.001261062507556762,"[1.0000005010003872, 1.0050457484445598, 1.1223069461894475, 1.043058494404578, 1.0461170957882613, 1.0297381144743596, 0.9964968637080514]",0.4513626339233991
AR-S2,2,1,8,0.999998335383027,0.0012902003615688144,0.0,0.0012612241694388761,"[1.0000005399267236, 1.0048585891467117, 1.1212503367362143, 1.0423083343822506, 1.0450661317286174, 1.026767003501619, 0.9962503864589254, 1.0267508410044517]",0.4513626334417614
AR-S2,2,1,9,0.9999983324650038,0.0012913307075113594,0.0,0.0012613641974916566,"[1.0000005028594017, 1.0052036660708985, 1.1237623685338518, 1.0459149846808378, 1.0447221653822287, 1.027145751075115, 1.0012674660399532, 1.02177949392386, 1.003968567254585]",0.45136263378887187
AR-S2,2,1,10,0.9999983294052285,0.0012925149018602929,0.0,0.001261487959829082,"[1.0000005595198995, 1.0083582215845326, 1.123651154194758, 1.0430670054687816, 1.0483137277828714, 1.0336498913865018, 0.9992811670672569, 1.021331650126493, 0.9995937622694623, 1.003476906953049]",0.4513626340269315
AR-S2,2,1,11,0.9999983265924706,0.0012936025392107427,0.0,0.0012615899923915852,"[1.0000005179670137, 1.0114053614351481, 1.122312471152239, 1.0446320442839685, 1.050781631918613, 1.037052047784043, 0.9982198991960134, 1.0207199018453057, 1.004187882612914, 1.008334857507697, 1.0097276180867147]",0.451362634253379
AR-S2,2,1,12,0.9999983235490516,0.0012947783395004144,0.0,0.0012616739922815604,"[1.000000476371331, 1.0106589266375348, 1.1236839378276708, 1.0459973379213436, 1.048082207991256, 1.0382313221594388, 1.0031355650467486, 1.0193749280933173, 1.0018937211196568, 1.010636243486743, 1.0114579641259067, 1.0707943683901051]",0.4513626342612451
AR-S2,2,2,1,0.9999977090402955,0.001513591657115456,0.0,0.0015187025568112762,[0.9999990102758922],0.004220061839334615
AR-S2,2,2,2,0.9999976956917777,0.0015179948031275275,0.0,0.0015194722247184867,"[0.9999992776887479, 0.9731087422582909]",0.004220056010149027
AR-S2,2,2,3,0.9999976827416295,0.001522254371167868,0.0,0.0015199667087787605,"[0.9999996700568055, 0.981028771109389, 0.9778645342449467]",0.004220054274535075
AR-S2,2,2,4,0.999997677251316,0.0015240566537859973,0.0,0.0015202905306388433,"[0.9999997392113393, 0.9910603239167932, 0.9839042579378537, 0.99899527264935]",0.004220054354548875
AR-S2,2,2,5,0.9999976713612506,0.0015259877946396966,0.0,0.0015205294046212851,"[0.9999998873496225, 0.9911844022417358, 0.988841074788739, 1.0164662203124712, 1.009545638816319]",0.004220053861891
AR-S2,2,2,6,0.9999976660136267,0.0015277389741816404,0.0,0.0015207361000606375,"[1.000000013404339, 0.9902204077906062, 0.9965385930547571, 1.0169769792292598, 1.0160943301416432, 0.9966019153914439]",0.0042200533906813
AR-S2,2,2,7,0.9999976630472512,0.0015287095043621734,0.0,0.0015209384683384118,"[1.000000074582328, 0.9925852024499056, 1.0014087228051252, 1.0239525840102306, 1.0209686409774608, 1.0073205918935806, 1.0038056130237005]",0.004220052951590937
AR-S2,2,2,8,0.9999976587247053,0.0015301226404381236,0.0,0.0015210995847126801,"[1.0000000979153647, 0.9981980041196526, 1.0045194555902357, 1.0252051398650621, 1.0205312473171382, 1.0113352638626116, 1.0031899305356908, 1.0836654899110258]",0.004220052509788875
AR-S2,2,2,9,0.9999976557838594,0.0015310833225787778,0.0,0.001521213661885053,"[1.0000000713995696, 1.0009524704894812, 1.005822935505973, 1.0271917517668647, 1.0196946122154822, 1.0095693847831257, 1.0092503180243415, 1.0818296911405534, 1.0153980790011319]",0.00422005237276692
AR-S2,2,2,10,0.9999976542789286,0.0015315747031624557,0.0,0.0015212896361259224,"[1.0000000191439493, 1.0006753994588498, 1.0063308720274093, 1.027844498589925, 1.018621701439356, 1.0107310282136295, 1.0123988723110575, 1.0809078176223776, 1.0142579503654217, 1.0031584550206385]",0.004220052703877434
AR-S2,2,2,11,0.9999976528536809,0.0015320399208378973,0.0,0.0015213546493741048,"[1.000000050175338, 0.9986268802163891, 1.0076444584669872, 1.0318848968334289, 1.0174133070237126, 1.0076501039938852, 1.0159554351264082, 1.0846947411025663, 1.0154947984795464, 1.0052677373062209, 1.0351988038743298]",0.004220052682547347
AR-S2,2,2,12,0.9999976519656895,0.0015323297003358703,0.0,0.001521408357566662,"[1.00000005578335, 0.998108712181806, 1.0082873649666886, 1.0347465011563974, 1.0191318003791296, 1.0078137177388478, 1.0159411007539385, 1.079980001368506, 1.0146932742578365, 1.0077235014410277, 1.0370549182725326, 1.0981021254300711]",0.00422005291873243
AR-S2,3,0,1,0.9999988192629699,0.0010866172417730126,0.0,0.0010834272317086014,[1.0000009055482268],0.007606430281496763
AR-S2,3,0,2,0.9999988153276493,0.0010884265481144201,0.0,0.0010836022049303111,"[1.0000008993564218, 1.0742850520894864]",0.0076064310393648285
AR-S2,3,0,3,0.9999988119598134,0.0010899725622935993,0.0,0.0010837294826857244,"[1.0000008760295764, 1.0635979394864017, 1.0159444162100255]",0.007606430445992697
AR-S2,3,0,4,0.9999988088096684,0.0010914166626861195,0.0,0.0010838503160473989,"[1.0000008475520243, 1.07360779927751, 1.0204046503075288, 1.0654248057098554]",0.007606429776372976
AR-S2,3,0,5,0.9999988071852411,0.0010921605920615682,0.0,0.0010839242336698363,"[1.0000009013212814, 1.068567686610369, 1.0291856727318618, 1.0668749483532907, 0.9918565447218034]",0.007606429398738491
AR-S2,3,0,6,0.9999988050980192,0.0010931157215936383,0.0,0.0010840270655193228,"[1.0000009032498045, 1.070765836490196, 1.0272458676225038, 1.0675759602587984, 1.010129131495201, 1.1576816775941845]",0.007606429707306179
AR-S2,3,0,7,0.9999988033626328,0.0010939092134303037,0.0,0.001084103644738702,"[1.0000009240384782, 1.0754039460642546, 1.034241221248599, 1.072580672903421, 1.0199511706037738, 1.1721713569381955, 1.1173461101915703]",0.007606429275217919
AR-S2,3,0,8,0.9999988020108656,0.0010945268998430013,0.0,0.001084162429404753,"[1.000000922287869, 1.0787787896584782, 1.0353804465828644, 1.0783882772648095, 1.0297372960759463, 1.1782016974260905, 1.1161250809913652, 1.061521036047838]",0.0076064291575892225
AR-S2,3,0,9,0.9999988011279268,0.0010949301681630942,0.0,0.0010842093219909936,"[1.0000009132249408, 1.0812833733447733, 1.0396843003589213, 1.077525718839394, 1.034834250421462, 1.181449398381565, 1.1165282980823954, 1.0581456484740719, 1.0571660263338907]",0.007606429176531411
AR-S2,3,0,10,0.9999988003133913,0.0010953020627905356,0.0,0.0010842514825540699,"[1.0000009287742009, 1.0845535440659058, 1.038774490543494, 1.0791637507268035, 1.0332460757090383, 1.1841658906061354, 1.121731374117701, 1.0656508901283759, 1.054076892635475, 1.060760904955958]",0.007606429482960544
AR-S2,3,0,11,0.9999987993266367,0.0010957524187921205,3.1443798868673063e-06,0.0010842880256943374,"[1.0000009532162613, 1.0830557409469896, 1.0461064549834242, 1.0777160345370773, 1.0364361405130211, 1.1876627953804566, 1.1188682923551745, 1.0656065698091226, 1.0625239651551326, 1.063113170262441, 1.104722704399215]",0.007606429474638669
AR-S2,3,0,12,0.999998798666366,0.001096053663840813,2.5887407266102774e-05,0.0010843155198083875,"[1.000000967838412, 1.0866305053971363, 1.0434928776476726, 1.0802685931868048, 1.0388805627100963, 1.1879369872864172, 1.1201744075311315, 1.0670147236658818, 1.0619680407035386, 1.0643550814187883, 1.1035909717406431, 1.0293555308721702]",0.0076064295414598904
