scenario,seed,variable,rank,validation_contribution_r2,empirical_operator_nrmse,normalized_excess_rmse,core_surface_nrmse,modal_gains,refit_intercept
AR-S1,1,2,12,0.9999999964191475,5.984022434689717e-05,0.0,7.313013866511158e-05,"[1.0000000063761785, 0.9940898543209101, 0.9944424757539266, 1.0000548325729257, 0.9978144351556881, 0.9972236495043131, 0.9996664065721541, 0.9978801385073133, 1.0036683240543427, 1.0023616187276694, 1.0013219389249228, 1.006028271440566]",0.004572309475276135
AR-S1,2,0,1,0.9999999961616299,6.195458069688386e-05,0.0,6.213211984832389e-05,[1.000000130364834],0.006561165267703355
AR-S1,2,0,2,0.9999999961449795,6.208881140121058e-05,0.0,6.222979972994934e-05,"[1.0000001322397436, 0.974843323398732]",0.006561165201965505
AR-S1,2,0,3,0.9999999961221081,6.227272150478833e-05,0.0,6.23130065030299e-05,"[1.0000001238206786, 0.9814001381940303, 1.0007617796013326]",0.006561165097036912
AR-S1,2,0,4,0.9999999960990457,6.245761993845665e-05,0.0,6.237756361237352e-05,"[1.000000127176003, 0.9808973831709012, 0.9971571069769386, 1.0110686526870605]",0.006561164999372456
AR-S1,2,0,5,0.9999999960865191,6.255782003693365e-05,0.0,6.242842234044428e-05,"[1.0000001254882587, 0.9867500115628544, 0.9972454505244506, 1.0120619653322722, 1.0126525258073173]",0.006561165089597897
AR-S1,2,0,6,0.9999999960646413,6.273243714034861e-05,0.0,6.247521707062709e-05,"[1.0000001271764378, 0.9919300976128573, 0.9978218470749672, 1.012980036704776, 1.006935986115477, 1.003414751174944]",0.006561165036946053
AR-S1,2,0,7,0.9999999960531312,6.282410992450435e-05,0.0,6.251360835876029e-05,"[1.0000001283380486, 0.9945794612159001, 1.001062718095589, 1.0060302865082704, 1.0125556043268196, 0.9981269486851607, 1.0031139206312212]",0.006561164985077704
AR-S1,2,0,8,0.9999999960385351,6.294016923512334e-05,0.0,6.255590481334759e-05,"[1.0000001253345365, 0.9960341887931428, 1.0063727607829513, 1.0057407474685447, 1.0131029615662486, 1.0084633478975924, 1.0087261808694634, 1.1234226806820031]",0.006561165220166114
AR-S1,2,0,9,0.9999999960242498,6.305354995187054e-05,0.0,6.258680475627314e-05,"[1.0000001226909494, 1.0021996776541735, 1.0141838615130758, 1.004627574468205, 1.0105073868199206, 1.0105538096844109, 1.008345955141096, 1.1175319165699074, 1.034415845153782]",0.006561165140752144
AR-S1,2,0,10,0.9999999960116444,6.315342918205052e-05,0.0,6.261060876849923e-05,"[1.000000121715913, 1.0005347741848942, 1.019263554112209, 1.0053034093077993, 1.001934626147202, 1.0116984296157627, 1.00865463070891, 1.127220080708422, 1.034775477535281, 1.0172177426518316]",0.006561165237636843
AR-S1,2,0,11,0.9999999959947384,6.32871357262125e-05,0.0,6.262983554640301e-05,"[1.000000123396735, 1.0043776150156445, 1.022271390770191, 1.0087064865767137, 0.9975676680905377, 1.0140960462691304, 1.0119258276465506, 1.1249200338329792, 1.0326147518964783, 1.013420525180801, 1.0012584390088801]",0.006561165174933125
AR-S1,2,0,12,0.9999999959845219,6.336779975718656e-05,0.0,6.264883457831157e-05,"[1.0000001210705243, 1.0038331860552878, 1.0244262521247471, 1.0135207794428895, 1.0067046370732202, 1.0185991440398554, 1.0097004298942167, 1.1278432095643607, 1.0389636669520959, 1.017721217208069, 1.0069607070657598, 1.0252970735859865]",0.0065611652084562174
AR-S1,2,1,1,0.9999999947878732,7.219506088583286e-05,0.0,9.714774323016019e-05,[1.0000000892703829],0.4513626134177701
AR-S1,2,1,2,0.999999994720113,7.266283097504504e-05,0.0,9.717903827167564e-05,"[1.000000059222828, 0.9791328184931762]",0.45136261322704274
AR-S1,2,1,3,0.9999999946760195,7.296561182483297e-05,0.0,9.719784352427652e-05,"[1.0000000383677232, 0.9834777268790972, 0.9936223334690858]",0.4513626131085366
AR-S1,2,1,4,0.9999999946564699,7.309945353326159e-05,0.0,9.72158029222452e-05,"[1.0000000310964086, 0.987490400978533, 0.992846954325531, 0.9752589175944694]",0.45136261322107474
AR-S1,2,1,5,0.9999999946454128,7.31750447105772e-05,0.0,9.722321011907545e-05,"[1.0000000151607686, 0.9898614060538814, 0.9952248058522383, 0.9756554972977562, 0.9665072480756733]",0.45136261319870574
AR-S1,2,1,6,0.9999999946353788,7.324357454278913e-05,0.0,9.72296049896013e-05,"[1.0000000119698043, 0.9876414023360767, 0.9975065374950497, 0.9796424910422, 0.9786824800853077, 0.9993288302828244]",0.4513626132037773
AR-S1,2,1,7,0.9999999946264465,7.3304525596277e-05,0.0,9.723518436015899e-05,"[1.0000000083767153, 0.9925151988644393, 0.996772836606628, 0.9829262620704488, 0.9853144701864168, 0.999010851041503, 0.9840160845806919]",0.45136261319758253
AR-S1,2,1,8,0.9999999946201944,7.3347158294208e-05,0.0,9.724064748545236e-05,"[1.0000000063276908, 0.9982453088427482, 0.9986709161488553, 0.9893300435645939, 0.985134008174083, 1.001978301099902, 0.9787991664466344, 1.0042014333505405]",0.4513626131779619
AR-S1,2,1,9,0.9999999946147695,7.338412961675079e-05,0.0,9.724419383053491e-05,"[1.000000006101824, 0.9984816539407886, 0.9968867993412598, 0.9902713284040653, 0.9926978795576328, 0.9991111716461862, 0.987452431350308, 1.0031377225371083, 0.9946247310813212]",0.4513626132290763
AR-S1,2,1,10,0.9999999946091491,7.34224141731575e-05,0.0,9.724721093838477e-05,"[1.000000004642797, 0.9972533529459088, 0.998155694638639, 0.9919593331433694, 0.9981894826866865, 0.9984379597322252, 0.9919314063670722, 1.0029354644255362, 0.998012824277367, 0.9934259094417713]",0.4513626132071116
AR-S1,2,1,11,0.9999999946062045,7.34424637090668e-05,0.0,9.72493417505596e-05,"[1.0000000064130918, 0.9975225975073955, 0.9988674532781096, 0.9920326070858917, 0.996419314204192, 0.9973316486593503, 0.997088983742588, 1.0024501483198054, 0.9957768502529312, 0.9983632077442429, 0.9904843292824266]",0.4513626132011589
AR-S1,2,1,12,0.9999999946041337,7.345656065095406e-05,0.0,9.725089338810786e-05,"[1.0000000058899692, 0.9970374121826888, 0.9988442988841632, 0.9927067911814983, 0.9962769543853329, 0.999065865779136, 0.9964244396150153, 1.0058630978304655, 0.9988735797228449, 0.9948972120569479, 0.9941073486870933, 0.9974369435610879]",0.45136261321372284
AR-S1,2,2,1,0.9999999815650504,0.00013577536421638048,0.0,0.0001357076493140364,[1.0000000907859785],0.004220071884300864
AR-S1,2,2,2,0.9999999813735718,0.00013647867282848,0.0,0.00013586860197553936,"[1.0000000574840595, 0.9650789512314951]",0.004220071624567002
AR-S1,2,2,3,0.9999999812740917,0.00013684264072806363,0.0,0.00013599716205742863,"[1.0000000491493934, 0.9752742937668885, 0.9576425828166443]",0.0042200722663167985
AR-S1,2,2,4,0.9999999811518175,0.0001372886830960987,0.0,0.0001360891496430706,"[1.0000000364474761, 0.9840186959639194, 0.9597470692052932, 0.9960238865973985]",0.004220072128841158
AR-S1,2,2,5,0.99999998104305,0.00013768424026394638,0.0,0.00013616174584825974,"[1.0000000275885859, 0.9885678980003971, 0.9716940389285816, 0.9969058678025196, 0.9882081866595155]",0.004220071982653792
AR-S1,2,2,6,0.9999999809488866,0.00013802577046204313,0.0,0.00013622935702191656,"[1.000000026596115, 0.9852866453984757, 0.9796778668986685, 1.0006418474087, 0.9981618032514414, 0.9930545985262116]",0.004220072102083275
AR-S1,2,2,7,0.9999999808705294,0.00013830932917476555,0.0,0.00013628003120451246,"[1.000000026447993, 0.9811479893316584, 0.9860248233884114, 1.002429383674789, 0.9939878955343324, 0.995136755342039, 1.0080408913516732]",0.004220072069223048
AR-S1,2,2,8,0.9999999808314168,0.00013845065251177799,0.0,0.0001363297011328772,"[1.0000000219066862, 0.9904364838354582, 0.9900277171406568, 0.9992908273121979, 0.9935913676387103, 1.0014323518524801, 1.0028837058700553, 1.0013157242969664]",0.004220071888316923
AR-S1,2,2,9,0.9999999807535618,0.00013873153293989326,0.0,0.00013637528234161582,"[1.000000023041579, 0.9915568690833889, 0.9928744173248566, 1.0043309437718113, 0.9944093297628683, 1.0034463284401842, 1.0079490484116904, 0.9985115787536653, 1.0085192116975208]",0.004220071998020389
AR-S1,2,2,10,0.9999999807015487,0.000138918865637884,0.0,0.00013640513631977267,"[1.0000000208249848, 0.9919155054077347, 0.9922484165455078, 1.0033485218845495, 0.9983598568355289, 1.0027595637711917, 1.0075564105262516, 0.9960231639802049, 1.0106283662393494, 0.9984386926632879]",0.004220072024939596
AR-S1,2,2,11,0.9999999806672014,0.0001390424343625716,0.0,0.0001364352531729912,"[1.0000000101229398, 0.99856028032322, 0.998267441636864, 1.0031240725709483, 0.9967583661403635, 1.0020711121872352, 0.9990650077882363, 1.0016189468394177, 1.0143773984194238, 0.9970551958184855, 1.008709864924989]",0.004220072000661979
AR-S1,2,2,12,0.9999999806375269,0.00013914910360458192,0.0,0.0001364626186317315,"[1.000000002253686, 1.0011589843244642, 1.0020659913299095, 1.0019181204161425, 0.9938903383428701, 1.0053748389536772, 1.0067411950155671, 1.00159343872296, 1.008973217853971, 1.0016045036621417, 1.008734177434507, 1.0097640047451368]",0.004220072049294968
AR-S1,3,0,1,0.9999999983099584,4.111011481089462e-05,0.0,4.7067309359685616e-05,[1.0000000098373596],0.007606431742127594
AR-S1,3,0,2,0.9999999982894967,4.13582317147529e-05,0.0,4.7126686773425614e-05,"[1.0000000099183115, 0.9469977613669435]",0.007606431397701759
AR-S1,3,0,3,0.9999999982845102,4.141847070793848e-05,0.0,4.7182573932369935e-05,"[1.0000000117803822, 0.95747932246859, 0.9982847170813886]",0.0076064316216283125
AR-S1,3,0,4,0.9999999982646348,4.165771416163293e-05,0.0,4.722453238329447e-05,"[1.0000000129149351, 0.9587386067627001, 0.9968822220697731, 0.9688504102244602]",0.007606431733402921
AR-S1,3,0,5,0.9999999982566958,4.175289416303349e-05,0.0,4.7250123035070125e-05,"[1.0000000122971635, 0.9611463627175527, 0.9935791279215369, 0.9730258913843567, 0.9750162334598588]",0.007606431713494571
AR-S1,3,0,6,0.9999999982476964,4.186052589250203e-05,0.0,4.7274172198919784e-05,"[1.0000000070336887, 0.9724363600458493, 0.9960575620037322, 0.9762240657122633, 0.9798268239148377, 0.9802558119744234]",0.007606431803361984
AR-S1,3,0,7,0.999999998240004,4.195230652827976e-05,0.0,4.729325622328947e-05,"[1.0000000060664198, 0.9789270314223447, 0.9916400015420147, 0.9787859790043294, 0.9835097692059653, 0.9851088956932923, 0.9923941982263881]",0.007606431763869213
AR-S1,3,0,8,0.9999999982325545,4.204099813864686e-05,0.0,4.731078973156446e-05,"[1.0000000091810426, 0.985539002465747, 0.9953816013833274, 0.9839542030652866, 0.9889324280538507, 0.989381476877327, 1.0049787135368184, 0.9996322362703394]",0.0076064318005890225
AR-S1,3,0,9,0.9999999982262905,4.211543127503789e-05,0.0,4.732527260181892e-05,"[1.000000007049117, 0.9901107163579705, 0.9950120504276434, 0.9888536155068991, 0.9901023815758035, 0.9878234890067205, 1.002525772859296, 1.000990789160076, 0.9907248669666727]",0.007606431734320301
AR-S1,3,0,10,0.9999999982185788,4.220688648713236e-05,0.0,4.7337298726865304e-05,"[1.0000000071429143, 0.9945875257375046, 0.9935326266244882, 0.9921320939956897, 0.9965592995464937, 0.9895062006117971, 0.9971276831149137, 1.004856123962933, 0.9956728456594554, 0.988000688548179]",0.0076064317358741414
AR-S1,3,0,11,0.9999999982129646,4.227334156818747e-05,0.0,4.734642514429852e-05,"[1.0000000056380076, 0.9929198892540912, 0.9939890070638587, 0.9945313377609767, 0.9968454206971806, 0.9894985388072255, 0.9973596520958798, 1.0014579811037578, 1.0021089516636805, 0.9846921381788097, 0.9837269030364838]",0.00760643168386444
AR-S1,3,0,12,0.9999999982086086,4.2324831464931014e-05,0.0,4.735520294893468e-05,"[1.0000000038603516, 0.9971818987796018, 0.9971165076246442, 0.9943579626967696, 0.9962234933982489, 0.9920597333430813, 0.9934419165139154, 1.0003396803457325, 0.9982601456345307, 0.9924922939518338, 0.9853707128325027, 1.0089278541974585]",0.007606431663106285
AR-S1,3,1,1,0.9999999948561737,7.172047275621154e-05,0.0,9.55353392173295e-05,[1.0000000834447444],0.37843068802355817
AR-S1,3,1,2,0.9999999947162354,7.268950827952457e-05,0.0,9.55973028355291e-05,"[1.0000000468585335, 0.9793167285269262]",0.3784306881399527
AR-S1,3,1,3,0.9999999946991103,7.280720907936017e-05,0.0,9.562145221233816e-05,"[1.0000000447039974, 0.9799210952799847, 0.9843880555835374]",0.37843068816926606
AR-S1,3,1,4,0.9999999946624377,7.305862189386291e-05,0.0,9.563948720018433e-05,"[1.0000000281541008, 0.9823246616625266, 0.9895714892311843, 0.9909944923304089]",0.3784306881851009
AR-S1,3,1,5,0.9999999946439956,7.318472775558565e-05,0.0,9.56542174907547e-05,"[1.0000000259782869, 0.9868098413733605, 0.9926244487704925, 0.9900075537680999, 0.9737164722685092]",0.37843068824176934
AR-S1,3,1,6,0.9999999946239202,7.332175535064851e-05,0.0,9.566541982979086e-05,"[1.0000000367816524, 0.9864351873876863, 0.9928824300079258, 0.9894451762270553, 0.9795538280862136, 0.9964945077272157]",0.37843068830770804
AR-S1,3,1,7,0.9999999946102921,7.34146303682375e-05,0.0,9.567311546412741e-05,"[1.0000000247699443, 0.9877105039573464, 0.9923368220772933, 0.9915804037072717, 0.9820680816978782, 0.9998100055817044, 0.9780221738441857]",0.37843068831675275
AR-S1,3,1,8,0.999999994596689,7.350721763994444e-05,0.0,9.568033896388777e-05,"[1.000000014569724, 0.9912027934230532, 0.9907366151700008, 0.9921789574653918, 0.9863668484343225, 1.003365813728709, 0.9730521592099779, 0.9858907918782875]",0.3784306883363941
AR-S1,3,1,9,0.9999999945890422,7.355921306984353e-05,0.0,9.56868564192194e-05,"[1.000000004112331, 0.9954756855877993, 0.9929352344381855, 0.9959314552622646, 0.9899091283314564, 1.0036619926442534, 0.9881854624425784, 0.9876183144251997, 1.0011384344873422]",0.37843068828147386
AR-S1,3,1,10,0.9999999945866105,7.357573978893382e-05,0.0,9.569017395187221e-05,"[1.0000000042114694, 0.9945924840549459, 0.995051367541872, 0.9948673056978434, 0.99169386520819, 0.9994646839383083, 0.9924886890922786, 0.9863645661373737, 0.9983119485070441, 1.0014931702032457]",0.37843068825705606
AR-S1,3,1,11,0.9999999945803891,7.36180065412198e-05,0.0,9.569354113167218e-05,"[1.000000003057251, 0.996837642425793, 0.9958286218923563, 0.99825631645996, 0.9940350764674925, 0.9989752612482089, 0.996900758060684, 0.9971007412534307, 1.0001155219688473, 0.9986843115166986, 0.991717648623909]",0.37843068831807986
AR-S1,3,1,12,0.9999999945774345,7.363807124370226e-05,0.0,9.569615746112942e-05,"[1.000000002196608, 0.9991442256451523, 0.9960361549139268, 0.9981729569798169, 0.9952749062832672, 1.0024333839105732, 0.9985758189605569, 0.9959435227775105, 0.9996764930549972, 0.9933751687914657, 0.9918338818669561, 1.0001394621710546]",0.3784306883180245
AR-S1,3,2,1,0.9999999962068348,6.158867749027796e-05,0.0,7.324173351929863e-05,[1.0000000293035212],0.017754143322465308
AR-S1,3,2,2,0.9999999961931967,6.169929736780118e-05,0.0,7.332790099111326e-05,"[1.0000000222144405, 0.9648790964943799]",0.017754143278789984
AR-S1,3,2,3,0.9999999961662662,6.191715213588712e-05,0.0,7.338829721881631e-05,"[1.0000000116636487, 0.9772017856560055, 0.9706632226159102]",0.017754143245395742
AR-S1,3,2,4,0.9999999961335623,6.218068595137268e-05,0.0,7.34408725798544e-05,"[1.0000000111606422, 0.9768476342508488, 0.9812267842912732, 0.9831160223225395]",0.01775414328654353
AR-S1,3,2,5,0.9999999961087626,6.237978363261272e-05,0.0,7.349605950195684e-05,"[1.000000002267797, 0.9845711452227666, 0.9900289467822684, 0.9867655466749587, 0.9720456915742235]",0.017754143370218044
AR-S1,3,2,6,0.9999999960888912,6.253885835774539e-05,0.0,7.353355294621062e-05,"[0.9999999981702297, 0.988732074240479, 0.9874449858131106, 0.9882629425873544, 0.97626407388459, 0.9892114816542328]",0.017754143357872572
AR-S1,3,2,7,0.9999999960678397,6.270693933007814e-05,0.0,7.356270198456086e-05,"[0.9999999958720543, 0.9907343163403094, 0.9833248928266757, 0.992043482930979, 0.9742330719232747, 0.9897705262590175, 0.9801834513606014]",0.01775414341146905
AR-S1,3,2,8,0.9999999960530036,6.282512540154829e-05,0.0,7.359110010855928e-05,"[0.9999999955376466, 0.995086834412016, 0.9905371217210129, 0.9913649186825229, 0.98416090028442, 0.9923332666862399, 0.9879941931508687, 0.987569807997459]",0.01775414335949957
AR-S1,3,2,9,0.9999999960363043,6.295788821429164e-05,0.0,7.361620758527556e-05,"[0.999999998355249, 0.9974432354039995, 0.9952724512953609, 0.9977761121176031, 0.9890615770171279, 0.9992407360153102, 0.9931076637246369, 0.9872809733153378, 0.9800743206686386]",0.01775414338521871
AR-S1,3,2,10,0.9999999960280109,6.30237183550592e-05,0.0,7.363554672751977e-05,"[0.9999999964668533, 0.9962763170275695, 0.9967068148078333, 0.9982613291120521, 0.9905845748293521, 0.9993848285167181, 0.9984038990041867, 0.9936305996848402, 0.9913547045210144, 0.9886298012801956]",0.017754143350862103
AR-S1,3,2,11,0.9999999960111374,6.315744303252034e-05,0.0,7.365321481907886e-05,"[1.000000002907755, 0.9957771718271168, 0.9996326273386661, 1.000767073766969, 0.9902911519260823, 0.9981289588059175, 0.9983962159163605, 0.9949659797888201, 0.9880799183778877, 0.9906670524883765, 1.0004943658996897]",0.017754143374486008
AR-S1,3,2,12,0.9999999959966708,6.327186718239786e-05,0.0,7.366844521568383e-05,"[1.000000000261196, 0.997378203817474, 1.0007593827037633, 1.0004515741478277, 0.9934948629179597, 1.0008898279962142, 0.9952932936850513, 1.0035611703047462, 0.9844398944575575, 0.9860287712312735, 0.9989343496065802, 0.9942311076884924]",0.017754143470105774
AR-S1,4,0,1,0.9999999978467645,4.640296785325063e-05,0.0,4.710365420875386e-05,[0.9999999979925539],0.0073579708797116014
AR-S1,4,0,2,0.999999997831817,4.656375220959672e-05,0.0,4.722155320375665e-05,"[0.9999999895369196, 1.003233724983652]",0.00735797079611655
AR-S1,4,0,3,0.9999999978168344,4.67243579161665e-05,0.0,4.73065711359429e-05,"[0.999999996083889, 1.0021940030899725, 0.9795101151998493]",0.007357970679463754
AR-S1,4,0,4,0.9999999978047703,4.685327788738668e-05,0.0,4.735523182700843e-05,"[0.9999999964415194, 0.99974094986577, 0.9865908531674711, 0.9770277413943391]",0.007357970572931337
AR-S1,4,0,5,0.9999999977941727,4.6966236258182455e-05,0.0,4.740282010282869e-05,"[0.9999999974694591, 1.0060653586755977, 0.9851799849269388, 0.9761070290760403, 0.9890329103067035]",0.007357970388650012
AR-S1,4,0,6,0.9999999977777239,4.71410242099534e-05,0.0,4.743728841191606e-05,"[0.9999999976027003, 1.0034280561800617, 0.9882244150184426, 0.9799321094510745, 0.9876090414140029, 0.9939934142100152]",0.007357970511983075
AR-S1,4,0,7,0.9999999977666764,4.7258054083769575e-05,0.0,4.7463151762486756e-05,"[0.9999999960190817, 0.9948037135387521, 0.9905341651301993, 0.9789076730161792, 0.9934367314656273, 0.9896855880247882, 0.9723384126410795]",0.0073579703911799054
AR-S1,4,0,8,0.9999999977578778,4.735105224350356e-05,0.0,4.749037261493268e-05,"[0.9999999965509319, 1.0011240717135814, 0.9967367156031819, 0.9895770539523601, 0.9977346558563491, 0.9915387453660653, 0.984440689906291, 0.9809234491412261]",0.007357970423057886
AR-S1,4,0,9,0.9999999977502037,4.743201801156252e-05,0.0,4.751083765417664e-05,"[0.9999999985687542, 1.0013300058840604, 0.9989212995639264, 0.995318410812131, 0.9984313233822028, 0.9948962225282894, 0.9881494729065505, 0.9890917172613299, 0.9973116766823096]",0.007357970422860766
AR-S1,4,0,10,0.9999999977452638,4.7484062691360405e-05,0.0,4.752374804164202e-05,"[0.9999999974726379, 1.0015776519944082, 0.9951556605472907, 0.9945728650539216, 0.9928333151009366, 0.9956894347597641, 0.9892705679193265, 0.9942352800868051, 0.9970515652522004, 0.9958184054581359]",0.007357970358939694
AR-S1,4,0,11,0.9999999977424103,4.7514099299641405e-05,0.0,4.7536459492273766e-05,"[0.9999999999617328, 1.0007990619092602, 0.9913259117920246, 0.9932358712995519, 0.9957207034269375, 0.9956654427262529, 0.9929634530106852, 1.001706203473535, 0.99714315381902, 1.001710588319176, 0.9838159918748621]",0.0073579704075742575
AR-S1,4,0,12,0.9999999977388309,4.75517521907988e-05,0.0,4.754878136258711e-05,"[0.9999999991134236, 1.0013729613139255, 0.995602530652889, 0.9963363002800718, 1.0011214661383578, 0.9960723559699736, 0.9960232364221469, 1.0014444128700917, 0.996682903018728, 1.0012794355541474, 0.993806238990967, 0.988884968750383]",0.0073579703935416005
AR-S1,4,1,1,0.9999999948614553,7.168364282065033e-05,0.0,8.583971244575403e-05,[0.999999987491606],0.3701346636235968
AR-S1,4,1,2,0.9999999948461626,7.179023162724381e-05,0.0,8.585151834784418e-05,"[0.9999999924921271, 0.9657303345527056]",0.37013466357775926
AR-S1,4,1,3,0.9999999948339151,7.187548223438956e-05,0.0,8.586150594349142e-05,"[0.9999999959428547, 0.9753902341379131, 0.9690763761438188]",0.37013466358871583
AR-S1,4,1,4,0.9999999948250841,7.193688892936433e-05,0.0,8.586902137506714e-05,"[1.000000002707542, 0.9787624603753439, 0.9713855621073733, 1.0020898282518473]",0.37013466357357944
AR-S1,4,1,5,0.9999999948165672,7.19960607613366e-05,0.0,8.587499386534234e-05,"[1.0000000030881195, 0.9756737773081998, 0.9769385914930724, 0.998621927261699, 0.9819214160143009]",0.37013466354346103
AR-S1,4,1,6,0.9999999948091997,7.204720888976192e-05,0.0,8.588061822272388e-05,"[1.0000000018245059, 0.9830161352747026, 0.9870399432730073, 1.0007774296379288, 0.9886063427814659, 0.985491590884966]",0.37013466349837226
AR-S1,4,1,7,0.9999999948055981,7.207219940816523e-05,0.0,8.588457950816393e-05,"[1.0000000039491348, 0.98765334636651, 0.9886463133614302, 0.9952397682229559, 0.9911055412525293, 0.9912899318626328, 0.9946358416012365]",0.3701346634953704
AR-S1,4,1,8,0.9999999948005817,7.21069922713778e-05,0.0,8.588776880457202e-05,"[1.0000000034512748, 0.9841802851140532, 0.9902195906714529, 0.9948321138927377, 0.9961464163033975, 0.994607707961219, 0.9956941456955073, 1.0035211177016679]",0.37013466346301294
AR-S1,4,1,9,0.9999999947973428,7.21294474996729e-05,0.0,8.589029969831577e-05,"[1.0000000027586098, 0.9895202288044034, 0.9961625763168956, 0.9936348810529325, 0.9965791269153972, 0.9956242777625841, 0.9953498294278972, 1.004915975424241, 0.9951894678387767]",0.3701346634489027
AR-S1,4,1,10,0.9999999947941591,7.215151299705211e-05,0.0,8.58923816009344e-05,"[1.0000000032328822, 0.9941834344204507, 0.9970151955508771, 0.996765651932131, 0.9977413272853772, 0.9980408785456957, 0.9986819912363589, 1.0007296730238011, 1.0008658387216567, 1.00044904125245]",0.3701346634558982
AR-S1,4,1,11,0.9999999947921314,7.216556354005753e-05,0.0,8.589410543581141e-05,"[1.0000000032299572, 0.9939694839678441, 0.9987011239420919, 0.9939451232924585, 0.9994969143793087, 0.9949987980238888, 1.0034561344452106, 0.9998936543568526, 1.0006243002695667, 1.002455318199997, 0.9965799575212871]",0.37013466345687374
AR-S1,4,1,12,0.9999999947898247,7.218154418710004e-05,0.0,8.589580540421031e-05,"[1.000000003189555, 0.9967904545592241, 1.0004934411637882, 0.9959313384630657, 1.0006757270800324, 0.998032551642323, 0.9999754144407006, 1.001308053354278, 1.0022770094224098, 0.9949376059111417, 0.9944202038793034, 0.9959060371234904]",0.3701346634445503
AR-S1,4,2,1,0.9999999938912558,7.815845554165631e-05,0.0,8.284274219788321e-05,[0.999999950250433],-0.010366160415934488
AR-S1,4,2,2,0.9999999938649121,7.83268017018619e-05,0.0,8.294002811439559e-05,"[0.9999999593048998, 0.9633438764166513]",-0.010366160455653004
AR-S1,4,2,3,0.9999999938399808,7.848578975469436e-05,0.0,8.300076308026107e-05,"[0.9999999745388525, 0.9685155378044107, 0.9688618922068073]",-0.010366160402958163
AR-S1,4,2,4,0.9999999938025209,7.8724069088108e-05,0.0,8.305028127148183e-05,"[0.9999999770528332, 0.978961026776226, 0.9789486744768596, 0.9850581993946786]",-0.010366160553594198
AR-S1,4,2,5,0.99999999377903,7.88731256662676e-05,0.0,8.309068111702947e-05,"[0.9999999785886998, 0.983119201363376, 0.9843383346907212, 0.9810875386169138, 0.9710770514388104]",-0.010366160371359758
AR-S1,4,2,6,0.9999999937333536,7.916215263026288e-05,0.0,8.312930437288768e-05,"[0.9999999844523773, 0.9846664908744889, 0.9884848667032812, 0.9892122677715889, 0.9720502846157717, 0.9895224545804101]",-0.01036616039686624
AR-S1,4,2,7,0.9999999937027374,7.935529328118473e-05,0.0,8.316639033011069e-05,"[0.9999999874112688, 0.9868824723814152, 0.9891735111028578, 0.9989363856976691, 0.9775203491652795, 0.992616960046515, 0.9787190594559281]",-0.010366160576094414
AR-S1,4,2,8,0.9999999936802662,7.949675365468026e-05,0.0,8.319516211045927e-05,"[0.9999999951594958, 0.9892385414984693, 0.9931195337592574, 1.0001511030162502, 0.979591402767311, 0.9904591806981767, 0.9810953116293185, 1.0010238968385907]",-0.010366160522254784
AR-S1,4,2,9,0.9999999936660667,7.958601191969546e-05,0.0,8.321910797152387e-05,"[0.9999999936785213, 0.9935317867716051, 0.993363606350783, 1.0010480962162223, 0.9819422128000322, 0.9876981403480551, 0.9857469508233714, 1.0015377471338318, 1.0022362119162496]",-0.010366160582090753
AR-S1,4,2,10,0.9999999936513099,7.967866804927908e-05,0.0,8.323866322271808e-05,"[0.9999999955427525, 0.9961385343606929, 0.9930824146061896, 0.9992973589263869, 0.9809968743581902, 0.9877432877437292, 0.9925113626626174, 0.9992127123626428, 0.9962512204397274, 1.0002648321508592]",-0.010366160588028073
AR-S1,4,2,11,0.9999999936427719,7.973222742252503e-05,0.0,8.325434029025542e-05,"[1.0000000007232996, 0.9977276325822161, 0.9941764082121187, 0.9999172260321035, 0.9871504619342324, 0.9912998761532495, 0.9937535512149306, 0.9990348861663673, 0.9988260149863647, 0.997874777564934, 0.9802296863122572]",-0.010366160549571853
AR-S1,4,2,12,0.9999999936245525,7.984639966302771e-05,0.0,8.326913857462236e-05,"[1.0000000022320308, 0.9986552971613553, 0.9981768946618962, 1.0015737266964893, 0.9856640906960613, 0.9934036974993, 0.9956888776865148, 1.0003014697061836, 1.0034041791647978, 0.9987270903364333, 0.9849280774739692, 0.9909441230638465]",-0.010366160587255405
AR-S2,0,0,1,0.9999988324035918,0.001080553750747828,0.0,0.001084257644928696,[1.0000008480485956],0.019560935617752902
AR-S2,0,0,2,0.9999988251242625,0.0010839168498648119,0.0,0.0010847073059588352,"[1.0000010809267166, 1.1241020316726367]",0.019560935380663183
AR-S2,0,0,3,0.9999988225571007,0.0010851004097731836,0.0,0.0010848313326116243,"[1.0000010800437578, 1.1280111673964957, 0.9943191057219455]",0.019560935648322012
AR-S2,0,0,4,0.9999988206331013,0.0010859866015162476,0.0,0.0010849527672588883,"[1.0000011164122846, 1.1293915225767188, 1.0101990949860566, 1.1233204161920858]",0.019560936196864335
AR-S2,0,0,5,0.9999988192772276,0.0010866106811661066,0.0,0.001085037860296943,"[1.000001138151685, 1.1307527722198032, 1.0158204352882658, 1.1216937594681524, 1.0194732016097372]",0.0195609358913486
AR-S2,0,0,6,0.9999988179666026,0.0010872135932909004,0.0,0.0010851152619801127,"[1.0000011688958175, 1.1308877198296694, 1.0221715288592779, 1.1303436835454788, 1.0212296476904876, 1.1171542667735015]",0.019560935888365397
