epoch,train_mse,validation_rmse,penalty_scale,external_support
1,0.017428604125976563,0.36182609267145266,0.0033333333333333335,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
5,0.07668512980143229,0.24516554397267168,0.016666666666666666,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
10,0.04607191594441732,0.22344052186002886,0.03333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
15,0.02790173594156901,0.18271841905073608,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
20,0.019075008392333986,0.16733070016336837,0.06666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
25,0.01736631520589193,0.14304042666207328,0.08333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
30,0.01796809450785319,0.14138553699516487,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
35,0.01838172658284505,0.14075973498758235,0.11666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
40,0.01836871528625488,0.13974012232830654,0.13333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
45,0.018132446924845377,0.14161616977459168,0.15,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
50,0.017955209096272788,0.13954786998362884,0.16666666666666666,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
55,0.017821286519368488,0.14082670538540276,0.18333333333333332,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
60,0.017786154429117837,0.139513244492392,0.2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
65,0.01778579839070638,0.14014338099363852,0.21666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
70,0.017844417572021484,0.13977945394745828,0.23333333333333334,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
75,0.017926923116048175,0.13992034689762653,0.25,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
80,0.018046489715576174,0.14021192450645456,0.26666666666666666,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
85,0.018188645680745442,0.14014981156172182,0.2833333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
90,0.018353214899698895,0.14072122630042044,0.3,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
95,0.0185390625,0.14077292566954236,0.31666666666666665,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
100,0.018741581598917645,0.1413883564624034,0.3333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
105,0.01896805191040039,0.14178336255133148,0.35,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
110,0.019216500600179036,0.14242390524985998,0.36666666666666664,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
115,0.019492321650187175,0.14317270874726543,0.38333333333333336,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
120,0.019795528411865236,0.14397255296861544,0.4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
125,0.020126752217610677,0.14497318151352787,0.4166666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
130,0.020488210042317708,0.14605224019663332,0.43333333333333335,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
135,0.02087994956970215,0.14727338937381515,0.45,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
140,0.021303542455037437,0.14862139102798677,0.4666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
145,0.021759783426920573,0.15007119078853043,0.48333333333333334,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
150,0.022248697916666667,0.1516476421511232,0.5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
155,0.02277023442586263,0.15333930142163044,0.5166666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
160,0.023323097229003907,0.15514144719282774,0.5333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
165,0.023905839284261068,0.15705084075945583,0.55,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
170,0.024518144607543944,0.1590547762871056,0.5666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
175,0.025160977681477865,0.1611494191253069,0.5833333333333334,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
180,0.025835734685262044,0.16333293188136583,0.6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
185,0.02654369099934896,0.16560844482598303,0.6166666666666667,"[0, 1, 2, 3, 4, 6, 7, 8, 9]"
190,0.027285772959391275,0.1679252532707191,0.6333333333333333,"[0, 1, 2, 3, 4, 6, 7, 8, 9]"
195,0.028062002817789714,0.170323849921051,0.65,"[0, 1, 2, 3, 4, 6, 7, 8, 9]"
200,0.02887604522705078,0.17276926337902315,0.6666666666666666,"[0, 1, 2, 3, 4, 6, 7, 8, 9]"
205,0.02972589111328125,0.17525829327125025,0.6833333333333333,"[0, 1, 2, 3, 4, 6, 7, 8, 9]"
210,0.030688873291015627,0.17793253891101626,0.7,"[0, 1, 2, 3, 4, 6, 7, 8, 9]"
215,0.031749610900878904,0.1807316385442749,0.7166666666666667,"[0, 1, 2, 3, 6, 7, 8, 9]"
220,0.03283139165242513,0.18357489306418073,0.7333333333333333,"[0, 1, 2, 3, 7, 8]"
225,0.03394422912597656,0.18644654419638204,0.75,"[0, 1, 2, 3, 7, 8]"
230,0.034883365631103516,0.1887741942404544,0.7666666666666667,"[0, 1, 2, 3, 8]"
235,0.03555626424153646,0.1907641693892066,0.7833333333333333,"[0, 1, 3, 8]"
240,0.0362021598815918,0.192863197029798,0.8,"[0, 1, 3, 8]"
245,0.03688269424438476,0.19514017788727903,0.8166666666666667,"[0, 3, 8]"
250,0.037540761311848955,0.19736374996078684,0.8333333333333334,"[0, 3, 8]"
255,0.03828273900349935,0.19970259488501543,0.85,"[0, 3, 8]"
260,0.038665574391682944,0.20021806273172002,0.8666666666666667,[8]
265,0.038682528177897135,0.2003816967735713,0.8833333333333333,[8]
270,0.038589154561360674,0.20029356392372566,0.9,[8]
275,0.0385940933227539,0.2001517292497861,0.9166666666666666,[8]
280,0.03855167897542318,0.20036943647117778,0.9333333333333333,[]
285,0.03856263860066732,0.20005109134405946,0.95,[]
290,0.03851459376017253,0.2000543329823664,0.9666666666666667,[]
295,0.03847815958658854,0.1999997711180331,0.9833333333333333,[]
300,0.03846853892008464,0.2000311064371751,1.0,[]
305,0.03844526163736979,0.19989266376324866,1.0,[]
310,0.03844041442871094,0.1998703536399537,1.0,[]
315,0.03842576853434245,0.1998718041599278,1.0,[]
320,0.03841529846191406,0.19985062743187,1.0,[]
325,0.03840508778889974,0.1998537196221931,1.0,[]
330,0.03840325291951498,0.19984261996357597,1.0,[]
335,0.038388006846110025,0.19982731039448084,1.0,[]
340,0.038411521911621095,0.19985810014325436,1.0,[]
345,0.03839944458007812,0.1998210678769395,1.0,[]
350,0.03836650085449219,0.19985861549236109,1.0,[]
355,0.038370313008626304,0.1997789210078299,1.0,[]
360,0.038363754272460936,0.19975112689372368,1.0,[]
365,0.038355428059895835,0.19973139845993598,1.0,[]
370,0.038359909057617186,0.19976090444657207,1.0,[]
375,0.0383459218343099,0.1997132725568122,1.0,[]
380,0.03834294509887695,0.19968489619842406,1.0,[]
385,0.03833493296305338,0.1997095669536452,1.0,[]
390,0.03831963348388672,0.19965869391332747,1.0,[]
395,0.03830775451660156,0.19965972563960033,1.0,[]
400,0.03831534830729166,0.19966742520620773,1.0,[]
405,0.038296661376953124,0.19960916478095583,1.0,[]
410,0.038294652303059895,0.19963348183381413,1.0,[]
415,0.03829565684000651,0.1996239177982661,1.0,[]
420,0.038273468017578124,0.19962574273952405,1.0,[]
425,0.03827960205078125,0.19960105206779913,1.0,[]
430,0.038274748484293616,0.19957606207464526,1.0,[]
435,0.03827510325113932,0.19956812004875657,1.0,[]
440,0.0382626215616862,0.1995622995186219,1.0,[]
445,0.038252723693847655,0.1995245814273269,1.0,[]
450,0.03825408299763997,0.19949798521778866,1.0,[]
455,0.03824413172403971,0.1995184632747055,1.0,[]
460,0.03822989400227864,0.19947049619259075,1.0,[]
465,0.0382171999613444,0.19946126859231852,1.0,[]
470,0.038219011942545573,0.19945830419489854,1.0,[]
475,0.03821496073404948,0.1994227471174517,1.0,[]
480,0.03820342000325521,0.19941815617737416,1.0,[]
485,0.038199183146158854,0.19940926093019493,1.0,[]
490,0.0381906000773112,0.1993934971949507,1.0,[]
495,0.03819701639811198,0.1993706146044934,1.0,[]
500,0.03819609069824219,0.1994174579626448,1.0,[]
505,0.03818978500366211,0.19938820726423345,1.0,[]
510,0.038164909362792966,0.19938785332172593,1.0,[]
515,0.038167091369628904,0.19934510775251868,1.0,[]
520,0.038160077412923175,0.1993147555128238,1.0,[]
525,0.03814657592773438,0.1992891075208699,1.0,[]
530,0.038147488911946616,0.19929613233642496,1.0,[]
535,0.03813563537597656,0.19929535713051447,1.0,[]
540,0.038144654591878255,0.19929875461554844,1.0,[]
545,0.038141578674316404,0.19927664599903572,1.0,[]
550,0.038119075775146484,0.19927082652683384,1.0,[]
555,0.03812177149454753,0.19923954395155455,1.0,[]
560,0.03811501820882161,0.19920888838949657,1.0,[]
565,0.03810167948404948,0.19918282457938455,1.0,[]
570,0.03810209019978841,0.1991884455351685,1.0,[]
575,0.038090037027994794,0.19919207465403957,1.0,[]
580,0.038098251342773434,0.19918735391391823,1.0,[]
