scenario,seed,variable,distribution,resolution_role,lag_basis_type,lag_basis_count,amplitude_basis_count,selected_lag_smoothing,selected_amplitude_smoothing,validation_contribution_mse,validation_contribution_r2,test_contribution_mse,test_contribution_r2,empirical_operator_nrmse,core_surface_nrmse,fit_surface_nrmse,e1b_projection_core_nrmse,estimator_to_projection_core_nrmse,kkt_relative_residual,design_condition_number,effective_rank,truth_rank_class,estimated_sigma1,estimated_sigma2,rank1_validation_mse,rank2_validation_mse,rank2_reducible_gap_capture,candidate_count,seed_gate_pass
AR-S4U,1,0,SPACE,MOTHER,discrete_identity,64,28,0.0001,0.0,7.597160717288748e-06,0.9998475029833888,7.496437662080975e-06,0.9998516140377992,0.012348968240755872,0.0120884791357097,1.6822461509137647,0.01173606414182706,nan,5.734189260199793e-16,52100.97023128712,579.5546099592971,strong_rank2,0.02417767842408337,0.011523956788611666,0.012748952988851963,0.00453227235295727,0.6448827539806342,25,True
AR-S4U,1,1,SPACE,MOTHER,discrete_identity,64,28,0.0,1e-05,6.733652962017008e-06,0.999927963131473,6.267273156083059e-06,0.9999319468403929,0.008487453594981305,0.008122494642226377,0.17654109021200465,0.007769811406979604,nan,7.823146442890007e-16,147.5580774614929,588.7632351606787,strong_rank2,0.029521915382802418,0.022381601276960216,0.03700523354061538,0.0043840181286288705,0.8816902174693959,25,True
AR-S4U,1,2,SPACE,MOTHER,discrete_identity,64,28,0.0,1e-05,5.379631671346671e-06,0.9998831263020742,4.763251047852888e-06,0.9998961333488208,0.010810813934472125,0.010319884742065672,0.8794856291296765,0.010184594228032483,nan,6.409488021243797e-16,224.85510379297315,682.6760698075076,strong_rank2,0.02140794609176075,0.013009734876440601,0.01684172865122665,0.006100385068145192,0.6379853239324905,25,True
AR-S4U,2,0,SPACE,MOTHER,discrete_identity,64,28,0.0001,0.0,5.815992104346426e-06,0.9998860158340586,5.31965462844469e-06,0.9998967431346782,0.010676336728549935,0.01019838963400796,0.8812997072339496,0.009872292700130982,nan,4.777871481892459e-16,20871.9595735281,616.4576950385175,strong_rank2,0.024412789598458676,0.011546665754934867,0.013109790828002536,0.004545992357576446,0.6535267792918574,25,True
AR-S4U,2,1,SPACE,MOTHER,discrete_identity,64,28,1e-05,0.0,3.2219203173139573e-06,0.9999708771493052,2.9535843409862626e-06,0.9999735741114725,0.00539655915327556,0.005139745045782545,0.9044943799347201,0.00489793511368664,nan,4.10928154428854e-16,43.69228517530769,664.5590379199322,strong_rank2,0.031382534740016135,0.025942115257321516,0.04708782538199442,0.004356835796917347,0.9075363588833554,25,True
AR-S4U,2,2,SPACE,MOTHER,discrete_identity,64,28,0.0001,0.0,3.219579173279904e-05,0.999297334788657,2.9435670168374088e-05,0.9993754565028822,0.0265078330186189,0.02546151979963186,0.92862482962856,0.025201977335289207,nan,4.735426452547312e-16,105085.01983506526,556.9758755946012,strong_rank2,0.02139658630863491,0.013032268883199246,0.016813276551317903,0.006146400645220235,0.635648922671736,25,True
AR-S4U,3,0,SPACE,MOTHER,discrete_identity,64,28,1e-05,1e-05,2.5390689935949573e-06,0.9999506610691408,2.274858501861931e-06,0.9999558894733273,0.0070241676274976845,0.0067417829512561415,0.24807719224914782,0.006544460163693667,nan,4.903784772984254e-16,209.79428865624035,676.6817397018326,strong_rank2,0.024472117087361002,0.011552071036601014,0.012951769077991145,0.004533573113862646,0.650092396094537,25,True
AR-S4U,3,1,SPACE,MOTHER,discrete_identity,64,28,0.0,1e-05,2.690380480274388e-06,0.9999706988462491,2.4819432664555673e-06,0.9999726527445221,0.005413054013299054,0.005175514737855889,0.11607537057951256,0.004933978846047205,nan,7.459307808924409e-16,75.41718039385292,652.2918689645137,strong_rank2,0.028251035940810437,0.023772484835326086,0.040849818918019955,0.004384101550110784,0.892736372751297,25,True
AR-S4U,3,2,SPACE,MOTHER,discrete_identity,64,28,0.0001,1e-05,5.933280018674679e-06,0.9998736525493868,5.490992210130138e-06,0.9998844528469344,0.011240438185997176,0.010918707186270157,0.6589226958854436,0.010754408938974003,nan,5.634587894871538e-16,535.093141974208,668.2686942302645,strong_rank2,0.02154418434917531,0.013108048576825359,0.01708865033481149,0.006213754411282319,0.63660223889724,25,True
AR-S4U,4,0,SPACE,MOTHER,discrete_identity,64,28,1e-05,1e-05,3.112342130252335e-06,0.9999380457262049,2.891081359494491e-06,0.9999430794000259,0.007871103721528057,0.007652204769210117,0.26984130096838044,0.007428404210585492,nan,4.596153299926376e-16,138.22532377522364,643.0357816515808,strong_rank2,0.024212267543129443,0.011528355834969646,0.013040646311164205,0.004507680147774225,0.6544923436945224,25,True
AR-S4U,4,1,SPACE,MOTHER,discrete_identity,64,28,1e-05,0.0,5.1529401789448476e-06,0.999942139251632,4.728143519232297e-06,0.999947635772606,0.007606625294310392,0.007139018012081369,0.9284225209764316,0.006818372978928558,nan,4.568675290379397e-16,73.41339226069383,608.5050553865228,strong_rank2,0.02763979421800186,0.023798457480663452,0.04063251581945558,0.0043404083290708734,0.8932922276601105,25,True
AR-S4U,4,2,SPACE,MOTHER,discrete_identity,64,28,1e-05,1e-05,1.0542688324382669e-05,0.9997716720487881,9.778778676150749e-06,0.9997895220718337,0.015110524518093178,0.014417673086962677,0.9414132096951344,0.014252956413351371,nan,6.60781406564309e-16,158.68870640249958,632.8331667484774,strong_rank2,0.021460118925627075,0.013000305869913645,0.01686442769278344,0.006044631840086001,0.6419763662701407,25,True
