timestamp,gpu,utilization_gpu_percent,memory_used_mib,memory_total_mib,temperature_c,power_w
1784979314.8399706,0,0,61,32607,34,32.46
1784979315.944219,0,0,61,32607,34,20.88
1784979317.0167823,0,0,73,32607,34,16.74
1784979318.1995883,0,3,5996,32607,36,75.87
1784979319.3282244,0,15,17452,32607,38,119.93
1784979320.4745846,0,0,677,32607,36,70.44
1784979321.5848875,0,2,3419,32607,36,71.01
1784979322.7640984,0,2,9872,32607,37,92.70
1784979323.9184132,0,18,17142,32607,38,108.41
1784979324.9965224,0,0,1352,32607,37,72.79
1784979326.1275399,0,5,3840,32607,37,79.71
1784979327.216022,0,5,9274,32607,38,90.13
1784979328.5660815,0,7,6456,32607,37,93.56
1784979329.6419268,0,6,3187,32607,37,73.92
1784979330.7552202,0,1,4740,32607,38,78.61
1784979331.8110971,0,22,12976,32607,40,97.26
1784979332.884183,0,7,8277,32607,38,98.64
1784979333.9467728,0,5,4763,32607,38,78.81
1784979335.004756,0,2,6506,32607,38,82.11
1784979336.0637264,0,14,12734,32607,38,95.42
1784979337.220455,0,4,7543,32607,38,87.96
1784979338.3033197,0,14,7489,32607,39,89.32
1784979339.3669367,0,1,4968,32607,38,76.37
1784979340.4499066,0,4,5869,32607,38,99.23
