regime,seed,selected_stages,truth_stages,exact_stage_vector,false_admission,folds_json
K_C,0,K+C+W+A,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010374003143688946, ""scores_json"": ""{\""A\"": 0.010374003143688946, \""C\"": 0.012675661844795254, \""K\"": 0.0277434696847485, \""W\"": 0.010398127662909552}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010877578459157907, ""scores_json"": ""{\""A\"": 0.010877578459157907, \""C\"": 0.013275626681228666, \""K\"": 0.029039800612880588, \""W\"": 0.010945860698208963}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.009782851982508358, ""scores_json"": ""{\""A\"": 0.009782851982508358, \""C\"": 0.01320394328432735, \""K\"": 0.028433843039570545, \""W\"": 0.009917045117144679}""}]"
K_C,1,K+C+W+A,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.009417896720003555, ""scores_json"": ""{\""A\"": 0.009417896720003555, \""C\"": 0.012421965706801468, \""K\"": 0.026884914289937514, \""W\"": 0.009474275063332833}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.011100449158291418, ""scores_json"": ""{\""A\"": 0.011100449158291418, \""C\"": 0.013333212185124406, \""K\"": 0.029787116165328847, \""W\"": 0.011100449158291418}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.010309948549437762, ""scores_json"": ""{\""A\"": 0.010309948549437762, \""C\"": 0.013767364151957675, \""K\"": 0.03215380863076015, \""W\"": 0.010309948549437762}""}]"
K_C,2,K+C+W+A,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.011261972515236725, ""scores_json"": ""{\""A\"": 0.011261972515236725, \""C\"": 0.014423931190729844, \""K\"": 0.03135098863238781, \""W\"": 0.01129123707784516}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.00830924606683009, ""scores_json"": ""{\""A\"": 0.00830924606683009, \""C\"": 0.011565549440160616, \""K\"": 0.02567646945077306, \""W\"": 0.00830924606683009}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.009934078254760687, ""scores_json"": ""{\""A\"": 0.009934078254760687, \""C\"": 0.013165560012984814, \""K\"": 0.029213786189984898, \""W\"": 0.009934078254760687}""}]"
K_C,3,K+C+W,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.010760655581558677, ""scores_json"": ""{\""A\"": 0.010760655581558677, \""C\"": 0.013393566001379219, \""K\"": 0.029083292543896782, \""W\"": 0.010760655581558677}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.010421357421700557, ""scores_json"": ""{\""A\"": 0.010421357421700557, \""C\"": 0.012460492446332995, \""K\"": 0.030211622515939524, \""W\"": 0.010421357421700557}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.009520442141128512, ""scores_json"": ""{\""A\"": 0.009520442141128512, \""C\"": 0.013129280395813637, \""K\"": 0.029094990985727195, \""W\"": 0.009567744829441612}""}]"
K_C,4,K+C+W,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.00998455032152308, ""scores_json"": ""{\""A\"": 0.00998455032152308, \""C\"": 0.012678926123794976, \""K\"": 0.030864256288931687, \""W\"": 0.00998455032152308}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.008920293452884425, ""scores_json"": ""{\""A\"": 0.008920293452884425, \""C\"": 0.010112925142163545, \""K\"": 0.02230483992258927, \""W\"": 0.008920293452884425}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010345436387322063, ""scores_json"": ""{\""A\"": 0.010345436387322063, \""C\"": 0.014457595954144744, \""K\"": 0.02959035179799694, \""W\"": 0.010365533245836328}""}]"
K_C,5,K+C+W+A,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010974232188887854, ""scores_json"": ""{\""A\"": 0.010974232188887854, \""C\"": 0.013427191425997598, \""K\"": 0.029319077407865338, \""W\"": 0.011052274123872401}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.009466991044520446, ""scores_json"": ""{\""A\"": 0.009466991044520446, \""C\"": 0.01098383566410034, \""K\"": 0.026179764090609847, \""W\"": 0.009466991044520446}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010929121852356487, ""scores_json"": ""{\""A\"": 0.010929121852356487, \""C\"": 0.014179141794110268, \""K\"": 0.0323740277544922, \""W\"": 0.010999701719064444}""}]"
K_C,6,K+C+W,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.009765782237679634, ""scores_json"": ""{\""A\"": 0.009765782237679634, \""C\"": 0.011606097286185202, \""K\"": 0.027799647926151343, \""W\"": 0.009765782237679634}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.011256768728578436, ""scores_json"": ""{\""A\"": 0.011256768728578436, \""C\"": 0.013331117519940181, \""K\"": 0.031980866992611594, \""W\"": 0.011256768728578436}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010606144601454192, ""scores_json"": ""{\""A\"": 0.010606144601454192, \""C\"": 0.013352324810863547, \""K\"": 0.03096139471109584, \""W\"": 0.01066961041491323}""}]"
K_C,7,K+C+W+A,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010162175292947962, ""scores_json"": ""{\""A\"": 0.010162175292947962, \""C\"": 0.012853334099216301, \""K\"": 0.028454136792417598, \""W\"": 0.010202424230927971}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010114766038329918, ""scores_json"": ""{\""A\"": 0.010114766038329918, \""C\"": 0.011807904929084212, \""K\"": 0.02733366290408474, \""W\"": 0.010158460799289384}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010383684851370215, ""scores_json"": ""{\""A\"": 0.010383684851370215, \""C\"": 0.01202976891742985, \""K\"": 0.028013983240381214, \""W\"": 0.010462496143069844}""}]"
K_C,8,K+C+W+A,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.009797619878908485, ""scores_json"": ""{\""A\"": 0.009797619878908485, \""C\"": 0.012783776392691902, \""K\"": 0.02665326207444202, \""W\"": 0.009824634547357268}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.009706463536654308, ""scores_json"": ""{\""A\"": 0.009706463536654308, \""C\"": 0.01085314719635002, \""K\"": 0.026501551456352808, \""W\"": 0.009751990262749808}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.010273199843232297, ""scores_json"": ""{\""A\"": 0.010273199843232297, \""C\"": 0.01403383228036899, \""K\"": 0.03172979763064542, \""W\"": 0.010273199843232297}""}]"
K_C,9,K+C+W+A,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010502240281851438, ""scores_json"": ""{\""A\"": 0.010502240281851438, \""C\"": 0.013463608775922023, \""K\"": 0.03127661372161928, \""W\"": 0.010548772431007745}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010870505230878208, ""scores_json"": ""{\""A\"": 0.010870505230878208, \""C\"": 0.01277272868462833, \""K\"": 0.02757915579527697, \""W\"": 0.01091938804746005}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010456512048271907, ""scores_json"": ""{\""A\"": 0.010456512048271907, \""C\"": 0.013673952572344305, \""K\"": 0.032571348456823926, \""W\"": 0.010500403410387974}""}]"
K_C,10,K+C+W,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.008841076071196548, ""scores_json"": ""{\""A\"": 0.008841076071196548, \""C\"": 0.010935172925166013, \""K\"": 0.02470151650624495, \""W\"": 0.008841076071196548}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.010349601829173792, ""scores_json"": ""{\""A\"": 0.010349601829173792, \""C\"": 0.012803554663061819, \""K\"": 0.028733329018420312, \""W\"": 0.010349601829173792}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.008749679276083774, ""scores_json"": ""{\""A\"": 0.008749679276083774, \""C\"": 0.011831656358086565, \""K\"": 0.028086321642643665, \""W\"": 0.008795540671560603}""}]"
K_C,11,K+C+W,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.01103134121549373, ""scores_json"": ""{\""A\"": 0.01103134121549373, \""C\"": 0.01273968770250997, \""K\"": 0.029525220031665085, \""W\"": 0.01103134121549373}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010616185233618094, ""scores_json"": ""{\""A\"": 0.010616185233618094, \""C\"": 0.012490674765684474, \""K\"": 0.026910433779867834, \""W\"": 0.010634230709216569}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.011070754491743018, ""scores_json"": ""{\""A\"": 0.011070754491743018, \""C\"": 0.014524812201087174, \""K\"": 0.03098674868996406, \""W\"": 0.011089653719554731}""}]"
K_C,12,K+C+W+A,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.009825246736221708, ""scores_json"": ""{\""A\"": 0.009825246736221708, \""C\"": 0.012523747002605577, \""K\"": 0.02811297293239078, \""W\"": 0.009882010224142958}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.010128975762814709, ""scores_json"": ""{\""A\"": 0.010128975762814709, \""C\"": 0.012001939674206728, \""K\"": 0.029101117941672562, \""W\"": 0.010128975762814709}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.011371199665724648, ""scores_json"": ""{\""A\"": 0.011371199665724648, \""C\"": 0.014267338589542627, \""K\"": 0.03432066154679093, \""W\"": 0.011427051470244256}""}]"
K_C,13,K+C+W+A,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.009616827041895542, ""scores_json"": ""{\""A\"": 0.009616827041895542, \""C\"": 0.011653422424348896, \""K\"": 0.027151183340609977, \""W\"": 0.009634948924891891}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.009218842496009768, ""scores_json"": ""{\""A\"": 0.009218842496009768, \""C\"": 0.010874452690886277, \""K\"": 0.026296291726761293, \""W\"": 0.009241130876684224}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010555879479969034, ""scores_json"": ""{\""A\"": 0.010555879479969034, \""C\"": 0.013196775915738753, \""K\"": 0.03160429029240829, \""W\"": 0.010640197253083879}""}]"
K_C,14,K+C+W,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.010288128578221745, ""scores_json"": ""{\""A\"": 0.010288128578221745, \""C\"": 0.013028387888651911, \""K\"": 0.029674069325417485, \""W\"": 0.010288128578221745}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010566001595449662, ""scores_json"": ""{\""A\"": 0.010566001595449662, \""C\"": 0.01253939412978381, \""K\"": 0.027272028136742968, \""W\"": 0.010689997107130207}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010865978520121259, ""scores_json"": ""{\""A\"": 0.010865978520121259, \""C\"": 0.014118657533872418, \""K\"": 0.030089523185158288, \""W\"": 0.011018813289987382}""}]"
K_C,15,K+C+W+A,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010107626627104366, ""scores_json"": ""{\""A\"": 0.010107626627104366, \""C\"": 0.013114951548112657, \""K\"": 0.02825627205730822, \""W\"": 0.010120601278072593}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.009821849119357679, ""scores_json"": ""{\""A\"": 0.009821849119357679, \""C\"": 0.010464891440956994, \""K\"": 0.02634555147130207, \""W\"": 0.00984023987014935}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.011927518780261869, ""scores_json"": ""{\""A\"": 0.011927518780261869, \""C\"": 0.014960202248623674, \""K\"": 0.03447556017495481, \""W\"": 0.011927518780261869}""}]"
K_C,16,K+C+W+A,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010850308627011898, ""scores_json"": ""{\""A\"": 0.010850308627011898, \""C\"": 0.012533463157339388, \""K\"": 0.0275342174117761, \""W\"": 0.010954566088828426}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.010799710668019265, ""scores_json"": ""{\""A\"": 0.010799710668019265, \""C\"": 0.012499738994676142, \""K\"": 0.0283305173688342, \""W\"": 0.010799710668019265}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.009011163452746903, ""scores_json"": ""{\""A\"": 0.009011163452746903, \""C\"": 0.011732114138292872, \""K\"": 0.027854110655995953, \""W\"": 0.009011163452746903}""}]"
K_C,17,K+C+W,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.009788873901905285, ""scores_json"": ""{\""A\"": 0.009788873901905285, \""C\"": 0.011945204866748828, \""K\"": 0.0284736398226508, \""W\"": 0.009788873901905285}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010998677289353526, ""scores_json"": ""{\""A\"": 0.010998677289353526, \""C\"": 0.012298800051538255, \""K\"": 0.028997927911730878, \""W\"": 0.011066350685333954}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.00977824073888682, ""scores_json"": ""{\""A\"": 0.00977824073888682, \""C\"": 0.013515972551545635, \""K\"": 0.02932866642851097, \""W\"": 0.00977824073888682}""}]"
K_C,18,K+C+W+A,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.011004807692602273, ""scores_json"": ""{\""A\"": 0.011004807692602273, \""C\"": 0.013266514483234678, \""K\"": 0.03188177975962091, \""W\"": 0.011041424587728176}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.010631851062612952, ""scores_json"": ""{\""A\"": 0.010631851062612952, \""C\"": 0.012689538565804731, \""K\"": 0.027751257551967508, \""W\"": 0.010631851062612952}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010767145005610594, ""scores_json"": ""{\""A\"": 0.010767145005610594, \""C\"": 0.012735306682408876, \""K\"": 0.030223349998237024, \""W\"": 0.01077239870883155}""}]"
K_C,19,K+C+W,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.009778131902943007, ""scores_json"": ""{\""A\"": 0.009778131902943007, \""C\"": 0.012565115621696826, \""K\"": 0.029947502855258865, \""W\"": 0.009778131902943007}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.01026279260556303, ""scores_json"": ""{\""A\"": 0.01026279260556303, \""C\"": 0.012112992137169402, \""K\"": 0.027187259049124373, \""W\"": 0.010324024428408253}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.011603003866848878, ""scores_json"": ""{\""A\"": 0.011603003866848878, \""C\"": 0.014582187539957811, \""K\"": 0.03237506105221465, \""W\"": 0.011638658357854903}""}]"
K_C,20,K+C+W,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.010633948386181803, ""scores_json"": ""{\""A\"": 0.010633948386181803, \""C\"": 0.012487461452799822, \""K\"": 0.031016858840088254, \""W\"": 0.010633948386181803}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.011016860954127017, ""scores_json"": ""{\""A\"": 0.011016860954127017, \""C\"": 0.01254204075410092, \""K\"": 0.030216538076618088, \""W\"": 0.01102456340414258}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.0109157974818831, ""scores_json"": ""{\""A\"": 0.0109157974818831, \""C\"": 0.013695949552557958, \""K\"": 0.031168890858806614, \""W\"": 0.010984288774513774}""}]"
K_C,21,K+C+W,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.010770301717657691, ""scores_json"": ""{\""A\"": 0.010770301717657691, \""C\"": 0.012750321398223302, \""K\"": 0.03106339418828034, \""W\"": 0.010770301717657691}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.009975734784716715, ""scores_json"": ""{\""A\"": 0.009975734784716715, \""C\"": 0.012599038803931196, \""K\"": 0.02630003379239155, \""W\"": 0.009975734784716715}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.01086557606723324, ""scores_json"": ""{\""A\"": 0.01086557606723324, \""C\"": 0.014092817437494229, \""K\"": 0.02949285885709895, \""W\"": 0.01095086501241443}""}]"
K_C,22,K+C+W+A,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.009715267108715793, ""scores_json"": ""{\""A\"": 0.009715267108715793, \""C\"": 0.012546630339840477, \""K\"": 0.02821808637007281, \""W\"": 0.009741492803798369}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.009744604378064892, ""scores_json"": ""{\""A\"": 0.009744604378064892, \""C\"": 0.011105365367044167, \""K\"": 0.026097739356211576, \""W\"": 0.009758528307888764}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.0111120388267908, ""scores_json"": ""{\""A\"": 0.0111120388267908, \""C\"": 0.014977389092209486, \""K\"": 0.03334555383596955, \""W\"": 0.0111120388267908}""}]"
K_C,23,K+C+W+A,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010065590897166915, ""scores_json"": ""{\""A\"": 0.010065590897166915, \""C\"": 0.011975107646657431, \""K\"": 0.030784690781692835, \""W\"": 0.010071650403007542}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.01112758765619531, ""scores_json"": ""{\""A\"": 0.01112758765619531, \""C\"": 0.012360223102333324, \""K\"": 0.03029386884939515, \""W\"": 0.01116441130168678}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.010156372197585577, ""scores_json"": ""{\""A\"": 0.010156372197585577, \""C\"": 0.013165189274783414, \""K\"": 0.03128882512781966, \""W\"": 0.010156372197585577}""}]"
K_C,24,K+C+W+A,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010494898793416202, ""scores_json"": ""{\""A\"": 0.010494898793416202, \""C\"": 0.012827646108506266, \""K\"": 0.0298882468462765, \""W\"": 0.010540792384279794}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010291568270438733, ""scores_json"": ""{\""A\"": 0.010291568270438733, \""C\"": 0.012348186099064566, \""K\"": 0.028241899858861292, \""W\"": 0.01035799053168842}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.011671555345181706, ""scores_json"": ""{\""A\"": 0.011671555345181706, \""C\"": 0.015264324056756658, \""K\"": 0.03328384945315347, \""W\"": 0.01172055224153342}""}]"
K_C,25,K+C+W,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.009085781573659059, ""scores_json"": ""{\""A\"": 0.009085781573659059, \""C\"": 0.011444202173727932, \""K\"": 0.02582512975424731, \""W\"": 0.009085781573659059}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010633852562094117, ""scores_json"": ""{\""A\"": 0.010633852562094117, \""C\"": 0.012287617264818248, \""K\"": 0.029398577315456496, \""W\"": 0.010636571766347983}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.010936105734598318, ""scores_json"": ""{\""A\"": 0.010936105734598318, \""C\"": 0.01439819944969518, \""K\"": 0.03211388300314395, \""W\"": 0.010936105734598318}""}]"
K_C,26,K+C+W+A,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010453126108405188, ""scores_json"": ""{\""A\"": 0.010453126108405188, \""C\"": 0.0129629653400393, \""K\"": 0.030713838137814444, \""W\"": 0.010473310118389199}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010589980747264869, ""scores_json"": ""{\""A\"": 0.010589980747264869, \""C\"": 0.011517027635210798, \""K\"": 0.027230134876934667, \""W\"": 0.010633070662372254}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010157965023481867, ""scores_json"": ""{\""A\"": 0.010157965023481867, \""C\"": 0.01335626813014898, \""K\"": 0.03206759468723599, \""W\"": 0.010171065033709832}""}]"
K_C,27,K+C+W,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.011260929717791964, ""scores_json"": ""{\""A\"": 0.011260929717791964, \""C\"": 0.013580272161475579, \""K\"": 0.03265003359963135, \""W\"": 0.011260929717791964}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.012381070147644243, ""scores_json"": ""{\""A\"": 0.012381070147644243, \""C\"": 0.014392044851244758, \""K\"": 0.03184642561393362, \""W\"": 0.012381070147644243}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010338127887981111, ""scores_json"": ""{\""A\"": 0.010338127887981111, \""C\"": 0.013407667418668244, \""K\"": 0.029227205089704156, \""W\"": 0.010377305221716203}""}]"
K_C,28,K+C+W,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.00972684630551875, ""scores_json"": ""{\""A\"": 0.00972684630551875, \""C\"": 0.012310808322159068, \""K\"": 0.027153500793276716, \""W\"": 0.00972684630551875}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.009633144201284064, ""scores_json"": ""{\""A\"": 0.009633144201284064, \""C\"": 0.012298246071788437, \""K\"": 0.025418690933101, \""W\"": 0.009660067178954507}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010903654020064223, ""scores_json"": ""{\""A\"": 0.010903654020064223, \""C\"": 0.014836455276650628, \""K\"": 0.03224893866715021, \""W\"": 0.01092094112472535}""}]"
K_C,29,K+C+W,K+C,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.010960949873988978, ""scores_json"": ""{\""A\"": 0.010960949873988978, \""C\"": 0.01292752513751147, \""K\"": 0.031546745999374515, \""W\"": 0.010960949873988978}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.008932699579025885, ""scores_json"": ""{\""A\"": 0.008932699579025885, \""C\"": 0.010277569886568978, \""K\"": 0.024689817862527264, \""W\"": 0.008932699579025885}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.010415334711509716, ""scores_json"": ""{\""A\"": 0.010415334711509716, \""C\"": 0.012707339978607854, \""K\"": 0.029971065713758255, \""W\"": 0.010415334711509716}""}]"
K_C_W,0,K+C+W+A,K+C+W,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010391825412795187, ""scores_json"": ""{\""A\"": 0.010391825412795187, \""C\"": 0.012576198701891117, \""K\"": 0.027525881473629884, \""W\"": 0.010414135786899616}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010875684175025498, ""scores_json"": ""{\""A\"": 0.010875684175025498, \""C\"": 0.013150047273293284, \""K\"": 0.02878307918167282, \""W\"": 0.010941201020526387}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.009743464010782294, ""scores_json"": ""{\""A\"": 0.009743464010782294, \""C\"": 0.013050942492818959, \""K\"": 0.02824061892131536, \""W\"": 0.009874263009188458}""}]"
K_C_W,1,K+C+W+A,K+C+W,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.009395688543869943, ""scores_json"": ""{\""A\"": 0.009395688543869943, \""C\"": 0.012273749187285, \""K\"": 0.02669049474607284, \""W\"": 0.009448660980553351}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.011082006203043603, ""scores_json"": ""{\""A\"": 0.011082006203043603, \""C\"": 0.013210414570054443, \""K\"": 0.029515630035170118, \""W\"": 0.011082006203043603}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.010304169016851447, ""scores_json"": ""{\""A\"": 0.010304169016851447, \""C\"": 0.013587049995514232, \""K\"": 0.03191660717868118, \""W\"": 0.010304169016851447}""}]"
K_C_W,2,K+C+W+A,K+C+W,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.011241831319081592, ""scores_json"": ""{\""A\"": 0.011241831319081592, \""C\"": 0.014258221313565276, \""K\"": 0.031111676417977983, \""W\"": 0.011273504117701817}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.008288337543620669, ""scores_json"": ""{\""A\"": 0.008288337543620669, \""C\"": 0.011434252731851833, \""K\"": 0.025427112119247874, \""W\"": 0.008288337543620669}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.009967490609017892, ""scores_json"": ""{\""A\"": 0.009967490609017892, \""C\"": 0.012992353636687217, \""K\"": 0.029002894560075463, \""W\"": 0.009967490609017892}""}]"
