regime,seed,selected_stages,truth_stages,exact_stage_vector,false_admission,folds_json
K_C_W,3,K+C+W,K+C+W,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.010755430098853708, ""scores_json"": ""{\""A\"": 0.010755430098853708, \""C\"": 0.013287441969928298, \""K\"": 0.028845191876776127, \""W\"": 0.010755430098853708}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.010377600890586775, ""scores_json"": ""{\""A\"": 0.010377600890586775, \""C\"": 0.01232910553371327, \""K\"": 0.029921585861444416, \""W\"": 0.010377600890586775}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.009445485375371288, ""scores_json"": ""{\""A\"": 0.009445485375371288, \""C\"": 0.012976043382156641, \""K\"": 0.028897670569723394, \""W\"": 0.009489795288088866}""}]"
K_C_W,4,K+C+W,K+C+W,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.009957371251277521, ""scores_json"": ""{\""A\"": 0.009957371251277521, \""C\"": 0.012531520134468904, \""K\"": 0.030625922057611513, \""W\"": 0.009957371251277521}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.00889903815256881, ""scores_json"": ""{\""A\"": 0.00889903815256881, \""C\"": 0.01006855929260649, \""K\"": 0.02208012476444758, \""W\"": 0.00889903815256881}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010289994172524224, ""scores_json"": ""{\""A\"": 0.010289994172524224, \""C\"": 0.014297538837727821, \""K\"": 0.029379512235318563, \""W\"": 0.010304877584201996}""}]"
K_C_W,5,K+C+W+A,K+C+W,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.01095884352811354, ""scores_json"": ""{\""A\"": 0.01095884352811354, \""C\"": 0.013313732952227705, \""K\"": 0.029091678913644687, \""W\"": 0.011027728192167815}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.009425061215421707, ""scores_json"": ""{\""A\"": 0.009425061215421707, \""C\"": 0.010892524661792776, \""K\"": 0.025928562587671164, \""W\"": 0.009425061215421707}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.01086154610635053, ""scores_json"": ""{\""A\"": 0.01086154610635053, \""C\"": 0.01400077062038434, \""K\"": 0.0321262813847554, \""W\"": 0.01092590685041056}""}]"
K_C_W,6,K+C+W,K+C+W,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.009748291601022026, ""scores_json"": ""{\""A\"": 0.009748291601022026, \""C\"": 0.011488291727233594, \""K\"": 0.027572681385616343, \""W\"": 0.009748291601022026}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.01122186466523183, ""scores_json"": ""{\""A\"": 0.01122186466523183, \""C\"": 0.01322563284110999, \""K\"": 0.031669512663474626, \""W\"": 0.01122186466523183}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.01054472962085013, ""scores_json"": ""{\""A\"": 0.01054472962085013, \""C\"": 0.013185251585744504, \""K\"": 0.03072296069765289, \""W\"": 0.010603408490116454}""}]"
K_C_W,7,K+C+W+A,K+C+W,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010131256138338107, ""scores_json"": ""{\""A\"": 0.010131256138338107, \""C\"": 0.012728070398492677, \""K\"": 0.02823968023641258, \""W\"": 0.010167700261302176}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.01009074671336903, ""scores_json"": ""{\""A\"": 0.01009074671336903, \""C\"": 0.011709102609693036, \""K\"": 0.027077263561811903, \""W\"": 0.010132895296115194}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010393042527954702, ""scores_json"": ""{\""A\"": 0.010393042527954702, \""C\"": 0.011898909595703657, \""K\"": 0.027804415466333506, \""W\"": 0.010466639694697029}""}]"
K_C_W,8,K+C+W+A,K+C+W,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.009778559620192702, ""scores_json"": ""{\""A\"": 0.009778559620192702, \""C\"": 0.012702875173614934, \""K\"": 0.026457420472912014, \""W\"": 0.009800324073521919}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.009696139251766772, ""scores_json"": ""{\""A\"": 0.009696139251766772, \""C\"": 0.010741963896098862, \""K\"": 0.026265768091167763, \""W\"": 0.009738276767244642}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.010250091225127156, ""scores_json"": ""{\""A\"": 0.010250091225127156, \""C\"": 0.013875380263665622, \""K\"": 0.03149394612966725, \""W\"": 0.010250091225127156}""}]"
K_C_W,9,K+C+W+A,K+C+W,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010499549008309949, ""scores_json"": ""{\""A\"": 0.010499549008309949, \""C\"": 0.01328818325624023, \""K\"": 0.031032801692060456, \""W\"": 0.010545238493888344}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.01083505164705678, ""scores_json"": ""{\""A\"": 0.01083505164705678, \""C\"": 0.012689884805882136, \""K\"": 0.027310621525946648, \""W\"": 0.010880580452366565}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010447036953568802, ""scores_json"": ""{\""A\"": 0.010447036953568802, \""C\"": 0.013516016058727013, \""K\"": 0.0323299137943662, \""W\"": 0.010487987927771688}""}]"
K_C_W,10,K+C+W,K+C+W,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.008832900587966194, ""scores_json"": ""{\""A\"": 0.008832900587966194, \""C\"": 0.010812385990547494, \""K\"": 0.024508112278679745, \""W\"": 0.008832900587966194}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.010340149798483238, ""scores_json"": ""{\""A\"": 0.010340149798483238, \""C\"": 0.012684880759844504, \""K\"": 0.028489189296827762, \""W\"": 0.010340149798483238}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.00873674682520605, ""scores_json"": ""{\""A\"": 0.00873674682520605, \""C\"": 0.01167143686868363, \""K\"": 0.027891778609905903, \""W\"": 0.008777214481841244}""}]"
K_C_W,11,K+C+W,K+C+W,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.011040392686151684, ""scores_json"": ""{\""A\"": 0.011040392686151684, \""C\"": 0.012622020754805799, \""K\"": 0.0292654742211695, \""W\"": 0.011040392686151684}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.01059044588896158, ""scores_json"": ""{\""A\"": 0.01059044588896158, \""C\"": 0.012397461040123181, \""K\"": 0.02664540535173678, \""W\"": 0.010605808802384955}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.011067196405540372, ""scores_json"": ""{\""A\"": 0.011067196405540372, \""C\"": 0.014361920129045726, \""K\"": 0.030754408179912544, \""W\"": 0.011081933038817018}""}]"
K_C_W,12,K+C+W+A,K+C+W,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.009800208919858576, ""scores_json"": ""{\""A\"": 0.009800208919858576, \""C\"": 0.012385091029203403, \""K\"": 0.02790553972942433, \""W\"": 0.009852291843293448}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.01009616109802383, ""scores_json"": ""{\""A\"": 0.01009616109802383, \""C\"": 0.011881073848981854, \""K\"": 0.028833043334983703, \""W\"": 0.01009616109802383}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.0112996816173281, ""scores_json"": ""{\""A\"": 0.0112996816173281, \""C\"": 0.014107409599489003, \""K\"": 0.03406026983583359, \""W\"": 0.011346461962398158}""}]"
K_C_W,13,K+C+W+A,K+C+W,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.009612681877872842, ""scores_json"": ""{\""A\"": 0.009612681877872842, \""C\"": 0.011521116528361944, \""K\"": 0.026941124549593545, \""W\"": 0.009627835396203831}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.009199919735627535, ""scores_json"": ""{\""A\"": 0.009199919735627535, \""C\"": 0.010753514723583192, \""K\"": 0.026055202514683202, \""W\"": 0.009220441219635321}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010528963066433387, ""scores_json"": ""{\""A\"": 0.010528963066433387, \""C\"": 0.013028049021009028, \""K\"": 0.031375417158621695, \""W\"": 0.01060703783961986}""}]"
K_C_W,14,K+C+W,K+C+W,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.010269985674139554, ""scores_json"": ""{\""A\"": 0.010269985674139554, \""C\"": 0.012895846177377318, \""K\"": 0.029436109467644793, \""W\"": 0.010269985674139554}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010539631320609663, ""scores_json"": ""{\""A\"": 0.010539631320609663, \""C\"": 0.012428946632636445, \""K\"": 0.027021317477699994, \""W\"": 0.010654629853241542}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010846167352877776, ""scores_json"": ""{\""A\"": 0.010846167352877776, \""C\"": 0.013972686965485932, \""K\"": 0.029884206050149794, \""W\"": 0.010988523634672008}""}]"
K_C_W,15,K+C+W+A,K+C+W,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010090338982469036, ""scores_json"": ""{\""A\"": 0.010090338982469036, \""C\"": 0.012992043245622384, \""K\"": 0.028043794961501528, \""W\"": 0.010101529620954612}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.009782792306107034, ""scores_json"": ""{\""A\"": 0.009782792306107034, \""C\"": 0.010365468221249063, \""K\"": 0.026082089919407424, \""W\"": 0.009799272245873217}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.01194337862189116, ""scores_json"": ""{\""A\"": 0.01194337862189116, \""C\"": 0.014796225523554439, \""K\"": 0.034208204275014364, \""W\"": 0.01194337862189116}""}]"
K_C_W,16,K+C+W+A,K+C+W,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010805476500331819, ""scores_json"": ""{\""A\"": 0.010805476500331819, \""C\"": 0.012406068194601369, \""K\"": 0.02731247662802061, \""W\"": 0.010902107154050307}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.01074767824783819, ""scores_json"": ""{\""A\"": 0.01074767824783819, \""C\"": 0.012396222990192413, \""K\"": 0.028052021105076902, \""W\"": 0.01074767824783819}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.008951136021457905, ""scores_json"": ""{\""A\"": 0.008951136021457905, \""C\"": 0.011556314750392193, \""K\"": 0.027657151681241617, \""W\"": 0.008951136021457905}""}]"
K_C_W,17,K+C+W,K+C+W,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.00978639172046079, ""scores_json"": ""{\""A\"": 0.00978639172046079, \""C\"": 0.011825963689156066, \""K\"": 0.028233399528783946, \""W\"": 0.00978639172046079}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010979294474404539, ""scores_json"": ""{\""A\"": 0.010979294474404539, \""C\"": 0.012181318236765631, \""K\"": 0.0287165118925586, \""W\"": 0.011042159719704273}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.009740595920693698, ""scores_json"": ""{\""A\"": 0.009740595920693698, \""C\"": 0.013351082701735408, \""K\"": 0.029132594091921312, \""W\"": 0.009740595920693698}""}]"
K_C_W,18,K+C+W+A,K+C+W,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010987038842674973, ""scores_json"": ""{\""A\"": 0.010987038842674973, \""C\"": 0.013140638473067238, \""K\"": 0.03161505129879616, \""W\"": 0.011025991858804816}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.010599565158313394, ""scores_json"": ""{\""A\"": 0.010599565158313394, \""C\"": 0.012579053128775374, \""K\"": 0.027490697480472337, \""W\"": 0.010599565158313394}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.010744960119351991, ""scores_json"": ""{\""A\"": 0.010744960119351991, \""C\"": 0.012571174433684279, \""K\"": 0.029999774289720543, \""W\"": 0.010744960119351991}""}]"
K_C_W,19,K+C+W,K+C+W,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.009736110255317123, ""scores_json"": ""{\""A\"": 0.009736110255317123, \""C\"": 0.012415781543722903, \""K\"": 0.029722977101616893, \""W\"": 0.009736110255317123}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010218882906454054, ""scores_json"": ""{\""A\"": 0.010218882906454054, \""C\"": 0.011998296173310259, \""K\"": 0.026943380305690576, \""W\"": 0.010269566587852946}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.011608078810949028, ""scores_json"": ""{\""A\"": 0.011608078810949028, \""C\"": 0.014428808897027851, \""K\"": 0.03212247273722492, \""W\"": 0.011639392825808519}""}]"
K_C_W,20,K+C+W,K+C+W,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.010630591960282036, ""scores_json"": ""{\""A\"": 0.010630591960282036, \""C\"": 0.012331106518171996, \""K\"": 0.030782887889891794, \""W\"": 0.010630591960282036}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010989880387562935, ""scores_json"": ""{\""A\"": 0.010989880387562935, \""C\"": 0.012442299749308043, \""K\"": 0.02993075112192037, \""W\"": 0.010996845729185646}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010860720512373495, ""scores_json"": ""{\""A\"": 0.010860720512373495, \""C\"": 0.013546246576758444, \""K\"": 0.030928888562562037, \""W\"": 0.01091992292630904}""}]"
K_C_W,21,K+C+W,K+C+W,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.010779428324993628, ""scores_json"": ""{\""A\"": 0.010779428324993628, \""C\"": 0.012613200413953765, \""K\"": 0.030803717835049566, \""W\"": 0.010779428324993628}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.009964899000528854, ""scores_json"": ""{\""A\"": 0.009964899000528854, \""C\"": 0.012504661148460681, \""K\"": 0.026051209505389254, \""W\"": 0.009964899000528854}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010822728601945485, ""scores_json"": ""{\""A\"": 0.010822728601945485, \""C\"": 0.013953954952790957, \""K\"": 0.029280210624648844, \""W\"": 0.010901080882393291}""}]"
K_C_W,22,K+C+W+A,K+C+W,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.009676033807216917, ""scores_json"": ""{\""A\"": 0.009676033807216917, \""C\"": 0.01239025263614855, \""K\"": 0.028001067266663404, \""W\"": 0.00970411674070887}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.009687827029917677, ""scores_json"": ""{\""A\"": 0.009687827029917677, \""C\"": 0.011011699923395497, \""K\"": 0.025833345212039522, \""W\"": 0.009701906782576875}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.011071469009330745, ""scores_json"": ""{\""A\"": 0.011071469009330745, \""C\"": 0.014818854645135732, \""K\"": 0.03309709892179206, \""W\"": 0.011071469009330745}""}]"
K_C_W,23,K+C+W+A,K+C+W,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010031067632484358, ""scores_json"": ""{\""A\"": 0.010031067632484358, \""C\"": 0.011846573771094944, \""K\"": 0.030531106501668886, \""W\"": 0.010044689520712587}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.011099654785544918, ""scores_json"": ""{\""A\"": 0.011099654785544918, \""C\"": 0.012256381088397035, \""K\"": 0.029993275089687167, \""W\"": 0.011136353347000291}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.010156793479180682, ""scores_json"": ""{\""A\"": 0.010156793479180682, \""C\"": 0.01297757671296595, \""K\"": 0.031054041194516904, \""W\"": 0.010156793479180682}""}]"
K_C_W,24,K+C+W+A,K+C+W,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010474889114632556, ""scores_json"": ""{\""A\"": 0.010474889114632556, \""C\"": 0.012688292332436618, \""K\"": 0.029648826914249606, \""W\"": 0.010522346204866308}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010290859934361156, ""scores_json"": ""{\""A\"": 0.010290859934361156, \""C\"": 0.012256953892721242, \""K\"": 0.02798860170009743, \""W\"": 0.010350584708656218}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.01166091667389529, ""scores_json"": ""{\""A\"": 0.01166091667389529, \""C\"": 0.015104859931003543, \""K\"": 0.03302921934331131, \""W\"": 0.011705231621933246}""}]"
K_C_W,25,K+C+W,K+C+W,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.009086217579987663, ""scores_json"": ""{\""A\"": 0.009086217579987663, \""C\"": 0.011306325690387932, \""K\"": 0.025618503815374716, \""W\"": 0.009086217579987663}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010592856358175654, ""scores_json"": ""{\""A\"": 0.010592856358175654, \""C\"": 0.012174330178444347, \""K\"": 0.02911368840640705, \""W\"": 0.010597236295159062}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.010935158167377518, ""scores_json"": ""{\""A\"": 0.010935158167377518, \""C\"": 0.01423956050150248, \""K\"": 0.031875340235365174, \""W\"": 0.010935158167377518}""}]"
K_C_W,26,K+C+W+A,K+C+W,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010427300954733532, ""scores_json"": ""{\""A\"": 0.010427300954733532, \""C\"": 0.01282355792964574, \""K\"": 0.03046959928773217, \""W\"": 0.01044677569049828}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010564344632103725, ""scores_json"": ""{\""A\"": 0.010564344632103725, \""C\"": 0.011425462381813276, \""K\"": 0.026952070698675886, \""W\"": 0.010602836552370418}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010122179618462044, ""scores_json"": ""{\""A\"": 0.010122179618462044, \""C\"": 0.013204413322006243, \""K\"": 0.031810850819556626, \""W\"": 0.010142036204564695}""}]"
K_C_W,27,K+C+W,K+C+W,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.011244575153092516, ""scores_json"": ""{\""A\"": 0.011244575153092516, \""C\"": 0.01345831337196069, \""K\"": 0.032397683076500004, \""W\"": 0.011244575153092516}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.012298621694439224, ""scores_json"": ""{\""A\"": 0.012298621694439224, \""C\"": 0.014305522436573502, \""K\"": 0.03154227704324974, \""W\"": 0.012298621694439224}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010332766840388788, ""scores_json"": ""{\""A\"": 0.010332766840388788, \""C\"": 0.01326037458520328, \""K\"": 0.029018597567935154, \""W\"": 0.010365034892982601}""}]"
K_C_W,28,K+C+W,K+C+W,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.009706202807115054, ""scores_json"": ""{\""A\"": 0.009706202807115054, \""C\"": 0.012200076038970817, \""K\"": 0.026933490149473677, \""W\"": 0.009706202807115054}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.00960379386694348, ""scores_json"": ""{\""A\"": 0.00960379386694348, \""C\"": 0.012200375638206574, \""K\"": 0.02518104887654387, \""W\"": 0.009623465104709166}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010858130074290769, ""scores_json"": ""{\""A\"": 0.010858130074290769, \""C\"": 0.014656706670941712, \""K\"": 0.03201083036101899, \""W\"": 0.010874158516085376}""}]"
K_C_W,29,K+C+W,K+C+W,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.010933372048785979, ""scores_json"": ""{\""A\"": 0.010933372048785979, \""C\"": 0.012796429750927624, \""K\"": 0.03130267756622236, \""W\"": 0.010933372048785979}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.008907853046101921, ""scores_json"": ""{\""A\"": 0.008907853046101921, \""C\"": 0.01018029173834072, \""K\"": 0.02444080531537221, \""W\"": 0.008907853046101921}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.010457711830459024, ""scores_json"": ""{\""A\"": 0.010457711830459024, \""C\"": 0.012551904304135489, \""K\"": 0.02974492596946237, \""W\"": 0.010457711830459024}""}]"
K_C_W_A,0,K+C+W+A,K+C+W+A,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010391873417182382, ""scores_json"": ""{\""A\"": 0.010391873417182382, \""C\"": 0.012532035811471338, \""K\"": 0.027534049738283495, \""W\"": 0.010415187174358133}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.01088033456624537, ""scores_json"": ""{\""A\"": 0.01088033456624537, \""C\"": 0.013172283365950586, \""K\"": 0.02879964797181481, \""W\"": 0.010946361370851606}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.0097461914183864, ""scores_json"": ""{\""A\"": 0.0097461914183864, \""C\"": 0.013023987775315521, \""K\"": 0.028258399259194367, \""W\"": 0.00987494699802854}""}]"
K_C_W_A,1,K+C+W+A,K+C+W+A,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.009402353983037792, ""scores_json"": ""{\""A\"": 0.009402353983037792, \""C\"": 0.012256322383854977, \""K\"": 0.0267021379839769, \""W\"": 0.009455651899653627}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.011080319014344682, ""scores_json"": ""{\""A\"": 0.011080319014344682, \""C\"": 0.013245327191981047, \""K\"": 0.029534254228774388, \""W\"": 0.011080319014344682}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.010284480060594696, ""scores_json"": ""{\""A\"": 0.010284480060594696, \""C\"": 0.013551285366115818, \""K\"": 0.03193414747069522, \""W\"": 0.010284480060594696}""}]"
K_C_W_A,2,K+C+W+A,K+C+W+A,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.011238009544543258, ""scores_json"": ""{\""A\"": 0.011238009544543258, \""C\"": 0.014241882128640982, \""K\"": 0.03112420749709846, \""W\"": 0.011269074888536023}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.008289975217390725, ""scores_json"": ""{\""A\"": 0.008289975217390725, \""C\"": 0.01147018291900705, \""K\"": 0.025445833869611207, \""W\"": 0.008289975217390725}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.009992927197128059, ""scores_json"": ""{\""A\"": 0.009992927197128059, \""C\"": 0.012974179064780345, \""K\"": 0.02902001382718422, \""W\"": 0.009992927197128059}""}]"
K_C_W_A,3,K+C+W,K+C+W+A,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.010754361413040685, ""scores_json"": ""{\""A\"": 0.010754361413040685, \""C\"": 0.01326277038130593, \""K\"": 0.028856525362927536, \""W\"": 0.010754361413040685}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.010372844717504777, ""scores_json"": ""{\""A\"": 0.010372844717504777, \""C\"": 0.012350870599650754, \""K\"": 0.029942307265678737, \""W\"": 0.010372844717504777}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.009445414759326358, ""scores_json"": ""{\""A\"": 0.009445414759326358, \""C\"": 0.012929116787000119, \""K\"": 0.028912248989341117, \""W\"": 0.009489517693772409}""}]"
K_C_W_A,4,K+C+W,K+C+W+A,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.009954666452513986, ""scores_json"": ""{\""A\"": 0.009954666452513986, \""C\"": 0.012519326515664512, \""K\"": 0.030641470685784777, \""W\"": 0.009954666452513986}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.008906780413952691, ""scores_json"": ""{\""A\"": 0.008906780413952691, \""C\"": 0.010093546749064531, \""K\"": 0.022094550814927064, \""W\"": 0.008906780413952691}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.01028249462282381, ""scores_json"": ""{\""A\"": 0.01028249462282381, \""C\"": 0.01428141587170523, \""K\"": 0.029396775343768028, \""W\"": 0.010297291059072572}""}]"
