scenario,seed,variable,distribution,rank,normalized_excess_rmse,validation_contribution_r2,empirical_operator_nrmse,modal_gains,refit_intercept
AR-S1,1,0,NAT,6,1.5387186099526184e-05,0.9999991135043335,0.0009415389883269693,"[1.000004701564445, 0.9606800973708538, 1.2481784258515913, 1.1865327511037016, 1.0315867752530798, 1.3859190216670279]",-0.03998341924091879
AR-S1,1,0,NAT,7,4.5419530077169e-05,0.9999991116781652,0.000942508267738879,"[1.0000042023455151, 0.9733305267921922, 1.2521760298177371, 1.219143308370885, 1.0591539604443752, 1.4284735024827535, 1.1219984918129904]",-0.03998339712832942
AR-S1,1,0,NAT,8,5.335428505625862e-05,0.9999991108944192,0.0009429239528072111,"[1.0000040411373976, 0.9905671626038012, 1.2707285236311994, 1.2504910743037732, 1.0619773098769063, 1.4289758448791705, 1.1307056038683116, 1.2763656276070732]",-0.03998343494415639
AR-S1,1,0,NAT,9,5.121052113120553e-05,0.9999991111185815,0.0009428050798114322,"[1.0000039304406592, 0.9953127948826035, 1.2688483929230152, 1.255571540730628, 1.0560510115386612, 1.4135957437938764, 1.1466755066962455, 1.2803411915268856, 1.0638605711633102]",-0.03998343235356992
AR-S1,1,0,NAT,10,5.353650983903386e-05,0.9999991108749411,0.0009429342813417361,"[1.0000046906711801, 0.9992833965224943, 1.2718269938017854, 1.2672613420147998, 1.0650454959935527, 1.4041111905492192, 1.1411025768254826, 1.2927191119352164, 1.03706760266749, 1.3634571166716825]",-0.03998343224026278
AR-S1,1,0,NAT,11,4.823195462062346e-05,0.9999991114147775,0.0009426479843983316,"[1.0000043735532003, 1.0042424103828222, 1.2789561626952026, 1.2626284929230198, 1.055985217332508, 1.4169532035500279, 1.16230680271144, 1.2993754877797699, 1.027064250186862, 1.3597982020391992, 1.513920746479444]",-0.03998344192865798
AR-S1,1,0,NAT,12,4.624760492884899e-05,0.999999111602258,0.0009425485356231615,"[1.0000043301967823, 1.0070824224434667, 1.2852331533350625, 1.2681170716089425, 1.0533494022954768, 1.41459240565055, 1.1600664254405668, 1.3020570911179026, 1.0395113912504224, 1.3882173639756514, 1.5397916466241481, 1.5465266766471593]",-0.03998341094534011
AR-S1,1,1,NAT,1,0.0,0.9999998840389492,0.00034053054300670597,[1.000000416264978],0.0025293019191311894
AR-S1,1,1,NAT,2,0.0,0.9999998837010693,0.0003410262902697982,"[1.000000200941202, 1.0523646143847116]",0.0025293040095523698
AR-S1,1,1,NAT,3,0.0,0.9999998836174039,0.0003411489353616583,"[1.0000008354177004, 1.0522673561163938, 0.9158062578783441]",0.0025292788029167602
AR-S1,1,1,NAT,4,0.0,0.9999998827461838,0.00034242344568981764,"[1.0000007017303671, 1.0365112988129674, 0.9659644200416773, 1.022984874111393]",0.00252928457126601
AR-S1,1,1,NAT,5,0.0,0.9999998824306809,0.0003428838273128844,"[1.0000006470450353, 1.0201983301443858, 0.9841755392746806, 1.0215272910919926, 0.9622103513388427]",0.0025292829524183867
AR-S1,1,1,NAT,6,0.0,0.9999998819080828,0.00034364504542618637,"[1.0000002562600974, 1.0313670129170864, 1.0677291719485038, 1.0403909528122568, 0.9729615618183726, 0.9910315090638121]",0.0025292834112752693
AR-S1,1,1,NAT,7,0.0,0.9999998815473582,0.0003441694957049511,"[1.000000619063395, 1.0178503672365433, 1.0495081846823733, 1.0367322410398587, 0.9678953559819342, 0.9787543680514698, 0.9731757638262464]",0.002529284736710838
AR-S1,1,1,NAT,8,0.0,0.999999881545358,0.0003441724015191164,"[1.0000003733334433, 1.0257560269902177, 1.0340263819767055, 1.042880627434598, 0.9778505052217308, 0.9748890091619704, 0.9852078203986655, 0.9051857232760239]",0.0025292662817408586
AR-S1,1,1,NAT,9,0.0,0.9999998814608406,0.0003442951632105981,"[1.0000004790240835, 1.0312699112156534, 1.0357590787548427, 1.0485663753632382, 0.9844017986990593, 0.9821720900447303, 1.010903696024309, 0.961696594573895, 0.8758499899806058]",0.0025292610835534477
AR-S1,1,1,NAT,10,0.0,0.9999998814812072,0.000344265584657641,"[1.0000007605459111, 1.0310790983561113, 1.0363804380276138, 1.0467709412528452, 0.9891654328262198, 0.982267135032719, 1.0222315022225381, 1.0222390210147556, 0.8866110518795493, 0.9518544960394265]",0.0025292600413948578
AR-S1,1,1,NAT,11,0.0,0.9999998814954776,0.0003442448581738837,"[1.0000004008962495, 1.0318927518252459, 1.0461196063547706, 1.0479952537110229, 1.0009231372511345, 0.9782181509706548, 1.0149628069474097, 1.0135767179810613, 0.9173292828846517, 0.978801093327, 0.9685307136527012]",0.0025292529805756472
AR-S1,1,1,NAT,12,0.0,0.999999881507263,0.0003442277399726735,"[1.0000004053014517, 1.0287114521762266, 1.051910124280662, 1.0401191851608955, 0.9990314394155466, 0.983193462244942, 1.0076817090862369, 0.9818028627783274, 0.93567827530046, 0.989192655916263, 0.9576225773396467, 0.9360186168501524]",0.002529236089339702
AR-S1,1,2,NAT,1,0.0,0.999997962208249,0.0014275124346260625,[1.0000000931373025],-0.039600238234606996
AR-S1,1,2,NAT,2,0.0,0.9999979596273172,0.0014284161448442252,"[0.9999997403999505, 0.8169967024710936]",-0.03960023492054935
AR-S1,1,2,NAT,3,0.0,0.999997961734903,0.0014276782190077821,"[0.9999996911288207, 0.8764193415739868, 0.9217496673662341]",-0.03960020855530956
AR-S1,1,2,NAT,4,0.0,0.9999979597934908,0.0014283579765520026,"[0.9999998381504577, 0.8775089348936218, 0.9386903720116202, 0.8320799061832065]",-0.039600206849213795
AR-S1,1,2,NAT,5,0.0,0.9999979549040836,0.0014300685005877328,"[0.9999998749711384, 0.8874464546245355, 0.9521565767092453, 0.9022532429508582, 0.9222373067504417]",-0.03960020527426765
AR-S1,1,2,NAT,6,0.0,0.9999979554749375,0.0014298688969426377,"[0.9999998376958412, 0.9083470661891712, 0.9600659932293413, 0.9321944926621107, 0.9501836788374248, 0.8953111351210863]",-0.039600192721543095
AR-S1,1,2,NAT,7,0.0,0.9999979565683871,0.0014294864857376057,"[0.9999998885459052, 0.9201789479889644, 0.975072545339164, 0.9419959637085034, 0.961130906421841, 0.8941928075915873, 0.8048569726735822]",-0.03960019129665887
AR-S1,1,2,NAT,8,0.0,0.9999979551649917,0.0014299772754702178,"[0.9999999136338191, 0.9352025499346641, 0.98205995237516, 0.973394403754868, 0.9711427045592831, 0.8926193434820653, 0.8199224126016154, 0.9268619749271186]",-0.0396001927874626
AR-S1,1,2,NAT,9,0.0,0.9999979538751879,0.0014304281918997804,"[1.0000000079858462, 0.9589999546216799, 0.9796574746928799, 0.9834520198952774, 0.9718377208017107, 0.933434327641672, 0.8268610774463474, 0.9279784459005994, 0.9240343530352757]",-0.03960019126241286
AR-S1,1,2,NAT,10,0.0,0.9999979518315032,0.0014311423747358813,"[1.000000116331621, 0.9687327253063317, 0.9765951676982718, 0.980657189183696, 0.9784149147323834, 0.9656672393197113, 0.8151242357877091, 0.9327973076147765, 0.9285129890873518, 0.9908886693796357]",-0.03960019287354926
AR-S1,1,2,NAT,11,0.0,0.9999979516168495,0.0014312173666145797,"[1.000000103447647, 0.9648544745377025, 0.9683049041598101, 0.9714068707385265, 0.9784723578268388, 0.9905518112499988, 0.8104997948538974, 0.9732472883671935, 0.9419104151465117, 1.0024611954453801, 1.0068839369080143]",-0.039600194283642705
AR-S1,1,2,NAT,12,0.0,0.9999979515467213,0.0014312418658994532,"[1.0000001082045262, 0.9700083913592159, 0.9681449518612312, 0.9752410662022353, 0.9778709602184432, 0.9751356951865283, 0.8359601224912888, 0.9814890840024686, 0.9540112004498987, 0.9986836073382329, 0.9975735748255677, 0.8436613662242747]",-0.03960019428011373
AR-S1,2,0,NAT,1,0.0,0.999999068634102,0.0009650730013476862,[1.0000025190481048],-0.018638582253361367
AR-S1,2,0,NAT,2,0.0,0.9999990659177121,0.0009664793261184417,"[1.0000024659526698, 0.9796126655954612]",-0.018638571473617426
AR-S1,2,0,NAT,3,0.0,0.9999990656527012,0.0009666164175894708,"[1.0000022101837616, 1.0306823686780489, 1.0606548510818496]",-0.018638574354519197
AR-S1,2,0,NAT,4,0.0,0.9999990644402794,0.0009672433616256795,"[1.0000026362034395, 1.0224078488339845, 1.1000930290609379, 1.1032843596595086]",-0.018638563243911572
AR-S1,2,0,NAT,5,0.0,0.9999990642549931,0.0009673391374690359,"[1.0000020861533394, 1.013524304583562, 1.130398993639601, 1.126015890562059, 1.1956617536127399]",-0.01863854421067205
AR-S1,2,0,NAT,6,5.016436891951263e-06,0.9999990623718525,0.0009683120093780756,"[1.000002326175507, 1.0254469204845704, 1.1324737857756781, 1.176228442516182, 1.1771701076947183, 1.182197809282025]",-0.01863856130630272
AR-S1,2,0,NAT,7,2.941946637655722e-05,0.9999990615315121,0.0009687458324393436,"[1.0000030813681688, 1.022737306825195, 1.1473882555562336, 1.1791850163330075, 1.206959673562747, 1.2180621560311753, 1.395072583557114]",-0.018638571831659505
AR-S1,2,0,NAT,8,4.7723014760529194e-05,0.999999060119531,0.0009694743261193404,"[1.0000029978872882, 1.0334177927866646, 1.1606417918559442, 1.1971981514909158, 1.2323145334126826, 1.231398617244049, 1.4419787626921805, 1.4435552527004643]",-0.018638572432702838
AR-S1,2,0,NAT,9,5.120493513006735e-05,0.9999990597750718,0.000969651962432083,"[1.0000029269746826, 1.0453234531560727, 1.1676390409153599, 1.2045055282804085, 1.2282309204701904, 1.227435000425243, 1.4621261580094325, 1.4592322702963556, 1.433333588693762]",-0.018638543410758646
AR-S1,2,0,NAT,10,5.4204545270996105e-05,0.9999990594588845,0.000969814990394947,"[1.0000030720600233, 1.05129336158371, 1.16978344435933, 1.2150072544910273, 1.2323774980363944, 1.2372124978230354, 1.454530841665371, 1.4624922002136627, 1.4273758427923051, 1.5333425425146479]",-0.018638549511205898
AR-S1,2,0,NAT,11,5.48244763867128e-05,0.999999059391294,0.0009698498368705295,"[1.0000032692537135, 1.0537473444686556, 1.1709995475607384, 1.2215025547219855, 1.2367065404844693, 1.2387234866534085, 1.4326456379924628, 1.4583255153852908, 1.4286022353565, 1.5291389544072815, 1.4448583069057073]",-0.018638560168792253
AR-S1,2,0,NAT,12,5.539157802740295e-05,0.9999990593287902,0.0009698820597284401,"[1.000003188173333, 1.0563511353398065, 1.172916973426509, 1.2344535461275574, 1.238533444780885, 1.2402504905567628, 1.4667446173639394, 1.4625565463196522, 1.424311070984013, 1.5873544286663914, 1.4280494532977859, 1.3926795724796253]",-0.018638565770967917
AR-S1,2,1,NAT,1,0.0,0.999999756070241,0.0004938924568781644,[1.0000009457625534],0.012265111551751381
AR-S1,2,1,NAT,2,0.0,0.9999997543298419,0.0004956512464129621,"[1.0000006837598612, 0.9572285785286127]",0.012265108019603456
AR-S1,2,1,NAT,3,0.0,0.9999997544516629,0.0004955283414153366,"[1.000000802622257, 0.9355641785585087, 0.9626212076365873]",0.012265112245788084
AR-S1,2,1,NAT,4,0.0,0.9999997530993612,0.0004968909728114535,"[1.0000010475524754, 0.9433804987045981, 0.9727610164141428, 0.9302806131202075]",0.012265089663597762
AR-S1,2,1,NAT,5,0.0,0.9999997528255256,0.0004971664453795212,"[1.0000014357590818, 0.9619287243159219, 0.9910286453206202, 0.863433667159729, 0.9025301408957573]",0.01226511117830048
AR-S1,2,1,NAT,6,0.0,0.9999997522894631,0.0004977052710978853,"[1.0000015580484845, 0.9699540985270869, 0.9980303400761728, 0.8995209357960937, 0.8698258819314488, 0.8743612236063062]",0.012265133963239794
AR-S1,2,1,NAT,7,0.0,0.9999997501039288,0.0004998960603309456,"[1.0000013023685037, 1.0026753181553314, 1.009552657370676, 0.9065616078812545, 0.8962473486282083, 0.9126135729422866, 0.9111253484863522]",0.012265127376551468
AR-S1,2,1,NAT,8,0.0,0.9999997495811122,0.0005004187125675995,"[1.000001700827814, 1.0210355203303825, 1.019778436726209, 0.9581255205012541, 0.9684102983151698, 0.9301633135966909, 0.9351717178587822, 1.0605850258345402]",0.012265098927407611
AR-S1,2,1,NAT,9,0.0,0.9999997484545629,0.000501543056135591,"[1.0000014410133642, 1.0267927692649084, 1.0245774165251744, 1.0018425269427655, 1.0101193447831542, 0.9364911400542572, 0.9617517341825473, 1.0711496734823351, 0.8099691192850729]",0.01226508695781528
AR-S1,2,1,NAT,10,0.0,0.9999997480528274,0.000501943395740571,"[1.0000008551412576, 1.0149433298401342, 1.0464799054362828, 1.0150720871240808, 1.0164968182591811, 0.9503571388169109, 0.971740922712393, 1.0573029590020149, 0.8515377023659887, 0.7682190968831747]",0.012265103273673807
AR-S1,2,1,NAT,11,0.0,0.9999997476373046,0.0005023571393546076,"[1.0000014294859334, 1.02837321805756, 1.0546408211688205, 1.0148731437942082, 1.0135117857782345, 0.9760131604565867, 0.9953280760900025, 1.0727487008340835, 0.8850359189149642, 0.8956610692406399, 0.9669621903605093]",0.012265135491447941
AR-S1,2,1,NAT,12,0.0,0.9999997469199858,0.0005030705856599985,"[1.0000005433627106, 1.0322230813852344, 1.056324264634187, 1.0626901957377268, 1.0213822936325947, 0.9525214228099622, 0.9787168888118944, 1.1326670668883954, 0.9260305978907185, 0.927252361137233, 0.9770647638221981, 1.1377828808264467]",0.012265155101090249
AR-S1,2,2,NAT,1,0.0,0.9999999855981812,0.00012000757820397318,[1.0000008578290396],0.010621125418533519
AR-S1,2,2,NAT,2,0.0,0.9999999853177766,0.00012117022512243811,"[0.9999996697651914, 0.8051194864547419]",0.010621148175664263
AR-S1,2,2,NAT,3,0.0,0.9999999847580479,0.00012345830145024206,"[0.9999994838231647, 0.9243294906410151, 0.9101231311472814]",0.010621146057087909
AR-S1,2,2,NAT,4,0.0,0.9999999845600087,0.0001242577613798789,"[1.0000001119847934, 0.9756563642987764, 0.9073812817772887, 0.6290825135919128]",0.010621142000763016
AR-S1,2,2,NAT,5,0.0,0.9999999845650429,0.00012423750254983028,"[1.0000001469887974, 0.9715067884642666, 0.9099365279697299, 0.6732806061958467, 0.3540897332984648]",0.010621141306906882
AR-S1,2,2,NAT,6,0.0,0.9999999845804595,0.00012417544268453264,"[1.000000240895039, 0.9628094113702731, 0.9023638832907865, 0.6513492706720865, 0.38723039735009085, 0.6839783823458031]",0.010621142815657557
AR-S1,2,2,NAT,7,0.0,0.9999999845973981,0.0001241072192998038,"[1.0000000594772736, 0.9690706443345858, 0.9043625364309669, 0.6259814899987632, 0.34804299202166467, 0.6995459704446808, 0.3507106390006475]",0.010621139394495022
AR-S1,2,2,NAT,8,0.0,0.9999999845896658,0.00012413836729873584,"[0.9999999730515414, 0.9749823048821076, 0.9117017778154649, 0.6459743676272774, 0.36014251949890824, 0.6845150154433707, 0.389546791421852, 0.16865484294762795]",0.01062113869926871
AR-S1,2,2,NAT,9,0.0,0.9999999845835259,0.00012416309455795928,"[0.9999999434997504, 0.9775281897928771, 0.914449987464311, 0.6648770167498579, 0.36197018993666796, 0.7278097151095163, 0.40807041055550713, 0.24307461184315943, 0.319465180324516]",0.010621138301433046
AR-S1,2,2,NAT,10,0.0,0.9999999845736415,0.00012420289235991395,"[0.9999999620027322, 0.9751620702988595, 0.9186939381654187, 0.682893950858057, 0.35238337731985797, 0.7059998638633489, 0.4086777148920062, 0.2507832946195086, 0.31605087139213733, 0.29900860102154325]",0.010621138513586328
AR-S1,2,2,NAT,11,0.0,0.9999999845480678,0.00012430580116623737,"[1.0000000039903372, 0.9831314236336257, 0.9308673666386412, 0.7188905649451794, 0.4749290875396536, 0.7264475276874616, 0.459430073770392, 0.2898784435428402, 0.39752895833576535, 0.455994076397104, 0.4540164227893883]",0.010621139028344374
AR-S1,2,2,NAT,12,0.0,0.9999999845356772,0.00012435563059140154,"[0.9999999797851504, 0.9812644592715332, 0.9407959250167216, 0.745409258832924, 0.5118923000473523, 0.7185787088255411, 0.5163261505451572, 0.3497534480932406, 0.5411631925012913, 0.45605681041674173, 0.44894164142971055, 0.31718727365592797]",0.010621138703341998
AR-S1,3,0,NAT,1,0.0,0.999999045718613,0.00097687327068495,[1.000003044242431],0.021812370249459565
AR-S1,3,0,NAT,2,0.0,0.999999040119348,0.0009797349906627828,"[1.0000026570077396, 1.0151823042399843]",0.02181238297836038
AR-S1,3,0,NAT,3,0.0,0.9999990395333501,0.0009800340044603905,"[1.000002518031659, 1.0115024577437841, 1.0843345191529525]",0.02181237030665265
AR-S1,3,0,NAT,4,0.0,0.9999990379964687,0.0009808177870195838,"[1.0000026806298967, 1.0093207460987645, 1.0936962261706504, 1.1366072687503888]",0.021812374004143712
AR-S1,3,0,NAT,5,0.0,0.9999990369363309,0.0009813580738896573,"[1.0000023489954193, 1.0306622613654035, 1.1339466993775609, 1.1466443828949013, 1.0785372638104143]",0.021812365149339378
AR-S1,3,0,NAT,6,0.0,0.9999990319710669,0.000983884613719866,"[1.0000028036152242, 1.055142783850061, 1.1045346013198074, 1.142838610838914, 1.0910541414193868, 1.1104874050274147]",0.021812346094557317
AR-S1,3,0,NAT,7,1.8326393020855102e-05,0.999999031513657,0.0009841170372260656,"[1.0000023634870367, 1.0512930477048688, 1.1182020957401535, 1.1653176604365445, 1.1262855868523387, 1.1194887831702567, 1.3175907894492995]",0.02181237546323685
AR-S1,3,0,NAT,8,3.806627650863111e-05,0.9999990304004723,0.0009846824501760381,"[1.0000025553938598, 1.05108965929618, 1.1412589264604807, 1.171075285611549, 1.1109932532075881, 1.1444970088076576, 1.3453288118758955, 1.37544811140801]",0.021812372553948457
AR-S1,3,0,NAT,9,4.686142122696754e-05,0.9999990296535209,0.0009850616625759353,"[1.0000027866031669, 1.0520762817171774, 1.1458167782344935, 1.180063838343582, 1.121980887783762, 1.1488544700270813, 1.3409708450052837, 1.3824281285542748, 1.3187659522909305]",0.0218123688058418
AR-S1,3,0,NAT,10,5.111874066120184e-05,0.9999990292363881,0.0009852733691337859,"[1.0000025551202183, 1.0556701455765551, 1.150865578948839, 1.1835445528951951, 1.1254443542612713, 1.1559454633462103, 1.3567092550700734, 1.3911753759077696, 1.3349651345552964, 1.2144828975325095]",0.021812365614742923
AR-S1,3,0,NAT,11,5.0496830806520835e-05,0.9999990292995838,0.0009852412984639636,"[1.0000028634162774, 1.0556222555342745, 1.1578468610430455, 1.1833790041359684, 1.133724626824439, 1.1569558235424402, 1.3606542648365139, 1.3866017057135367, 1.3269224633930385, 1.182634972259119, 1.003952848950143]",0.021812362969984726
AR-S1,3,0,NAT,12,5.306335391983234e-05,0.9999990290337942,0.000985376174771176,"[1.0000024765848967, 1.0575773578604855, 1.1567650916117005, 1.1887323387759325, 1.132423931690797, 1.1665819349239734, 1.3654273456887118, 1.3910929832026107, 1.328811093787541, 1.1597417361293998, 1.0960479054844505, 1.1263540848917306]",0.021812365249232815
AR-S1,3,1,NAT,1,0.0,0.9999961897514479,0.0019519857970984851,[0.9999997654912702],-0.022917097649465153
AR-S1,3,1,NAT,2,0.0,0.9999961926120046,0.0019512529296303058,"[1.0000004114108518, 0.9514125188560953]",-0.02291700334852837
AR-S1,3,1,NAT,3,0.0,0.9999961170043762,0.0019705318124390307,"[1.0000013243732222, 0.9861829627600552, 0.9299810540339497]",-0.022917051336934505
AR-S1,3,1,NAT,4,0.0,0.9999960577951611,0.0019854986373527357,"[1.0000019059951848, 0.979880755471279, 0.9511646039815675, 0.8012234304686208]",-0.022917089127038492
AR-S1,3,1,NAT,5,0.0,0.9999960141428202,0.0019964611641006555,"[1.0000029632453475, 0.9892918638214442, 0.9699879125169674, 0.8727322508412572, 0.7375661803580291]",-0.022917072970674968
AR-S1,3,1,NAT,6,0.0,0.9999960080360883,0.001997989967848124,"[1.0000031989067233, 0.9879784860565161, 0.9685244793547391, 0.8833033696040719, 0.8380012951489201, 0.8630589711236144]",-0.022917043095699006
AR-S1,3,1,NAT,7,0.0,0.9999960053373408,0.0019986652193851795,"[1.0000027936823086, 0.9766793210424501, 0.9974812976982811, 0.9349360949163306, 0.8900199563295146, 0.969343084472205, 0.8319398497723093]",-0.022916954919955684
AR-S1,3,1,NAT,8,0.0,0.9999960053008028,0.001998674359971468,"[1.000002875620906, 0.9751445365613555, 1.001775756688847, 0.970683834979926, 0.9302236203625717, 0.9750769408914308, 0.8224977517256761, 0.9496122748664115]",-0.022916950796651146
AR-S1,3,1,NAT,9,0.0,0.9999960222950374,0.001994418452252727,"[1.000002322213535, 1.0369590710696073, 1.0132986000188278, 1.0137939537939546, 0.9448910357715486, 1.0125086475021903, 0.901891520999509, 0.9401666328341909, 1.072688622671408]",-0.022916917689617018
AR-S1,3,1,NAT,10,0.0,0.9999960374239358,0.0019906220294693563,"[1.0000025463036946, 1.042293228066926, 1.0231558114340404, 1.0125443590686378, 0.9664246512172527, 1.0274758149620236, 0.9418891431797226, 0.9437137844861508, 1.0765526925881634, 1.0963807270175634]",-0.022916904714391548
AR-S1,3,1,NAT,11,0.0,0.9999960527168429,0.001986777077863164,"[1.0000025547410003, 1.046126681354, 1.023438771588558, 1.0228343468286856, 0.9738756420671228, 1.028317284051438, 0.9860259786279232, 0.9569422663472167, 1.0759904024295368, 1.0993134220321428, 0.9590698369692386]",-0.022916910697003686
AR-S1,3,1,NAT,12,0.0,0.999996066606413,0.0019832784945541097,"[1.0000022898638599, 1.0505764696188755, 1.0278502274963777, 1.029472052990039, 0.9848208903415652, 1.0129748178286304, 0.9775134935917823, 0.9625844204077706, 1.0766001166132426, 1.101811912314798, 0.9938591304996519, 0.9904567056158569]",-0.0229169070950119
AR-S1,3,2,NAT,1,0.0,0.9999961846585256,0.0019532899104805074,[0.999998849517381],-0.032521549336219875
AR-S1,3,2,NAT,2,0.0,0.9999961844381778,0.001953346313935481,"[0.9999988509934802, -0.008653405443838644]",-0.03252154924606359
AR-S1,3,2,NAT,3,0.0,0.9999961844438934,0.001953344850931691,"[0.9999988619805117, -0.00959707289997214, -0.009521850807386475]",-0.032521550176796685
AR-S1,3,2,NAT,4,0.0,0.9999961838001872,0.0019535096141996703,"[0.9999988282614181, -0.005250041392766788, -0.006539653111771079, 0.034978718312936745]",-0.032521549257023226
AR-S1,3,2,NAT,5,0.0,0.9999961836026392,0.001953560175896749,"[0.999998882228191, -0.004254632684084925, -0.006211134223291848, 0.03449923424860286, 0.023767927209712256]",-0.03252154932919852
AR-S1,3,2,NAT,6,0.0,0.9999961821147658,0.001953940949504152,"[0.9999989278195082, -0.003466793151268011, -0.0008194690552603629, 0.038637816339048954, 0.02388638678598206, 0.16954508424000744]",-0.03252155300255758
AR-S1,3,2,NAT,7,0.0,0.9999961820685777,0.0019539527687112554,"[0.9999989263050792, -0.0016422746370077113, 0.0008837373561428329, 0.04096252254837318, 0.023501661978182826, 0.1717493159622945, 0.01830073683906549]",-0.032521552885266224
AR-S1,3,2,NAT,8,0.0,0.9999959218532569,0.002019442186130199,"[0.9999985567182003, -0.00044682075415766786, -0.006036654983958121, 0.05013910412452859, 0.03071973029997277, 0.18137532018346156, 0.014371019577313543, 0.3555168255532316]",-0.03252155269824942
AR-S1,3,2,NAT,9,0.0,0.9999959171244465,0.0020206126678655213,"[0.999998616977257, 0.0006117129280349658, -0.003675710489138474, 0.0509190453437237, 0.029185196493193167, 0.18270910219506123, 0.015154432450923861, 0.3584478269448799, 0.15004573772712007]",-0.03252155240961527
AR-S1,3,2,NAT,10,0.0,0.9999959170483085,0.0020206315081095724,"[0.9999985708405048, 0.0005216907171675562, -0.003638480676252043, 0.05256253227640975, 0.03009026446918661, 0.18312647796002302, 0.016011603238571714, 0.3582726520293366, 0.1530891315424766, 0.049798671933219685]",-0.032521550766704384
AR-S1,3,2,NAT,11,0.0,0.999995915076215,0.0020211194385912003,"[0.9999986037606321, 0.003074375399685068, -0.0033931471043048764, 0.05380019617387121, 0.0312990387345476, 0.18407515035466476, 0.017420699827338546, 0.35931778369636397, 0.15526240658948504, 0.050288039405385884, 0.07979989108853991]",-0.032521551320606246
AR-S1,3,2,NAT,12,0.0,0.9999959137187796,0.0020214552234354296,"[0.9999985987892462, 0.002572792665124121, -0.00394398403213014, 0.052744529977300336, 0.031239260516509614, 0.18381597133789368, 0.017284488286539463, 0.3601757860757345, 0.15458765809766492, 0.05012176344656633, 0.07974338394125431, -0.030077500737431297]",-0.032521551235331424
AR-S1,4,0,NAT,1,0.0,0.9999989852032568,0.00100737120426784,[1.0000079089638478],0.004694267212595448
AR-S1,4,0,NAT,2,0.0,0.9999989832884741,0.0010083211422335816,"[1.000006881827993, 1.0428652143138708]",0.004694278128393015
AR-S1,4,0,NAT,3,0.0,0.9999989830765623,0.0010084262182550774,"[1.0000044124828806, 1.056865916077214, 0.9321808373708057]",0.004694312706259006
AR-S1,4,0,NAT,4,0.0,0.9999989794532224,0.0010102211528598703,"[1.0000040385448783, 1.0632275960651776, 0.9567966434118417, 1.2397574658595298]",0.00469430984949363
AR-S1,4,0,NAT,5,0.0,0.9999989738106216,0.0010130100583544668,"[1.000003471057138, 1.0807113159312525, 0.9707765893570283, 1.215952276410097, 1.1734632842050732]",0.0046943169469667685
AR-S1,4,0,NAT,6,3.7752529385601796e-05,0.9999989701596218,0.0010148105134640255,"[1.0000042988710378, 1.0694462095943844, 0.9940079305160149, 1.1974773705533057, 1.2675838047731778, 1.0401396020498899]",0.004694299396669774
AR-S1,4,0,NAT,7,4.611075053697936e-05,0.999998969458674,0.001015155813694229,"[1.000003837842955, 1.0802382848296936, 1.0504777757516546, 1.1930439162909865, 1.3006883829163616, 1.0787421123701728, 1.3340966502518112]",0.004694306763287203
AR-S1,4,0,NAT,8,6.217100295569141e-05,0.9999989677196416,0.0010160119873164023,"[1.0000037383489697, 1.0770046214173186, 1.0593597118969986, 1.1897033350621766, 1.3294397444330135, 1.083309568358097, 1.326901778510089, 1.185041072705459]",0.004694312462005388
AR-S1,4,0,NAT,9,7.090486699628948e-05,0.9999989665573751,0.0010165838012312957,"[1.000003032219855, 1.078841047984515, 1.0637109395153406, 1.205659868391302, 1.3318485325892662, 1.081627145968173, 1.3307895273722756, 1.1696653545292182, 1.4661242917583694]",0.004694278327743433
AR-S1,4,0,NAT,10,6.922237213486627e-05,0.9999989667931385,0.001016467835972239,"[1.0000028166400436, 1.086362745627154, 1.0804560311873412, 1.1993270204524475, 1.346572072973532, 1.0824104842485427, 1.3371776323040285, 1.195684061797712, 1.4930780218544564, 1.34671875987346]",0.004694272820868852
AR-S1,4,0,NAT,11,7.247502465263825e-05,0.999998966332246,0.0010166945234240763,"[1.0000026212567776, 1.090193867847737, 1.0901828260823074, 1.1940612370416546, 1.343414837635814, 1.1018428779551106, 1.348040637381862, 1.2271137034805166, 1.4914824171811132, 1.3553770131141156, 1.493840330407038]",0.004694287793937897
AR-S1,4,0,NAT,12,7.073998608759847e-05,0.9999989665807296,0.0010165723143946929,"[1.0000027288420201, 1.0887369457508613, 1.093551846189233, 1.1933161177735059, 1.3459441312969578, 1.1138210675046536, 1.36081215678194, 1.2144208549116313, 1.4866205364370573, 1.3836554361774605, 1.5316153029719979, 2.0426268721175496]",0.004694284182611773
AR-S1,4,1,NAT,1,0.0,0.9999985786783783,0.0011921919399720223,[0.999997237412778],-0.006421054062990777
AR-S1,4,1,NAT,2,0.0,0.999998570498686,0.001195617545051136,"[0.9999972077799637, 0.9368372900094545]",-0.006421035391284516
AR-S1,4,1,NAT,3,0.0,0.9999985653341428,0.0011977753784408463,"[0.9999958253339558, 0.9730556929024907, 0.8876472712999988]",-0.006420966225287657
AR-S1,4,1,NAT,4,0.0,0.9999985569351628,0.001201276336709597,"[0.9999988521356018, 1.004138427168795, 0.8956923266894924, 1.1412463018376051]",-0.00642101099240735
AR-S1,4,1,NAT,5,0.0,0.9999985585783001,0.0012005922288319685,"[0.999999660668585, 1.0249619668059478, 0.9840243008150533, 1.103398731804771, 0.8836069748848252]",-0.00642093253763985
