scenario,seed,variable,distribution,rank,normalized_excess_rmse,validation_contribution_r2,empirical_operator_nrmse,modal_gains,refit_intercept
AR-S1,4,1,NAT,6,0.0,0.9999985548441164,0.0012021463652917438,"[0.9999989734332349, 1.0138946247570704, 0.9990845801585727, 1.1246782619435536, 0.9168716686054117, 1.0319445879246734]",-0.006420943991919314
AR-S1,4,1,NAT,7,0.0,0.9999985533022638,0.0012027874858868799,"[0.9999994239256436, 1.0136854708251601, 1.0062081529375428, 1.1223487275379298, 0.9381455751602314, 1.025337102303128, 1.0418786443797345]",-0.0064209530301407225
AR-S1,4,1,NAT,8,0.0,0.9999985439164513,0.0012066828700047331,"[0.9999991204406911, 1.0159466663526535, 1.0122928092595165, 1.1114391495420761, 0.939642035971626, 1.0707946554101113, 1.0837686443757668, 0.9885428366470764]",-0.006420932350377928
AR-S1,4,1,NAT,9,0.0,0.9999985433626223,0.001206912332222456,"[0.9999988040605714, 1.0262056475774135, 1.0146655037598329, 1.1096095034050502, 0.9878553467920911, 1.0523625558282539, 1.014950419073547, 0.9947529487793788, 1.085651223561765]",-0.00642092142118648
AR-S1,4,1,NAT,10,0.0,0.999998542232901,0.001207380262804465,"[0.9999993204132664, 1.0398006785946188, 1.0248750781770604, 1.109859759797356, 0.9801062386760429, 1.07041144522327, 1.0469562539150883, 1.0176918043440417, 1.0661833342803482, 0.9533127430915025]",-0.0064209080398538974
AR-S1,4,1,NAT,11,0.0,0.9999985412092176,0.0012078041159249476,"[1.000000247836357, 1.072783978434842, 1.0111375705244792, 1.1000498108536596, 0.9893004870022216, 1.0420322257339703, 1.0766087828322644, 1.077032577056902, 1.084888997318994, 0.965091605612908, 1.035590817465094]",-0.0064208557982296174
AR-S1,4,1,NAT,12,0.0,0.9999985410247582,0.0012078804749973441,"[1.0000004881404445, 1.06846176009626, 1.021042244306493, 1.0947445464171306, 1.0034817480850513, 1.025918704109182, 1.078114920429342, 1.0780452846007402, 1.0877695641851344, 0.9769276897991845, 1.0485677829954376, 0.8293171322873838]",-0.006420854538529981
AR-S1,4,2,NAT,1,0.0,0.9999999876137313,0.000111293614534463,[1.0000001635763138],-0.0033691980079169647
AR-S1,4,2,NAT,2,0.0,0.999999987651889,0.00011112205462807725,"[1.0000000771975217, 0.20861413788691763]",-0.003369199344994374
AR-S1,4,2,NAT,3,0.0,0.9999999872098514,0.00011309353905951593,"[1.0000001646945789, 0.21821822534710966, 0.3813061686056668]",-0.0033691998453838265
AR-S1,4,2,NAT,4,0.0,0.9999999871532713,0.00011334341025227944,"[1.0000001813475017, 0.2355499310123125, 0.3957077785678377, 0.18648744970351894]",-0.0033692006521249466
AR-S1,4,2,NAT,5,0.0,0.9999999868704477,0.00011458425866442591,"[1.0000001733741541, 0.24283201921194952, 0.40248728072397, 0.1890226125632686, 0.43593719516726287]",-0.0033692031310251593
AR-S1,4,2,NAT,6,0.0,0.9999999867691272,0.0001150255314780306,"[1.0000001942298429, 0.24599144804734718, 0.42008345241612405, 0.1987907365795811, 0.4442532354619972, 0.2765769740003757]",-0.0033692049968763703
AR-S1,4,2,NAT,7,0.0,0.9999999853271436,0.00012113156632362905,"[1.0000002324563457, 0.2766669891370582, 0.4351200317813747, 0.20809615751386737, 0.47378028521964555, 0.303460820268059, 0.2865591750138768]",-0.003369209173196365
AR-S1,4,2,NAT,8,0.0,0.9999999841617425,0.00012585013909815118,"[1.00000022230829, 0.29808349612447993, 0.4437384939637417, 0.2154174850869355, 0.4964435059303542, 0.2979283665548094, 0.2879179274788115, 0.5780476042641491]",-0.003369202992869316
AR-S1,4,2,NAT,9,0.0,0.9999999827801598,0.0001312243887912078,"[1.0000002400737866, 0.3212944072460222, 0.4403186447264959, 0.23133105290390926, 0.5072468659219912, 0.3367525643999987, 0.2970411475734665, 0.5749791910419687, 0.5840713117170522]",-0.0033692020142112797
AR-S1,4,2,NAT,10,0.0,0.9999999824689769,0.0001324047700037514,"[1.0000003259415353, 0.32305104237904797, 0.4429363691067974, 0.24134216307287892, 0.5134805093809589, 0.34104353300632667, 0.3072172102488486, 0.5868061995194103, 0.576319417715354, 0.23242168981997172]",-0.0033692013458790126
AR-S1,4,2,NAT,11,0.0,0.9999999824091251,0.00013263059571746476,"[1.0000001651938444, 0.32960349706364106, 0.4450605713398394, 0.24188709986979723, 0.5256282903321069, 0.343738367312826, 0.31557061021156163, 0.5830639734734315, 0.5735381296286902, 0.23240423579640007, 0.2834211120022154]",-0.003369202823055741
AR-S1,4,2,NAT,12,0.0,0.9999999823508802,0.00013284998994351606,"[1.0000001440484392, 0.32887160105443636, 0.44877329359518314, 0.2467274594456736, 0.5120892416715896, 0.3506497002302713, 0.31931888886277926, 0.5853554249589709, 0.5763075892346782, 0.23413271200989555, 0.28753769932746354, 0.3228159242831532]",-0.0033692024561023434
AR-S2,0,0,NAT,1,0.0,0.9999795317953896,0.004524179993153826,[1.000014061684997],-0.007137294703827562
AR-S2,0,0,NAT,2,0.0,0.9999794809980155,0.004529790501175838,"[1.000013000636957, 1.0464092723230909]",-0.007137307942644612
AR-S2,0,0,NAT,3,0.0,0.9999793208776758,0.004547430298992903,"[1.0000103921143557, 1.071105545128307, 1.0066316135334756]",-0.007137312684129338
AR-S2,0,0,NAT,4,0.0,0.999979255156799,0.004554650722176451,"[1.0000095224948886, 1.0536177662761947, 1.029961357301528, 1.2249404681816531]",-0.0071373397152327085
AR-S2,0,0,NAT,5,0.0001348089680937174,0.9999789291903667,0.0045902951575363254,"[1.00000904334159, 1.0543023747248585, 1.052542182042532, 1.261305081297544, 1.2929858788471134]",-0.007137318282684382
AR-S2,0,0,NAT,6,0.0003776928900229405,0.9999788047119054,0.004603834064624487,"[1.0000063716419516, 1.0584515366523657, 1.075041738660569, 1.3038512086135208, 1.2948372704049895, 1.273932541385146]",-0.007137146666465825
AR-S2,0,0,NAT,7,0.00033129265726746226,0.9999788376089999,0.004600259883982891,"[1.0000064116300502, 1.0573045067797817, 1.0931880639171603, 1.282883839785217, 1.3023576366490555, 1.2721884595540724, 1.2744219314349037]",-0.007137140769617171
AR-S2,0,0,NAT,8,0.00038983689696614373,0.9999787953910183,0.004604846249513564,"[1.0000089451946292, 1.0562018025925506, 1.1002763982058268, 1.283427218082728, 1.3067939894422547, 1.2618505388341605, 1.326210444991574, 1.5192561800778535]",-0.007137187272203453
AR-S2,0,0,NAT,9,0.0005479730288951011,0.9999786470893842,0.00462092097052302,"[1.0000112472964104, 1.06025713845068, 1.1338177246213794, 1.2717818087670107, 1.303799697872302, 1.2485487790120846, 1.3041648585062133, 1.5637385576742584, 2.1269848060376297]",-0.007137222644639631
AR-S2,0,0,NAT,10,0.0005566820046266405,0.9999786374689703,0.004621961816122898,"[1.000010822090781, 1.0603287861245474, 1.1319305944360278, 1.2733280446614068, 1.3040541717517429, 1.2575019341200506, 1.2882962524481072, 1.5791749159882633, 2.14696222624902, 1.5976975713888062]",-0.0071372289076711976
AR-S2,0,0,NAT,11,0.0005736161123436876,0.9999786183283802,0.004624031965694358,"[1.0000050449115296, 1.0645107557845126, 1.133295283988795, 1.2791792272828117, 1.2952228308571556, 1.2809494962795551, 1.2764445759436944, 1.5955607627622068, 2.152272642615848, 1.6317367863885108, 1.0890203784577241]",-0.007137253629553357
AR-S2,0,0,NAT,12,0.0005786263202588183,0.9999786125554061,0.004624656159534372,"[1.0000119808065526, 1.0674869173185788, 1.1344098788869121, 1.2850497749209568, 1.297566330580569, 1.2759342833274157, 1.2694589003934, 1.59837821549742, 2.1425889975115715, 1.6426449599112452, 1.102276141245602, 0.8917884816312409]",-0.007137200456067996
AR-S2,0,1,NAT,1,0.0,0.9999414925550291,0.007649015947882447,[0.9999981381075963],0.009266215455502118
AR-S2,0,1,NAT,2,0.0,0.9999407913128626,0.00769471813242089,"[0.9999990589441315, 1.009494921151392]",0.00926637547367821
AR-S2,0,1,NAT,3,0.0,0.9999398646645232,0.007754697639285859,"[0.9999970451925287, 1.0107736155139202, 1.0685814445173332]",0.009266395638318863
AR-S2,0,1,NAT,4,0.0,0.9999396433787788,0.007768952388910517,"[1.0000042827477311, 1.046829724021376, 1.1172729454392307, 1.0594608863552049]",0.00926627578057393
AR-S2,0,1,NAT,5,0.0002573571667069694,0.9999392270827493,0.007795698637755814,"[1.0000030787623306, 1.0674516162965286, 1.1268500758432105, 1.0730388861532851, 1.0357568517063727]",0.009266187929235555
AR-S2,0,1,NAT,6,0.0,0.9999393362219442,0.007788695529794215,"[1.0000006135489028, 1.0993395529986212, 1.1356352026854122, 1.0472943713738596, 1.0153825541516581, 1.1993410673326586]",0.009265921620377421
AR-S2,0,1,NAT,7,0.0003032082129278179,0.9999392013802402,0.007797346969312017,"[1.0000045472437653, 1.104130826097786, 1.1394630298624613, 1.0718800932230061, 1.0425165420375069, 1.189019536273992, 1.062029052126635]",0.009265978786452586
AR-S2,0,1,NAT,8,0.0005185286287576878,0.9999390244435217,0.00780868468298559,"[1.000008014185769, 1.0953694333616097, 1.1569186601141694, 1.089273923487426, 1.040891739307411, 1.1362773619923467, 1.0807531179384682, 1.1380572836161822]",0.009266002581957325
AR-S2,0,1,NAT,9,0.0005389928672888934,0.9999390028021495,0.007810070284603123,"[1.0000098423939847, 1.1104607178045338, 1.1678832837681234, 1.1097102596199546, 1.0206348001320487, 1.1360706947740338, 1.107318493489255, 1.1273141750357791, 1.2091592332850423]",0.009265942581656677
AR-S2,0,1,NAT,10,0.0006468519308238411,0.9999388748980401,0.007818254406187034,"[1.0000168126741211, 1.1352642674511326, 1.1591056476771044, 1.1062248846163136, 1.0353746744426227, 1.153806185685933, 1.1142520497144368, 1.1342799514694766, 1.2466917416568972, 1.0983849751747714]",0.009266004570633476
AR-S2,0,1,NAT,11,0.0006774788307435301,0.9999388343378944,0.007820847914744158,"[1.0000188529977592, 1.1381907456109117, 1.1632370631666187, 1.1095949704641743, 1.0400478170463696, 1.1482374344794566, 1.1204922270528603, 1.1297259073036143, 1.2537940871172855, 1.0947327043251376, 0.9000315248987066]",0.009265852330210727
AR-S2,0,1,NAT,12,0.0006790337792872767,0.9999388322285871,0.007820982765155896,"[1.0000203930581617, 1.1414076155382102, 1.1626294265853387, 1.111223074235922, 1.0462286532416163, 1.145200065657779, 1.1214742856792481, 1.11919455571287, 1.2613185925699577, 1.106187258877566, 0.9158125875801997, 0.9470741901692789]",0.00926584857178335
AR-S2,0,2,NAT,1,0.0,0.9999228057729003,0.008786024533298863,[1.0000770519363462],-0.0034711106780038236
AR-S2,0,2,NAT,2,0.0,0.9999224690933538,0.008805163635400204,"[1.0000968265409522, 1.073997363875824]",-0.0034703568411771604
AR-S2,0,2,NAT,3,0.0,0.9999221226426799,0.008824814860385841,"[1.0001042146610886, 1.0816081281333951, 1.0178252537118642]",-0.0034702490203794146
AR-S2,0,2,NAT,4,0.0,0.9999209464558104,0.008891206003099013,"[1.00009572792682, 1.0770675301745554, 1.0615873841234271, 1.0295657745904951]",-0.0034716226900360072
AR-S2,0,2,NAT,5,0.0007012031295828879,0.9999195390571803,0.008970002386826022,"[1.0001032328311399, 1.0980362671022443, 1.0915742860064332, 1.1032522958753526, 1.1194315481828045]",-0.0034717397898319418
AR-S2,0,2,NAT,6,0.0006862521377933269,0.9999195598010127,0.008968846023171188,"[1.0001244963916827, 1.098216331197482, 1.0900834161296795, 1.096945016700663, 1.1274929700436522, 0.787303816623331]",-0.003471315641037321
AR-S2,0,2,NAT,7,0.0005386336516273594,0.9999197406167986,0.008958760137507484,"[1.0001025377438646, 1.101031403062051, 1.1026204494817606, 1.1170963451943938, 1.121686606780506, 0.7744908836233982, 1.1824137300977011]",-0.0034709874517296906
AR-S2,0,2,NAT,8,0.0006256734625960197,0.9999196392757275,0.008964414329588105,"[1.000102715581665, 1.099489503098776, 1.104962860454737, 1.1301491885254116, 1.143994513434153, 0.7619257786332717, 1.19614725339523, 1.1625638532589448]",-0.003469736690967726
AR-S2,0,2,NAT,9,0.0006821416036339182,0.9999195654258418,0.008968532441717315,"[1.0001031950371493, 1.0978925587459498, 1.1148341690051817, 1.1299730252278692, 1.140245927369946, 0.7786439984371551, 1.1819447786221495, 1.1942038693365498, 1.0176439175234318]",-0.003469769300008232
AR-S2,0,2,NAT,10,0.0007331685127538335,0.9999194932069412,0.008972557776844982,"[1.0000958309368424, 1.0990921018421909, 1.1204083586406421, 1.1333990628016313, 1.1457965555127592, 0.7792519606756468, 1.1839723953283852, 1.2253135360079894, 1.043036801470042, 0.9709864097366139]",-0.00346993645242664
AR-S2,0,2,NAT,11,0.0007484418372426259,0.9999194705778255,0.008973818706351428,"[1.0000977722685396, 1.098150231731238, 1.1231429356619442, 1.1422449655463263, 1.144229822237314, 0.7898243271925144, 1.1785902724076451, 1.2085405983711384, 1.0612593946438782, 0.9863921157320128, 1.481748404800231]",-0.003470052436694719
AR-S2,0,2,NAT,12,0.0007441960641037631,0.9999194769152274,0.008973465594326154,"[1.0000971408510542, 1.1043641332742218, 1.1219872755415354, 1.137862794698319, 1.1475987350042272, 0.7890904467151547, 1.196287968092111, 1.2088403870530968, 1.0629756300871507, 0.9977973113519798, 1.4677517825710242, 0.6959409224505787]",-0.0034697845845441584
AR-S2,1,0,NAT,1,0.0,0.9999857635785399,0.0037731182674517814,[1.0000100427471195],-0.039983673147817506
AR-S2,1,0,NAT,2,0.0,0.9999856528891169,0.0037877580285917535,"[1.000008589757384, 1.0185604500019227]",-0.03998358169028978
AR-S2,1,0,NAT,3,0.0,0.999985478299948,0.00381073484408931,"[1.0000058063473856, 1.0163253881838759, 1.102542317062821]",-0.039983397305064096
AR-S2,1,0,NAT,4,0.0,0.9999853851388589,0.0038229388094796943,"[1.0000038148681627, 1.0400384211003935, 1.1203026717027602, 1.2069175905305933]",-0.03998343485390973
AR-S2,1,0,NAT,5,0.00031422107040148,0.9999852396708987,0.0038419173730516597,"[1.0000026368596533, 1.049156360704265, 1.146910608730294, 1.2327335907748391, 1.6254614386566062]",-0.039983478077332615
AR-S2,1,0,NAT,6,0.0003959742302551687,0.9999851816101887,0.0038494661722501323,"[1.0000018644604183, 1.0449468864349054, 1.1405851988431621, 1.2613624675850923, 1.6306955375549748, 1.0880022943829508]",-0.03998362877295385
AR-S2,1,0,NAT,7,0.0004219534215188345,0.9999851603610898,0.0038522251894461414,"[1.0000028436010282, 1.0503237516102009, 1.1472051150607183, 1.2371081045701262, 1.6256560352496299, 1.135220930132122, 1.0862194972847743]",-0.03998352983164134
AR-S2,1,0,NAT,8,0.00044572765402289106,0.9999851397326381,0.0038549017317997428,"[1.0000077847977007, 1.0503756544128755, 1.1377747431029557, 1.2286290065561754, 1.641406778809917, 1.1236339672330413, 1.0915612595150417, 1.2190219015852162]",-0.03998346412155844
AR-S2,1,0,NAT,9,0.00043592657820412396,0.9999851483737981,0.0038537807672280305,"[1.0000170481911652, 1.0450555365087928, 1.1521024659361772, 1.2329508096114123, 1.6157390594187175, 1.1629252551035614, 1.1141756477348996, 1.309195795635955, 1.665784501308526]",-0.039983537235058014
AR-S2,1,0,NAT,10,0.00043306037318453105,0.9999851508644929,0.003853457604164685,"[1.0000148943345706, 1.045880511071329, 1.1520242352159207, 1.2272398004973195, 1.6134798904271708, 1.1620521275866704, 1.130662521945263, 1.3149972838372965, 1.6835145484067182, 1.5881322051197875]",-0.039983527966529576
AR-S2,1,0,NAT,11,0.0004360412606695894,0.9999851482737987,0.0038537937414031683,"[1.0000150472975797, 1.0453413978150363, 1.1597190253380962, 1.2385660706275312, 1.6242136140074868, 1.142255414826154, 1.1574963643272684, 1.3346527345227943, 1.685720714140415, 1.6740945019952216, 1.5564098442313867]",-0.039983550723476646
AR-S2,1,0,NAT,12,0.0004390291421036351,0.9999851456591922,0.0038541329515064944,"[1.0000147769812688, 1.0458749065490665, 1.1649159233989255, 1.2344583918975405, 1.6294835443457572, 1.1406133232664077, 1.1535899201717692, 1.341419685668628, 1.6928754528526209, 1.6629736569137243, 1.547988698131429, 1.4248713215242816]",-0.03998354208183854
AR-S2,1,1,NAT,1,0.0,0.9999524717660688,0.006894072376405577,[1.000007499829574],0.0025297988755901314
AR-S2,1,1,NAT,2,0.0,0.999951915939026,0.006934267154793485,"[1.000009574315437, 1.129739895014521]",0.0025296648438164157
AR-S2,1,1,NAT,3,0.0,0.9999519707233341,0.006930315769564192,"[1.0000125504358954, 1.128209085142983, 1.0504563489758045]",0.0025295398570183863
AR-S2,1,1,NAT,4,0.0,0.9999515821351372,0.006958294680646063,"[1.0000089164276662, 1.1182276485033096, 1.0817084310138776, 1.1491503804863354]",0.002529573214773935
AR-S2,1,1,NAT,5,0.0,0.999951408424578,0.006970765770133258,"[1.0000126524757467, 1.0665437735654024, 1.1058859621877262, 1.086368031237413, 1.0861521645707584]",0.0025295613448012657
AR-S2,1,1,NAT,6,0.0,0.9999513481086871,0.006975090774526119,"[1.0000078474818246, 1.080326890284522, 1.1295455421319578, 1.087288408867654, 1.090187810296633, 1.0147324205532011]",0.0025295558380983444
AR-S2,1,1,NAT,7,0.0002667702947773854,0.9999512216138795,0.006984152498373766,"[1.0000098862646252, 1.0736969947623547, 1.1181930343430964, 1.088156029818709, 1.0861689155621315, 1.0482155158528539, 1.0185146146929311]",0.002529537414661005
AR-S2,1,1,NAT,8,0.0005104615639524607,0.9999510322092614,0.006997698960275277,"[1.0000049964893745, 1.0820412967912891, 1.1376173823158815, 1.0977127710725467, 1.1134589466684754, 1.0786753452299882, 1.0326489361030922, 1.1318325678174435]",0.0025294782591347414
AR-S2,1,1,NAT,9,0.0006098585671709156,0.9999509208527977,0.007005651090535175,"[0.9999962767675674, 1.0693199812857401, 1.1229867141981604, 1.083977237715477, 1.118335038896907, 1.0724318866883316, 1.059362255157614, 1.145479204974638, 1.0123821812449556]",0.0025296680719827614
AR-S2,1,1,NAT,10,0.0005627952704068193,0.9999509760417532,0.00700171109420813,"[1.000001885121281, 1.0788000526552002, 1.1247792907476746, 1.0807728065928646, 1.1177058068103798, 1.0811874590289445, 1.0547287674397865, 1.1204176767251564, 0.9982956960348983, 1.194803091872882]",0.0025294976166149296
AR-S2,1,1,NAT,11,0.0005776682622342359,0.9999509590796485,0.007002922272277313,"[1.000002666167837, 1.0837176423254213, 1.1275936769868435, 1.080650188146075, 1.1218204387335091, 1.0802156062832828, 1.051640421981275, 1.1235129738013692, 0.9992496923963738, 1.1809277672691734, 1.1075054993770155]",0.0025293580863563116
AR-S2,1,1,NAT,12,0.0005696148827880435,0.999950968319155,0.007002262551851261,"[1.000001872409232, 1.0839707885989422, 1.1278692768367575, 1.0812740185431153, 1.1219049980015587, 1.07941868856153, 1.0547065724856421, 1.122000176554723, 1.004366765139484, 1.1728235739220552, 1.1123448577166664, 0.9006619689069653]",0.002529344997829049
AR-S2,1,2,NAT,1,0.0,0.9999326146487673,0.008208858095542199,[0.999995333498597],-0.039599335465928955
AR-S2,1,2,NAT,2,0.0,0.999930522154367,0.008335337163726187,"[0.9999939911765632, 0.9645888572214459]",-0.039599120821156485
AR-S2,1,2,NAT,3,0.0,0.9999294931856533,0.008396833590511495,"[0.9999896405427151, 0.9728987712383819, 1.0312551270385795]",-0.03959920737435553
AR-S2,1,2,NAT,4,0.0,0.9999289239618696,0.008430660598693655,"[0.9999888317371044, 0.9626856194873679, 1.0332294877050756, 1.0734279100226531]",-0.03959925941470321
AR-S2,1,2,NAT,5,0.0,0.9999279772279284,0.008486623125346641,"[0.9999905070054647, 0.9802854978486306, 1.051864530408495, 1.0819126191765287, 0.946887118718302]",-0.039599632414785
AR-S2,1,2,NAT,6,0.0,0.9999278563301373,0.008493742983087351,"[0.9999943150042072, 1.0057666767779916, 1.0447887180470337, 1.0697506181720033, 0.9498278106058322, 1.0259538240042925]",-0.03959967460124437
AR-S2,1,2,NAT,7,0.0,0.9999274442295805,0.008517967505195094,"[0.9999926046493828, 1.0395223470404769, 1.0624814577224155, 1.0737255140500404, 0.9581579710193485, 1.0218409617625692, 1.0170168953820455]",-0.03959952492680323
AR-S2,1,2,NAT,8,0.0,0.9999273780836491,0.00852184935040349,"[0.9999968850241252, 1.0427699667188464, 1.06439890657243, 1.0801100258073968, 0.9602653086702958, 1.024078376193577, 1.01435582206244, 0.688659549743377]",-0.0395994870809512
AR-S2,1,2,NAT,9,0.0,0.9999270300109125,0.008542247308958468,"[1.000000184926971, 1.0450272684855544, 1.065125226126235, 1.1092734270756683, 0.9548869891645773, 1.0403355443535387, 1.0227805887970118, 0.6927758107557581, 1.0039834145581645]",-0.03959939205312126
AR-S2,1,2,NAT,10,0.0,0.9999266146880063,0.008566522748100767,"[1.0000016448921356, 1.0437167519223987, 1.0678603885922304, 1.1138191655830048, 0.9512363834836102, 1.0575932899885858, 1.0136138174501275, 0.7263969500898055, 1.0156804782316247, 1.1415942467150957]",-0.039599189633840376
AR-S2,1,2,NAT,11,0.0,0.9999264105346859,0.008578430236010594,"[0.9999994427338011, 1.045641116796646, 1.0675820929812465, 1.1146961413524845, 0.9552774309443094, 1.0576669531390712, 1.0255421751025757, 0.7487323831265655, 1.0274331232663358, 1.14167453239764, 0.968418201654383]",-0.03959914484649632
AR-S2,1,2,NAT,12,0.0,0.9999261523900537,0.008593463210272285,"[0.9999958566740419, 1.0458397453725465, 1.0679161438455973, 1.1139153896634868, 0.9629865093690013, 1.0577228315016027, 1.0258075621752742, 0.7687442178092274, 1.0369756579056617, 1.1508796618926864, 0.9830031382068398, 0.9652364514551268]",-0.039599064116382504
AR-S2,2,0,NAT,1,0.0,0.9999848338987022,0.003894367894506574,[1.0000069502857394],-0.01863853236205713
AR-S2,2,0,NAT,2,0.0,0.9999847195317609,0.003909023949668335,"[1.000007300122749, 1.0144528506876973]",-0.01863849157915671
AR-S2,2,0,NAT,3,0.0,0.9999845350784811,0.003932546442053716,"[1.0000067599664662, 1.0246202858768472, 1.0087091839020144]",-0.018638464409119808
AR-S2,2,0,NAT,4,0.0,0.999984463774433,0.00394160190367721,"[1.0000067579783398, 1.0133986677413898, 1.0183840393662613, 1.1794651172760895]",-0.018638477966942103
AR-S2,2,0,NAT,5,8.447964950377179e-05,0.9999844175637506,0.003947459467734283,"[1.0000053220847878, 1.0204301272933747, 1.0415629205048973, 1.2258462151484981, 1.2451628609850942]",-0.018638367094659727
AR-S2,2,0,NAT,6,0.000363445510350009,0.9999842926079228,0.003963255237455485,"[1.000003810865386, 1.039111931343076, 1.0428922517099783, 1.203327291232017, 1.2545914227926458, 1.8445684281341097]",-0.018638336824939473
AR-S2,2,0,NAT,7,0.00040029633692167233,0.9999842644634044,0.003966804330387077,"[1.0000026900891952, 1.0637831150917507, 1.055758269778762, 1.228930506899751, 1.2821812424462828, 1.9809551618167192, 1.659054366181492]",-0.018638435750297267
AR-S2,2,0,NAT,8,0.0004505452211078083,0.9999842217095655,0.003972189627206617,"[1.0000059643814256, 1.072702394902466, 1.0636940564156327, 1.2619154692767316, 1.307363039540921, 1.9799058007679182, 1.6724043012172447, 1.7072524780669123]",-0.01863837515731034
AR-S2,2,0,NAT,9,0.0004421350461195949,0.9999842292171628,0.003971244494768854,"[1.0000003759156386, 1.0733157500929753, 1.0637653955092305, 1.2479936305193438, 1.3250808607400184, 2.001924764486533, 1.6655216059859648, 1.7322238805463617, 1.3249781658527497]",-0.01863820405318029
AR-S2,2,0,NAT,10,0.00044072387546426967,0.9999842304630274,0.003971087630943064,"[0.9999995604991279, 1.0766607485084494, 1.0688892705433992, 1.252985634451323, 1.3284965355070737, 2.004637310677846, 1.6637725735210886, 1.7786723776912907, 1.318445455676703, 1.4123235328306436]",-0.018638235930923813
AR-S2,2,0,NAT,11,0.00042570626903191055,0.9999842434747342,0.003969448987670433,"[1.000000101399364, 1.080365619307881, 1.07483190223828, 1.257538784159858, 1.3272335042639196, 2.0124107582609847, 1.649027217724794, 1.7774757255411602, 1.3463441794106044, 1.410761917602133, 1.3686451569501683]",-0.01863833007083177
AR-S2,2,0,NAT,12,0.0004291978628615814,0.9999842404897563,0.003969824963862978,"[1.000000009032679, 1.0806307443485679, 1.0752588623117487, 1.2601852871002257, 1.325307007775935, 2.0186939663491597, 1.6604436363207369, 1.779997600434585, 1.3576141535547364, 1.440708947303657, 1.394180143610985, 1.1868504336017485]",-0.018638347254119725
AR-S2,2,1,NAT,1,0.0,0.9999537381865854,0.006801603738430964,[1.0000131776351489],0.012265737080016204
AR-S2,2,1,NAT,2,0.0,0.9999531113056079,0.006847531992770471,"[1.0000121209153336, 0.9548088159808444]",0.012265846769612183
AR-S2,2,1,NAT,3,0.0,0.999952590885682,0.006885427678653823,"[1.0000102137791802, 1.0204232169809442, 1.1047902554693982]",0.012265790779573576
AR-S2,2,1,NAT,4,0.0,0.9999522220507445,0.006912159521846303,"[1.0000074300154558, 1.0397089118427305, 1.1252168753492389, 0.9869761217082587]",0.012265760804126533
AR-S2,2,1,NAT,5,0.0,0.9999512060429027,0.006985267145742469,"[1.0000076732539664, 1.0312705294125994, 1.1999249912647485, 1.0491084639451722, 1.0107083960187753]",0.01226585729210917
AR-S2,2,1,NAT,6,0.0,0.9999511395415916,0.006990025637172948,"[1.0000135720607064, 1.0511603805491667, 1.2249193304300232, 1.0532989244881958, 1.0268109930276603, 1.1001405237713855]",0.012265814909167977
AR-S2,2,1,NAT,7,0.0005004020648729712,0.9999508377562042,0.007011579265454849,"[1.0000075557079628, 1.0738329768262378, 1.2577701462046444, 1.0365550170288576, 1.0374400120041853, 1.0601736751861013, 0.9778676417390436]",0.01226585527889577
AR-S2,2,1,NAT,8,0.0004481430490543468,0.9999508873262384,0.0070080435045483955,"[0.9999980703538731, 1.0730753931450971, 1.2632693021156012, 1.041699330693035, 1.0320778797586132, 1.0683277641844429, 0.9821344112365695, 1.0670252170859293]",0.012265612081376534
AR-S2,2,1,NAT,9,0.0005008961723517501,0.9999508372614553,0.007011614546215719,"[0.9999994478018053, 1.0813156804872228, 1.262617967184104, 1.053977497107702, 1.049205069386248, 1.084904035288815, 0.978613484672879, 1.0914339564002624, 1.015732557043115]",0.012265702865324734
AR-S2,2,1,NAT,10,0.0006209627121281426,0.999950702563741,0.007021213303915554,"[1.0000029641418342, 1.0685903450610301, 1.2563119982512954, 1.0601080698273804, 1.056443191545755, 1.0815794319019894, 1.0168828431900219, 1.0907721948199813, 1.0180956153935816, 0.9415409232894554]",0.012265695194875094
AR-S2,2,1,NAT,11,0.0006446267920650865,0.9999506726147297,0.007023345731933988,"[0.9999997026516423, 1.0775035994494946, 1.2523490661926429, 1.0699627430835033, 1.0569220915622968, 1.088784594767086, 1.017632994657073, 1.0923848095146993, 1.0225235159290806, 0.9832940731495636, 1.0497456555460238]",0.012265705794996024
AR-S2,2,1,NAT,12,0.0006760231718179783,0.9999506311511019,0.007026296954873318,"[0.99999965981278, 1.0789550632163396, 1.2451904862161984, 1.075886650916067, 1.062782564973745, 1.0954329189979441, 1.0249751681586692, 1.0824529997108385, 1.0287847335244331, 1.0056526177306488, 1.0645392387008836, 1.034656992928215]",0.012265723252176522
AR-S2,2,2,NAT,1,0.0,0.9999382469583219,0.007858310357713474,[1.0000106168434397],0.010620995265117882
AR-S2,2,2,NAT,2,0.0,0.9999367245371577,0.007954587534395794,"[1.0000143981012826, 1.0777472243739945]",0.010621151641234134
AR-S2,2,2,NAT,3,0.0,0.9999365792664547,0.007963713552437328,"[1.000015604160618, 1.099324842616592, 0.9993328028224483]",0.010621110293163111
AR-S2,2,2,NAT,4,0.0,0.9999364510286194,0.007971760870762398,"[1.0000179877499171, 1.1087481878806464, 1.0431045375667038, 1.0317366434449942]",0.010621170816405949
AR-S2,2,2,NAT,5,0.0,0.9999363577737955,0.007977607799611318,"[1.00001441814024, 1.1170499234757423, 1.064389280416844, 1.0434654469633684, 1.0984429913828526]",0.010620998691931503
