scenario,seed,variable,distribution,selected_lag_smoothing,selected_amplitude_smoothing,smoothing_reselected_from_rank,full_validation_contribution_r2,full_empirical_operator_nrmse,full_kkt_relative_residual,predictive_rank_010,predictive_rank_005,predictive_rank_002,normalized_excess_curve,structural_rank_005,predictive_minus_structural_rank_005,seed_full_capacity_pass
AR-S2,3,2,NAT,1e-05,1e-05,False,0.9999004713842153,0.009976402948191923,4.287836051608753e-16,1,1,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,0,True
AR-S2,4,0,NAT,0.0,0.01,False,0.9999841185936825,0.003985148217760446,4.546245272552848e-16,1,1,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003558323225062042, 0.0004009007439810238, 0.0004106936843797208, 0.0004219553929792138, 0.00042081007376570066, 0.0004296334205591789]",1,0,True
AR-S2,4,1,NAT,0.0,0.0001,False,0.9999575239187802,0.0065173676603178365,8.500353048202007e-16,1,1,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006052125270904956, 0.0006250918261994679, 0.000668003487640436, 0.0006811977829830741]",1,0,True
AR-S2,4,2,NAT,0.0,0.0001,False,0.9999223129488973,0.00881402581699567,4.0326455642804077e-16,1,1,1,"[0.0, 0.0, 0.0, 0.00021496933625188196, 0.00036799483645881537, 0.0006788139743335734, 0.000709793532783252, 0.0006613441391836097, 0.0007685017621104292, 0.0008489603331579278, 0.0008608138701668589, 0.0008649728519219242]",1,0,True
AR-S3,0,0,NAT,0.0,0.001,False,0.9999924912307224,0.0027402133635130873,4.0818473858594754e-16,1,1,2,"[0.035264917442094, 0.0, 0.0, 0.0, 9.781565502134715e-05, 0.00013162658317744487, 0.00015686818341955583, 0.0001420406037319441, 0.00015592597937483303, 0.0001718034068686499, 0.00017467889397869586, 0.00018286600684636972]",1,0,True
AR-S3,0,1,NAT,0.0,0.0001,False,0.9999387031376524,0.007829231274370362,6.216331845799333e-16,2,2,2,"[0.6946359747795051, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00041883795383914393, 0.000493421008196725, 0.0005122676445824129]",2,0,True
AR-S3,0,2,NAT,0.0,0.0001,False,0.9999260943385823,0.00859684019961403,4.941911449623807e-16,2,2,2,"[0.5628990548954191, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004261672309084806, 0.0005865685052634027, 0.0006662316116112389, 0.0007128342848108075, 0.0007228113456570156, 0.0007868446376159866]",2,0,True
AR-S3,1,0,NAT,0.0,0.001,False,0.9999941521041928,0.0024182422970253823,4.024028904572011e-16,1,1,2,"[0.028779770634048726, 0.0, 0.0, 0.0, 0.0, 0.00014579902868957646, 0.00014038411097551354, 0.00015442876465219767, 0.00014201743311748692, 0.0001277849042289985, 0.00012444157592188693, 0.0001331498560027323]",1,0,True
AR-S3,1,1,NAT,0.0,0.001,False,0.999953795845793,0.006797363768914128,6.583073554926173e-16,2,2,2,"[0.6385515204504908, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.300369301276136e-05, 0.0004186244721084664, 0.0005122655631423919, 0.0005511268232437966, 0.000537904035713291]",2,0,True
AR-S3,1,2,NAT,0.0,1e-05,False,0.9999231878880002,0.008764251936125322,3.9311597085269095e-16,2,2,2,"[0.5562698201217201, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00022047162584685912, 0.000746438456135375]",2,0,True
AR-S3,2,0,NAT,0.0,0.001,False,0.9999946226386446,0.0023189138309703573,4.490460599321939e-16,1,1,2,"[0.030514607936744, 0.0, 0.0, 0.0, 6.865642769280531e-05, 2.747070648729522e-05, 0.0, 5.6808079111639964e-05, 9.273668229030074e-05, 9.675442687916627e-05, 0.0001031879615255666, 0.00011036576680301531]",1,0,True
AR-S3,2,1,NAT,0.0,0.0001,False,0.9999498648549504,0.007080617561311664,5.708027130771967e-16,2,2,2,"[0.6462525327439546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00024767423165743117, 0.00033175607916281617, 0.00035939174088049256, 0.00047259897840919575, 0.0005084192158802063]",2,0,True
AR-S3,2,2,NAT,0.0,0.0001,False,0.9999342007855264,0.008111671496895003,3.5568652407726674e-16,2,2,2,"[0.6591332015384033, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00037471651246151813, 0.0005387635538464103, 0.0006082398814836199, 0.0007244673291701187, 0.0007474650564714834]",2,0,True
AR-S3,3,0,NAT,0.0,0.0001,False,0.9999942303156256,0.002402016730667708,3.636802917286047e-16,1,1,2,"[0.03233373431264765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.214123901045124e-05, 0.0001229854157589141, 0.00014752135249963927, 0.0001500078670106357, 0.0001603775839609459]",1,0,True
AR-S3,3,1,NAT,0.0,0.0001,False,0.9999418042712709,0.0076286125035365405,5.991740284000851e-16,2,2,2,"[0.6885163534977474, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011609544830990456, 0.0011890972853213669, 0.0012534350615389929, 0.0014959474908950979]",2,0,True
