epoch,train_mse,validation_rmse,learning_rate,external_support
1,1.1195296427408854,0.8551913791204137,0.003,[]
5,1.0512950032552084,0.8313483846852353,0.003,[]
10,0.9759680786132813,0.8101771558898593,0.003,[]
15,0.9085557861328125,0.793299884678707,0.003,[]
20,0.8462551676432292,0.7771228879077982,0.003,[]
25,0.7873062744140625,0.7600019113617001,0.003,[]
30,0.7311325073242188,0.7425917073652629,0.003,[]
35,0.6780804443359375,0.7262526220907914,0.003,[]
40,0.62909033203125,0.711640299085994,0.003,[]
45,0.5853899536132813,0.6988764219615855,0.003,[]
50,0.5480840148925781,0.6883009139855615,0.003,[]
55,0.5178198852539062,0.6805166906906793,0.003,[]
60,0.49453277587890626,0.6755409616154394,0.003,[]
65,0.4774108683268229,0.6725526651514688,0.003,[]
70,0.4651109212239583,0.6705109927921228,0.003,[]
75,0.4561029459635417,0.6685600224827307,0.003,[]
80,0.44902382405598956,0.6661093225880207,0.003,[]
85,0.4429134521484375,0.6629056559506837,0.003,[]
90,0.4372599182128906,0.6590261684657569,0.003,[]
95,0.43188753255208334,0.654742129284022,0.003,[]
100,0.4267888387044271,0.6503559722375124,0.003,[]
105,0.42199107869466146,0.6461009531415277,0.003,[]
110,0.4174946492513021,0.6421151447605479,0.003,[]
115,0.41326802571614585,0.6384509126558546,0.003,[]
120,0.40926627604166665,0.6350963321215285,0.003,[]
125,0.4054476521809896,0.6320036545659887,0.003,[]
130,0.40177925618489585,0.6291134654745567,0.003,[]
135,0.3982340291341146,0.6263650376580662,0.003,[]
140,0.3947848917643229,0.623701018281258,0.003,[]
145,0.39140031941731773,0.621072400379917,0.003,[]
150,0.3880430806477865,0.618439246855163,0.003,[]
155,0.38467181396484373,0.6157691871915412,0.003,[]
160,0.38124462890625,0.6130390395510484,0.003,[]
165,0.3777262674967448,0.61023792067047,0.003,[]
170,0.3741016133626302,0.6073774853153258,0.003,[]
175,0.37039988199869794,0.6045116931929698,0.003,[]
180,0.3667289021809896,0.6017642468111863,0.003,[]
185,0.3633068135579427,0.599345727868041,0.003,[]
190,0.36044775390625,0.5975181110781549,0.003,[]
195,0.3584481608072917,0.5964696656257708,0.003,[]
200,0.3573890279134115,0.5961475545016361,0.003,[]
205,0.3570278116861979,0.5962291222841817,0.003,[]
210,0.3569529113769531,0.5963330429755936,0.003,[]
215,0.3568683878580729,0.5962656923544287,0.003,[]
220,0.35670438639322916,0.5960537902317284,0.003,[]
225,0.35651375325520834,0.59580759842078,0.003,[]
230,0.356346923828125,0.5956043206995207,0.003,[]
235,0.356213623046875,0.5954635020104612,0.003,[]
240,0.3561011759440104,0.5953723979463006,0.003,[]
245,0.3559963582356771,0.5953104494715341,0.003,[]
250,0.35589320882161457,0.5952616960769492,0.003,[]
255,0.3557911173502604,0.5952163738828773,0.003,[]
260,0.35569108072916666,0.5951690484972001,0.003,[]
265,0.3555938517252604,0.59511795028873,0.003,[]
270,0.35549908447265627,0.5950628987893842,0.003,[]
275,0.35540620930989586,0.5950052007880635,0.003,[]
280,0.35531466674804685,0.5949466764774491,0.003,[]
285,0.3552242431640625,0.5948884798571887,0.003,[]
290,0.3551347351074219,0.5948314575496365,0.003,[]
295,0.3550461222330729,0.594775917748848,0.003,[]
300,0.3549583333333333,0.5947211424732498,0.003,[]
305,0.3548711954752604,0.5946672345716105,0.003,[]
310,0.35478462727864585,0.5946134244294512,0.003,[]
315,0.3546985066731771,0.5945596607452838,0.003,[]
320,0.35461275227864586,0.5945057895336785,0.003,[]
325,0.35452734375,0.5944516824220241,0.003,[]
330,0.354442138671875,0.5943976217271093,0.003,[]
335,0.35435713704427085,0.5943432993813687,0.003,[]
340,0.35427227783203125,0.5942888950430458,0.003,[]
345,0.3541874593098958,0.5942342546212178,0.003,[]
350,0.35410267130533857,0.5941793266898681,0.003,[]
355,0.3540178426106771,0.5941242395833946,0.003,[]
360,0.3539329427083333,0.5940686850348724,0.003,[]
365,0.35384794108072914,0.5940129454772272,0.003,[]
370,0.35376277669270834,0.5939567896478245,0.003,[]
375,0.3536774495442708,0.5939002431210959,0.003,[]
380,0.3535918680826823,0.5938434342602961,0.003,[]
385,0.35350604248046874,0.59378608031823,0.003,[]
390,0.3534199015299479,0.593728412436507,0.003,[]
395,0.3533334757486979,0.5936702249039445,0.003,[]
