direction,model,MSE,RMSE,MAE,R2,rows
sheet1_to_sheet2,CENTERED-R1-LIN-DERIVED,0.12842156884429345,0.35835955246692314,0.2906816279015239,-0.3048763004600612,3233
sheet1_to_sheet2,CENTERED-LIN-UOI,0.1278529248636554,0.35756527357065226,0.290165647246866,-0.2990983765457884,3233
sheet1_to_sheet2,CENTERED-FULL-UOI,0.16809061286448668,0.4099885521139422,0.33694151318720944,-0.7079487428051476,3233
sheet2_to_sheet1,CENTERED-R1-LIN-DERIVED,0.41030880909392137,0.6405535177437724,0.5214845891215608,0.049597257288027,3130
sheet2_to_sheet1,CENTERED-LIN-UOI,0.41233441913875224,0.6421327114691731,0.5228182123299743,0.04490531478130033,3130
sheet2_to_sheet1,CENTERED-FULL-UOI,0.4103002796473354,0.6405468598372296,0.5216703874205056,0.04961701413762287,3130
