direction,rank1_energy_ratio,singular_values,spectral_gap,rank1_RMSE,general_linear_RMSE,rank1_vs_linear_relative_MSE_gap,channel_coordinates,time_shape_abs_correlation,channel_sign_agreement,structure_status
sheet1_to_sheet2,0.9991329517521764,"[1.7344065777991182, 0.04963188092896869, 0.011636531493259272, 0.0034287261310733835]",34.94541301550382,0.35835955246692314,0.35756527357065226,0.004447641547852444,"[-0.05525274191987589, -0.07295501942849676, 0.9858467369629808, -0.14046676072995495]",0.9856566376914214,0.25,NLINEAR_PREDICTIVE_ONLY
sheet2_to_sheet1,0.9945056968726409,"[0.0989618623635021, 0.007292332675726487, 0.0009331542809965781, 0.00023782994901096327]",13.57067302934629,0.6405535177437724,0.6421327114691731,0.004912541739934754,"[0.17888353794420953, -0.055865465815017355, -0.588630317416, 0.7863803653452781]",0.9856566376914214,0.25,NLINEAR_PREDICTIVE_ONLY
