direction,region,rows,maximum_value_continuity_residual,maximum_derivative_continuity_residual,pass,MSE,RMSE,MAE,R2
sheet1_to_sheet2,all_registered,3233,0.0,3.552713678800501e-15,True,0.16809061286448668,0.4099885521139422,0.33694151318720944,-0.7079487428051476
sheet1_to_sheet2,fit_support,2757,0.0,3.552713678800501e-15,True,0.1396821998179121,0.3737408190416349,0.30850286877895733,-0.5007746184173913
sheet1_to_sheet2,extension_band,474,0.0,3.552713678800501e-15,True,0.33276382997701304,0.5768568539742013,0.5015155868793715,-3.6975409560553185
sheet1_to_sheet2,saturated,2,0.0,3.552713678800501e-15,True,0.3015355418987703,0.5491225199340948,0.5355573649203695,-30077.91516415982
sheet2_to_sheet1,all_registered,3130,0.0,1.4210854715202004e-14,True,0.4103002796473354,0.6405468598372296,0.5216703874205056,0.04961701413762287
sheet2_to_sheet1,fit_support,2634,0.0,1.4210854715202004e-14,True,0.34775344358977484,0.5897062349931318,0.49141581269196927,0.06429831494687333
sheet2_to_sheet1,extension_band,96,0.0,1.4210854715202004e-14,True,0.5870413517492002,0.7661862382927537,0.6904111827811282,-1.353295742303224
sheet2_to_sheet1,saturated,400,0.0,1.4210854715202004e-14,True,0.7797533377819241,0.8830364306085702,0.6803989711213682,-0.4111740416128655
