epoch,train_mse,validation_rmse,penalty_scale,external_support
1,0.042948229471842445,0.2688544066136287,0.0033333333333333335,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
5,0.04615112559000651,0.2757243379218834,0.016666666666666666,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
10,0.049270150502522786,0.24918033507078027,0.03333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
15,0.043268953959147136,0.24754232487839564,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
20,0.04295950063069662,0.25177560818844646,0.06666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
25,0.04386781565348307,0.24766673935298272,0.08333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
30,0.04323625310262044,0.24646493584201662,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
35,0.04253868103027344,0.24711908949101674,0.11666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
40,0.04277265930175781,0.2463280212421483,0.13333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
45,0.0426301638285319,0.2463643725312862,0.15,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
50,0.042538883209228516,0.24700821384873062,0.16666666666666666,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
55,0.04258547210693359,0.24648592263777205,0.18333333333333332,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
60,0.04254535420735677,0.2465250823779501,0.2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
65,0.042590447743733724,0.2466859968017366,0.21666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
70,0.04261237589518229,0.24685753869221755,0.23333333333333334,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
75,0.04265612538655599,0.2467584494213721,0.25,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
80,0.042713568369547525,0.24668800708456717,0.26666666666666666,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
85,0.04277175013224284,0.2467095160855139,0.2833333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
90,0.04284389623006185,0.24678365441945915,0.3,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
95,0.04292398198445638,0.24685253958598202,0.31666666666666665,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
100,0.04301077143351237,0.24690115874564342,0.3333333333333333,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
105,0.04310657501220703,0.24692970925150978,0.35,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
110,0.04321075185139974,0.2469627668603752,0.36666666666666664,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
115,0.04332241821289062,0.24701586603643594,0.38333333333333336,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
120,0.043441436767578126,0.24708501839880675,0.4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
125,0.04356798044840495,0.24716875200512997,0.4166666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
130,0.04370169576009115,0.24726786969508377,0.43333333333333335,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
135,0.043842664082845054,0.24737744928952635,0.45,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
140,0.0439906997680664,0.2474985635118509,0.4666666666666667,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
145,0.044145773569742836,0.24763149583009586,0.48333333333333334,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
