epoch,train_mse,lag_logit_roughness,smoothness_penalty,validation_rmse,learning_rate,external_support
1,0.036613787333170576,3138.521484375,0.0,0.199759892339284,0.003,"[0, 1]"
5,0.038316184997558594,3138.84521484375,0.0,0.20299797898963665,0.003,"[0, 1]"
10,0.03798286437988281,3139.12109375,0.0,0.20435022419767165,0.003,"[0, 1]"
15,0.037248875935872394,3139.427001953125,0.0,0.1997795415811514,0.003,"[0, 1]"
20,0.03681655120849609,3139.810791015625,0.0,0.20121711414879,0.003,"[0, 1]"
25,0.0365475107828776,3140.246826171875,0.0,0.1994502905387608,0.003,"[0, 1]"
30,0.03635598119099935,3140.749755859375,0.0,0.19968696892657276,0.003,"[0, 1]"
35,0.03621792729695638,3141.30078125,0.0,0.19952102527394747,0.003,"[0, 1]"
40,0.03612489191691081,3141.902587890625,0.0,0.199228582401357,0.003,"[0, 1]"
45,0.03606421661376953,3142.529052734375,0.0,0.19976466638531237,0.003,"[0, 1]"
50,0.036017311096191405,3143.184814453125,0.0,0.1990474811439619,0.003,"[0, 1]"
55,0.03596262486775716,3143.860107421875,0.0,0.1994961877903212,0.003,"[0, 1]"
60,0.035897445678710935,3144.549560546875,0.0,0.199178113196122,0.003,"[0, 1]"
65,0.03583693440755208,3145.250732421875,0.0,0.1990998515444192,0.003,"[0, 1]"
70,0.03578504943847656,3145.95751953125,0.0,0.19929528056680412,0.003,"[0, 1]"
75,0.03573199971516927,3146.668212890625,0.0,0.19909524357860736,0.003,"[0, 1]"
80,0.035677995045979814,3147.3798828125,0.0,0.1990701230204938,0.003,"[0, 1]"
85,0.03562700653076172,3148.0927734375,0.0,0.19914692141073395,0.003,"[0, 1]"
90,0.03557603708902995,3148.80712890625,0.0,0.19907638908571315,0.003,"[0, 1]"
95,0.03552567545572917,3149.526123046875,0.0,0.1990387130730045,0.003,"[0, 1]"
100,0.03547630564371745,3150.251708984375,0.0,0.19908221424161363,0.003,"[0, 1]"
105,0.03542724100748698,3150.986572265625,0.0,0.19908995530346169,0.003,"[0, 1]"
110,0.03537896728515625,3151.734375,0.0,0.19905925754080195,0.003,"[0, 1]"
115,0.035331146240234375,3152.496826171875,0.0,0.1990663287933882,0.003,"[0, 1]"
120,0.03528396479288737,3153.27587890625,0.0,0.19909258987838402,0.003,"[0, 1]"
125,0.03523731231689453,3154.075439453125,0.0,0.1991120846493702,0.003,"[0, 1]"
130,0.035191261291503906,3154.896240234375,0.0,0.1991260315795921,0.003,"[0, 1]"
135,0.03514578119913737,3155.739990234375,0.0,0.19915147071657346,0.003,"[0, 1]"
140,0.03510091272989909,3156.60791015625,0.0,0.19919092559980886,0.003,"[0, 1]"
145,0.03505664825439453,3157.50048828125,0.0,0.19923593484397914,0.003,"[0, 1]"
150,0.03501300557454427,3158.41845703125,0.0,0.1992839296713213,0.003,"[0, 1]"
155,0.0349699961344401,3159.363525390625,0.0,0.19933726177788605,0.003,"[0, 1]"
160,0.03492763264973958,3160.334228515625,0.0,0.19939996353807182,0.003,"[0, 1]"
165,0.03488591639200846,3161.33203125,0.0,0.19947236078536082,0.003,"[0, 1]"
170,0.03484486643473307,3162.357177734375,0.0,0.19955377390367546,0.003,"[0, 1]"
175,0.03480448532104492,3163.40869140625,0.0,0.19964287344281514,0.003,"[0, 1]"
180,0.03476477686564128,3164.486083984375,0.0,0.19974045124553397,0.003,"[0, 1]"
185,0.034725749969482425,3165.58837890625,0.0,0.19984765926590808,0.003,"[0, 1]"
190,0.03468740844726562,3166.71484375,0.0,0.1999646918601448,0.003,"[0, 1]"
195,0.034649761199951175,3167.8662109375,0.0,0.20009185588988132,0.003,"[0, 1]"
200,0.034612805684407555,3169.039306640625,0.0,0.20022911300026053,0.003,"[0, 1]"
205,0.03457654062906901,3170.2353515625,0.0,0.2003774324056491,0.003,"[0, 1]"
210,0.03454098002115885,3171.45263671875,0.0,0.20053648520150305,0.003,"[0, 1]"
215,0.034506123860677085,3172.691650390625,0.0,0.20070599878732762,0.003,"[0, 1]"
220,0.034471970876057946,3173.950927734375,0.0,0.20088666827644622,0.003,"[0, 1]"
225,0.034438523610432946,3175.230712890625,0.0,0.2010787386800751,0.003,"[0, 1]"
230,0.034405787150065106,3176.531494140625,0.0,0.2012814666600002,0.003,"[0, 1]"
235,0.03437376276652018,3177.8525390625,0.0,0.20149545426837875,0.003,"[0, 1]"
240,0.034342450459798175,3179.1943359375,0.0,0.20172066567218272,0.003,"[0, 1]"
245,0.03431185531616211,3180.557373046875,0.0,0.20195733720824824,0.003,"[0, 1]"
