scenario,seed,variable,distribution,resolution_role,lag_basis_type,lag_basis_count,amplitude_basis_count,selected_lag_smoothing,selected_amplitude_smoothing,validation_contribution_mse,validation_contribution_r2,test_contribution_mse,test_contribution_r2,empirical_operator_nrmse,core_surface_nrmse,fit_surface_nrmse,e1b_projection_core_nrmse,estimator_to_projection_core_nrmse,kkt_relative_residual,design_condition_number,effective_rank,truth_rank_class,estimated_sigma1,estimated_sigma2,rank1_validation_mse,rank2_validation_mse,rank2_reducible_gap_capture,candidate_count,seed_gate_pass
AR-S4U,0,2,SPACE,STRUCTURAL,cubic_bspline,48,28,0.0,1e-05,1.3863941550280492e-05,0.9996989933076675,1.326678011136758e-05,0.9997161243881659,0.01734954444163901,0.016956606042771313,1.620196577425816,0.016835870340630568,nan,5.850311673399206e-16,311414.7913022924,342.20914342790553,strong_rank2,0.021564666733742008,0.012584870308669161,0.016428180772269884,0.006232979542615565,0.6211163909407348,25,False
AR-S4U,1,0,SPACE,STRUCTURAL,cubic_bspline,48,28,1e-05,0.0,7.56056637734893e-06,0.9998482375377669,7.502086747397514e-06,0.9998515022186929,0.012319190810809828,0.01211213069149317,1.879194399376402,0.011788464310971924,nan,4.999659639566883e-16,290550.1526057435,328.83450928591526,strong_rank2,0.02417786735790056,0.011524088017906312,0.01274869978441777,0.0045324063283793525,0.6448633293642073,25,False
AR-S4U,1,1,SPACE,STRUCTURAL,cubic_bspline,48,28,0.0,1e-05,6.613533988470649e-06,0.9999292481686963,6.266571374530181e-06,0.999931954460685,0.008411410779629334,0.008127449520706528,0.17051819186960893,0.00779153269402391,nan,6.64566582241704e-16,832.5579970041651,334.0799404736974,strong_rank2,0.02952192008479741,0.022381599703767074,0.03700523672771818,0.004383964925728164,0.8816888031530444,25,False
AR-S4U,1,2,SPACE,STRUCTURAL,cubic_bspline,48,28,0.0,1e-05,5.326571126391619e-06,0.9998842790542479,4.873222036936547e-06,0.9998937353399298,0.010757367045521686,0.010383048495302204,0.8536777966462298,0.010278749975307264,nan,5.626347617644109e-16,1264.9848933176959,387.51742405460504,strong_rank2,0.021407903388414192,0.013009980897063907,0.016841562374783067,0.006100605103750164,0.6379666688144191,25,False
AR-S4U,2,0,SPACE,STRUCTURAL,cubic_bspline,48,28,1e-05,1e-05,5.75343884538868e-06,0.9998872417781317,5.366798846293684e-06,0.9998958280444152,0.01061876743639943,0.01023954205329578,0.3359875080343418,0.009933960424030852,nan,3.9257580915450527e-16,115075.42949605198,349.81958707554804,strong_rank2,0.024412941283307326,0.01154671868606032,0.013109712428665854,0.004545785805200923,0.6535373492940291,25,False
AR-S4U,2,1,SPACE,STRUCTURAL,cubic_bspline,48,28,0.0,1e-05,3.200787272988969e-06,0.9999710681703219,2.992062064841053e-06,0.9999732298490699,0.005378831627606925,0.005163649626388343,0.10822646183320671,0.004930092320467343,nan,5.727767076980105e-16,238.83816131096003,377.18566719619196,strong_rank2,0.03138254340636396,0.025942180837012014,0.04708798379783607,0.004356972266539235,0.9075333642657011,25,False
AR-S4U,2,2,SPACE,STRUCTURAL,cubic_bspline,48,28,0.0,1e-05,3.173858390363508e-05,0.999307313236728,2.9547265752445817e-05,0.9993730887532797,0.026318943050055887,0.02545344911978903,2.3637950844708837,0.02523874542260876,nan,6.152201029171589e-16,314565.15283046523,316.00349954291164,strong_rank2,0.021396453019439887,0.013032395344687184,0.016813286563903778,0.006145907907630627,0.6356611838780477,25,False
AR-S4U,3,0,SPACE,STRUCTURAL,cubic_bspline,48,28,1e-05,1e-05,2.533552371069542e-06,0.9999507682675896,2.366642790756221e-06,0.9999541097347985,0.007016532791232878,0.0068291485777241335,0.3044483866551037,0.006637427491022771,nan,4.172486033460956e-16,1147.6880581729577,384.15001590180833,strong_rank2,0.02447205738091201,0.011552048320464397,0.012951910917658915,0.004533714304329454,0.6500850485595788,25,False
AR-S4U,3,1,SPACE,STRUCTURAL,cubic_bspline,48,28,0.0,1e-05,2.677470555365071e-06,0.9999708394492967,2.5152255925388347e-06,0.9999722860237003,0.005400050990806614,0.005201087472478172,0.11401175353659529,0.004968653183479761,nan,6.118902959349628e-16,417.5743719454327,370.2263828440306,strong_rank2,0.02825104853218805,0.023772472463323282,0.04084966453534713,0.004384004046116229,0.8927380722448104,25,False
AR-S4U,3,2,SPACE,STRUCTURAL,cubic_bspline,48,28,1e-05,1e-05,5.886092602869327e-06,0.9998746573915094,5.550214612099556e-06,0.9998832066277297,0.01119565132051766,0.010968592057884335,0.6516206985814426,0.010840856514119585,nan,5.555740341867016e-16,2949.8165737910076,379.36324354147894,strong_rank2,0.02154438961757033,0.013108317841807477,0.01708896282831295,0.006213985532204642,0.6365935987031831,25,False
